,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
486,-19.8461024444444,-43.9921661944444,851.612,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8791.TIF,0.0582126385140215,0.1487851159916703,0.1513537068399095,0.0720396317709802,0.1420040810911393,0000SET_000_DJI_8791.T,-0.6260106577535786,5.6721387247925446,-0.0451677641194563,-0.3550422566855491,-0.0318710671181082,0.9382266483987768,0.4759687309619597,0.4682090547587265,3.297152104087955,0.4375529468613551,2.5558902635178247,0.9830292174412611,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,16.439
1055,-19.84912275,-43.9868888055556,849.119,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8981.TIF,0.061057327222899,0.1514129773710932,0.1539385176414892,0.0752159245812487,0.1403214898341873,0000SET_000_DJI_8981.T,-0.613429522562988,5.550338564701947,-0.0640890868647389,-0.3435350949196185,-0.0462754960285504,0.9115424260547,0.4886101654975055,0.4326102757601875,3.082993747225654,0.4252624870136751,2.4798494178812844,0.9835938379225024,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,98.136
1085,-19.8493644166667,-43.9866101666667,849.037,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8991.TIF,0.0598152408203175,0.1498036787345955,0.1569515869357424,0.0732404536754652,0.1387567402775437,0000SET_000_DJI_8991.T,-0.6484243039686605,5.590925382773936,-0.0867996395403244,-0.3636578095315841,-0.0615297067541668,0.8840735094596536,0.4666436007776754,0.4252187313587737,3.064490636694432,0.4292953999827487,2.5044399500889667,0.954457878759306,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,59.125
1115,-19.8495788055556,-43.9863127222222,849.307,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9001.TIF,0.061379897883351,0.1489863513805436,0.154297522166748,0.076152403404178,0.1451568917220347,0000SET_000_DJI_9001.T,-0.6236653453312991,5.468507012771824,-0.043451031126418,-0.3390980429651695,-0.0305242802268666,0.940759706854948,0.4935426203531691,0.4587563037808855,3.1604169691052064,0.4164472856446398,2.427282490167769,0.9655783792790616,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,21.031
1145,-19.8497888333333,-43.9860052222222,849.101,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9011.TIF,0.058750918442948,0.1475974488564264,0.1532187519871723,0.0735362652719583,0.1397262877134893,0000SET_000_DJI_9011.T,-0.6400370350311185,5.605579121161008,-0.0653868235075873,-0.3514034118334617,-0.0460580055817635,0.9119398631127564,0.4799429855564602,0.4781822020887365,3.422278011631253,0.4305657058317212,2.512257727506945,0.9633119115131774,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,21.609
1175,-19.8499075,-43.9858076944444,849.064,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9021.TIF,0.0604860571822523,0.1465835814760629,0.160656603404193,0.0760264074022674,0.1443235554447605,0000SET_000_DJI_9021.T,-0.6833681181292363,5.464846180494986,-0.0788770776114773,-0.3575676839396348,-0.0535544607920599,0.8983356574622676,0.4732230471161771,0.4877286605582659,3.3794113445669858,0.4157901894824851,2.42342761794487,0.912403090629745,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,45.089
1205,-19.8500220277778,-43.9856040833333,848.958,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9031.TIF,0.0600743613968504,0.1455189064770696,0.1594566466525276,0.0734948210626371,0.1399701421422636,0000SET_000_DJI_9031.T,-0.6829510175802312,5.464199981915628,-0.0947818219525265,-0.3690117363630353,-0.0650793624334623,0.8777943414756044,0.4609078555551834,0.4254581967637241,3.0396353840327937,0.4155999170781119,2.4223129983151,0.912592290957744,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,69.485
1234,-19.8502345277778,-43.98522525,839.304,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9041.TIF,0.0598109264059611,0.1445965736367819,0.1602184960688805,0.0741305120096762,0.1410202351842187,0000SET_000_DJI_9041.T,-0.6943979870168799,5.457480686769921,-0.0939215091454439,-0.3673494706252246,-0.0637310508008066,0.8801745032208506,0.4626838587837343,0.4554433400022786,3.2296311193022778,0.4147873596276631,2.4175611769552963,0.9024961361178768,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,67.091
1241,-19.8502345277778,-43.98522525,839.304,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9041.TIF,0.0598109264059611,0.1445965736367819,0.1602184960688805,0.0741305120096762,0.1410202351842187,0000SET_000_DJI_9041.T,-0.6943979870168799,5.457480686769921,-0.0939215091454439,-0.3673494706252246,-0.0637310508008066,0.8801745032208506,0.4626838587837343,0.4554433400022786,3.2296311193022778,0.4147873596276631,2.4175611769552963,0.9024961361178768,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,90.263
1264,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.064554135704292,0.1404928240354671,0.1307114006011048,0.0803021063901919,0.1515075770584368,0000SET_000_DJI_9051.T,-0.4708942634686563,5.047965596755342,0.1014215303837033,-0.23889131520378,0.0736880865694996,1.159099943552714,0.6143466141507565,0.4602649908845866,3.037900808796259,0.370347789733409,2.176356673397862,1.0748322134823762,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,44.559
1267,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.064554135704292,0.1404928240354671,0.1307114006011048,0.0803021063901919,0.1515075770584368,0000SET_000_DJI_9051.T,-0.4708942634686563,5.047965596755342,0.1014215303837033,-0.23889131520378,0.0736880865694996,1.159099943552714,0.6143466141507565,0.4602649908845866,3.037900808796259,0.370347789733409,2.176356673397862,1.0748322134823762,2022-06-15,11:46:29,-19.85122,-43.98524,B3,,,,rede,,0.3,30,14.2,9.61,320.0,0.201,27.63,8.93,6.1,139.3,0.285,0.17,352.6,229.0,40.5,7.35,20.157,0.37,4674,697.5,127,98.535
1270,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.064554135704292,0.1404928240354671,0.1307114006011048,0.0803021063901919,0.1515075770584368,0000SET_000_DJI_9051.T,-0.4708942634686563,5.047965596755342,0.1014215303837033,-0.23889131520378,0.0736880865694996,1.159099943552714,0.6143466141507565,0.4602649908845866,3.037900808796259,0.370347789733409,2.176356673397862,1.0748322134823762,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,84.188
1271,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.064554135704292,0.1404928240354671,0.1307114006011048,0.0803021063901919,0.1515075770584368,0000SET_000_DJI_9051.T,-0.4708942634686563,5.047965596755342,0.1014215303837033,-0.23889131520378,0.0736880865694996,1.159099943552714,0.6143466141507565,0.4602649908845866,3.037900808796259,0.370347789733409,2.176356673397862,1.0748322134823762,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,68.478
1272,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.064554135704292,0.1404928240354671,0.1307114006011048,0.0803021063901919,0.1515075770584368,0000SET_000_DJI_9051.T,-0.4708942634686563,5.047965596755342,0.1014215303837033,-0.23889131520378,0.0736880865694996,1.159099943552714,0.6143466141507565,0.4602649908845866,3.037900808796259,0.370347789733409,2.176356673397862,1.0748322134823762,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,94.061
1294,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0562455455296328,0.141163297599016,0.1538592559897037,0.0711923447616979,0.1360877372712655,0000SET_000_DJI_9061.T,-0.6914949715707928,5.608804683996127,-0.0900239241403017,-0.367324253424538,-0.0612923021500099,0.8844949651932056,0.4627108346764793,0.5079790059337747,3.732731663553295,0.4301618444420111,2.5097684851264277,0.9174832979074244,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,35.914
1297,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0562455455296328,0.141163297599016,0.1538592559897037,0.0711923447616979,0.1360877372712655,0000SET_000_DJI_9061.T,-0.6914949715707928,5.608804683996127,-0.0900239241403017,-0.367324253424538,-0.0612923021500099,0.8844949651932056,0.4627108346764793,0.5079790059337747,3.732731663553295,0.4301618444420111,2.5097684851264277,0.9174832979074244,2022-06-15,11:46:29,-19.85122,-43.98524,B3,,,,rede,,0.3,30,14.2,9.61,320.0,0.201,27.63,8.93,6.1,139.3,0.285,0.17,352.6,229.0,40.5,7.35,20.157,0.37,4674,697.5,127,95.753
1300,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0562455455296328,0.141163297599016,0.1538592559897037,0.0711923447616979,0.1360877372712655,0000SET_000_DJI_9061.T,-0.6914949715707928,5.608804683996127,-0.0900239241403017,-0.367324253424538,-0.0612923021500099,0.8844949651932056,0.4627108346764793,0.5079790059337747,3.732731663553295,0.4301618444420111,2.5097684851264277,0.9174832979074244,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,73.621
1301,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0562455455296328,0.141163297599016,0.1538592559897037,0.0711923447616979,0.1360877372712655,0000SET_000_DJI_9061.T,-0.6914949715707928,5.608804683996127,-0.0900239241403017,-0.367324253424538,-0.0612923021500099,0.8844949651932056,0.4627108346764793,0.5079790059337747,3.732731663553295,0.4301618444420111,2.5097684851264277,0.9174832979074244,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,58.655
1302,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0562455455296328,0.141163297599016,0.1538592559897037,0.0711923447616979,0.1360877372712655,0000SET_000_DJI_9061.T,-0.6914949715707928,5.608804683996127,-0.0900239241403017,-0.367324253424538,-0.0612923021500099,0.8844949651932056,0.4627108346764793,0.5079790059337747,3.732731663553295,0.4301618444420111,2.5097684851264277,0.9174832979074244,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,87.949
1324,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0582605474512319,0.1502363456040489,0.1515356293401705,0.0916227291669762,0.1249706793140486,0000SET_000_DJI_9071.T,-0.6208556359242595,5.705588394466605,-0.1274117308744667,-0.2463945740587544,-0.0960735766045118,0.8246950229342545,0.6046282947840569,0.7810607046927539,6.249951660500823,0.4411374999647143,2.578697801111585,0.991425886164336,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,35.25
1327,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0582605474512319,0.1502363456040489,0.1515356293401705,0.0916227291669762,0.1249706793140486,0000SET_000_DJI_9071.T,-0.6208556359242595,5.705588394466605,-0.1274117308744667,-0.2463945740587544,-0.0960735766045118,0.8246950229342545,0.6046282947840569,0.7810607046927539,6.249951660500823,0.4411374999647143,2.578697801111585,0.991425886164336,2022-06-15,11:46:29,-19.85122,-43.98524,B3,,,,rede,,0.3,30,14.2,9.61,320.0,0.201,27.63,8.93,6.1,139.3,0.285,0.17,352.6,229.0,40.5,7.35,20.157,0.37,4674,697.5,127,96.631
1330,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0582605474512319,0.1502363456040489,0.1515356293401705,0.0916227291669762,0.1249706793140486,0000SET_000_DJI_9071.T,-0.6208556359242595,5.705588394466605,-0.1274117308744667,-0.2463945740587544,-0.0960735766045118,0.8246950229342545,0.6046282947840569,0.7810607046927539,6.249951660500823,0.4411374999647143,2.578697801111585,0.991425886164336,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,64.608
1331,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0582605474512319,0.1502363456040489,0.1515356293401705,0.0916227291669762,0.1249706793140486,0000SET_000_DJI_9071.T,-0.6208556359242595,5.705588394466605,-0.1274117308744667,-0.2463945740587544,-0.0960735766045118,0.8246950229342545,0.6046282947840569,0.7810607046927539,6.249951660500823,0.4411374999647143,2.578697801111585,0.991425886164336,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,52.437
1332,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0582605474512319,0.1502363456040489,0.1515356293401705,0.0916227291669762,0.1249706793140486,0000SET_000_DJI_9071.T,-0.6208556359242595,5.705588394466605,-0.1274117308744667,-0.2463945740587544,-0.0960735766045118,0.8246950229342545,0.6046282947840569,0.7810607046927539,6.249951660500823,0.4411374999647143,2.578697801111585,0.991425886164336,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,84.988
1354,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0572043612323494,0.1431756027797758,0.1482996735858802,0.0697070514476974,0.137272256219282,0000SET_000_DJI_9081.T,-0.6362488481619888,5.5957097522935655,-0.0550325349191645,-0.3605054941588517,-0.0386152006400695,0.9256409869289952,0.4700418400269108,0.4304080537237672,3.135433667209659,0.4290411068355327,2.5028791458440267,0.965447861871813,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,43.541
1360,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0572043612323494,0.1431756027797758,0.1482996735858802,0.0697070514476974,0.137272256219282,0000SET_000_DJI_9081.T,-0.6362488481619888,5.5957097522935655,-0.0550325349191645,-0.3605054941588517,-0.0386152006400695,0.9256409869289952,0.4700418400269108,0.4304080537237672,3.135433667209659,0.4290411068355327,2.5028791458440267,0.965447861871813,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,61.09
1361,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0572043612323494,0.1431756027797758,0.1482996735858802,0.0697070514476974,0.137272256219282,0000SET_000_DJI_9081.T,-0.6362488481619888,5.5957097522935655,-0.0550325349191645,-0.3605054941588517,-0.0386152006400695,0.9256409869289952,0.4700418400269108,0.4304080537237672,3.135433667209659,0.4290411068355327,2.5028791458440267,0.965447861871813,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,53.29
1362,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0572043612323494,0.1431756027797758,0.1482996735858802,0.0697070514476974,0.137272256219282,0000SET_000_DJI_9081.T,-0.6362488481619888,5.5957097522935655,-0.0550325349191645,-0.3605054941588517,-0.0386152006400695,0.9256409869289952,0.4700418400269108,0.4304080537237672,3.135433667209659,0.4290411068355327,2.5028791458440267,0.965447861871813,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,86.507
