,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
59,-19.8495777777778,-43.9916526666667,840.023,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8641.TIF,0.0743845522667704,0.1777367333599611,0.184149343080484,0.0840587314275181,0.1640908044673118,0000SET_000_DJI_8641.T,3702311313.2851744,572866.0225016631,22188494608273.64,inf,5.721877987946367e+18,-0.6175695295997851,5.378349547251464,-0.0795590842848116,-0.3731826934613024,-0.0575997303998935,0.8910746121727654,0.4564704387285244,0.2538825112207802,1.5472074260648512,0.4099304064560609,2.389430707635797,0.96517712410345,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,34.369
60,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0705047108844748,0.1754946074714393,0.1836678200034797,0.0824714506996653,0.1578787446637843,0000SET_000_DJI_8651.T,5031473310.933988,898169.9491933637,101629124274616.8,inf,1.1195235323581824e+18,-0.644823853846458,5.541422935417913,-0.1048339300777392,-0.3802383956206525,-0.0755067624961159,0.8595884932961756,0.4490250425910365,0.3249209714756579,2.058041265577604,0.4267893801033389,2.489118886807369,0.955500029717315,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,91.206
89,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0705047108844748,0.1754946074714393,0.1836678200034797,0.0824714506996653,0.1578787446637843,0000SET_000_DJI_8651.T,5031473310.933988,898169.9491933637,101629124274616.8,inf,1.1195235323581824e+18,-0.644823853846458,5.541422935417913,-0.1048339300777392,-0.3802383956206525,-0.0755067624961159,0.8595884932961756,0.4490250425910365,0.3249209714756579,2.058041265577604,0.4267893801033389,2.489118886807369,0.955500029717315,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,49.776
90,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.071138673348118,0.1731556234162294,0.1871873102454469,0.0811367965330734,0.1596635571493234,0000SET_000_DJI_8661.T,17491716022.631393,1301904.3570182836,262614315574027.97,inf,6.395079764580507e+18,-0.6701984873940398,5.455435265579415,-0.1126663760090708,-0.395232895715589,-0.079353277398027,0.8529614370758715,0.4334524409089689,0.2765671952438336,1.7321873581031235,0.4175985744215698,2.4340575282995527,0.92503932659314,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,48.463
119,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.071138673348118,0.1731556234162294,0.1871873102454469,0.0811367965330734,0.1596635571493234,0000SET_000_DJI_8661.T,17491716022.631393,1301904.3570182836,262614315574027.97,inf,6.395079764580507e+18,-0.6701984873940398,5.455435265579415,-0.1126663760090708,-0.395232895715589,-0.079353277398027,0.8529614370758715,0.4334524409089689,0.2765671952438336,1.7321873581031235,0.4175985744215698,2.4340575282995527,0.92503932659314,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,86.068
120,-19.8487194722222,-43.9923663055556,840.212,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8671.TIF,0.0697490318088732,0.1692224687913598,0.1849551393986452,0.0797103408415167,0.1587974875275058,0000SET_000_DJI_8671.T,15099288453.53756,1005023.4398126096,228005753310185.75,inf,7.397162791365106e+18,-0.6807967547844581,5.446310697450685,-0.1094592945411411,-0.3976521549452826,-0.0760944057505599,0.8585729925851902,0.4309712133476436,0.284516325149543,1.7916928635301057,0.4162564855333616,2.4261622620807763,0.9149379105742188,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,7.753
363,-19.8474663333333,-43.9926246111111,849.774,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8751.TIF,0.0802524634171433,0.1647763735563018,0.1473204799220098,0.0790630787264988,0.1559308845950947,0000SET_000_DJI_8751.T,3242271.0559190325,7551.832392689218,82620851.11242051,inf,3.1950752086959904e+16,-0.4070244723643605,4.792988996824902,0.0351403727799517,-0.3015121840252098,0.028393622191267,1.0584467595927134,0.5366740508064738,-0.0292295677235908,-0.1874520740358214,0.3449549497242185,2.053225116590037,1.1184892531135724,2022-06-15,12:15:40,-19.847638,-43.991933,P0,,,,,,0.3,30,16.39,8.21,336.2,0.19,33.09,10.7,4.74,155.9,0.27,0.18,372.2,242.0,28.44,7.1,19.934,0.359,4674,697.0,123,74.812
396,-19.8467175833333,-43.9928913888889,851.606,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8761.TIF,0.066905414727231,0.1689843858477235,0.1770483860162319,0.0813387656670291,0.1583363977515028,0000SET_000_DJI_8761.T,1382076876.8734765,328080.7620811954,51972707353009.19,inf,1.2504176605056184e+18,-0.6517937780846438,5.604985919439443,-0.0793251264748233,-0.3704116854328989,-0.055792597548754,0.8943114439743405,0.45941545979172,0.4199417821327694,2.652212555648997,0.4327400797816889,2.525720624207499,0.9544531280405508,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,86.018
426,-19.8463896944444,-43.9925185277778,851.035,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8771.TIF,0.0707634144789724,0.1744751967882341,0.1820330497297064,0.0836364974253177,0.1625730516109154,0000SET_000_DJI_8771.T,2494662224.6514053,477523.85442545766,51107300462024.35,inf,3.4128955703752714e+18,-0.6377389869677889,5.504971082759172,-0.079351281669051,-0.3703719653158897,-0.0564702657413369,0.8930963462531316,0.4594577608269827,0.3536116039460717,2.175093599106248,0.422901523432049,2.4656130300224564,0.9584808750240976,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,32.651
456,-19.8462485,-43.9923386388889,851.191,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8781.TIF,0.0699682252764697,0.171427712796545,0.187590361986632,0.0825322214393879,0.1599622744681317,0000SET_000_DJI_8781.T,12973613269.451073,1347322.3671703406,529335314762711.25,inf,3.969078696718325e+18,-0.6861325674324279,5.482889602930324,-0.1144513355901775,-0.388927646162606,-0.0794932468368609,0.852721178071669,0.43995981757991,0.3480334388294754,2.1757219943681907,0.4203032094491457,2.4500794770650858,0.9138407271092168,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,8.623
486,-19.8461024444444,-43.9921661944444,851.612,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8791.TIF,0.0701485955361862,0.1744266177734913,0.1831015752192749,0.0847174624389857,0.1680730820246146,0000SET_000_DJI_8791.T,2434115807.0363045,361271.588840845,98051574152035.08,inf,2.0928309195235705e+19,-0.647567333041843,5.538300241120109,-0.0614473273529621,-0.3673529471262912,-0.0427949252164374,0.9179226438840692,0.4626801399033928,0.4120330192018676,2.45151105839497,0.4263638200542825,2.4865304350036945,0.9526221582998682,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,16.439
1055,-19.84912275,-43.9868888055556,849.119,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8981.TIF,0.073038149722018,0.1764326227004972,0.1840039595989206,0.0883286518127749,0.1648200244336162,0000SET_000_DJI_8981.T,1234662732.5790634,529089.8854029232,37213484571312.97,inf,9.789291863132268e+17,-0.6289415652187655,5.42248180050007,-0.0768985279478495,-0.3513178509550945,-0.0549960325076586,0.8957417263893656,0.4800366905435498,0.3906432786245842,2.370120256728404,0.4144552565194513,2.4156228405565705,0.958852315379914,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,98.136
1085,-19.8493644166667,-43.9866101666667,849.037,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8991.TIF,0.0718535369110331,0.1748651686517197,0.1885444521001013,0.0865072841690405,0.1627973558452894,0000SET_000_DJI_8991.T,5581524849.60204,1213800.785586781,304521271280980.8,inf,1.8471213880129224e+18,-0.667319375772784,5.453176786161575,-0.1043581036795895,-0.3709744548975181,-0.0732821875238194,0.8634428328809042,0.4588163862976587,0.3837913789209566,2.3574791920188414,0.417526638305443,2.433633418327514,0.9274479662699434,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,59.125
1115,-19.8495788055556,-43.9863127222222,849.307,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9001.TIF,0.0735878943923293,0.1739872275176072,0.1850160718061545,0.0893331834312708,0.1701618113161124,0000SET_000_DJI_9001.T,1225968193.3470535,402726.06167833233,41486092286351.68,inf,5.585892758189143e+18,-0.640438835675733,5.340179090978188,-0.059999003031677,-0.3487630695118109,-0.0418220311452463,0.919713674898442,0.4828401260451966,0.4075618738468535,2.3951430153133426,0.4055307833466459,2.36434577934796,0.9403898040808992,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,21.031
1145,-19.8497888333333,-43.9860052222222,849.101,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9011.TIF,0.0706906596713247,0.1728164883771252,0.184889899318243,0.0868532316185767,0.1654514815249983,0000SET_000_DJI_9011.T,2163915988.215934,571113.1741470398,143449758584677.5,inf,3.103416129442252e+18,-0.6608121755009243,5.4729162667616205,-0.0798268878307305,-0.3607696259393575,-0.0554842186967983,0.8948649014093182,0.4697564979960316,0.4355450826352464,2.632464083251133,0.4193956092224481,2.444686316136152,0.934699456348687,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,21.609
1175,-19.8499075,-43.9858076944444,849.064,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9021.TIF,0.0722461217086119,0.1707702373927078,0.1916008105038196,0.0887052974867221,0.1695870161200782,0000SET_000_DJI_9021.T,6544894810.34162,1075099.7992396094,751128749525714.2,inf,1.329811364209118e+19,-0.6989197334236672,5.342136841801973,-0.0905856480820836,-0.3670826645724377,-0.0609483287117098,0.8851059433107015,0.4629693227991524,0.4355485648917915,2.5682895710801112,0.4054217421758783,2.363728783691258,0.8912813935581105,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,45.089
