Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.8510298055556,-43.9904288888889,840.434,89.9,2022:06:15 09:34:02, _Campo20220615-Pampulha_0000SET_000_DJI_8631.TIF
-19.8495777777778,-43.9916526666667,840.023,89.9,2022:06:15 09:34:34, _Campo20220615-Pampulha_0000SET_000_DJI_8641.TIF
-19.8493244722222,-43.99186375,840.176,90.0,2022:06:15 09:34:38, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF
-19.8490206944444,-43.9921163055556,840.469,89.9,2022:06:15 09:34:42, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF
-19.8487194722222,-43.9923663055556,840.212,89.9,2022:06:15 09:34:46, _Campo20220615-Pampulha_0000SET_000_DJI_8671.TIF
-19.8479612777778,-43.9929950277778,840.486,89.9,2022:06:15 09:34:57, _Campo20220615-Pampulha_0000SET_000_DJI_8681.TIF
-19.8477618611111,-43.9931599444444,840.183,90.0,2022:06:15 09:35:00, _Campo20220615-Pampulha_0000SET_000_DJI_8691.TIF
-19.8474521111111,-43.9934164166667,840.447,90.0,2022:06:15 09:35:04, _Campo20220615-Pampulha_0000SET_000_DJI_8701.TIF
-19.8472858333333,-43.9935467222222,840.953,89.9,2022:06:15 09:35:10, _Campo20220615-Pampulha_0000SET_000_DJI_8711.TIF
-19.8472172777778,-43.9933108888889,839.871,89.9,2022:06:15 09:35:20, _Campo20220615-Pampulha_0000SET_000_DJI_8721.TIF
-19.8472727222222,-43.9931495555556,839.714,89.9,2022:06:15 09:35:22, _Campo20220615-Pampulha_0000SET_000_DJI_8731.TIF
-19.8473782777778,-43.9928518888889,839.604,89.9,2022:06:15 09:35:25, _Campo20220615-Pampulha_0000SET_000_DJI_8741.TIF
-19.8474663333333,-43.9926246111111,849.774,89.9,2022:06:15 09:35:36, _Campo20220615-Pampulha_0000SET_000_DJI_8751.TIF
-19.8467175833333,-43.9928913888889,851.606,89.9,2022:06:15 09:36:31, _Campo20220615-Pampulha_0000SET_000_DJI_8761.TIF
-19.8463896944444,-43.9925185277778,851.035,90.0,2022:06:15 09:36:39, _Campo20220615-Pampulha_0000SET_000_DJI_8771.TIF
-19.8462485,-43.9923386388889,851.191,90.0,2022:06:15 09:36:43, _Campo20220615-Pampulha_0000SET_000_DJI_8781.TIF
-19.8461024444444,-43.9921661944444,851.612,90.0,2022:06:15 09:36:47, _Campo20220615-Pampulha_0000SET_000_DJI_8791.TIF
-19.8460477222222,-43.9912739166667,849.455,90.0,2022:06:15 09:37:07, _Campo20220615-Pampulha_0000SET_000_DJI_8801.TIF
-19.8461738611111,-43.9906790277778,849.684,90.0,2022:06:15 09:37:13, _Campo20220615-Pampulha_0000SET_000_DJI_8811.TIF
-19.8462936111111,-43.9902841388889,849.132,90.0,2022:06:15 09:37:17, _Campo20220615-Pampulha_0000SET_000_DJI_8821.TIF
-19.8464315,-43.9899644166667,848.949,89.9,2022:06:15 09:37:21, _Campo20220615-Pampulha_0000SET_000_DJI_8831.TIF
-19.846576,-43.9897097777778,848.862,89.9,2022:06:15 09:37:24, _Campo20220615-Pampulha_0000SET_000_DJI_8841.TIF
