,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
59,-19.8495777777778,-43.9916526666667,840.023,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8641.TIF,0.072655758612744,0.1734965350581943,0.1796653144448928,0.0822174129313558,0.1598955115389322,0000SET_000_DJI_8641.T,2051853533.362948,421561.247554722,10147772002629.006,inf,1.6783121401539328e+18,-0.6167820919089573,5.379730030810928,-0.0803153308511896,-0.3721051116652416,-0.0582216834014367,0.8899631630788455,0.4576142767755745,0.2559384070779297,1.6006603600978035,0.4096682380715754,2.3879254496939843,0.9656651624396282,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,34.369
60,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0689457819993479,0.1708068184920563,0.1786715200741405,0.080371485614144,0.1532610594067674,0000SET_000_DJI_8651.T,2635907548.0652766,636227.4554958631,35895099760040.03,inf,2.952635879403193e+17,-0.6423967090043048,5.527173861477311,-0.1059861733107004,-0.3794738028105045,-0.0765530780591383,0.8577811357018236,0.4498281851567251,0.3160130951485963,2.061926861081337,0.4248589432770737,2.477407805653315,0.9559823435832376,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,91.206
89,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0689457819993479,0.1708068184920563,0.1786715200741405,0.080371485614144,0.1532610594067674,0000SET_000_DJI_8651.T,2635907548.0652766,636227.4554958631,35895099760040.03,inf,2.952635879403193e+17,-0.6423967090043048,5.527173861477311,-0.1059861733107004,-0.3794738028105045,-0.0765530780591383,0.8577811357018236,0.4498281851567251,0.3160130951485963,2.061926861081337,0.4248589432770737,2.477407805653315,0.9559823435832376,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,49.776
90,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0693801668737561,0.1682710065299539,0.1817872667175541,0.0790062023701658,0.1552436719845771,0000SET_000_DJI_8661.T,8334794738.705976,853224.8179226879,87914543689384.36,inf,1.7824050464336645e+18,-0.6680122866192545,5.445889296620841,-0.1116914103676066,-0.3941090423273487,-0.0787571456650047,0.8539854016606221,0.4346080107630368,0.2726244726228067,1.7561068295903937,0.41611761574687,2.4253473883413856,0.925647926658138,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,48.463
119,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0693801668737561,0.1682710065299539,0.1817872667175541,0.0790062023701658,0.1552436719845771,0000SET_000_DJI_8661.T,8334794738.705976,853224.8179226879,87914543689384.36,inf,1.7824050464336645e+18,-0.6680122866192545,5.445889296620841,-0.1116914103676066,-0.3941090423273487,-0.0787571456650047,0.8539854016606221,0.4346080107630368,0.2726244726228067,1.7561068295903937,0.41611761574687,2.4253473883413856,0.925647926658138,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,86.068
120,-19.8487194722222,-43.9923663055556,840.212,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8671.TIF,0.0681052588462708,0.164327716570975,0.1796795118785342,0.0777815730376739,0.1546105696034512,0000SET_000_DJI_8671.T,6994692112.538827,657734.5317408442,75438546783345.25,inf,2.0714483498854728e+18,-0.6789740365197201,5.429327407828313,-0.1078544996899908,-0.3957799636944102,-0.0749915826516496,0.8604796840052085,0.4328906074180305,0.2824176089593649,1.826638435416907,0.4139793742775655,2.412849159591337,0.9145601234828752,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,7.753
363,-19.8474663333333,-43.9926246111111,849.774,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8751.TIF,0.0808743939780215,0.1629459055338945,0.1539339611840653,0.0945755472810013,0.1662469969141711,0000SET_000_DJI_8751.T,876156.044466306,9360.903859581727,377917933.56932986,inf,2088597570031656.8,-0.4483670023291664,4.720346732520964,0.0505004536322622,-0.2388577172346228,0.0384564897401799,1.0799890786633015,0.6143903954236152,0.2977974894677185,1.7912954519200337,0.3366065570428929,2.0148021829774305,1.0585442242927356,2022-06-15,12:15:40,-19.847638,-43.991933,P0,,,,,,0.3,30,16.39,8.21,336.2,0.19,33.09,10.7,4.74,155.9,0.27,0.18,372.2,242.0,28.44,7.1,19.934,0.359,4674,697.0,123,74.812
396,-19.8467175833333,-43.9928913888889,851.606,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8761.TIF,0.0652530880834594,0.165025323525003,0.1726351949511631,0.0794183638415186,0.1542994374048332,0000SET_000_DJI_8761.T,795560640.8026197,240785.72958634785,23482019158219.8,inf,4.0834483270697306e+17,-0.6507007807891632,5.613897744595647,-0.0796243009418781,-0.3698294582950797,-0.0560838642703482,0.8937889950452055,0.4600357642251645,0.4217619252685201,2.733398982926616,0.433267863646655,2.5290040421371907,0.9559193510436104,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,86.018
426,-19.8463896944444,-43.9925185277778,851.035,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8771.TIF,0.0689232000113533,0.1700295113389183,0.1774561626005243,0.0816030470557319,0.1585638928335314,0000SET_000_DJI_8771.T,1422152807.3792024,341561.07086193044,23748461677681.6,inf,1.1766776648319002e+18,-0.63831838211211,5.511223277958286,-0.0790627972381508,-0.3700046629184857,-0.0562236374331547,0.8935383844092147,0.4598490458707282,0.3574756838399003,2.2544582972316203,0.4231226787770453,2.466941629391996,0.9581493753005113,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,32.651
456,-19.8462485,-43.9923386388889,851.191,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8781.TIF,0.068051101296534,0.1671643693111121,0.1828232466617887,0.0803835770263601,0.1562674888307148,0000SET_000_DJI_8781.T,7283746183.469131,911074.7518141984,239270978992472.6,inf,1.6109401326333832e+18,-0.6865825883723496,5.4971559652548425,-0.1128997074999821,-0.3891983809538334,-0.0783146074235961,0.8547462737044577,0.4396791901145075,0.3523030609932817,2.254487248943592,0.421372232695974,2.4564535492627826,0.9143496374963488,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,8.623
486,-19.8461024444444,-43.9921661944444,851.612,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8791.TIF,0.0681087606634324,0.1698889297107849,0.1780907866727389,0.0823341530122119,0.1639077599324817,0000SET_000_DJI_8791.T,1369844448.7823534,246273.28984935724,42910751524787.14,inf,7.709661009086124e+18,-0.6473760603268114,5.55493140399842,-0.0595931276389969,-0.3676937922165543,-0.0414710146608579,0.9203606935247018,0.4623156231181674,0.4157964417973622,2.536770937316456,0.4276519191733237,2.494377053053592,0.9539456413485006,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,16.439
1055,-19.84912275,-43.9868888055556,849.119,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8981.TIF,0.0711581098166732,0.172268403959015,0.1797501453406155,0.0862497248359887,0.1608965415401742,0000SET_000_DJI_8981.T,767667604.4825033,393681.5483903899,19618081124773.83,inf,3.709192301373624e+17,-0.6303653660701346,5.434941072523533,-0.0774509050308894,-0.3515055117979924,-0.0553465057097097,0.8951121638054039,0.4798311827372977,0.3956401023363637,2.4589720732908145,0.4153627005294606,2.4209243950244788,0.9583769939800434,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,98.136
