,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
59,-19.8495777777778,-43.9916526666667,840.023,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8641.TIF,0.0776501872377859,0.1886783688930023,0.1910139199532463,0.0891249631324853,0.171986505626201,0000SET_000_DJI_8641.T,-0.6008305741700994,5.434883453910777,-0.0714433878344661,-0.3637087279654059,-0.0524170579047459,0.9003872894095751,0.4665888389406388,0.2851653241919738,1.6580680161719084,0.4168842548025261,2.4298507911541547,0.9877728750825298,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,34.369
60,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0740388740105238,0.1888208410469736,0.1926875157850059,0.0880154357180748,0.1679704936347978,0000SET_000_DJI_8651.T,-0.6283662392170231,5.62537398096456,-0.0940312293376775,-0.3728926949518817,-0.0685331297368683,0.8717248387913906,0.4567780915099834,0.3602588813978363,2.14477479706116,0.436666253751902,2.5502932556772118,0.9799329254815524,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,91.206
89,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0740388740105238,0.1888208410469736,0.1926875157850059,0.0880154357180748,0.1679704936347978,0000SET_000_DJI_8651.T,-0.6283662392170231,5.62537398096456,-0.0940312293376775,-0.3728926949518817,-0.0685331297368683,0.8717248387913906,0.4567780915099834,0.3602588813978363,2.14477479706116,0.436666253751902,2.5502932556772118,0.9799329254815524,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,49.776
90,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0744314427558539,0.1858995128349936,0.1960045650295679,0.0859971526265213,0.1690674992278563,0000SET_000_DJI_8661.T,-0.6539722478004749,5.545599388142554,-0.1034723886007916,-0.3900948310435627,-0.0737856123187705,0.8625691917040399,0.4387507638587313,0.3054864229826917,1.8068902916164884,0.4281783156603547,2.4975938387325285,0.9484448120223632,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,48.463
119,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0744314427558539,0.1858995128349936,0.1960045650295679,0.0859971526265213,0.1690674992278563,0000SET_000_DJI_8661.T,-0.6539722478004749,5.545599388142554,-0.1034723886007916,-0.3900948310435627,-0.0737856123187705,0.8625691917040399,0.4387507638587313,0.3054864229826917,1.8068902916164884,0.4281783156603547,2.4975938387325285,0.9484448120223632,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,86.068
120,-19.8487194722222,-43.9923663055556,840.212,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8671.TIF,0.0729967830773649,0.1816123950025881,0.1934630695128519,0.0847824456145876,0.1687654909173618,0000SET_000_DJI_8671.T,-0.6633153339218408,5.534090711039006,-0.0970019179266762,-0.3905925450352268,-0.0681823061278137,0.872339570246251,0.4382358133160677,0.3213867643427027,1.904339344469859,0.4265973942664214,2.487950665032842,0.9387445131512476,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,7.753
363,-19.8474663333333,-43.9926246111111,849.774,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8751.TIF,0.084061246553926,0.1776417286694127,0.1553394689763322,0.0845545872621005,0.1669816782316059,0000SET_000_DJI_8751.T,-0.4012470659698059,4.894476868120601,0.0444863465741579,-0.2950672593733544,0.0361199051198555,1.07494688460051,0.5443213358414621,0.0115899823500893,0.0694087068283852,0.3575827979625551,2.113241665473686,1.1435711081031088,2022-06-15,12:15:40,-19.847638,-43.991933,P0,,,,,,0.3,30,16.39,8.21,336.2,0.19,33.09,10.7,4.74,155.9,0.27,0.18,372.2,242.0,28.44,7.1,19.934,0.359,4674,697.0,123,74.812
396,-19.8467175833333,-43.9928913888889,851.606,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8761.TIF,0.0700143399578854,0.1814427026401053,0.184694407141947,0.0864337685417959,0.1675716130554249,0000SET_000_DJI_8761.T,-0.6320456293661556,5.694915421074126,-0.0680943110982842,-0.362413970264629,-0.0486075667387059,0.9072912149778182,0.4679825982785021,0.4546613546081718,2.7132361282324773,0.4431308088688635,2.5915077218359213,0.9823941366056494,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,86.018
426,-19.8463896944444,-43.9925185277778,851.035,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8771.TIF,0.074294557876327,0.1868532631842668,0.1901094921381096,0.0887883700069167,0.1720739710744906,0000SET_000_DJI_8771.T,-0.6198175631943383,5.572195575274952,-0.0690624987425579,-0.3632911394584521,-0.0497966442300879,0.9051308755771296,0.4670380684748463,0.3780808870602005,2.1971997548457214,0.4310152956697385,2.5150329785299816,0.9828718234043924,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,32.651
456,-19.8462485,-43.9923386388889,851.191,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8781.TIF,0.0736916347448144,0.1843063725957741,0.1966934634688194,0.088062457157655,0.1704457896475075,0000SET_000_DJI_8781.T,-0.6673769712443751,5.552422935900911,-0.1017359556062842,-0.381488139288454,-0.0714924203786932,0.8665554342355012,0.4477142026207443,0.3774495486448366,2.2144844376938018,0.4287426053835172,2.5010487721436188,0.937023373046614,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,8.623
