,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
59,-19.8495777777778,-43.9916526666667,840.023,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8641.TIF,0.0689502385623122,0.1706294657716582,0.1648017835717981,0.0782366573490608,0.1521679940011625,0000SET_000_DJI_8641.T,171304335.33649006,93976.29457117588,340014937080.0708,inf,1.1274333383504365e+17,-0.5617525939966166,5.522992291799578,-0.0527331378330123,-0.3561787423205437,-0.0398580257946754,0.9233394851874795,0.474731860623195,0.2619542930616898,1.721480885525038,0.4244066812421086,2.4746754953930394,1.0353617665631707,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,34.369
60,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0653307010042883,0.1689602828726954,0.1617536646133948,0.0759949286375961,0.1448515325337719,0000SET_000_DJI_8651.T,146550891.96273598,107830.75246699028,530085538966.2027,inf,1.4478104561836458e+16,-0.5706841984974493,5.698288943802343,-0.0721416240605208,-0.3607118544977606,-0.0551266979062657,0.8955069604140317,0.4698188991218872,0.3111362201779995,2.1479663676009686,0.4423114374850149,2.586230979851339,1.0445530447580589,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,91.206
89,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0653307010042883,0.1689602828726954,0.1617536646133948,0.0759949286375961,0.1448515325337719,0000SET_000_DJI_8651.T,146550891.96273598,107830.75246699028,530085538966.2027,inf,1.4478104561836458e+16,-0.5706841984974493,5.698288943802343,-0.0721416240605208,-0.3607118544977606,-0.0551266979062657,0.8955069604140317,0.4698188991218872,0.3111362201779995,2.1479663676009686,0.4423114374850149,2.586230979851339,1.0445530447580589,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,49.776
90,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0658037191122583,0.172173540488232,0.1594524200063394,0.0750996522372405,0.1474811632017899,0000SET_000_DJI_8661.T,107123992.9209202,63585.9375636558,204748481506.468,inf,4.869736052859119e+16,-0.5439203993164209,5.741077047898717,-0.0503042047994272,-0.3596334364571268,-0.0390027597482935,0.924922702307851,0.4709847127704598,0.2774221794197504,1.88106856087221,0.4469747300836409,2.616471269572338,1.079780040223829,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,48.463
119,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0658037191122583,0.172173540488232,0.1594524200063394,0.0750996522372405,0.1474811632017899,0000SET_000_DJI_8661.T,107123992.9209202,63585.9375636558,204748481506.468,inf,4.869736052859119e+16,-0.5439203993164209,5.741077047898717,-0.0503042047994272,-0.3596334364571268,-0.0390027597482935,0.924922702307851,0.4709847127704598,0.2774221794197504,1.88106856087221,0.4469747300836409,2.616471269572338,1.079780040223829,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,86.068
120,-19.8487194722222,-43.9923663055556,840.212,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8671.TIF,0.064470168968881,0.169833021073064,0.1555054634290389,0.07375388094728,0.1466226003969361,0000SET_000_DJI_8671.T,59790460.06208812,39378.43768427581,95654170709.11153,inf,4.465254934934633e+16,-0.5360282345857437,5.770005962887828,-0.0379118313775949,-0.3565899689024991,-0.0294009861898142,0.9428774858694512,0.4742848213878721,0.2862720114121805,1.952441237825452,0.4496859478751481,2.634288443621738,1.0921353972271408,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,7.753
363,-19.8474663333333,-43.9926246111111,849.774,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8751.TIF,0.0764328186306588,0.144261593550393,0.1544175286964247,0.0866789632301725,0.1535830001593292,0000SET_000_DJI_8751.T,3347811.011471237,21175.398291592413,1358152197.057754,inf,767951040707567.6,-0.5405784599109154,4.48253177942772,-0.0037813759254169,-0.280960394425297,-0.0027095035849315,0.99459563597384,0.5613285224929223,0.2375253923330004,1.546560440195778,0.3073425115271577,1.8874299827603984,0.9342306846135476,2022-06-15,12:15:40,-19.847638,-43.991933,P0,,,,,,0.3,30,16.39,8.21,336.2,0.19,33.09,10.7,4.74,155.9,0.27,0.18,372.2,242.0,28.44,7.1,19.934,0.359,4674,697.0,123,74.812
396,-19.8467175833333,-43.9928913888889,851.606,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8761.TIF,0.0618583742018517,0.1636612555612972,0.1563252840517575,0.0754370114071752,0.1464919090893721,0000SET_000_DJI_8761.T,48250296.482017525,44461.21369518635,367552656973.7818,inf,2.2326952553657444e+16,-0.5772099787815965,5.793021130120867,-0.0436031886568493,-0.3490139432922357,-0.0324729744053948,0.9370967081746694,0.4825643648419591,0.4262720403468457,2.909867466378534,0.4514147237043781,2.6457413029842947,1.0469276070984836,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,86.018
426,-19.8463896944444,-43.9925185277778,851.035,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8771.TIF,0.0652361970067063,0.1680686012157471,0.160921300091879,0.0774575155130725,0.1505477309157374,0000SET_000_DJI_8771.T,85025933.19780976,62031.67937746081,417640275761.6544,inf,6.314476506445337e+16,-0.5693217078801245,5.683990833309279,-0.0444635912127727,-0.3501308804097977,-0.0333052989010902,0.9355363822550604,0.4813378680687247,0.3641162644061852,2.4186101124963724,0.4407642062765949,2.5763089960389567,1.0444148855358943,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,32.651
456,-19.8462485,-43.9923386388889,851.191,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8781.TIF,0.0642927433769878,0.1728262278871112,0.1581572668547332,0.0761481346109737,0.1481224387273667,0000SET_000_DJI_8781.T,61829589.20454329,50721.056897636416,245327246398.76205,inf,3.4286058920000228e+16,-0.5431150388762579,5.846904022752272,-0.0423198028983935,-0.3500095675590407,-0.0327636077235179,0.9365515835792518,0.481470982176971,0.3586869017770729,2.4215568205521514,0.457717423163247,2.688114067146349,1.092749206685845,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,8.623
