,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
59,-19.8495777777778,-43.9916526666667,840.023,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8641.TIF,0.0778560568765987,0.1845739334787853,0.191664821984792,0.0878681655388041,0.1695915535136116,0000SET_000_DJI_8641.T,8242186673.823338,1084720.9843949385,65022919888162.72,inf,1.6687379938409208e+19,-0.6166025882591614,5.341315161148683,-0.0841110745051991,-0.3713216724993008,-0.061101394932414,0.88483401261327,0.4584470151010609,0.2482023041021457,1.463529869028676,0.4066527474915071,2.3707074424708368,0.9630037039005032,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,34.369
60,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0742159656715861,0.1842428952647494,0.1930245685818686,0.086870912532311,0.165287193052004,0000SET_000_DJI_8651.T,14883066720.242992,1908374.6700518809,497614151249310.9,inf,6.411359561668312e+18,-0.6448476764303961,5.523186197989987,-0.10731833851383,-0.3792617716691668,-0.0774112895523842,0.8563013209476483,0.4500510643310463,0.3244350779344375,1.962856721950388,0.4257038400407774,2.482523721109346,0.9545048934359124,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,91.206
89,-19.8493244722222,-43.99186375,840.176,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8651.TIF,0.0742159656715861,0.1842428952647494,0.1930245685818686,0.086870912532311,0.165287193052004,0000SET_000_DJI_8651.T,14883066720.242992,1908374.6700518809,497614151249310.9,inf,6.411359561668312e+18,-0.6448476764303961,5.523186197989987,-0.10731833851383,-0.3792617716691668,-0.0774112895523842,0.8563013209476483,0.4500510643310463,0.3244350779344375,1.962856721950388,0.4257038400407774,2.482523721109346,0.9545048934359124,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,49.776
90,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0747108305307248,0.1814028331109125,0.1964278437960536,0.085072418406841,0.1664087088547903,0000SET_000_DJI_8661.T,57184600472.81695,2885720.0632674363,1314924750210833.5,inf,3.4940692693975982e+19,-0.6709763633675399,5.438280262274313,-0.1172102046975012,-0.3955784073442598,-0.0827345941910945,0.8471747469140299,0.4330975525810367,0.2712876492167364,1.630249108257095,0.4165806738428242,2.428066075859117,0.923508753164642,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,48.463
119,-19.8490206944444,-43.9921163055556,840.469,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8661.TIF,0.0747108305307248,0.1814028331109125,0.1964278437960536,0.085072418406841,0.1664087088547903,0000SET_000_DJI_8661.T,57184600472.81695,2885720.0632674363,1314924750210833.5,inf,3.4940692693975982e+19,-0.6709763633675399,5.438280262274313,-0.1172102046975012,-0.3955784073442598,-0.0827345941910945,0.8471747469140299,0.4330975525810367,0.2712876492167364,1.630249108257095,0.4165806738428242,2.428066075859117,0.923508753164642,2022-06-15,12:09:47,-19.84977,-43.99191,A3,,,,não mensurado,,,0,,,,,,,,,,,,,,,,,4674,,149,86.068
120,-19.8487194722222,-43.9923663055556,840.212,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8671.TIF,0.0731603564252444,0.1767162132022305,0.1933913218910348,0.0835208225566912,0.1654661643409891,0000SET_000_DJI_8671.T,41780469015.03812,1984879.5093417496,923971802714166.8,inf,3.825572573606048e+19,-0.6803618258173091,5.421965878722964,-0.1117558064434674,-0.3967702447773444,-0.0778168454649162,0.8556028405153568,0.4318747177484547,0.2805549396192956,1.6955426551203183,0.4144280391369664,2.415464082420101,0.9137753001233436,2022-06-15,12:13:36,-19.84865,-43.99236,A2,,,,,,0.3,30,12.13,5.53,347.5,0.158,34.13,11.04,4.81,156.7,0.225,0.19,385.5,251.0,22.49,7.04,19.837,0.262,4674,697.2,120,7.753
363,-19.8474663333333,-43.9926246111111,849.774,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8751.TIF,0.0843575563244474,0.1729159183686842,0.15545212250099,0.0832938836561689,0.164122507484914,0000SET_000_DJI_8751.T,7607080.320089146,12660.869158062676,243351823.79480177,inf,2.334758783760288e+17,-0.4111510776292885,4.778691777336826,0.0337010451398683,-0.3022385170176276,0.0271310178292514,1.0557752756567784,0.5358169596921293,-0.0248450022807426,-0.1513808353374468,0.3442187817841177,2.0497976222027185,1.1123419583259984,2022-06-15,12:15:40,-19.847638,-43.991933,P0,,,,,,0.3,30,16.39,8.21,336.2,0.19,33.09,10.7,4.74,155.9,0.27,0.18,372.2,242.0,28.44,7.1,19.934,0.359,4674,697.0,123,74.812
396,-19.8467175833333,-43.9928913888889,851.606,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8761.TIF,0.0700339612848289,0.1771055104384965,0.1852298784902568,0.0851446924146491,0.1650502801998187,0000SET_000_DJI_8761.T,3610912065.925856,619380.6586952506,219808711690177.3,inf,6.474111766582714e+18,-0.6504366629824995,5.602357110913629,-0.0816526722733683,-0.3701723344049574,-0.0576098810903326,0.8910564620842228,0.4596704004161389,0.4182495394025667,2.5340734889768832,0.4332434167923408,2.5288518197365195,0.9561389981034424,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,86.018
426,-19.8463896944444,-43.9925185277778,851.035,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8771.TIF,0.0741031654267508,0.1821530133186351,0.1900476022367788,0.0872001621336811,0.1689703588240457,0000SET_000_DJI_8771.T,6669547236.041925,903054.2346417469,185670532664982.2,inf,1.7074422574737617e+19,-0.6365222001966538,5.486057251734798,-0.082250673977603,-0.3709585912681064,-0.0587080472254205,0.889094925878238,0.4588332665467629,0.3424744621700353,2.02683159669836,0.4216477761468603,2.458100302053749,0.9584599393771468,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,32.651
456,-19.8462485,-43.9923386388889,851.191,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8781.TIF,0.0734058857841632,0.1794593482965409,0.1967515870794704,0.0863982604600702,0.1672219341999595,0000SET_000_DJI_8781.T,42378443761.66002,2818680.8224149398,2744325422726143.5,inf,2.7442093379174875e+19,-0.687318339591255,5.466990736336069,-0.1167802010698167,-0.3897347202491072,-0.0811313217942587,0.8499140295748491,0.4391235757868263,0.3425672936335489,2.0485787063311687,0.4194070525271569,2.444754209821932,0.9121113123425788,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,8.623
