,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8530030277778,-43.9805685833333,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2751.TIF,0.0233190635148073,0.1188085602551581,0.1154847497471578,0.0226950712365425,0.0472622546407214,0000SET_000_DJI_2751.T,86711444223768.73,72842806.83748825,5.534767821491533e+16,inf,739633421.7755617,-0.7757495422418362,8.426113186333238,-0.4800086942764555,-0.6715139580442847,-0.4191935535958619,0.4092510460835507,0.1965200711455934,-0.0557251178482414,-1.1790617750222268,0.6718574067972968,5.094911302064777,1.0287813803578172,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,84.73
79,-19.8523291944444,-43.9813195555556,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2761.TIF,0.0459170770258582,0.1142686643391924,0.109721816356999,0.0439334051365147,0.0899168292745336,0000SET_000_DJI_2761.T,3158234.14893962,5376.239299478462,47374937.24091211,inf,142501624316.76685,-0.5583747714224114,5.609230683055117,-0.1236376403648275,-0.4281560403937295,-0.0992041747218567,0.8194981842259479,0.400407198816047,-0.0884182110320782,-0.9833332841633045,0.4267020693031995,2.488587509062086,1.0414397804662607,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,26.669
145,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0246488729902294,0.1078399439264881,0.105766693957405,0.0491047478433108,0.0888819056705122,0000SET_000_DJI_2801.T,253107.544352646,3211.7666464574268,19325440217984.81,inf,9928725724.95737,-0.7522057042469501,7.841449920305841,-0.1274431207088714,-0.3658643934302955,-0.0867449769439344,0.8403581727373199,0.464274205858099,1.795874602261546,20.20517661849989,0.6279101351516531,4.375045624570134,1.019602106216141,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,48.026
150,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0246488729902294,0.1078399439264881,0.105766693957405,0.0491047478433108,0.0888819056705122,0000SET_000_DJI_2801.T,253107.544352646,3211.7666464574268,19325440217984.81,inf,9928725724.95737,-0.7522057042469501,7.841449920305841,-0.1274431207088714,-0.3658643934302955,-0.0867449769439344,0.8403581727373199,0.464274205858099,1.795874602261546,20.20517661849989,0.6279101351516531,4.375045624570134,1.019602106216141,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,3.163
177,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0496225252653789,0.133120728379164,0.1201028700850048,0.0509370259198211,0.0938049512250359,0000SET_000_DJI_2811.T,5208784.507921916,19253.25488183864,323535785.84375083,inf,62789336422.95989,-0.5294468087560242,5.880677436476454,-0.1439063732066489,-0.4043842739663043,-0.122940426857288,0.7810383811697746,0.4241116459895552,0.0487836311164815,0.5200539041851933,0.4569153796298216,2.68266735050747,1.108389235702241,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,38.652
182,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0496225252653789,0.133120728379164,0.1201028700850048,0.0509370259198211,0.0938049512250359,0000SET_000_DJI_2811.T,5208784.507921916,19253.25488183864,323535785.84375083,inf,62789336422.95989,-0.5294468087560242,5.880677436476454,-0.1439063732066489,-0.4043842739663043,-0.122940426857288,0.7810383811697746,0.4241116459895552,0.0487836311164815,0.5200539041851933,0.4569153796298216,2.68266735050747,1.108389235702241,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,9.751
209,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0764083685127108,0.1441072925879346,0.1150277856405519,0.0487789458492834,0.0967432615202094,0000SET_000_DJI_2821.T,2714324.4449640843,6466.904263994167,117345.58129418518,inf,132049569064.47804,-0.2679907202078302,4.47974712956366,-0.082917122661856,-0.4044329508850461,-0.0863410006489801,0.8410425444728681,0.4240622870174323,-0.7171651835635532,-7.413076345516213,0.3070027939844389,1.8860145216156767,1.2528041967029837,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,27.829
214,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0764083685127108,0.1441072925879346,0.1150277856405519,0.0487789458492834,0.0967432615202094,0000SET_000_DJI_2821.T,2714324.4449640843,6466.904263994167,117345.58129418518,inf,132049569064.47804,-0.2679907202078302,4.47974712956366,-0.082917122661856,-0.4044329508850461,-0.0863410006489801,0.8410425444728681,0.4240622870174323,-0.7171651835635532,-7.413076345516213,0.3070027939844389,1.8860145216156767,1.2528041967029837,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,20.525
241,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0502541597135043,0.1238126052679476,0.1166376188184322,0.0341792376041381,0.0836441767708374,0000SET_000_DJI_2831.T,2758096916.00531,34017.301102513935,84152557.3017414,inf,2569757771652.2397,-0.5361607484251294,5.556840628831667,-0.1895447534232654,-0.5467451263090635,-0.1647351021121086,0.7171286384116334,0.2930378547708895,-0.7827988907066717,-9.358677685971262,0.4225875373870565,2.463728494791182,1.0615152000032215,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,1.716
246,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0502541597135043,0.1238126052679476,0.1166376188184322,0.0341792376041381,0.0836441767708374,0000SET_000_DJI_2831.T,2758096916.00531,34017.301102513935,84152557.3017414,inf,2569757771652.2397,-0.5361607484251294,5.556840628831667,-0.1895447534232654,-0.5467451263090635,-0.1647351021121086,0.7171286384116334,0.2930378547708895,-0.7827988907066717,-9.358677685971262,0.4225875373870565,2.463728494791182,1.0615152000032215,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,47.18
