Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.8544056111111,-43.9793399166667,851.315,90.0,2022:11:29 08:57:30, _Pampulha_2022-11-29_0000SET_000_DJI_6511.TIF
-19.8537034166667,-43.9800776388889,851.735,71.6,2022:11:29 08:57:41, _Pampulha_2022-11-29_0000SET_000_DJI_6521.TIF
-19.8529514444444,-43.9808646944444,851.937,89.9,2022:11:29 08:57:53, _Pampulha_2022-11-29_0000SET_000_DJI_6531.TIF
-19.8526056388889,-43.9812303333333,851.914,90.0,2022:11:29 08:57:58, _Pampulha_2022-11-29_0000SET_000_DJI_6541.TIF
-19.8522254166667,-43.9816306666667,851.352,90.0,2022:11:29 08:58:04, _Pampulha_2022-11-29_0000SET_000_DJI_6551.TIF
-19.8520824722222,-43.9817846944444,851.275,90.0,2022:11:29 08:58:06, _Pampulha_2022-11-29_0000SET_000_DJI_6561.TIF
-19.8518998055556,-43.9819763888889,851.362,90.0,2022:11:29 08:58:09, _Pampulha_2022-11-29_0000SET_000_DJI_6571.TIF
-19.8515832777778,-43.9823083888889,851.525,89.9,2022:11:29 08:58:14, _Pampulha_2022-11-29_0000SET_000_DJI_6581.TIF
-19.851202,-43.9827098611111,851.192,89.9,2022:11:29 08:58:20, _Pampulha_2022-11-29_0000SET_000_DJI_6591.TIF
-19.8506379722222,-43.9833065277778,850.914,90.0,2022:11:29 08:58:29, _Pampulha_2022-11-29_0000SET_000_DJI_6601.TIF
-19.8505249166667,-43.9834261944444,850.977,89.9,2022:11:29 08:58:31, _Pampulha_2022-11-29_0000SET_000_DJI_6611.TIF
-19.8503600833333,-43.9836021111111,851.328,90.0,2022:11:29 08:58:33, _Pampulha_2022-11-29_0000SET_000_DJI_6621.TIF
-19.8502686388889,-43.9836968888889,851.585,89.9,2022:11:29 08:58:35, _Pampulha_2022-11-29_0000SET_000_DJI_6631.TIF
-19.8501543333333,-43.98381775,851.734,89.9,2022:11:29 08:58:37, _Pampulha_2022-11-29_0000SET_000_DJI_6641.TIF
-19.8500198055556,-43.9839601944444,851.477,89.9,2022:11:29 08:58:39, _Pampulha_2022-11-29_0000SET_000_DJI_6651.TIF
-19.849898,-43.9840894166667,851.161,89.9,2022:11:29 08:58:41, _Pampulha_2022-11-29_0000SET_000_DJI_6661.TIF
-19.8497747777778,-43.9842191666667,851.026,89.9,2022:11:29 08:58:43, _Pampulha_2022-11-29_0000SET_000_DJI_6671.TIF
-19.8497168888889,-43.98427475,851.172,89.9,2022:11:29 08:58:44, _Pampulha_2022-11-29_0000SET_000_DJI_6681.TIF
-19.8497141111111,-43.9842806388889,851.085,90.0,2022:11:29 08:58:46, _Pampulha_2022-11-29_0000SET_000_DJI_6691.TIF
-19.8497161666667,-43.9842780555556,851.016,90.0,2022:11:29 08:58:48, _Pampulha_2022-11-29_0000SET_000_DJI_6701.TIF
-19.8498475277778,-43.9842623888889,851.04,89.9,2022:11:29 08:58:52, _Pampulha_2022-11-29_0000SET_000_DJI_6711.TIF
-19.8499365277778,-43.9842509444444,850.775,89.9,2022:11:29 08:58:53, _Pampulha_2022-11-29_0000SET_000_DJI_6721.TIF
-19.8500430833333,-43.9842369444444,850.541,89.9,2022:11:29 08:58:55, _Pampulha_2022-11-29_0000SET_000_DJI_6731.TIF
-19.8501233333333,-43.9842266666667,850.535,89.9,2022:11:29 08:58:57, _Pampulha_2022-11-29_0000SET_000_DJI_6741.TIF
-19.85014375,-43.9842223055556,850.658,89.9,2022:11:29 08:58:58, _Pampulha_2022-11-29_0000SET_000_DJI_6751.TIF
-19.8501416111111,-43.9842248333333,850.82,90.0,2022:11:29 08:59:00, _Pampulha_2022-11-29_0000SET_000_DJI_6761.TIF
-19.8501711388889,-43.9842545555556,872.949,89.9,2022:11:29 08:59:01, _Pampulha_2022-11-29_0000SET_000_DJI_6771.TIF
-19.8502481111111,-43.9843385833333,850.66,89.9,2022:11:29 08:59:02, _Pampulha_2022-11-29_0000SET_000_DJI_6781.TIF
-19.8503079722222,-43.9844065555556,850.378,90.0,2022:11:29 08:59:04, _Pampulha_2022-11-29_0000SET_000_DJI_6791.TIF
-19.8503610833333,-43.9844666111111,850.194,89.9,2022:11:29 08:59:05, _Pampulha_2022-11-29_0000SET_000_DJI_6801.TIF
-19.8504141388889,-43.9845261944444,850.079,89.9,2022:11:29 08:59:06, _Pampulha_2022-11-29_0000SET_000_DJI_6811.TIF
