,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.1026473443671604,0.1887576054656811,0.2002928223529874,0.0903221376538138,0.1470602875730005,0000SET_000_DJI_3471.T,34252169878.46805,39877072.76848916,276338500485.90204,inf,698956443278905.6,-0.5173061914243259,4.336874426314843,-0.1826754652263891,-0.3784068263264905,-0.1532519308415848,0.734226448283942,0.4509504464150691,-0.1955004211015477,-1.3293896287568572,0.2955003377530687,1.8388941928250184,0.9424082363422034,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,83.487
48,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.1026473443671604,0.1887576054656811,0.2002928223529874,0.0903221376538138,0.1470602875730005,0000SET_000_DJI_3471.T,34252169878.46805,39877072.76848916,276338500485.90204,inf,698956443278905.6,-0.5173061914243259,4.336874426314843,-0.1826754652263891,-0.3784068263264905,-0.1532519308415848,0.734226448283942,0.4509504464150691,-0.1955004211015477,-1.3293896287568572,0.2955003377530687,1.8388941928250184,0.9424082363422034,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,83.487
106,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.1014714410256709,0.1853246475397331,0.1948203337306862,0.0887217014902905,0.1440634702360356,0000SET_000_DJI_3481.T,14017696145.046442,21910159.12698618,89168075001.35478,inf,258299356646514.72,-0.5037046822657604,4.312890473532289,-0.1769789251608829,-0.3741901343048073,-0.1497765986468768,0.7394683474630767,0.4554026768732299,-0.2040241112023118,-1.416209889072059,0.2923791845750345,1.8263724814240927,0.9512592653491724,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,63.585
107,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.1014714410256709,0.1853246475397331,0.1948203337306862,0.0887217014902905,0.1440634702360356,0000SET_000_DJI_3481.T,14017696145.046442,21910159.12698618,89168075001.35478,inf,258299356646514.72,-0.5037046822657604,4.312890473532289,-0.1769789251608829,-0.3741901343048073,-0.1497765986468768,0.7394683474630767,0.4554026768732299,-0.2040241112023118,-1.416209889072059,0.2923791845750345,1.8263724814240927,0.9512592653491724,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,63.585
165,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1010896161274923,0.185892122504633,0.1897620123955228,0.085660183948426,0.1392008887437955,0000SET_000_DJI_3491.T,9347112726.18268,16132070.220319536,26804530046.031464,inf,94269986901729.14,-0.4770099726298004,4.339301083572231,-0.1761823727625413,-0.3779718186441801,-0.1536985583377813,0.7335550829512587,0.4514084924957671,-0.2480312499223032,-1.7818223156521231,0.2954979183739872,1.838884443583101,0.979606614400654,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,30.015
166,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1010896161274923,0.185892122504633,0.1897620123955228,0.085660183948426,0.1392008887437955,0000SET_000_DJI_3491.T,9347112726.18268,16132070.220319536,26804530046.031464,inf,94269986901729.14,-0.4770099726298004,4.339301083572231,-0.1761823727625413,-0.3779718186441801,-0.1536985583377813,0.7335550829512587,0.4514084924957671,-0.2480312499223032,-1.7818223156521231,0.2954979183739872,1.838884443583101,0.979606614400654,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,30.015
224,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1008482709353479,0.1853617983603863,0.1878281523608238,0.0850120836000805,0.1387356773532124,0000SET_000_DJI_3501.T,6965662983.339336,12167763.361626238,17425859787.227753,inf,87034797612028.4,-0.4692438366203529,4.33791961464714,-0.1715260232751814,-0.3768361671387645,-0.1503304118236256,0.7386309006899924,0.452605653261017,-0.2562652223943453,-1.8471472319402744,0.2952849549737977,1.8380265386921564,0.9868690930010344,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,4.124
225,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1008482709353479,0.1853617983603863,0.1878281523608238,0.0850120836000805,0.1387356773532124,0000SET_000_DJI_3501.T,6965662983.339336,12167763.361626238,17425859787.227753,inf,87034797612028.4,-0.4692438366203529,4.33791961464714,-0.1715260232751814,-0.3768361671387645,-0.1503304118236256,0.7386309006899924,0.452605653261017,-0.2562652223943453,-1.8471472319402744,0.2952849549737977,1.8380265386921564,0.9868690930010344,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,4.124
283,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1016849961270693,0.1874592556237338,0.1908504176107095,0.0861931721732819,0.1408742357896732,0000SET_000_DJI_3511.T,10544289709.05855,15995892.562507236,30648903762.647804,inf,157251175762536.6,-0.4756522754075802,4.347897124236829,-0.1728416924024065,-0.3777645442691094,-0.1506556154592357,0.7381395207477298,0.4516268460522624,-0.2490028887044637,-1.7675544950336253,0.2966486761444887,1.8435291612685696,0.982231309580402,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,1.469
284,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1016849961270693,0.1874592556237338,0.1908504176107095,0.0861931721732819,0.1408742357896732,0000SET_000_DJI_3511.T,10544289709.05855,15995892.562507236,30648903762.647804,inf,157251175762536.6,-0.4756522754075802,4.347897124236829,-0.1728416924024065,-0.3777645442691094,-0.1506556154592357,0.7381395207477298,0.4516268460522624,-0.2490028887044637,-1.7675544950336253,0.2966486761444887,1.8435291612685696,0.982231309580402,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,1.469
