,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.1149132949748071,0.2111964762477771,0.2245690474134316,0.1010097562683957,0.1631797902271488,0000SET_000_DJI_3471.T,694872918207.1626,408308072.0631383,7042935121063.274,inf,2.4393949012452164e+16,-0.5192120360473044,4.316721887098901,-0.1882472179724475,-0.3795065580061057,-0.1583222210537918,0.7266352692262831,0.4497937602346273,-0.1954601015072475,-1.197820521984763,0.2952477655361406,1.8378767773918463,0.940452295987899,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,83.487
48,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.1149132949748071,0.2111964762477771,0.2245690474134316,0.1010097562683957,0.1631797902271488,0000SET_000_DJI_3471.T,694872918207.1626,408308072.0631383,7042935121063.274,inf,2.4393949012452164e+16,-0.5192120360473044,4.316721887098901,-0.1882472179724475,-0.3795065580061057,-0.1583222210537918,0.7266352692262831,0.4497937602346273,-0.1954601015072475,-1.197820521984763,0.2952477655361406,1.8378767773918463,0.940452295987899,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,83.487
106,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.113418011446736,0.2074942246935367,0.2170715341508611,0.0976982753095107,0.1589338861153139,0000SET_000_DJI_3481.T,275054707594.7242,182199435.38281497,1453648961848.3513,inf,1.014793026513264e+16,-0.4995489530237216,4.301476072597712,-0.1811636998787883,-0.3792398611734681,-0.1546191754214379,0.7321728606057462,0.4500740997279358,-0.2254721098858754,-1.4186534753342972,0.293152465541013,1.8294644919866303,0.9558794777270596,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,63.585
107,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.113418011446736,0.2074942246935367,0.2170715341508611,0.0976982753095107,0.1589338861153139,0000SET_000_DJI_3481.T,275054707594.7242,182199435.38281497,1453648961848.3513,inf,1.014793026513264e+16,-0.4995489530237216,4.301476072597712,-0.1811636998787883,-0.3792398611734681,-0.1546191754214379,0.7321728606057462,0.4500740997279358,-0.2254721098858754,-1.4186534753342972,0.293152465541013,1.8294644919866303,0.9558794777270596,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,63.585
165,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1133482289828394,0.2085755794880278,0.2132791999066476,0.0961165509951247,0.1550650682782287,0000SET_000_DJI_3491.T,167856366059.5165,149072291.53062215,560316258483.5364,inf,3053217012837098.0,-0.4791115583574069,4.323549265411879,-0.180832017069303,-0.3786821524537354,-0.1580427243113785,0.7270519973166664,0.450660688136466,-0.2452610751565501,-1.5816655413099578,0.2958071071459944,1.8401309077321848,0.9779461831220364,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,30.015
166,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1133482289828394,0.2085755794880278,0.2132791999066476,0.0961165509951247,0.1550650682782287,0000SET_000_DJI_3491.T,167856366059.5165,149072291.53062215,560316258483.5364,inf,3053217012837098.0,-0.4791115583574069,4.323549265411879,-0.180832017069303,-0.3786821524537354,-0.1580427243113785,0.7270519973166664,0.450660688136466,-0.2452610751565501,-1.5816655413099578,0.2958071071459944,1.8401309077321848,0.9779461831220364,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,30.015
224,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1128503939052828,0.2070166561197638,0.2099717262762507,0.0951829230096686,0.1541309016445275,0000SET_000_DJI_3501.T,96873602710.82184,93298445.98694588,273595266721.6608,inf,2320259677952026.5,-0.4691474308945508,4.312533830687852,-0.1745751074621492,-0.3761659982412031,-0.1533656182340795,0.7340555053671567,0.4533130469406179,-0.2535140227138027,-1.6447968577935317,0.2943918800236144,1.834434501783984,0.9859263425181396,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,4.124
225,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1128503939052828,0.2070166561197638,0.2099717262762507,0.0951829230096686,0.1541309016445275,0000SET_000_DJI_3501.T,96873602710.82184,93298445.98694588,273595266721.6608,inf,2320259677952026.5,-0.4691474308945508,4.312533830687852,-0.1745751074621492,-0.3761659982412031,-0.1533656182340795,0.7340555053671567,0.4533130469406179,-0.2535140227138027,-1.6447968577935317,0.2943918800236144,1.834434501783984,0.9859263425181396,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,4.124
283,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1138120109234054,0.2095563424235663,0.2140209444284634,0.0963508965022021,0.156384683706741,0000SET_000_DJI_3511.T,188650674807.06,144842822.54185787,605458978503.6637,inf,4941196803923229.0,-0.4781956601557324,4.3251936693692885,-0.1782371717119737,-0.3791260430502385,-0.1556030911622222,0.730698035766367,0.4501937731351683,-0.2490131702875518,-1.5923117557631894,0.2960844204733541,1.8412498006435905,0.9791394154585212,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,1.469
284,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1138120109234054,0.2095563424235663,0.2140209444284634,0.0963508965022021,0.156384683706741,0000SET_000_DJI_3511.T,188650674807.06,144842822.54185787,605458978503.6637,inf,4941196803923229.0,-0.4781956601557324,4.3251936693692885,-0.1782371717119737,-0.3791260430502385,-0.1556030911622222,0.730698035766367,0.4501937731351683,-0.2490131702875518,-1.5923117557631894,0.2960844204733541,1.8412498006435905,0.9791394154585212,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,1.469
342,-19.8505081666667,-43.9762827777778,836.306,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3521.TIF,0.1172911333455795,0.21880426462985,0.2275352378681989,0.1019632224406683,0.1662165065192773,0000SET_000_DJI_3521.T,1104375201915.4363,476937458.28580046,8356084723467.992,inf,6.6521546044562296e+16,-0.5038480612300622,4.369794923345976,-0.1824444241673441,-0.3811004619257436,-0.1557294214513502,0.7305088568987242,0.4481205785792664,-0.2130337353530366,-1.2816641368186232,0.3020366595191871,1.865480010199734,0.9616280391549444,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,42.649
343,-19.8505081666667,-43.9762827777778,836.306,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3521.TIF,0.1172911333455795,0.21880426462985,0.2275352378681989,0.1019632224406683,0.1662165065192773,0000SET_000_DJI_3521.T,1104375201915.4363,476937458.28580046,8356084723467.992,inf,6.6521546044562296e+16,-0.5038480612300622,4.369794923345976,-0.1824444241673441,-0.3811004619257436,-0.1557294214513502,0.7305088568987242,0.4481205785792664,-0.2130337353530366,-1.2816641368186232,0.3020366595191871,1.865480010199734,0.9616280391549444,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,42.649
401,-19.850512,-43.9764564166667,836.412,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3531.TIF,0.1184438365707419,0.2217243493578002,0.2316107089740778,0.1047342104367073,0.1699771385861001,0000SET_000_DJI_3531.T,1406866625587.3853,621136658.9712096,18144593400888.02,inf,1.1783202249722862e+17,-0.5103944277257374,4.381375673646744,-0.1811855809494331,-0.3772213915394796,-0.1534746899400184,0.7338915343725502,0.4521993430296407,-0.1878516855287943,-1.105158535385275,0.3036160260111863,1.871978785703829,0.9573147560401272,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,60.812
402,-19.850512,-43.9764564166667,836.412,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3531.TIF,0.1184438365707419,0.2217243493578002,0.2316107089740778,0.1047342104367073,0.1699771385861001,0000SET_000_DJI_3531.T,1406866625587.3853,621136658.9712096,18144593400888.02,inf,1.1783202249722862e+17,-0.5103944277257374,4.381375673646744,-0.1811855809494331,-0.3772213915394796,-0.1534746899400184,0.7338915343725502,0.4521993430296407,-0.1878516855287943,-1.105158535385275,0.3036160260111863,1.871978785703829,0.9573147560401272,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,60.812
