,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.1034175267441014,0.1897545340370222,0.2012952846441051,0.0913567287445497,0.1476646834242853,0000SET_000_DJI_3471.T,33105798663.450924,44215494.60933565,295252397221.7354,inf,585742617261131.6,-0.5158124858345002,4.327333858498853,-0.1829321698559104,-0.3756630772040927,-0.1536869730837122,0.7335724912054448,0.4538443555996386,-0.1885028821893019,-1.276560365132644,0.294492616598204,1.8348392193380816,0.9426675561353202,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,83.487
48,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.1034175267441014,0.1897545340370222,0.2012952846441051,0.0913567287445497,0.1476646834242853,0000SET_000_DJI_3471.T,33105798663.450924,44215494.60933565,295252397221.7354,inf,585742617261131.6,-0.5158124858345002,4.327333858498853,-0.1829321698559104,-0.3756630772040927,-0.1536869730837122,0.7335724912054448,0.4538443555996386,-0.1885028821893019,-1.276560365132644,0.294492616598204,1.8348392193380816,0.9426675561353202,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,83.487
106,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.1020120586023749,0.1861966807655974,0.1952214153418941,0.0893350351233115,0.1444213090057995,0000SET_000_DJI_3481.T,13138582397.758429,22523620.462654363,86511219174.57071,inf,226889260720567.38,-0.5005962316635508,4.309699570307994,-0.1762615056278194,-0.3721102791571753,-0.1495692464299348,0.739782102044862,0.4576087872678197,-0.2008978308223845,-1.3910539393761976,0.2920960077332674,1.8252418715650016,0.9537718002889614,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,63.585
107,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.1020120586023749,0.1861966807655974,0.1952214153418941,0.0893350351233115,0.1444213090057995,0000SET_000_DJI_3481.T,13138582397.758429,22523620.462654363,86511219174.57071,inf,226889260720567.38,-0.5005962316635508,4.309699570307994,-0.1762615056278194,-0.3721102791571753,-0.1495692464299348,0.739782102044862,0.4576087872678197,-0.2008978308223845,-1.3910539393761976,0.2920960077332674,1.8252418715650016,0.9537718002889614,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,63.585
165,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1016411738425511,0.1867175662817768,0.1905417424976306,0.0862835737273952,0.1397672598592166,0000SET_000_DJI_3491.T,9553319977.363672,17282103.454214428,28643639071.00004,inf,93452812601814.58,-0.476123218749108,4.334610105490462,-0.1760809560220794,-0.3766207881272173,-0.1537181314348802,0.7335256727850834,0.4528329204739384,-0.2447546826165678,-1.7511589113437722,0.2950366352777946,1.837026858534856,0.979929981925607,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,30.015
166,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1016411738425511,0.1867175662817768,0.1905417424976306,0.0862835737273952,0.1397672598592166,0000SET_000_DJI_3491.T,9553319977.363672,17282103.454214428,28643639071.00004,inf,93452812601814.58,-0.476123218749108,4.334610105490462,-0.1760809560220794,-0.3766207881272173,-0.1537181314348802,0.7335256727850834,0.4528329204739384,-0.2447546826165678,-1.7511589113437722,0.2950366352777946,1.837026858534856,0.979929981925607,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,30.015
224,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1013912344935439,0.1862248001176755,0.1887364907017093,0.0855822503997178,0.1391202316477782,0000SET_000_DJI_3501.T,7450446176.780145,13618522.47908287,19280221792.734505,inf,83573251604447.8,-0.4690312791474171,4.334321659474225,-0.1725086680963359,-0.3760378889455864,-0.1513351890373666,0.7371135869409182,0.4534483505628873,-0.2534604150020866,-1.821880340479828,0.2949542286083044,1.8366952631347375,0.986692077537865,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,4.124
225,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1013912344935439,0.1862248001176755,0.1887364907017093,0.0855822503997178,0.1391202316477782,0000SET_000_DJI_3501.T,7450446176.780145,13618522.47908287,19280221792.734505,inf,83573251604447.8,-0.4690312791474171,4.334321659474225,-0.1725086680963359,-0.3760378889455864,-0.1513351890373666,0.7371135869409182,0.4534483505628873,-0.2534604150020866,-1.821880340479828,0.2949542286083044,1.8366952631347375,0.986692077537865,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,4.124
283,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1022719133459719,0.1885480950470866,0.1919877817332422,0.0867934736586423,0.1414744300349417,0000SET_000_DJI_3511.T,11821822219.974825,18163537.3187544,35552914380.322395,inf,166200409680298.7,-0.4758248465192148,4.347113411410567,-0.1736928348823546,-0.3773363740927546,-0.1514814870040397,0.7368928832747993,0.4520781107791414,-0.2466957576437824,-1.7437480227547333,0.2966652197620046,1.843596045859181,0.9820838250481226,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,1.469
284,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1022719133459719,0.1885480950470866,0.1919877817332422,0.0867934736586423,0.1414744300349417,0000SET_000_DJI_3511.T,11821822219.974825,18163537.3187544,35552914380.322395,inf,166200409680298.7,-0.4758248465192148,4.347113411410567,-0.1736928348823546,-0.3773363740927546,-0.1514814870040397,0.7368928832747993,0.4520781107791414,-0.2466957576437824,-1.7437480227547333,0.2966652197620046,1.843596045859181,0.9820838250481226,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,1.469
