Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.1026473443671604,0.1887576054656811,0.2002928223529874,0.0903221376538138,0.1470602875730005,0000SET_000_DJI_3471.T,34252169878.46805,39877072.76848916,276338500485.90204,inf,698956443278905.6,-0.5173061914243259,4.336874426314843,-0.18267546522638914,-0.3784068263264905,-0.1532519308415848,0.734226448283942,0.45095044641506915,-0.19550042110154778,-1.3293896287568572,0.2955003377530687,1.8388941928250182,0.9424082363422034
0.1014714410256709,0.1853246475397331,0.1948203337306862,0.0887217014902905,0.1440634702360356,0000SET_000_DJI_3481.T,14017696145.046442,21910159.12698618,89168075001.35478,inf,258299356646514.72,-0.5037046822657604,4.312890473532289,-0.17697892516088293,-0.37419013430480735,-0.14977659864687684,0.7394683474630767,0.45540267687322994,-0.20402411120231184,-1.416209889072059,0.2923791845750345,1.8263724814240931,0.9512592653491723
0.1010896161274923,0.185892122504633,0.1897620123955228,0.085660183948426,0.1392008887437955,0000SET_000_DJI_3491.T,9347112726.18268,16132070.220319537,26804530046.031464,inf,94269986901729.14,-0.4770099726298004,4.339301083572231,-0.1761823727625413,-0.3779718186441801,-0.15369855833778132,0.7335550829512587,0.4514084924957671,-0.24803124992230324,-1.7818223156521231,0.2954979183739872,1.8388844435831013,0.9796066144006539
0.1008482709353479,0.1853617983603863,0.1878281523608238,0.0850120836000805,0.1387356773532124,0000SET_000_DJI_3501.T,6965662983.339336,12167763.361626238,17425859787.227753,inf,87034797612028.4,-0.46924383662035296,4.33791961464714,-0.17152602327518146,-0.37683616713876456,-0.1503304118236256,0.7386309006899924,0.45260565326101704,-0.25626522239434535,-1.8471472319402746,0.2952849549737977,1.8380265386921564,0.9868690930010344
0.1016849961270693,0.1874592556237338,0.1908504176107095,0.0861931721732819,0.1408742357896732,0000SET_000_DJI_3511.T,10544289709.05855,15995892.562507235,30648903762.647804,inf,157251175762536.6,-0.4756522754075802,4.347897124236829,-0.17284169240240652,-0.3777645442691094,-0.1506556154592357,0.7381395207477298,0.45162684605226244,-0.2490028887044637,-1.7675544950336253,0.2966486761444887,1.8435291612685696,0.982231309580402
0.1051578733155154,0.1961052494979734,0.2038659509500701,0.0915851570176775,0.1501155561870966,0000SET_000_DJI_3521.T,57996051565.622795,51768346.46178593,371807165126.744,inf,1759958367573119.0,-0.503342352574681,4.386020184715886,-0.17841677488104055,-0.38003172404636754,-0.15184520569359966,0.7363444238114201,0.44924204650588323,-0.21155611461544946,-1.4092884174627205,0.30188685336958176,1.864865114850504,0.9619323314367615
0.1058123505160797,0.1979211084862782,0.2065526202774095,0.0934796745303881,0.1529846872850431,0000SET_000_DJI_3531.T,66839904845.67155,58913469.72468737,636538147730.7333,inf,2911464290971489.5,-0.5089920450213833,4.396414855976366,-0.17636493907623968,-0.3768692494234882,-0.14899130595247476,0.740657209187556,0.45257075124411716,-0.19074437125391364,-1.246820022572038,0.3032552234210174,1.8704915590756226,0.9582115599427459
0.1071176905407318,0.2002266716417984,0.2196865651412875,0.0990817610884756,0.1607023513978797,0000SET_000_DJI_3541.T,357352135776.7436,233166295.7201912,15486743961923.375,inf,1.7443347102129776e+16,-0.5622071908678542,4.391885280448909,-0.19191571735543145,-0.37834626005433764,-0.15506291371487538,0.7315074150962615,0.4510142030066924,-0.12167558107262008,-0.7571487287784979,0.30294676772294155,1.8692213268513445,0.9114197379936555
0.1097613175921756,0.2039995152552907,0.2359138788666727,0.1057395151433653,0.1717342431699841,0000SET_000_DJI_3551.T,3048101646034.2925,1070590729.1795522,698474843285249.8,inf,3.184009481983225e+17,-0.6183963776415167,4.366391256586073,-0.20454954531526662,-0.38101293886014426,-0.15743881113946948,0.7279531157513633,0.4482123546581345,-0.05951014498148276,-0.34652462946821316,0.30035041916442345,1.8585738558028473,0.8647202794312137
0.111163017060011,0.2082359553801884,0.2431679712195381,0.1086119298450642,0.1767193338178264,0000SET_000_DJI_3561.T,8180826024968.244,2103004094.5327296,3734261081293351.0,inf,1.2442404851241492e+18,-0.6339200831984948,4.394089271196185,-0.20804274006909265,-0.38250065159283647,-0.15825350422489823,0.7267377069913529,0.44665392938203463,-0.0373397594775051,-0.21129413896499472,0.30392376524740455,1.8732485037516828,0.8563461476272621
