Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.8525769722222,-43.975345,840.535,89.9,2022:03:10 07:07:34, _Campo20220310-Pampulha_0000SET_000_DJI_5151.TIF
-19.8526655555556,-43.9752467222222,840.463,89.9,2022:03:10 07:07:35, _Campo20220310-Pampulha_0000SET_000_DJI_5161.TIF
-19.8526899444444,-43.9751934166667,840.031,90.0,2022:03:10 07:07:39, _Campo20220310-Pampulha_0000SET_000_DJI_5171.TIF
-19.852775,-43.9749099444444,839.43,90.0,2022:03:10 07:07:47, _Campo20220310-Pampulha_0000SET_000_DJI_5181.TIF
-19.8529488333333,-43.9743350277778,839.404,89.9,2022:03:10 07:07:55, _Campo20220310-Pampulha_0000SET_000_DJI_5191.TIF
-19.8530417222222,-43.9740405555556,839.792,89.9,2022:03:10 07:08:01, _Campo20220310-Pampulha_0000SET_000_DJI_5201.TIF
-19.8531322222222,-43.9737353055556,840.223,89.9,2022:03:10 07:08:11, _Campo20220310-Pampulha_0000SET_000_DJI_5211.TIF
-19.8531905,-43.9735458611111,840.95,89.9,2022:03:10 07:08:16, _Campo20220310-Pampulha_0000SET_000_DJI_5221.TIF
-19.8532675277778,-43.9732988888889,840.163,90.0,2022:03:10 07:08:26, _Campo20220310-Pampulha_0000SET_000_DJI_5231.TIF
-19.85342925,-43.9754163611111,840.887,90.0,2022:03:10 07:09:11, _Campo20220310-Pampulha_0000SET_000_DJI_5241.TIF
-19.8534492222222,-43.9756588333333,841.07,89.9,2022:03:10 07:09:12, _Campo20220310-Pampulha_0000SET_000_DJI_5251.TIF
-19.85346625,-43.9759733888889,841.321,90.0,2022:03:10 07:09:15, _Campo20220310-Pampulha_0000SET_000_DJI_5261.TIF
-19.8534859166667,-43.9762987222222,841.172,89.9,2022:03:10 07:09:18, _Campo20220310-Pampulha_0000SET_000_DJI_5271.TIF
-19.8534967222222,-43.9763735,840.808,89.9,2022:03:10 07:09:24, _Campo20220310-Pampulha_0000SET_000_DJI_5281.TIF
-19.8535241111111,-43.97651825,841.016,89.9,2022:03:10 07:09:30, _Campo20220310-Pampulha_0000SET_000_DJI_5291.TIF
-19.85357175,-43.9767231944444,841.358,89.9,2022:03:10 07:09:38, _Campo20220310-Pampulha_0000SET_000_DJI_5301.TIF
-19.8541221666667,-43.9774534722222,841.316,90.0,2022:03:10 07:09:46, _Campo20220310-Pampulha_0000SET_000_DJI_5311.TIF
-19.8544131944444,-43.9775570277778,841.098,89.9,2022:03:10 07:09:49, _Campo20220310-Pampulha_0000SET_000_DJI_5321.TIF
-19.8548528055556,-43.9776489166667,841.423,89.9,2022:03:10 07:09:52, _Campo20220310-Pampulha_0000SET_000_DJI_5331.TIF
-19.8520251666667,-43.9759581666667,840.974,90.0,2022:03:10 08:33:04, _Campo20220310-Pampulha_0000SET_000_DJI_5401.TIF
-19.8521813055556,-43.9757890833333,840.757,90.0,2022:03:10 08:33:17, _Campo20220310-Pampulha_0000SET_000_DJI_5411.TIF
-19.8523066944444,-43.9756488333333,840.518,89.9,2022:03:10 08:33:28, _Campo20220310-Pampulha_0000SET_000_DJI_5421.TIF
-19.8524979166667,-43.9754363888889,839.946,90.0,2022:03:10 08:33:44, _Campo20220310-Pampulha_0000SET_000_DJI_5431.TIF
-19.8526498333333,-43.9752751111111,840.433,90.0,2022:03:10 08:33:57, _Campo20220310-Pampulha_0000SET_000_DJI_5441.TIF
-19.8527250555556,-43.9751440833333,840.316,89.9,2022:03:10 08:34:05, _Campo20220310-Pampulha_0000SET_000_DJI_5451.TIF
-19.8527908888889,-43.9749261944444,840.376,90.0,2022:03:10 08:34:18, _Campo20220310-Pampulha_0000SET_000_DJI_5461.TIF
-19.8528150555556,-43.974851,840.226,90.0,2022:03:10 08:34:22, _Campo20220310-Pampulha_0000SET_000_DJI_5471.TIF
-19.8528900277778,-43.9745983055556,840.642,90.0,2022:03:10 08:34:32, _Campo20220310-Pampulha_0000SET_000_DJI_5481.TIF
-19.8530047777778,-43.9742196388889,841.345,89.9,2022:03:10 08:34:48, _Campo20220310-Pampulha_0000SET_000_DJI_5491.TIF
-19.85303575,-43.97412125,841.489,89.9,2022:03:10 08:34:53, _Campo20220310-Pampulha_0000SET_000_DJI_5501.TIF
-19.8530428333333,-43.9740897222222,841.451,90.0,2022:03:10 08:34:54, _Campo20220310-Pampulha_0000SET_000_DJI_5511.TIF
-19.8531123888889,-43.9738628055556,841.08,90.0,2022:03:10 08:35:01, _Campo20220310-Pampulha_0000SET_000_DJI_5521.TIF
-19.8531781666667,-43.9736472222222,840.819,90.0,2022:03:10 08:35:06, _Campo20220310-Pampulha_0000SET_000_DJI_5531.TIF
-19.8532110833333,-43.9735475555556,840.61,89.9,2022:03:10 08:35:10, _Campo20220310-Pampulha_0000SET_000_DJI_5541.TIF
-19.8532398611111,-43.9734470555556,839.895,90.0,2022:03:10 08:35:16, _Campo20220310-Pampulha_0000SET_000_DJI_5551.TIF
-19.8533101388889,-43.9732126944444,840.032,89.9,2022:03:10 08:35:26, _Campo20220310-Pampulha_0000SET_000_DJI_5561.TIF
-19.8533556944444,-43.9730620833333,839.634,89.9,2022:03:10 08:35:35, _Campo20220310-Pampulha_0000SET_000_DJI_5571.TIF
-19.8533858611111,-43.9729606944444,839.616,90.0,2022:03:10 08:35:41, _Campo20220310-Pampulha_0000SET_000_DJI_5581.TIF
-19.85341225,-43.9728772777778,839.457,90.0,2022:03:10 08:35:46, _Campo20220310-Pampulha_0000SET_000_DJI_5591.TIF
-19.8534479444444,-43.9727620277778,839.519,90.0,2022:03:10 08:35:53, _Campo20220310-Pampulha_0000SET_000_DJI_5601.TIF
-19.8536092777778,-43.9722255,839.218,89.9,2022:03:10 08:36:18, _Campo20220310-Pampulha_0000SET_000_DJI_5631.TIF
-19.8530801388889,-43.9751262222222,831.822,23.6,2022:03:10 08:37:15, _Campo20220310-Pampulha_0000SET_000_DJI_5641.TIF
-19.8531414166667,-43.9751606944444,832.085,90.0,2022:03:10 08:37:27, _Campo20220310-Pampulha_0000SET_000_DJI_5651.TIF
-19.8538831388889,-43.974848,837.371,35.5,2022:03:10 08:38:40, _Campo20220310-Pampulha_0000SET_000_DJI_5661.TIF
-19.8538890833333,-43.9736881388889,838.693,89.9,2022:03:10 08:38:55, _Campo20220310-Pampulha_0000SET_000_DJI_5671.TIF
