Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.1034175267441014,0.1897545340370222,0.2012952846441051,0.0913567287445497,0.1476646834242853,0000SET_000_DJI_3471.T,33105798663.450924,44215494.60933565,295252397221.7354,inf,585742617261131.6,-0.5158124858345002,4.327333858498853,-0.18293216985591046,-0.37566307720409275,-0.15368697308371226,0.7335724912054448,0.4538443555996386,-0.18850288218930192,-1.276560365132644,0.294492616598204,1.8348392193380816,0.9426675561353202
0.1020120586023749,0.1861966807655974,0.1952214153418941,0.0893350351233115,0.1444213090057995,0000SET_000_DJI_3481.T,13138582397.758427,22523620.462654363,86511219174.57071,inf,226889260720567.38,-0.5005962316635508,4.309699570307994,-0.17626150562781948,-0.37211027915717537,-0.14956924642993483,0.739782102044862,0.4576087872678197,-0.20089783082238452,-1.3910539393761976,0.29209600773326744,1.8252418715650016,0.9537718002889614
0.1016411738425511,0.1867175662817768,0.1905417424976306,0.0862835737273952,0.1397672598592166,0000SET_000_DJI_3491.T,9553319977.363672,17282103.454214428,28643639071.000042,inf,93452812601814.58,-0.476123218749108,4.334610105490462,-0.1760809560220794,-0.37662078812721733,-0.15371813143488022,0.7335256727850834,0.4528329204739384,-0.24475468261656785,-1.7511589113437722,0.29503663527779467,1.8370268585348557,0.979929981925607
0.1013912344935439,0.1862248001176755,0.1887364907017093,0.0855822503997178,0.1391202316477782,0000SET_000_DJI_3501.T,7450446176.780145,13618522.47908287,19280221792.734505,inf,83573251604447.8,-0.4690312791474171,4.334321659474225,-0.1725086680963359,-0.3760378889455864,-0.15133518903736662,0.7371135869409182,0.4534483505628873,-0.25346041500208666,-1.8218803404798276,0.2949542286083044,1.8366952631347377,0.986692077537865
0.1022719133459719,0.1885480950470866,0.1919877817332422,0.0867934736586423,0.1414744300349417,0000SET_000_DJI_3511.T,11821822219.974823,18163537.3187544,35552914380.322395,inf,166200409680298.7,-0.4758248465192148,4.347113411410567,-0.17369283488235468,-0.3773363740927546,-0.15148148700403977,0.7368928832747993,0.45207811077914145,-0.24669575764378243,-1.7437480227547333,0.2966652197620046,1.8435960458591811,0.9820838250481226
0.1057752489828379,0.1969598107208186,0.2046515069020692,0.0924565347099759,0.1507723216349547,0000SET_000_DJI_3521.T,55498595159.424286,54924485.635151014,390484372954.54724,inf,1599940504848512.2,-0.5020123524559221,4.379392507103664,-0.17797471267403311,-0.3776234785950162,-0.15159137047419996,0.736727151034871,0.4517754895116342,-0.20533465653663563,-1.3618856187263972,0.30120251624387384,1.8620595329704728,0.9624156386743281
0.106616658732494,0.1989942619288099,0.2076452036904695,0.094675187522092,0.153960960854396,0000SET_000_DJI_3531.T,63345518648.72704,63509829.49115822,690300691773.5635,inf,2640812880851726.0,-0.5076957696102735,4.387019381133696,-0.17566205657804204,-0.373676468581136,-0.14846052999025333,0.7414616765427484,0.45594690288739576,-0.18214078615623847,-1.1830322774387767,0.3022719312399645,1.8664462410897293,0.9583378685955333
0.108362275512042,0.2022392323428661,0.2221865279823596,0.1012874665031032,0.1630574425765073,0000SET_000_DJI_3541.T,363234284049.09326,272627030.2702495,21722193466342.06,inf,1.936387745837023e+16,-0.562819840402409,4.384175550788951,-0.19036960191923274,-0.37375202810836683,-0.15348477828238227,0.7338763698105638,0.4558668224526416,-0.10510455120200123,-0.6445860399943761,0.30224243751796925,1.8663250784207812,0.9102227492340255
0.1109770218036081,0.2058007216145771,0.2381136326264149,0.1078557975302148,0.174067880267992,0000SET_000_DJI_3551.T,2940243190115.7114,1189807128.325417,904917594120559.8,inf,3.5421787023748563e+17,-0.617765622128905,4.3562210449399075,-0.2021788262879148,-0.37650099616381955,-0.15538239914906185,0.7310286200248491,0.45295935533197157,-0.045390718362246715,-0.2607644689667268,0.2993382640704974,1.854444445074179,0.86429625781849
0.1121911527213945,0.2097335703402356,0.2451465944797971,0.1108747660465769,0.1789824574732066,0000SET_000_DJI_3561.T,7177094228103.276,2266558000.141254,4804139703986740.0,inf,1.229589545533457e+18,-0.633925420440412,4.384904231411192,-0.2055267342543426,-0.37714542811335994,-0.15600001155761883,0.7301037889308996,0.4522794464343018,-0.018940987502823935,-0.10582594389541988,0.3029975973611922,1.869430567854751,0.8555434791386428
0.113736827149601,0.2133021087339605,0.2477183034962044,0.1143352728405488,0.182242378405191,0000SET_000_DJI_3571.T,5367663434646.197,2408820830.4885526,6233766696838933.0,inf,1.059395301902918e+18,-0.628130106832234,4.394767050088853,-0.20020834801861442,-0.36840688608912786,-0.15228351764971212,0.7356839435483351,0.46155359223304493,0.008386732238227283,0.0460196597060456,0.30444473321001936,1.8754005547684103,0.8610672111163912
0.113614008089821,0.2140189419291165,0.2500825702343736,0.1131168643750287,0.1828037027917774,0000SET_000_DJI_3581.T,12992141997622.744,3407074180.065641,1.3034277046828476e+16,inf,3.155816508063404e+18,-0.6376471209251714,4.411705919572765,-0.20534829429917653,-0.37710880802070273,-0.1554192674493326,0.730973384592363,0.45231806546540726,-0.007071437421290835,-0.03868322858506623,0.3064555437219974,1.883737274367764,0.8557931155639563
