,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.0964467124937011,0.1772717383813637,0.1876507733854047,0.0851867615982395,0.1385207927468935,0000SET_000_DJI_3471.T,6371406075.645798,12100557.369156146,48793005847.25508,inf,83503501490710.72,-0.5144873160520196,4.345062434554064,-0.1794909348691876,-0.3755495437726616,-0.1506261910597799,0.73818396933752,0.4539643512328057,-0.1898418368880851,-1.3704934336823058,0.2952852671395328,1.8380277958457245,0.9446896230865828,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,83.487
48,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.0964467124937011,0.1772717383813637,0.1876507733854047,0.0851867615982395,0.1385207927468935,0000SET_000_DJI_3471.T,6371406075.645798,12100557.369156146,48793005847.25508,inf,83503501490710.72,-0.5144873160520196,4.345062434554064,-0.1794909348691876,-0.3755495437726616,-0.1506261910597799,0.73818396933752,0.4539643512328057,-0.1898418368880851,-1.3704934336823058,0.2952852671395328,1.8380277958457245,0.9446896230865828,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,83.487
106,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.0953329648265187,0.1741359412136892,0.1827204466521854,0.0843108682272563,0.1360092400476731,0000SET_000_DJI_3481.T,2468222120.961193,6910621.857358781,17884584846.411743,inf,27900427330159.79,-0.5018348378662967,4.323361840966379,-0.173345441932148,-0.3685319771179597,-0.1465543015091008,0.7443569810584544,0.4614199985387782,-0.1865116506262856,-1.3713160264766628,0.2924381055505237,1.8266078426341976,0.9530183644152472,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,63.585
107,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.0953329648265187,0.1741359412136892,0.1827204466521854,0.0843108682272563,0.1360092400476731,0000SET_000_DJI_3481.T,2468222120.961193,6910621.857358781,17884584846.411743,inf,27900427330159.79,-0.5018348378662967,4.323361840966379,-0.173345441932148,-0.3685319771179597,-0.1465543015091008,0.7443569810584544,0.4614199985387782,-0.1865116506262856,-1.3713160264766628,0.2924381055505237,1.8266078426341976,0.9530183644152472,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,63.585
165,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.0948523779528255,0.1742124072546733,0.1774809654150939,0.0805706352470131,0.1309286743555995,0000SET_000_DJI_3491.T,1874223442.7537036,5050045.885039687,5271595036.069011,inf,12782229074182.672,-0.4742979490632798,4.3449336650729,-0.1730151755964422,-0.3755463245313299,-0.1509430479997533,0.7377054437887605,0.4539677539987111,-0.2446757704361579,-1.86877146385538,0.2949476619195876,1.836668842834043,0.981583612908708,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,30.015
166,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.0948523779528255,0.1742124072546733,0.1774809654150939,0.0805706352470131,0.1309286743555995,0000SET_000_DJI_3491.T,1874223442.7537036,5050045.885039687,5271595036.069011,inf,12782229074182.672,-0.4742979490632798,4.3449336650729,-0.1730151755964422,-0.3755463245313299,-0.1509430479997533,0.7377054437887605,0.4539677539987111,-0.2446757704361579,-1.86877146385538,0.2949476619195876,1.836668842834043,0.981583612908708,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,30.015
224,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.0948764968331341,0.1745749008775561,0.1769713154218816,0.0803562884830466,0.1312578597986285,0000SET_000_DJI_3501.T,1754832200.8664422,4447721.467053011,4610312360.097937,inf,15271955139245.137,-0.4702555646663516,4.351789025381384,-0.1696538077428554,-0.3754553552464205,-0.148309956676065,0.741690027481138,0.4540639159034637,-0.2499882848263774,-1.9045585933665323,0.2957802584122949,1.8400226263053652,0.9864587402844766,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,4.124
225,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.0948764968331341,0.1745749008775561,0.1769713154218816,0.0803562884830466,0.1312578597986285,0000SET_000_DJI_3501.T,1754832200.8664422,4447721.467053011,4610312360.097937,inf,15271955139245.137,-0.4702555646663516,4.351789025381384,-0.1696538077428554,-0.3754553552464205,-0.148309956676065,0.741690027481138,0.4540639159034637,-0.2499882848263774,-1.9045585933665323,0.2957802584122949,1.8400226263053652,0.9864587402844766,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,4.124
283,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.0955992290620043,0.1764892010213728,0.179339835527143,0.0813340872292304,0.1329071543582998,0000SET_000_DJI_3511.T,2394448748.1526504,5527880.766527109,7064906562.366802,inf,23362726375829.49,-0.4744800587260732,4.36311333674641,-0.1706529055815223,-0.3759706658095948,-0.1487049761020223,0.741091090931576,0.4535193588761852,-0.2438357984561668,-1.834632602236132,0.2972929497023489,1.8461362372169805,0.9841048448751436,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,1.469
284,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.0955992290620043,0.1764892010213728,0.179339835527143,0.0813340872292304,0.1329071543582998,0000SET_000_DJI_3511.T,2394448748.1526504,5527880.766527109,7064906562.366802,inf,23362726375829.49,-0.4744800587260732,4.36311333674641,-0.1706529055815223,-0.3759706658095948,-0.1487049761020223,0.741091090931576,0.4535193588761852,-0.2438357984561668,-1.834632602236132,0.2972929497023489,1.8461362372169805,0.9841048448751436,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,1.469
