,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.115439980063086,0.2114300101900734,0.2250160189497385,0.1017577742183174,0.1638223726448841,0000SET_000_DJI_3471.T,633424880915.0803,408685530.8193208,6919860615202.542,inf,2.261062718132588e+16,-0.5182615220428962,4.302882327646986,-0.1872109650000606,-0.3771974598588169,-0.157375525739369,0.7280476003865168,0.4522245780245845,-0.190811914704749,-1.1647488168076396,0.2936642487511426,1.8315146110951377,0.9396220374750308,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,83.487
48,-19.8512446944444,-43.9760236111111,836.708,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3471.TIF,0.115439980063086,0.2114300101900734,0.2250160189497385,0.1017577742183174,0.1638223726448841,0000SET_000_DJI_3471.T,633424880915.0803,408685530.8193208,6919860615202.542,inf,2.261062718132588e+16,-0.5182615220428962,4.302882327646986,-0.1872109650000606,-0.3771974598588169,-0.157375525739369,0.7280476003865168,0.4522245780245845,-0.190811914704749,-1.1647488168076396,0.2936642487511426,1.8315146110951377,0.9396220374750308,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,83.487
106,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.1137596718676411,0.2074674305608322,0.2172762371182934,0.0982136164305287,0.1595400216383502,0000SET_000_DJI_3481.T,251690555184.6927,175667267.0135967,1408679454228.6294,inf,1.0169451834667796e+16,-0.4989533295458628,4.289136907267651,-0.1797364389351274,-0.3773896984276224,-0.1532211366634011,0.7342727569029585,0.4520218949532777,-0.2219881669312941,-1.3914262054853117,0.291718095966254,1.823734432024555,0.9548555944839888,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,63.585
107,-19.8510686388889,-43.9759892777778,836.555,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3481.TIF,0.1137596718676411,0.2074674305608322,0.2172762371182934,0.0982136164305287,0.1595400216383502,0000SET_000_DJI_3481.T,251690555184.6927,175667267.0135967,1408679454228.6294,inf,1.0169451834667796e+16,-0.4989533295458628,4.289136907267651,-0.1797364389351274,-0.3773896984276224,-0.1532211366634011,0.7342727569029585,0.4520218949532777,-0.2219881669312941,-1.3914262054853117,0.291718095966254,1.823734432024555,0.9548555944839888,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,63.585
165,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1136289399221216,0.2086753982734646,0.2136169038675356,0.0965486365057442,0.1556554044235577,0000SET_000_DJI_3491.T,162225272124.98788,147300499.73549992,570889217797.6497,inf,3221350103324007.5,-0.4791554959170698,4.3156123530036,-0.1798346859631927,-0.3774380197777657,-0.1569614025817703,0.7286661383318243,0.451970957156154,-0.2423397667324851,-1.5568991493096416,0.2948966150547601,1.8364634785511984,0.9768674411780855,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,30.015
166,-19.8507722777778,-43.9759280833333,835.937,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3491.TIF,0.1136289399221216,0.2086753982734646,0.2136169038675356,0.0965486365057442,0.1556554044235577,0000SET_000_DJI_3491.T,162225272124.98788,147300499.73549992,570889217797.6497,inf,3221350103324007.5,-0.4791554959170698,4.3156123530036,-0.1798346859631927,-0.3774380197777657,-0.1569614025817703,0.7286661383318243,0.451970957156154,-0.2423397667324851,-1.5568991493096416,0.2948966150547601,1.8364634785511984,0.9768674411780855,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,30.015
224,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1130862078727167,0.2071969828682243,0.2101751391781156,0.0954327420809761,0.154145574807312,0000SET_000_DJI_3501.T,95210958666.80531,96508065.00867844,272510636052.7789,inf,2096844534063116.8,-0.4685827465313368,4.307600559469376,-0.1749375739675415,-0.3754562762727375,-0.1537918713374192,0.7334148815606558,0.4540629422402828,-0.2521471119452789,-1.6357726276636395,0.2938361353831662,1.832203827202635,0.985830120909936,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,4.124
225,-19.8505430833333,-43.9758841111111,835.928,89.9,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3501.TIF,0.1130862078727167,0.2071969828682243,0.2101751391781156,0.0954327420809761,0.154145574807312,0000SET_000_DJI_3501.T,95210958666.80531,96508065.00867844,272510636052.7789,inf,2096844534063116.8,-0.4685827465313368,4.307600559469376,-0.1749375739675415,-0.3754562762727375,-0.1537918713374192,0.7334148815606558,0.4540629422402828,-0.2521471119452789,-1.6357726276636395,0.2938361353831662,1.832203827202635,0.985830120909936,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,4.124
283,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1140715316428437,0.209688672673731,0.2142877966001085,0.0965745340492491,0.1568320885502634,0000SET_000_DJI_3511.T,189503761350.85855,143853789.4383615,608992704074.7153,inf,5411990460918321.0,-0.4779288441259683,4.318605915506813,-0.177463774990902,-0.3786668597155828,-0.1548171099119761,0.7318759679205362,0.4506767794596857,-0.2490913026349877,-1.5882674581302665,0.2953332119144337,1.8382208922228127,0.9785376302367786,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,799.4,,Média,,0,7.56,1.66,261.5,0.225,25.62,8.27,7.42,75.1,0.319,0.12,252.4,164.0,8.61,,26.885,0.258,4674,694.4,48,1.469
284,-19.8504976944444,-43.9758849722222,835.905,90.0,2022-03-10, _Campo20220310-Pampulha_0000SET_000_DJI_3511.TIF,0.1140715316428437,0.209688672673731,0.2142877966001085,0.0965745340492491,0.1568320885502634,0000SET_000_DJI_3511.T,189503761350.85855,143853789.4383615,608992704074.7153,inf,5411990460918321.0,-0.4779288441259683,4.318605915506813,-0.177463774990902,-0.3786668597155828,-0.1548171099119761,0.7318759679205362,0.4506767794596857,-0.2490913026349877,-1.5882674581302665,0.2953332119144337,1.8382208922228127,0.9785376302367786,2022-03-10,08:46:53,-19.850507,-43.975875,P9,7804736.025,607234.003,802.0,,Pontual,1.9,190,7.97,1.8,260.2,0.117,25.89,8.36,8.31,70.4,0.165,0.12,251.2,163.0,7.13,8.15,26.863,0.172,4674,694.4,49,1.469
