,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
48,-19.8533943333333,-43.9809628055556,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1301.TIF,0.0429294950259989,0.139231286785934,0.1099712868484863,0.0660041983939309,0.1147062023346485,0001SET_000_DJI_1301.T,-0.4815138419683152,6.62117382371983,0.0259930564585007,-0.2498478034823316,0.0210742763032337,1.0430559250678384,0.6001948352652147,0.9341049796014732,8.143456592489024,0.5286636936997742,3.2432547063880657,1.266069451181024,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,97.663
82,-19.8532468055556,-43.9812778333333,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1311.TIF,0.0589373100130931,0.2187463334285133,0.1433343425537107,0.4965327341800213,0.4979578487556458,0001SET_000_DJI_1311.T,-0.3858214728348747,7.080242203934227,1.2770774029277971,0.5519871305603791,0.5529827292577562,3.4741000648120983,3.464157474988655,7.446070761888615,14.953214976921664,0.575507514359686,3.7115086077039847,1.526126464399444,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,77.717
116,-19.8531340277778,-43.9814064166667,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1321.TIF,0.0310119288119005,0.1403408251124898,0.1080363942463657,0.0759650546629084,0.1218315061357823,0001SET_000_DJI_1321.T,-0.5488386246320446,7.932414889413296,0.0805070917944144,-0.1742993860840235,0.0600132157055537,1.1276894882104107,0.7031431879305231,2.3247533181423363,19.081708762193077,0.638034077636306,4.525382021986181,1.2990143376356789,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,67.804
150,-19.8530068888889,-43.9815176388889,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1331.TIF,0.041436020708702,0.1225384184409996,0.1106774469247374,0.0558633121174347,0.0915282577461921,0001SET_000_DJI_1331.T,-0.565058918639252,6.277932597638087,-0.1167815500869798,-0.3291334513097929,-0.0947015278807726,0.8269820120483347,0.5047397972183324,0.5704732394983063,6.232755364799239,0.4946039038331737,2.957292142082197,1.1071670141101817,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,59.582
184,-19.8530531388889,-43.9815343611111,90.0,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1341.TIF,0.0323218792456745,0.1369361239161984,0.1019384943778562,0.064571528367029,0.1068437931300141,0001SET_000_DJI_1341.T,-0.5083875104774062,7.676573067718162,0.0289811923839526,-0.2244127133901015,0.0234948031785167,1.0481201805274405,0.6334361593342865,1.6509602701155257,15.452093394948411,0.6180756166104252,4.236638682898488,1.343321036394909,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,64.892
218,-19.8530674166667,-43.9815415277778,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1351.TIF,0.0297194433242983,0.1516061093976921,0.1086777175827128,0.0819795370436055,0.1282577815932987,0001SET_000_DJI_1351.T,-0.520811955218056,8.39200319559157,0.1079829274840606,-0.1400323349427999,0.0826387944342629,1.1801663160222686,0.7543362049466326,2.7511088647447357,21.449839772439017,0.672197956899496,5.101243241448622,1.395006380054929,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,66.641
252,-19.852829,-43.9819588055556,90.0,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1361.TIF,0.0272111146079013,0.1041573056191062,0.1346756882963698,0.0242896618220921,0.0549751596269752,0001SET_000_DJI_1361.T,-1.031752626949248,7.320467048396656,-0.6066947332674806,-0.6944030657751352,-0.4202487336181528,0.4082040368414219,0.1803566933969539,-0.2429951308433615,-4.420089591229285,0.5857282205132724,3.827748591704583,0.7733935273447106,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,83.264
287,-19.8520466666667,-43.9832076111111,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1401.TIF,0.0265216317545267,0.1235757874037515,0.1408141341891377,0.048346690404609,0.0934032087942195,0001SET_000_DJI_1401.T,-0.9248778003832596,8.06778622101309,-0.3158676922014445,-0.4888297774294303,-0.2024227787362744,0.6633084763264094,0.343336914884347,1.5898283074269703,17.02113158584934,0.6466077577715102,4.659433799078356,0.877580848792976,2022-07-28,09:53:03,-19.851575,-43.98386,P3,,,,"sem nuvens, sem vento",,0.4,40,6.8,7.0,315.0,0.391,28.53,9.22,7.29,93.8,0.555,0.16,342.2,222.0,21.22,7.78,20.839,0.395,4674,696.6,165,86.059
321,-19.8510971944444,-43.98466575,32.2,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF,0.0676357961543486,0.2100920506059352,0.1592353770522509,0.1955896277521093,0.2911968665414862,0001SET_000_DJI_1411.T,-0.4359973670289578,6.385262613694802,0.4751467705834182,0.102456845508684,0.292966348137938,1.8287196722995411,1.2283051126756164,2.8165506537167757,9.67232473058053,0.5129347168940729,3.106225734764674,1.3193804950579315,2022-07-28,09:53:03,-19.851575,-43.98386,P3,,,,"sem nuvens, sem vento",,0.4,40,6.8,7.0,315.0,0.391,28.53,9.22,7.29,93.8,0.555,0.16,342.2,222.0,21.22,7.78,20.839,0.395,4674,696.6,165,99.621
323,-19.8510971944444,-43.98466575,32.2,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF,0.0676357961543486,0.2100920506059352,0.1592353770522509,0.1955896277521093,0.2911968665414862,0001SET_000_DJI_1411.T,-0.4359973670289578,6.385262613694802,0.4751467705834182,0.102456845508684,0.292966348137938,1.8287196722995411,1.2283051126756164,2.8165506537167757,9.67232473058053,0.5129347168940729,3.106225734764674,1.3193804950579315,2022-07-28,09:58:32,-19.85097,-43.98486,B5,,,,"sem nuvens, sem vento",,0.35,35,8.2,15.16,319.6,0.408,27.4,8.85,8.61,92.3,0.58,0.17,347.0,226.0,39.83,7.9,20.868,0.433,4674,696.5,167,24.754
