,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.0303947555690107,0.0731254209388595,0.0747578383946883,0.0183303882958534,0.0628148849479072,0000SET_000_DJI_0101.T,17040233.972714394,301.27658352514123,241464.2119298337,inf,24660174704.38312,-0.6066711446730649,5.547442246212897,-0.1153683644064607,-0.6061717158542483,-0.0868119286774583,0.8402447996994296,0.245196874193674,-1.360181296045503,-21.65380541846905,0.4127762027782108,2.405856522610608,0.9781639291493374,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0300020779279341,0.0716429048472787,0.0733698835303381,0.0170215480190521,0.0324720881393792,0000SET_000_DJI_0111.T,31698896.69867676,41588.04543023685,178934.012444581,inf,216938.19387858865,-0.6053328755283057,5.521254058653643,-0.4023592141424639,-0.6233813819011934,-0.3864043228387843,0.4425806145099323,0.231996388709187,-0.8253767863723943,-25.418038496004584,0.4096692801004552,2.3879314299285244,0.9764620222908584,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0300020779279341,0.0716429048472787,0.0733698835303381,0.0170215480190521,0.0324720881393792,0000SET_000_DJI_0111.T,31698896.69867676,41588.04543023685,178934.012444581,inf,216938.19387858865,-0.6053328755283057,5.521254058653643,-0.4023592141424639,-0.6233813819011934,-0.3864043228387843,0.4425806145099323,0.231996388709187,-0.8253767863723943,-25.418038496004584,0.4096692801004552,2.3879314299285244,0.9764620222908584,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0312611808711907,0.0723235456212238,0.0735987616416904,0.016988094938148,0.032458490958213,0000SET_000_DJI_0121.T,36540940.709561415,44645.564742596325,118203.8376113478,inf,215618.49461387825,-0.5853913881964805,5.395021094080359,-0.3971654130543086,-0.6249324553352703,-0.3879062456829554,0.4410195257935797,0.2308203909850163,-0.8723608097426752,-26.87619738285895,0.3964133143995904,2.3135257084250087,0.9826734038450962,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0312611808711907,0.0723235456212238,0.0735987616416904,0.016988094938148,0.032458490958213,0000SET_000_DJI_0121.T,36540940.709561415,44645.564742596325,118203.8376113478,inf,215618.49461387825,-0.5853913881964805,5.395021094080359,-0.3971654130543086,-0.6249324553352703,-0.3879062456829554,0.4410195257935797,0.2308203909850163,-0.8723608097426752,-26.87619738285895,0.3964133143995904,2.3135257084250087,0.9826734038450962,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0317268184855071,0.0741566084827684,0.0746981451606162,0.017654706731466,0.0332202466397502,0000SET_000_DJI_0131.T,31351126.74690056,47851.715824325365,140805.46376396317,inf,235312.80381704957,-0.579467259281339,5.431378585471258,-0.3917317346868031,-0.6176684017923735,-0.3843450391439689,0.4447265265867033,0.2363473242006852,-0.8345936887934053,-25.123043120178384,0.4007217296619422,2.337347771464805,0.9927503330011288,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0317268184855071,0.0741566084827684,0.0746981451606162,0.017654706731466,0.0332202466397502,0000SET_000_DJI_0131.T,31351126.74690056,47851.715824325365,140805.46376396317,inf,235312.80381704957,-0.579467259281339,5.431378585471258,-0.3917317346868031,-0.6176684017923735,-0.3843450391439689,0.4447265265867033,0.2363473242006852,-0.8345936887934053,-25.123043120178384,0.4007217296619422,2.337347771464805,0.9927503330011288,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0314968185689066,0.0731263314872836,0.0739677410747233,0.0173287224352778,0.0326500986802028,0000SET_000_DJI_0141.T,30806735.489797864,46661.20055612487,121699.78624314631,inf,203851.634194948,-0.5807883650392367,5.4071604475487245,-0.3949187380835879,-0.6203856804731648,-0.3875302903294051,0.4414099742105033,0.2342740522219283,-0.8475449860171542,-25.95842035022878,0.3978996321179294,2.3217053280255207,0.9886246412934296,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0314968185689066,0.0731263314872836,0.0739677410747233,0.0173287224352778,0.0326500986802028,0000SET_000_DJI_0141.T,30806735.489797864,46661.20055612487,121699.78624314631,inf,203851.634194948,-0.5807883650392367,5.4071604475487245,-0.3949187380835879,-0.6203856804731648,-0.3875302903294051,0.4414099742105033,0.2342740522219283,-0.8475449860171542,-25.95842035022878,0.3978996321179294,2.3217053280255207,0.9886246412934296,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0314968185689066,0.0731263314872836,0.0739677410747233,0.0173287224352778,0.0326500986802028,0000SET_000_DJI_0141.T,30806735.489797864,46661.20055612487,121699.78624314631,inf,203851.634194948,-0.5807883650392367,5.4071604475487245,-0.3949187380835879,-0.6203856804731648,-0.3875302903294051,0.4414099742105033,0.2342740522219283,-0.8475449860171542,-25.95842035022878,0.3978996321179294,2.3217053280255207,0.9886246412934296,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
