,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.0358612426788167,0.0865217171655705,0.0885753272430257,0.0212855613724166,0.0738366586540404,0000SET_000_DJI_0101.T,552454666.0082529,913.1759474449018,2539139.620782951,inf,1893572915822.531,-0.609258418476991,5.531686580275359,-0.1204307250594843,-0.6124997414334651,-0.0907486507696938,0.8336030015610718,0.2403102764047941,-1.4099069647979567,-19.094945390257116,0.4139503943291597,2.4126803953918485,0.9768151003064242,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0354787822734798,0.0845653500951004,0.0867509360470004,0.0200503214106521,0.0379760120673385,0000SET_000_DJI_0111.T,798919008.2404231,332291.0367557495,1621047.7457480424,inf,1682146.9945407407,-0.6063021523101486,5.48748061673459,-0.4063082719437275,-0.6245302370414092,-0.3910536152536119,0.4377591043716651,0.231125130451493,-0.8236485074684649,-21.68865193132927,0.4089043492013966,2.383547142155229,0.9748061974718534,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0354787822734798,0.0845653500951004,0.0867509360470004,0.0200503214106521,0.0379760120673385,0000SET_000_DJI_0111.T,798919008.2404231,332291.0367557495,1621047.7457480424,inf,1682146.9945407407,-0.6063021523101486,5.48748061673459,-0.4063082719437275,-0.6245302370414092,-0.3910536152536119,0.4377591043716651,0.231125130451493,-0.8236485074684649,-21.68865193132927,0.4089043492013966,2.383547142155229,0.9748061974718534,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0369621056880737,0.0859513956332004,0.0876043641639175,0.0199135477418223,0.0378007625782753,0000SET_000_DJI_0121.T,1383180980.6753986,453727.955296953,1197966.384925849,inf,1755578.3346809333,-0.5891964650808095,5.387557413196429,-0.4051922779049668,-0.6295771115927108,-0.3971416709942663,0.4314940578479158,0.2273122798375871,-0.8755538602739809,-23.16233325877864,0.398567199034363,2.325392291190102,0.9811314362418724,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0369621056880737,0.0859513956332004,0.0876043641639175,0.0199135477418223,0.0378007625782753,0000SET_000_DJI_0121.T,1383180980.6753986,453727.955296953,1197966.384925849,inf,1755578.3346809333,-0.5891964650808095,5.387557413196429,-0.4051922779049668,-0.6295771115927108,-0.3971416709942663,0.4314940578479158,0.2273122798375871,-0.8755538602739809,-23.16233325877864,0.398567199034363,2.325392291190102,0.9811314362418724,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0373942586513576,0.0873243063958565,0.0882077173155559,0.020752665363425,0.0387719026367285,0000SET_000_DJI_0131.T,780747806.1988329,390244.0356878739,1233794.967072626,inf,1812475.100068247,-0.5818936417754288,5.401660197866882,-0.3963789565740492,-0.6190786990062892,-0.389320858712635,0.4395522729380376,0.2352704048465967,-0.8314443884540385,-21.444508314286693,0.4003417432328309,2.3352329888397505,0.9899848794801132,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0373942586513576,0.0873243063958565,0.0882077173155559,0.020752665363425,0.0387719026367285,0000SET_000_DJI_0131.T,780747806.1988329,390244.0356878739,1233794.967072626,inf,1812475.100068247,-0.5818936417754288,5.401660197866882,-0.3963789565740492,-0.6190786990062892,-0.389320858712635,0.4395522729380376,0.2352704048465967,-0.8314443884540385,-21.444508314286693,0.4003417432328309,2.3352329888397505,0.9899848794801132,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0371511386826911,0.0859491095701298,0.087383544575035,0.0202239683005495,0.0378324945472095,0000SET_000_DJI_0141.T,902104861.1496364,420332.7009629586,1040081.389540776,inf,1480490.643859763,-0.5844435869502171,5.367358129214081,-0.4025259959351058,-0.624116053608034,-0.3957244644949227,0.4329475844816901,0.2314390930111958,-0.8523360126301178,-22.529204664697044,0.3964083873106281,2.313498660275894,0.9835846095293896,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0371511386826911,0.0859491095701298,0.087383544575035,0.0202239683005495,0.0378324945472095,0000SET_000_DJI_0141.T,902104861.1496364,420332.7009629586,1040081.389540776,inf,1480490.643859763,-0.5844435869502171,5.367358129214081,-0.4025259959351058,-0.624116053608034,-0.3957244644949227,0.4329475844816901,0.2314390930111958,-0.8523360126301178,-22.529204664697044,0.3964083873106281,2.313498660275894,0.9835846095293896,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0371511386826911,0.0859491095701298,0.087383544575035,0.0202239683005495,0.0378324945472095,0000SET_000_DJI_0141.T,902104861.1496364,420332.7009629586,1040081.389540776,inf,1480490.643859763,-0.5844435869502171,5.367358129214081,-0.4025259959351058,-0.624116053608034,-0.3957244644949227,0.4329475844816901,0.2314390930111958,-0.8523360126301178,-22.529204664697044,0.3964083873106281,2.313498660275894,0.9835846095293896,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
