Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.0326385086859641,0.1462889122104587,0.0762723916192508,0.0483470519232353,0.0526976350942234,0000SET_000_DJI_0011.T,714.4517791528247,1190.791991280455,165187.1917091295,inf,201.79720631854744,-0.2982719761461673,7.887904752568171,-0.13175597349427126,-0.2240849333153618,-0.18279252261769455,0.6909136317278238,0.6338735536782714,0.5245981246397435,9.954870340988961,0.6351760001631296,4.48209547862611,1.9179798758734092
0.0328345849251248,0.1570017636464662,0.0795634038808998,0.025275345413842,0.0659334553706723,0000SET_000_DJI_0021.T,871739.7148405936,473.26297821786113,440632.1229033123,inf,4567662920.326158,-0.29763244609785483,8.13145188030986,-0.07179841275279998,-0.517824362006011,-0.0936786442012509,0.8286907316002912,0.31767551639290365,-0.6005584920999724,-9.108554810659982,0.6540748368562068,4.78159733112172,1.9732911865043579
0.0328966714459498,0.1600458425212322,0.080279114035532,0.0239382703453981,0.0656113414473871,0000SET_000_DJI_0031.T,2429617.7968991213,545.5281405257457,543538.6282574742,inf,8351291733.054191,-0.29605544163570696,8.19659710632016,-0.07602146508073268,-0.5406088823357887,-0.10053963118829394,0.8172903031583924,0.2981880235350241,-0.746388081643751,-11.375900342508164,0.6590002817984919,4.8651074861537955,1.9936174488721308
0.0315618738009263,0.1519990338369851,0.0796972466762794,0.0250277271062136,0.0627539730382966,0000SET_000_DJI_0041.T,1045587.3621243662,660.8501388062024,778827.2463978108,inf,1532221587.5549088,-0.31668209764396926,8.164802710950681,-0.09230327881906515,-0.522029441455014,-0.11894088146055457,0.787404529709736,0.3140350281845144,-0.5190938902345918,-8.271888855830795,0.6561155181997179,4.8159065204970215,1.907205583329457
0.0323707227596508,0.1529141969805148,0.0778643070127722,0.023795194842493,0.0629135416002282,0000SET_000_DJI_0051.T,1104789.9685158017,484.22738025844683,304122.8858149762,inf,2358490232.527362,-0.29751053304042424,8.087793434273024,-0.08069067592500351,-0.5318648152266037,-0.10620112155317687,0.8079894885587103,0.30559823564075184,-0.7004277392112038,-11.133179302826964,0.6505843777783329,4.723842532521952,1.9638548501488888
0.0322783792125587,0.1504730474031703,0.0772588764389418,0.0233584982117661,0.0650090306680589,0000SET_000_DJI_0061.T,1150530.1376854049,361.6163087108778,259153.66553208508,inf,6323690007.092756,-0.2989272697180413,8.038217623722565,-0.06703009655098688,-0.5356965277049841,-0.08610406956833709,0.8414441636287056,0.3023406408223717,-0.76908814012089,-11.830481584134258,0.6467510015073056,4.661728719781105,1.947647368676014
0.0317859044795581,0.1549989187815673,0.0808120881729066,0.0218427635139979,0.0653539510105602,0000SET_000_DJI_0071.T,12341579.173247779,608.4145823274448,1034486.7228359943,inf,23142191993.07534,-0.31630016569624464,8.210811050252449,-0.08275906410627326,-0.5744426463034022,-0.10575737872286071,0.8087150386552076,0.2702907944571713,-0.9359513757677934,-14.321266905753838,0.6596521716850479,4.876341300315962,1.9180165032974967
0.0321429067943778,0.1570410707275949,0.081807326012202,0.0233121437858415,0.0650634170058632,0000SET_000_DJI_0081.T,6442614.5279958835,734.412310313446,1245448.8857463142,inf,11109004934.109419,-0.31625115001904586,8.21628301258828,-0.08850595714108025,-0.5564638248151554,-0.11400438686607105,0.7953250665613816,0.28496401144274497,-0.766774630801048,-11.785034756658263,0.6601941959842285,4.885714653382356,1.9196455670018036
0.0329434774791252,0.1550446909555259,0.0807060936425092,0.0229276598908526,0.0667339156256704,0000SET_000_DJI_0091.T,5471534.180131738,524.1774661963981,613995.1611168551,inf,22466559021.619022,-0.3080570890175438,8.070991952400638,-0.07432477337900045,-0.5575252442540987,-0.09476517321309119,0.8268757985149285,0.284088336531459,-0.8849196575974828,-13.260418623736243,0.6495154162792208,4.706385081956535,1.9211026572826386
0.0333683139048702,0.0801712204103652,0.0820655357099866,0.0198841327567757,0.0686980851548461,0000SET_000_DJI_0101.T,107997257.969402,538.853479288032,810225.9280580884,inf,250722357332.82074,-0.6074152489615889,5.527412391920702,-0.1177338856968236,-0.6099225616754539,-0.08866496093991474,0.8371124926012783,0.2422957772071911,-1.3961378262483268,-20.322805549840577,0.41221682639237944,2.4026152666546325,0.9769170421757097
