,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
48,-19.8533943333333,-43.9809628055556,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1301.TIF,0.0444492623369403,0.1454832946404907,0.1142807029362901,0.0688361387131303,0.1201907157754654,0001SET_000_DJI_1301.T,-0.4799962825416686,6.650139868283344,0.0311163759032505,-0.2481724991203377,0.0252056855016547,1.0517148800044576,0.6023426260468969,0.9579570528556074,7.970308244483853,0.5319468863653318,3.2730193256679625,1.2730346497920615,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,97.663
82,-19.8532468055556,-43.9812778333333,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1311.TIF,0.0617062275020395,0.2337661457455952,0.1510387261477913,0.5643844982238511,0.5765505776589503,0001SET_000_DJI_1311.T,-0.3821447214301563,7.150378786483805,1.4401070625798866,0.5777639836043934,0.5848242260914013,3.817236760159087,3.7366873557421374,8.321918367913677,14.433978024450754,0.5823215089532336,3.788372020277351,1.5477232343502103,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,77.717
116,-19.8531340277778,-43.9814064166667,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1321.TIF,0.0319575117643519,0.1473819890387651,0.1126547907006122,0.0764434927443503,0.1241367677489442,0001SET_000_DJI_1321.T,-0.5475382674814826,7.999121240761332,0.0640236924766349,-0.1914945884043483,0.048489807337359,1.1019217822599852,0.6785640652203075,2.260529221653967,18.209989374185177,0.6436087797586144,4.611810522844503,1.3082620643310483,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,67.804
150,-19.8530068888889,-43.9815176388889,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1331.TIF,0.0433661709562872,0.1261220310955437,0.1140892205226689,0.0565509024451193,0.0937510009224824,0001SET_000_DJI_1331.T,-0.5607509564511015,6.207507729651968,-0.1199978485462186,-0.3371910256324131,-0.0978550708749784,0.8217340822646307,0.4956726164491846,0.5040302308325049,5.376265062484613,0.4882691487514221,2.908304522035709,1.1054684265327588,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,59.582
184,-19.8530531388889,-43.9815343611111,90.0,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1341.TIF,0.0335635580251883,0.1397997286236069,0.1050857819662798,0.0655401740297278,0.1082202535392776,0001SET_000_DJI_1341.T,-0.5116048839669499,7.606280874175295,0.0180803654198579,-0.2317678321900644,0.0146947158132154,1.0298277418157635,0.6236826029496407,1.5731330851651784,14.536401770618877,0.6127950885797129,4.165223738159464,1.3303391382524632,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,64.892
218,-19.8530674166667,-43.9815415277778,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1351.TIF,0.0307113232282732,0.1592207179537733,0.112427066679249,0.0832596664566,0.1299180053916429,0001SET_000_DJI_1351.T,-0.513223056026543,8.447894547119487,0.0920905109192668,-0.1490514954961228,0.0721736925076708,1.1555758700197614,0.7405660301903749,2.6699011143514286,20.550662753041102,0.6766072429155128,5.184430406020176,1.4162133964414918,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,66.641
252,-19.852829,-43.9819588055556,90.0,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1361.TIF,0.0287150935095718,0.108949682576121,0.1411405280610655,0.0247943574268652,0.0569657035730773,0001SET_000_DJI_1361.T,-1.031902359815911,7.278544294033315,-0.6114478000936966,-0.701155578539648,-0.4248974087975181,0.4036098231716312,0.1756714231374969,-0.3137025021596972,-5.506866105099014,0.5828258422227428,3.794160814409469,0.7719234444764378,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,83.264
287,-19.8520466666667,-43.9832076111111,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1401.TIF,0.0281432291196281,0.130654517495604,0.1493516848637935,0.050731750841855,0.098288296053453,0001SET_000_DJI_1401.T,-0.9277019889361542,8.044515893023222,-0.3215624270416594,-0.4928940452972959,-0.2062000999241082,0.6580996802486055,0.3396798026625652,1.555019497916762,15.821003724299809,0.6455462408063092,4.6424849451437264,0.8748111386541033,2022-07-28,09:53:03,-19.851575,-43.98386,P3,,,,"sem nuvens, sem vento",,0.4,40,6.8,7.0,315.0,0.391,28.53,9.22,7.29,93.8,0.555,0.16,342.2,222.0,21.22,7.78,20.839,0.395,4674,696.6,165,86.059
321,-19.8510971944444,-43.98466575,32.2,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF,0.0705545257037457,0.2304836503446862,0.1736234957264643,0.2528151342006509,0.3519034268337521,0001SET_000_DJI_1411.T,-0.4471856023999094,6.568960823984668,0.5922170186103094,0.1857046545893875,0.339240338513504,2.026819154638837,1.4561113007363318,3.5957407073159118,10.217975822709532,0.5312586155691118,3.266745088932686,1.3274911288953797,2022-07-28,09:53:03,-19.851575,-43.98386,P3,,,,"sem nuvens, sem vento",,0.4,40,6.8,7.0,315.0,0.391,28.53,9.22,7.29,93.8,0.555,0.16,342.2,222.0,21.22,7.78,20.839,0.395,4674,696.6,165,99.621
323,-19.8510971944444,-43.98466575,32.2,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF,0.0705545257037457,0.2304836503446862,0.1736234957264643,0.2528151342006509,0.3519034268337521,0001SET_000_DJI_1411.T,-0.4471856023999094,6.568960823984668,0.5922170186103094,0.1857046545893875,0.339240338513504,2.026819154638837,1.4561113007363318,3.5957407073159118,10.217975822709532,0.5312586155691118,3.266745088932686,1.3274911288953797,2022-07-28,09:58:32,-19.85097,-43.98486,B5,,,,"sem nuvens, sem vento",,0.35,35,8.2,15.16,319.6,0.408,27.4,8.85,8.61,92.3,0.58,0.17,347.0,226.0,39.83,7.9,20.868,0.433,4674,696.5,167,24.754
