,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.034183348346874,0.0823148904536384,0.0842676688108751,0.0203882714485213,0.0705850722685798,0000SET_000_DJI_0101.T,182342018.15135825,635.3834041719646,1206203.688564359,inf,520121000577.6553,-0.6084478784820798,5.532077259172963,-0.1174489561659803,-0.6103752658857647,-0.0883587623113158,0.8376293454491588,0.2419465464777412,-1.3971466107623831,-19.79379726985572,0.4131525300496878,2.4080405938690306,0.9768264817955344,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0337396304103512,0.080607779097489,0.0827393461173475,0.0190294916896242,0.0362871620185246,0000SET_000_DJI_0111.T,340889766.01638687,180479.5709514513,870828.8877791966,inf,950233.5319589264,-0.6078782501591423,5.504338443699794,-0.4062373104800237,-0.6260251743128272,-0.3902675532226521,0.4385720182881222,0.2299932569280287,-0.831385150879953,-22.91127508002777,0.4098750368623287,2.3891126878722067,0.97423756507774,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0337396304103512,0.080607779097489,0.0827393461173475,0.0190294916896242,0.0362871620185246,0000SET_000_DJI_0111.T,340889766.01638687,180479.5709514513,870828.8877791966,inf,950233.5319589264,-0.6078782501591423,5.504338443699794,-0.4062373104800237,-0.6260251743128272,-0.3902675532226521,0.4385720182881222,0.2299932569280287,-0.831385150879953,-22.91127508002777,0.4098750368623287,2.3891126878722067,0.97423756507774,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0351043821456086,0.081486501319077,0.0830471175175218,0.0189075590759024,0.0362180114337922,0000SET_000_DJI_0121.T,448380492.2959159,202170.1480602383,564361.8738669994,inf,969662.2991475147,-0.588351869276896,5.389089813205555,-0.4016532398771448,-0.6290987386228072,-0.3926470922011582,0.4361140099311778,0.2276726711425374,-0.883807413038086,-24.40242790948689,0.3978194331764983,2.321262940366851,0.9812080630237944,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0351043821456086,0.081486501319077,0.0830471175175218,0.0189075590759024,0.0362180114337922,0000SET_000_DJI_0121.T,448380492.2959159,202170.1480602383,564361.8738669994,inf,969662.2991475147,-0.588351869276896,5.389089813205555,-0.4016532398771448,-0.6290987386228072,-0.3926470922011582,0.4361140099311778,0.2276726711425374,-0.883807413038086,-24.40242790948689,0.3978194331764983,2.321262940366851,0.9812080630237944,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0356391457069039,0.0833707750940336,0.0841339319215378,0.0197959010164646,0.0371855401745492,0000SET_000_DJI_0131.T,302761461.6298552,201283.6564322064,652387.032637464,inf,1027132.245295099,-0.5816760868534184,5.415934788764911,-0.3944914124051645,-0.619052576977132,-0.3869815037589738,0.4419802964780957,0.2352903348785125,-0.8350561244802504,-22.456474225209337,0.4010726926452478,2.339303410347552,0.9909292623074372,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0356391457069039,0.0833707750940336,0.0841339319215378,0.0197959010164646,0.0371855401745492,0000SET_000_DJI_0131.T,302761461.6298552,201283.6564322064,652387.032637464,inf,1027132.245295099,-0.5816760868534184,5.415934788764911,-0.3944914124051645,-0.619052576977132,-0.3869815037589738,0.4419802964780957,0.2352903348785125,-0.8350561244802504,-22.456474225209337,0.4010726926452478,2.339303410347552,0.9909292623074372,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.035371313492715,0.0821601270761413,0.0832169457368369,0.0192391436304076,0.0363231846728434,0000SET_000_DJI_0141.T,344625020.68992746,205122.6781794713,538918.4376319295,inf,868775.7268792504,-0.5823461324467196,5.39036338421708,-0.3989890776206438,-0.624441187454527,-0.3922846738018621,0.4364878373175446,0.2311926190039342,-0.8610726214751633,-23.70586800773925,0.3980961465031551,2.3227898249541346,0.9873004392153776,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.035371313492715,0.0821601270761413,0.0832169457368369,0.0192391436304076,0.0363231846728434,0000SET_000_DJI_0141.T,344625020.68992746,205122.6781794713,538918.4376319295,inf,868775.7268792504,-0.5823461324467196,5.39036338421708,-0.3989890776206438,-0.624441187454527,-0.3922846738018621,0.4364878373175446,0.2311926190039342,-0.8610726214751633,-23.70586800773925,0.3980961465031551,2.3227898249541346,0.9873004392153776,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.035371313492715,0.0821601270761413,0.0832169457368369,0.0192391436304076,0.0363231846728434,0000SET_000_DJI_0141.T,344625020.68992746,205122.6781794713,538918.4376319295,inf,868775.7268792504,-0.5823461324467196,5.39036338421708,-0.3989890776206438,-0.624441187454527,-0.3922846738018621,0.4364878373175446,0.2311926190039342,-0.8610726214751633,-23.70586800773925,0.3980961465031551,2.3227898249541346,0.9873004392153776,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
