,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
486,-19.8562389444444,-43.9780962222222,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0151.TIF,0.0306342193974433,0.0691756206797205,0.0713807617927025,0.0156992161191362,0.0313760350573715,0000SET_000_DJI_0151.T,49871345.49404163,33468.647922360215,73986.21239061828,inf,208702.15303235,-0.5890303837520093,5.306628567429224,-0.4008094462870897,-0.6394299471451321,-0.3893146532554862,0.439558702784525,0.219936236667359,-0.974358094376801,-31.05421359311889,0.3861483121551995,2.2581159905609938,0.9691073468873032,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,76.232
725,-19.8585586944444,-43.97710375,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0241.TIF,0.0216088409740194,0.0457885972693479,0.0480295862492344,0.0081076859856695,0.017858832196829,0000SET_000_DJI_0241.T,5603750.514122077,3972.093362541115,1334.270265514804,inf,3707.96960806891,-0.5770158260100654,5.12206950408472,-0.4476543150417821,-0.7111478465949236,-0.4579067879297078,0.3718298155673508,0.1688060759798599,-1.376244467523926,-77.06239984539924,0.3587637293871191,2.1189751604169857,0.9533414889677042,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,60.794
759,-19.8587585277778,-43.9770160833333,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0251.TIF,0.0268280425232161,0.0601651819669055,0.0623861367524846,0.0109410707122716,0.0241294003978925,0000SET_000_DJI_0251.T,273691224.3903365,31200.89753829149,17661.421955962873,inf,48421.51699901778,-0.5910078398637206,5.301831504446714,-0.4397668505658885,-0.7015822341923961,-0.4421949815568514,0.3867750377559886,0.175376634646893,-1.305986970422525,-54.12430267171463,0.3832153554381118,2.242622879207104,0.9643998666820696,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,63.418
793,-19.8589394444444,-43.9769385,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0261.TIF,0.028758010835472,0.0630323771772705,0.0664255409177347,0.0123369291278496,0.0246752278086201,0000SET_000_DJI_0261.T,304071802.5728758,96003.09622992812,31022.901856498025,inf,45025.17727525738,-0.5975901872830781,5.204101759247337,-0.4548440638830152,-0.686730771122096,-0.4582871658802648,0.3714719890528156,0.1857256855932627,-1.1420812985959972,-46.28452906104559,0.3733982074140538,2.191819786767806,0.9489177853340104,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,72.712
862,-19.8608191111111,-43.9761291666667,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0301.TIF,0.0316036933844949,0.072169764677739,0.0718541627669292,0.0186855523086238,0.0627790123025478,0000SET_000_DJI_0301.T,3578054.7521727826,195.6331344045232,60617.24372091056,inf,14121206098.785349,-0.557719282613231,5.344041396782403,-0.0874515568223519,-0.5872407530102961,-0.0674064951650898,0.8737004215911869,0.2600482921112513,-1.3733167681430074,-21.875412144502203,0.390909892093181,2.283586408705833,1.004392256463046,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,99.292
896,-19.8611465277778,-43.9759903055556,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0311.TIF,0.0305494965343023,0.0716087271586287,0.0724695576295672,0.018118348931836,0.0636127057619457,0000SET_000_DJI_0311.T,7500313.107402121,199.67002850621927,107831.11830271772,inf,28900675421.2843,-0.5854043600356554,5.448209002244317,-0.0866973949570968,-0.5999830524937709,-0.065084542591271,0.8777852086127825,0.250013240379486,-1.4286716116955016,-22.458903368172077,0.4019180163874321,2.344023152009177,0.9881214885381434,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,60.813
930,-19.8613613333333,-43.9758980833333,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0321.TIF,0.030976017577291,0.1350764391553856,0.0719506124528995,0.0228505629399906,0.0572255734516629,0000SET_000_DJI_0321.T,236319.4010029707,331.5643814045375,78093.62455606497,inf,206625931.3334835,-0.3033437595173296,7.792458880320582,-0.0886770318908442,-0.5179265901442748,-0.1139919010468052,0.7953451888838897,0.3175867746080562,-0.6569243162463587,-11.47955846700684,0.6269128661293045,4.360678025131683,1.8773494005184417,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,36.327
964,-19.8615940277778,-43.9757984444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0331.TIF,0.0310836174517748,0.1410056738169399,0.0707335698436629,0.0204308171723789,0.0593904879435316,0000SET_000_DJI_0331.T,643161.399006638,222.44370657637893,51538.3165068455,inf,1391436812.1355846,-0.2811940209112685,7.941182546994494,-0.0659139323342279,-0.5517807371691366,-0.0871712894066202,0.8396365131124859,0.2888418782981772,-0.996238647185384,-16.774380573074367,0.6387501253260643,4.536334100614432,1.9934759991414848,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,15.531
998,-19.8619589722222,-43.97564325,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0341.TIF,0.0305222400270141,0.0707147725069198,0.0728700928390142,0.0196438060786611,0.0630392058890504,0000SET_000_DJI_0341.T,2579155.46353569,222.3154459234755,123900.574192036,inf,11418139447.311443,-0.5988544021386217,5.404239784439387,-0.0971076358724884,-0.5753328676344859,-0.0723341746441795,0.8650902370649869,0.2695729525425268,-1.1437604401692136,-18.143636551866518,0.3970142092689021,2.316827744108322,0.9704224291732966,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,41.034
1032,-19.8615253055556,-43.9759563055556,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0351.TIF,0.0303949550671448,0.1384027371630915,0.0735985110986486,0.0242635612870642,0.0627597277754899,0000SET_000_DJI_0351.T,197257.02793687172,253.97251646409683,164877.34295830212,inf,1164693961.3423789,-0.3121582485799643,7.959025231875971,-0.0642116795552799,-0.5041273765094205,-0.0794875572803717,0.8527309430399915,0.32967462146812,-0.5217761327383034,-8.31386864208288,0.6398652770005083,4.553477274677629,1.880510014361321,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,32.831
1066,-19.8613598055556,-43.9760636388889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0361.TIF,0.0312893010141184,0.138294641483166,0.0733953701935458,0.0200776933928363,0.0587232381008207,0000SET_000_DJI_0361.T,2310384.931537968,359.6813095836733,109673.07542872692,inf,1699018150.4323895,-0.3044663822679839,7.841813484798301,-0.0865184042584695,-0.570406861132101,-0.1110527296808554,0.8000945828867101,0.2735553120025257,-1.0480167075590394,-17.846711820620676,0.6309874560839457,4.419869955572498,1.884242032140159,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,50.264
1100,-19.8611987777778,-43.9761675555556,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0371.TIF,0.0314717340526771,0.0708733506452459,0.0713159249692531,0.0188283752838962,0.0648422332529035,0000SET_000_DJI_0371.T,2551885.055881979,153.25639099708465,53823.06834201197,inf,28411375132.86736,-0.5621886160852577,5.292008161937552,-0.0632535674327403,-0.5822614356976296,-0.0475453825233672,0.9092251594697728,0.2640136167625085,-1.3835246686550546,-21.336783131125472,0.3849878741989884,2.2519684020784725,0.9937941725610652,2022-07-28,09:36:41,-19.86159,-43.97565,A25,,,,"sem nuvens, sem vento",,0.55,55,14.2,3.84,306.3,0.273,27.91,9.02,7.28,76.2,0.388,0.16,335.9,218.0,14.91,7.85,20.394,0.437,4674,696.5,162,69.441
1269,-19.8593095,-43.9773676388889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0421.TIF,0.0306700938728333,0.070463342638384,0.0721400285567855,0.0147656386697841,0.0322083599756838,0000SET_000_DJI_0421.T,228875889.62333643,31767.28246293833,92783.21127367836,inf,500060.0668430916,-0.5885320385207214,5.371736044946488,-0.3948414091186613,-0.6601915814928623,-0.382676427903594,0.4464700197662213,0.2046802443134775,-1.1311496535762529,-35.119753207870005,0.3934727241384405,2.2974609380246607,0.9767578977726395,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,61.494
1303,-19.8589885,-43.9775749166667,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0431.TIF,0.0304946808295421,0.0680642924745346,0.0725490959484882,0.0131452255040106,0.0304145033972212,0000SET_000_DJI_0431.T,3139662433.8489456,66332.97302680969,112944.20049110238,inf,567546.8789413274,-0.6178631054554814,5.263396245617123,-0.4275064069638009,-0.6932066143659908,-0.4092183336539778,0.4192264975819452,0.1811907554760443,-1.3163592870442582,-43.28064377222501,0.3811891539198746,2.232005406287003,0.938182503650522,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,20.401
1337,-19.8585047777778,-43.9778864722222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0441.TIF,0.0306857475958528,0.0687305347511242,0.0715852465594605,0.0131490508102774,0.0300793934089125,0000SET_000_DJI_0441.T,1751975559.59803,55816.53325453254,77422.0749309296,inf,441372.3802865,-0.595070285888307,5.275607223999515,-0.4174955265947951,-0.6896404120069222,-0.4082624318884139,0.4201898415468584,0.1836838097547861,-1.3073315880509246,-43.46269787686487,0.3826816519097915,2.239819464604251,0.9601215062385082,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,43.915
1371,-19.8581413333333,-43.9781186388889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0451.TIF,0.0303614779771568,0.0725804923187703,0.0726812540752191,0.0141857606112479,0.031407106811142,0000SET_000_DJI_0451.T,679784447.2697545,48570.06480137459,124033.38519896314,inf,517671.3161121528,-0.5830736985386613,5.523484369202508,-0.400945767265056,-0.6733913174649964,-0.3965298993336856,0.4321211461023806,0.1951777083615922,-1.179548888919336,-37.55675096124673,0.4101244052376944,2.3905454264571047,0.9986136486260334,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,90.817
1611,-19.8575755555556,-43.9792836388889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0521.TIF,0.0303751606275964,0.0690327262020619,0.0710981314516616,0.0214708753561599,0.0615218423925323,0000SET_000_DJI_0521.T,383779.1639307959,194.6796324149956,74450.49608301192,inf,2095875316.13352,-0.5899081937582362,5.332272585904107,-0.0963332927048221,-0.5361109274784669,-0.0722084975705079,0.8653088504071298,0.3019893057352369,-0.8399628222549512,-13.653083028555535,0.3888782551097547,2.2726703258762155,0.9709499362721796,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,93.919
1645,-19.8576988333333,-43.9794295555556,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0531.TIF,0.0303738016029657,0.0677818878046612,0.0721039581479954,0.0215280848976823,0.0597089212002772,0000SET_000_DJI_0531.T,534481.9229530524,266.71245242511395,102544.330796343,inf,1105889291.061669,-0.6156535012021312,5.263329048590393,-0.1262793529597998,-0.5401556091822116,-0.0940350973971849,0.828094916477719,0.2985700847864038,-0.8077327681430242,-13.527840595774729,0.3811097087438806,2.231590523000024,0.9400577935754508,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,76.694
1679,-19.8579139444444,-43.9796837222222,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0541.TIF,0.0299840951416874,0.0711160044664516,0.0726570863609359,0.0192299181624704,0.0627710860378399,0000SET_000_DJI_0541.T,3245181.559155959,220.41195495310544,142631.99317356964,inf,12484225884.122616,-0.6000476480562001,5.495713460610482,-0.0977842787634616,-0.5814442257159014,-0.0729981077643588,0.8639361854673654,0.2646667947423965,-1.170761517038634,-18.651286618378265,0.4068434104831772,2.3717909154969896,0.9787896546411352,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,52.67
1713,-19.8580903333333,-43.979896,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0551.TIF,0.0301771390521681,0.070235832687587,0.0707028463510621,0.0202448777030281,0.0633606619808709,0000SET_000_DJI_0551.T,718746.2855269528,157.84565245786658,70706.67343502445,inf,7665149502.730684,-0.576994758204899,5.423352888861135,-0.0731198792644069,-0.5548018839704515,-0.0547664645028713,0.8961543311320888,0.2863375203100855,-1.0300887001835513,-16.257543213398613,0.3989394292526353,2.3274516701589327,0.9933946978434754,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,45.951
1747,-19.8584084166667,-43.9802718333333,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0561.TIF,0.0294512270781896,0.1360328949208563,0.0696649382883406,0.022992329992459,0.0610718668421009,0000SET_000_DJI_0561.T,101498.30584389676,163.7378835616453,66707.12728031182,inf,730395176.5551347,-0.2956175506927737,8.018012319123384,-0.0519268636920298,-0.5037123278277467,-0.0657280207946495,0.8766514166613728,0.330041632955944,-0.5825231403942991,-9.538322152496036,0.6440597838340115,4.61892112541541,1.9526737303321964,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,73.043
1917,-19.8581662222222,-43.9804446111111,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0611.TIF,0.0295337627551387,0.1365396974874132,0.0698160487926732,0.0220265817312364,0.063159413434751,0000SET_000_DJI_0611.T,177280.61649247518,141.34000099717795,67855.16583396397,inf,2737619826.117927,-0.2950225229644139,8.021042653362098,-0.0400824752383681,-0.5203407915128875,-0.0500591255440612,0.9046546535784366,0.3154945333077624,-0.7288683457922303,-11.540137980306175,0.6443289287523203,4.623173099189879,1.955706457878812,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,54.095
1951,-19.8579069722222,-43.9802827222222,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0621.TIF,0.0300456550957073,0.1376835007348498,0.0700508286420448,0.0223577676295828,0.0600785615929963,0000SET_000_DJI_0621.T,160601.31443376662,188.6951191458037,60431.3392248849,inf,685238045.0811756,-0.2905589510204223,7.984871328390889,-0.0594545831919803,-0.5161106535183383,-0.0766334725079129,0.8576424113409687,0.3191649272820104,-0.6875692223933642,-11.444502067997549,0.641736048250789,4.582476244777269,1.9654799722413503,2022-07-28,09:40:23,-19.85776,-43.98016,P4,,,,"sem nuvens, sem vento, coleta thiago e cacá",,0.8,80,5.19,3.81,309.5,0.407,29.39,9.5,6.42,82.6,0.578,0.16,336.6,219.0,9.96,7.7,20.784,0.451,4674,696.6,163,20.78
