,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.0285614529253326,0.0688541059869299,0.0701242865814119,0.0175141767142063,0.0594047549800568,0000SET_000_DJI_0101.T,4564119.988705445,202.48989742973052,109717.4743016859,inf,5920530794.059485,-0.6036362401389523,5.565053960691399,-0.1100392146906395,-0.6003084477844334,-0.0827577466190706,0.8471352490850642,0.2497590716145531,-1.3119171154634028,-22.084378866705805,0.4136161975715496,2.4107354120581066,0.9818867234676624,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0281978062015824,0.0673920030778733,0.068852917135859,0.0160804384006687,0.0305294473656655,0000SET_000_DJI_0111.T,9828587.117881564,21212.197305654896,83528.57039348427,inf,100794.02636760086,-0.6032631332726306,5.534408421935405,-0.4009158513765342,-0.6213398540752837,-0.385616401485453,0.4434009281760058,0.2335476704485758,-0.8158569680708909,-26.72360748293245,0.4100248464949556,2.389973269413115,0.9787821036674008,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0281978062015824,0.0673920030778733,0.068852917135859,0.0160804384006687,0.0305294473656655,0000SET_000_DJI_0111.T,9828587.117881564,21212.197305654896,83528.57039348427,inf,100794.02636760086,-0.6032631332726306,5.534408421935405,-0.4009158513765342,-0.6213398540752837,-0.385616401485453,0.4434009281760058,0.2335476704485758,-0.8158569680708909,-26.72360748293245,0.4100248464949556,2.389973269413115,0.9787821036674008,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0293409388242402,0.0680651332397345,0.0690548123732163,0.0160928997598955,0.0306577858804066,0000SET_000_DJI_0121.T,10668726.400609648,21566.422584825083,57261.02639442546,inf,103773.6883181682,-0.5834686815215439,5.4154028241725385,-0.3941954097850405,-0.6220004188782572,-0.3850769829018531,0.4439630610349406,0.2330453042565548,-0.8601695703059571,-28.057132816486,0.3975542139720087,2.319800795995732,0.9856682090723388,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0293409388242402,0.0680651332397345,0.0690548123732163,0.0160928997598955,0.0306577858804066,0000SET_000_DJI_0121.T,10668726.400609648,21566.422584825083,57261.02639442546,inf,103773.6883181682,-0.5834686815215439,5.4154028241725385,-0.3941954097850405,-0.6220004188782572,-0.3850769829018531,0.4439630610349406,0.2330453042565548,-0.8601695703059571,-28.057132816486,0.3975542139720087,2.319800795995732,0.9856682090723388,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0297507745803961,0.0697019852826072,0.0700263300975985,0.0166359152950299,0.031282965580293,0000SET_000_DJI_0131.T,9802834.991277346,23308.520263731734,66876.8492930501,inf,112485.93510482804,-0.5778250842340411,5.45057634915454,-0.389565503970676,-0.616074676587021,-0.3824265508713864,0.4467314728144781,0.2375665734851985,-0.8289466376498411,-26.498339344529533,0.4017104277170799,2.342862875527834,0.9953682448510546,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0297507745803961,0.0697019852826072,0.0700263300975985,0.0166359152950299,0.031282965580293,0000SET_000_DJI_0131.T,9802834.991277346,23308.520263731734,66876.8492930501,inf,112485.93510482804,-0.5778250842340411,5.45057634915454,-0.389565503970676,-0.616074676587021,-0.3824265508713864,0.4467314728144781,0.2375665734851985,-0.8289466376498411,-26.498339344529533,0.4017104277170799,2.342862875527834,0.9953682448510546,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0295578390831808,0.0687986008716269,0.0693551874355424,0.0163931259811196,0.0308345707499492,0000SET_000_DJI_0141.T,9110690.33610118,22207.449190259504,58092.80351425324,inf,98769.4627420694,-0.5784615943952192,5.4268991057554565,-0.3916430556381713,-0.617645517959909,-0.3844765910531097,0.4445892497746668,0.236364814043003,-0.8377507958055042,-27.16920571391072,0.3989648446657508,2.327592375004678,0.9919748387323906,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0295578390831808,0.0687986008716269,0.0693551874355424,0.0163931259811196,0.0308345707499492,0000SET_000_DJI_0141.T,9110690.33610118,22207.449190259504,58092.80351425324,inf,98769.4627420694,-0.5784615943952192,5.4268991057554565,-0.3916430556381713,-0.617645517959909,-0.3844765910531097,0.4445892497746668,0.236364814043003,-0.8377507958055042,-27.16920571391072,0.3989648446657508,2.327592375004678,0.9919748387323906,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0295578390831808,0.0687986008716269,0.0693551874355424,0.0163931259811196,0.0308345707499492,0000SET_000_DJI_0141.T,9110690.33610118,22207.449190259504,58092.80351425324,inf,98769.4627420694,-0.5784615943952192,5.4268991057554565,-0.3916430556381713,-0.617645517959909,-0.3844765910531097,0.4445892497746668,0.236364814043003,-0.8377507958055042,-27.16920571391072,0.3989648446657508,2.327592375004678,0.9919748387323906,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
