,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
48,-19.8533943333333,-43.9809628055556,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1301.TIF,0.0487995783724781,0.1579689346813322,0.1244457826560043,0.0751962260309053,0.1304454233404355,0001SET_000_DJI_1301.T,-0.4788675978357763,6.593483396870113,0.0290162200995749,-0.2466893463406044,0.0235380450297488,1.0482108799220262,0.6042488899665192,0.9383514030080056,7.193440589779092,0.5279786302880817,3.237096301848854,1.26937957486268,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,97.663
82,-19.8532468055556,-43.9812778333333,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1311.TIF,0.0659963389814568,0.2587092461880578,0.1617181599920749,0.6241339116869329,0.6908328141998153,0001SET_000_DJI_1311.T,-0.3699976804889189,7.268783974412974,1.6295212597945086,0.5884259498188841,0.6206252414517195,4.271832020805023,3.859392858028554,9.360878163956473,13.55013538955743,0.5935004385772854,3.9200545087924974,1.599753832227228,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,77.717
116,-19.8531340277778,-43.9814064166667,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1321.TIF,0.0335658789165297,0.1588458218943828,0.1213436688351393,0.0784989446539456,0.1280069078386679,0001SET_000_DJI_1321.T,-0.5525974109471598,8.08880201682626,0.0346301133218332,-0.2143923332124248,0.0267223725423552,1.0549121274104662,0.6469142181665557,2.1829189760206846,17.053134185319927,0.6511035578910486,4.732359974526343,1.309057352717717,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,67.804
150,-19.8530068888889,-43.9815176388889,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1331.TIF,0.0470565107469808,0.1334839335089401,0.12321907173362,0.0592200426237423,0.0998017412200218,0001SET_000_DJI_1331.T,-0.5705747424766907,6.100173498158389,-0.1297068399831978,-0.3507966443233012,-0.1050006508516576,0.8099536850575962,0.4806077646142847,0.4356215735096479,4.364869472059425,0.4787150221002343,2.836672999973858,1.0833057872527323,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,59.582
184,-19.8530531388889,-43.9815343611111,90.0,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1341.TIF,0.0354680988990136,0.1431038132758499,0.1092422133810078,0.0650694690156919,0.1073130479498816,0001SET_000_DJI_1341.T,-0.5155286417126124,7.477120047076924,-0.0108032971570416,-0.2534124148075588,-0.008908420969641,0.9823404765299126,0.5956440006277325,1.3764142796939562,12.826159595586017,0.6027583681325865,4.0347190212619415,1.3099680869403647,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,64.892
218,-19.8530674166667,-43.9815415277778,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1351.TIF,0.0328438468673397,0.1713594305171482,0.1173855204201147,0.0820467342290435,0.1264607964284611,0001SET_000_DJI_1351.T,-0.4933587448186272,8.461114251217197,0.0444423621627719,-0.1771969446629347,0.0372171953451401,1.077311715924303,0.6989510625791314,2.309038551724424,18.258927801634144,0.6783220398025339,5.217398291049456,1.4598004072722477,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,66.641
252,-19.852829,-43.9819588055556,90.0,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1361.TIF,0.0314918219918774,0.117586672635671,0.1539770501294645,0.0261026061285962,0.0604667449097815,0001SET_000_DJI_1361.T,-1.0416591046597068,7.203237097142237,-0.6272554968663006,-0.7100993341392189,-0.4360597386488585,0.3926997228414288,0.1695227055372799,-0.3964245221098628,-6.556075123629395,0.5775135498845051,3.733879629638444,0.7636636273834554,2022-07-28,09:48:45,-19.85255,-43.98122,A18,,,,"sem nuvens, sem vento, coleta thiago",,0.4,40,8.2,6.42,313.7,0.434,29.04,9.39,7.16,94.8,0.616,0.16,340.5,221.0,15.0,7.76,20.873,0.429,4674,696.5,164,83.264
287,-19.8520466666667,-43.9832076111111,89.9,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1401.TIF,0.0311809726551045,0.144588072905144,0.1655487494962174,0.0559186210183737,0.1076045825022038,0001SET_000_DJI_1401.T,-0.9293143904702564,8.023696846957604,-0.3296608160402852,-0.4950170683072288,-0.2121305516212722,0.6499872867035003,0.3377773688326856,1.5266626032724406,14.18770992621224,0.6452051889373596,4.637061021298004,0.8733866812352314,2022-07-28,09:53:03,-19.851575,-43.98386,P3,,,,"sem nuvens, sem vento",,0.4,40,6.8,7.0,315.0,0.391,28.53,9.22,7.29,93.8,0.555,0.16,342.2,222.0,21.22,7.78,20.839,0.395,4674,696.6,165,86.059
321,-19.8510971944444,-43.98466575,32.2,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF,0.0728588196060429,0.234378445627841,0.186425772707312,0.1891640451794225,0.2917863207700591,0001SET_000_DJI_1411.T,-0.4845452097655642,6.505680127974385,0.3429289346868179,0.007290592933316,0.2203217975869377,1.5651608494505902,1.0146882720792558,2.4623139882730487,8.438757450228326,0.5257162600338912,3.2168850235998288,1.2572212641211071,2022-07-28,09:53:03,-19.851575,-43.98386,P3,,,,"sem nuvens, sem vento",,0.4,40,6.8,7.0,315.0,0.391,28.53,9.22,7.29,93.8,0.555,0.16,342.2,222.0,21.22,7.78,20.839,0.395,4674,696.6,165,99.621
323,-19.8510971944444,-43.98466575,32.2,2022-07-28, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF,0.0728588196060429,0.234378445627841,0.186425772707312,0.1891640451794225,0.2917863207700591,0001SET_000_DJI_1411.T,-0.4845452097655642,6.505680127974385,0.3429289346868179,0.007290592933316,0.2203217975869377,1.5651608494505902,1.0146882720792558,2.4623139882730487,8.438757450228326,0.5257162600338912,3.2168850235998288,1.2572212641211071,2022-07-28,09:58:32,-19.85097,-43.98486,B5,,,,"sem nuvens, sem vento",,0.35,35,8.2,15.16,319.6,0.408,27.4,8.85,8.61,92.3,0.58,0.17,347.0,226.0,39.83,7.9,20.868,0.433,4674,696.5,167,24.754
