Latitude,Longitude,Degree,DateTime,Image Index
-19.8599102777778,-43.9769868055556,89.9,2022:07:28 09:09:18, _Pampulha_2022-07-28_0000SET_000_DJI_0411.TIF
-19.8593095,-43.9773676388889,89.9,2022:07:28 09:09:30, _Pampulha_2022-07-28_0000SET_000_DJI_0421.TIF
-19.8589885,-43.9775749166667,89.9,2022:07:28 09:09:37, _Pampulha_2022-07-28_0000SET_000_DJI_0431.TIF
-19.8585047777778,-43.9778864722222,90.0,2022:07:28 09:09:48, _Pampulha_2022-07-28_0000SET_000_DJI_0441.TIF
-19.8581413333333,-43.9781186388889,90.0,2022:07:28 09:09:55, _Pampulha_2022-07-28_0000SET_000_DJI_0451.TIF
-19.8577824166667,-43.9783513055556,89.9,2022:07:28 09:10:00, _Pampulha_2022-07-28_0000SET_000_DJI_0461.TIF
-19.8574873333333,-43.97854075,90.0,2022:07:28 09:10:05, _Pampulha_2022-07-28_0000SET_000_DJI_0471.TIF
-19.8572843888889,-43.9786703888889,89.9,2022:07:28 09:10:09, _Pampulha_2022-07-28_0000SET_000_DJI_0481.TIF
-19.8571422222222,-43.9787614166667,89.9,2022:07:28 09:10:12, _Pampulha_2022-07-28_0000SET_000_DJI_0491.TIF
-19.8573103055556,-43.9789656388889,89.9,2022:07:28 09:10:18, _Pampulha_2022-07-28_0000SET_000_DJI_0501.TIF
-19.8574375277778,-43.9791176944444,90.0,2022:07:28 09:10:22, _Pampulha_2022-07-28_0000SET_000_DJI_0511.TIF
-19.8575755555556,-43.9792836388889,89.9,2022:07:28 09:10:26, _Pampulha_2022-07-28_0000SET_000_DJI_0521.TIF
-19.8576988333333,-43.9794295555556,89.9,2022:07:28 09:10:30, _Pampulha_2022-07-28_0000SET_000_DJI_0531.TIF
-19.8579139444444,-43.9796837222222,89.9,2022:07:28 09:10:36, _Pampulha_2022-07-28_0000SET_000_DJI_0541.TIF
-19.8580903333333,-43.979896,90.0,2022:07:28 09:10:40, _Pampulha_2022-07-28_0000SET_000_DJI_0551.TIF
-19.8584084166667,-43.9802718333333,89.9,2022:07:28 09:10:47, _Pampulha_2022-07-28_0000SET_000_DJI_0561.TIF
-19.85871175,-43.9806350277778,89.9,2022:07:28 09:10:53, _Pampulha_2022-07-28_0000SET_000_DJI_0571.TIF
-19.8588605833333,-43.9808129444444,90.0,2022:07:28 09:10:57, _Pampulha_2022-07-28_0000SET_000_DJI_0581.TIF
-19.85894,-43.9809243055556,89.9,2022:07:28 09:11:02, _Pampulha_2022-07-28_0000SET_000_DJI_0591.TIF
-19.8586071666667,-43.98071675,89.9,2022:07:28 09:11:09, _Pampulha_2022-07-28_0000SET_000_DJI_0601.TIF
-19.8581662222222,-43.9804446111111,89.9,2022:07:28 09:11:20, _Pampulha_2022-07-28_0000SET_000_DJI_0611.TIF
-19.8579069722222,-43.9802827222222,89.9,2022:07:28 09:11:26, _Pampulha_2022-07-28_0000SET_000_DJI_0621.TIF
-19.8575806666667,-43.9800803888889,90.0,2022:07:28 09:11:32, _Pampulha_2022-07-28_0000SET_000_DJI_0631.TIF
-19.8572277222222,-43.9798611944444,89.9,2022:07:28 09:11:38, _Pampulha_2022-07-28_0000SET_000_DJI_0641.TIF
-19.8569008333333,-43.9796581388889,90.0,2022:07:28 09:11:43, _Pampulha_2022-07-28_0000SET_000_DJI_0651.TIF
-19.8564765277778,-43.9793953055556,90.0,2022:07:28 09:11:49, _Pampulha_2022-07-28_0000SET_000_DJI_0661.TIF
-19.8560052222222,-43.9790995833333,90.0,2022:07:28 09:11:57, _Pampulha_2022-07-28_0000SET_000_DJI_0671.TIF
-19.8558055,-43.9789843333333,90.0,2022:07:28 09:12:02, _Pampulha_2022-07-28_0000SET_000_DJI_0681.TIF
-19.8553445277778,-43.9791591666667,90.0,2022:07:28 09:12:10, _Pampulha_2022-07-28_0000SET_000_DJI_0691.TIF
-19.85492875,-43.9793225277778,90.0,2022:07:28 09:12:17, _Pampulha_2022-07-28_0000SET_000_DJI_0701.TIF
-19.8540818055556,-43.9796530277778,89.9,2022:07:28 09:12:35, _Pampulha_2022-07-28_0000SET_000_DJI_0711.TIF
-19.8538746388889,-43.9797332777778,89.9,2022:07:28 09:12:40, _Pampulha_2022-07-28_0000SET_000_DJI_0721.TIF
-19.8536645833333,-43.9798136388889,89.9,2022:07:28 09:12:44, _Pampulha_2022-07-28_0000SET_000_DJI_0731.TIF
-19.8534871666667,-43.9798811111111,90.0,2022:07:28 09:12:48, _Pampulha_2022-07-28_0000SET_000_DJI_0741.TIF
-19.8532708055556,-43.9799227777778,89.9,2022:07:28 09:12:54, _Pampulha_2022-07-28_0000SET_000_DJI_0751.TIF
-19.85284825,-43.9798810555556,89.9,2022:07:28 09:13:02, _Pampulha_2022-07-28_0000SET_000_DJI_0761.TIF
-19.8525485,-43.9798543055556,90.0,2022:07:28 09:13:08, _Pampulha_2022-07-28_0000SET_000_DJI_0771.TIF
-19.8522022222222,-43.97982275,89.9,2022:07:28 09:13:15, _Pampulha_2022-07-28_0000SET_000_DJI_0781.TIF
-19.8519131666667,-43.9797975277778,90.0,2022:07:28 09:13:21, _Pampulha_2022-07-28_0000SET_000_DJI_0791.TIF
-19.85164025,-43.9797725,90.0,2022:07:28 09:13:27, _Pampulha_2022-07-28_0000SET_000_DJI_0801.TIF
-19.8513726944444,-43.9797470833333,90.0,2022:07:28 09:13:32, _Pampulha_2022-07-28_0000SET_000_DJI_0811.TIF
-19.8511474444444,-43.9797249166667,90.0,2022:07:28 09:13:37, _Pampulha_2022-07-28_0000SET_000_DJI_0821.TIF
-19.8509430277778,-43.9797066666667,90.0,2022:07:28 09:13:42, _Pampulha_2022-07-28_0000SET_000_DJI_0831.TIF
-19.8512719444444,-43.9802893333333,89.9,2022:07:28 09:13:52, _Pampulha_2022-07-28_0000SET_000_DJI_0841.TIF
-19.8515436111111,-43.9807844722222,89.9,2022:07:28 09:13:59, _Pampulha_2022-07-28_0000SET_000_DJI_0851.TIF
-19.8517770833333,-43.9812023333333,90.0,2022:07:28 09:14:04, _Pampulha_2022-07-28_0000SET_000_DJI_0861.TIF
-19.8520244166667,-43.9816523333333,90.0,2022:07:28 09:14:11, _Pampulha_2022-07-28_0000SET_000_DJI_0871.TIF
-19.8521709444444,-43.9819161666667,90.0,2022:07:28 09:14:16, _Pampulha_2022-07-28_0000SET_000_DJI_0881.TIF
-19.8523281111111,-43.9822044444444,89.9,2022:07:28 09:14:22, _Pampulha_2022-07-28_0000SET_000_DJI_0891.TIF
-19.8524475277778,-43.9824212777778,89.9,2022:07:28 09:14:27, _Pampulha_2022-07-28_0000SET_000_DJI_0901.TIF
-19.8526295277778,-43.9827483333333,90.0,2022:07:28 09:14:34, _Pampulha_2022-07-28_0000SET_000_DJI_0911.TIF
-19.8527349444444,-43.9829378888889,90.0,2022:07:28 09:14:38, _Pampulha_2022-07-28_0000SET_000_DJI_0921.TIF
-19.8529142222222,-43.9832702777778,90.0,2022:07:28 09:14:45, _Pampulha_2022-07-28_0000SET_000_DJI_0931.TIF
-19.8527902777778,-43.9833837222222,90.0,2022:07:28 09:14:52, _Pampulha_2022-07-28_0000SET_000_DJI_0941.TIF
-19.8525341666667,-43.9834133611111,89.9,2022:07:28 09:14:57, _Pampulha_2022-07-28_0000SET_000_DJI_0951.TIF
-19.85221225,-43.9834516944444,89.9,2022:07:28 09:15:02, _Pampulha_2022-07-28_0000SET_000_DJI_0961.TIF
-19.8518882777778,-43.9834896944444,89.9,2022:07:28 09:15:07, _Pampulha_2022-07-28_0000SET_000_DJI_0971.TIF
-19.8516137222222,-43.9835248888889,90.0,2022:07:28 09:15:12, _Pampulha_2022-07-28_0000SET_000_DJI_0981.TIF
-19.8514505,-43.9835421388889,89.9,2022:07:28 09:15:15, _Pampulha_2022-07-28_0000SET_000_DJI_0991.TIF
-19.8510953888889,-43.9835831111111,89.9,2022:07:28 09:15:22, _Pampulha_2022-07-28_0000SET_000_DJI_1001.TIF
-19.8509259722222,-43.9836025833333,90.0,2022:07:28 09:15:25, _Pampulha_2022-07-28_0000SET_000_DJI_1011.TIF
-19.850748,-43.9836245277778,89.9,2022:07:28 09:15:29, _Pampulha_2022-07-28_0000SET_000_DJI_1021.TIF
-19.8505776944444,-43.9836589444444,89.9,2022:07:28 09:15:34, _Pampulha_2022-07-28_0000SET_000_DJI_1031.TIF
-19.8504563333333,-43.9840959444444,90.0,2022:07:28 09:15:41, _Pampulha_2022-07-28_0000SET_000_DJI_1041.TIF
-19.8503964444444,-43.9843116944444,90.0,2022:07:28 09:15:44, _Pampulha_2022-07-28_0000SET_000_DJI_1051.TIF
-19.8503655277778,-43.9844225833333,90.0,2022:07:28 09:15:46, _Pampulha_2022-07-28_0000SET_000_DJI_1061.TIF
-19.8503331944444,-43.9845396666667,89.9,2022:07:28 09:15:48, _Pampulha_2022-07-28_0000SET_000_DJI_1071.TIF
-19.8502954444444,-43.9846743055556,90.0,2022:07:28 09:15:51, _Pampulha_2022-07-28_0000SET_000_DJI_1081.TIF
-19.8502545555556,-43.9848211111111,90.0,2022:07:28 09:15:54, _Pampulha_2022-07-28_0000SET_000_DJI_1091.TIF
-19.8502218888889,-43.9849354722222,89.9,2022:07:28 09:15:56, _Pampulha_2022-07-28_0000SET_000_DJI_1101.TIF
-19.8501955555556,-43.9850283333333,90.0,2022:07:28 09:15:58, _Pampulha_2022-07-28_0000SET_000_DJI_1111.TIF
-19.8501669166667,-43.9851316388889,90.0,2022:07:28 09:16:00, _Pampulha_2022-07-28_0000SET_000_DJI_1121.TIF
-19.8501287777778,-43.9852668888889,89.9,2022:07:28 09:16:02, _Pampulha_2022-07-28_0000SET_000_DJI_1131.TIF
-19.85007675,-43.9854537222222,90.0,2022:07:28 09:16:06, _Pampulha_2022-07-28_0000SET_000_DJI_1141.TIF
-19.85008675,-43.9855620277778,90.0,2022:07:28 09:16:09, _Pampulha_2022-07-28_0000SET_000_DJI_1151.TIF
-19.8502087222222,-43.9859974166667,90.0,2022:07:28 09:16:14, _Pampulha_2022-07-28_0000SET_000_DJI_1161.TIF
-19.85028975,-43.9862938055556,89.9,2022:07:28 09:16:19, _Pampulha_2022-07-28_0000SET_000_DJI_1171.TIF
-19.85060575,-43.9874108055556,90.0,2022:07:28 09:16:37, _Pampulha_2022-07-28_0000SET_000_DJI_1181.TIF
-19.8505828611111,-43.9872539444444,89.9,2022:07:28 09:16:41, _Pampulha_2022-07-28_0000SET_000_DJI_1191.TIF
-19.8509136944444,-43.9853342777778,90.0,2022:07:28 09:17:00, _Pampulha_2022-07-28_0000SET_000_DJI_1201.TIF
-19.8509826944444,-43.9851460277778,90.0,2022:07:28 09:17:01, _Pampulha_2022-07-28_0000SET_000_DJI_1211.TIF
-19.8546258333333,-43.9771907222222,89.9,2022:07:28 09:04:02, _Pampulha_2022-07-28_0000SET_000_DJI_9991.TIF
-19.8536193333333,-43.9803748888889,55.3,2022:07:28 09:26:06, _Pampulha_2022-07-28_0001SET_000_DJI_1291.TIF
-19.8533943333333,-43.9809628055556,89.9,2022:07:28 09:26:26, _Pampulha_2022-07-28_0001SET_000_DJI_1301.TIF
-19.8532468055556,-43.9812778333333,89.9,2022:07:28 09:26:31, _Pampulha_2022-07-28_0001SET_000_DJI_1311.TIF
-19.8531340277778,-43.9814064166667,89.9,2022:07:28 09:26:34, _Pampulha_2022-07-28_0001SET_000_DJI_1321.TIF
-19.8530068888889,-43.9815176388889,89.9,2022:07:28 09:26:43, _Pampulha_2022-07-28_0001SET_000_DJI_1331.TIF
-19.8530531388889,-43.9815343611111,90.0,2022:07:28 09:26:52, _Pampulha_2022-07-28_0001SET_000_DJI_1341.TIF
-19.8530674166667,-43.9815415277778,89.9,2022:07:28 09:26:57, _Pampulha_2022-07-28_0001SET_000_DJI_1351.TIF
-19.852829,-43.9819588055556,90.0,2022:07:28 09:27:11, _Pampulha_2022-07-28_0001SET_000_DJI_1361.TIF
-19.8520466666667,-43.9832076111111,89.9,2022:07:28 09:28:04, _Pampulha_2022-07-28_0001SET_000_DJI_1401.TIF
-19.8510971944444,-43.98466575,32.2,2022:07:28 09:28:22, _Pampulha_2022-07-28_0001SET_000_DJI_1411.TIF
-19.8509951944444,-43.9848313333333,43.8,2022:07:28 09:28:29, _Pampulha_2022-07-28_0001SET_000_DJI_1421.TIF
-19.8507845833333,-43.9852192777778,90.0,2022:07:28 09:28:43, _Pampulha_2022-07-28_0001SET_000_DJI_1431.TIF
-19.8507485,-43.9852936388889,90.0,2022:07:28 09:28:48, _Pampulha_2022-07-28_0001SET_000_DJI_1441.TIF
-19.85066525,-43.9852441388889,89.9,2022:07:28 09:28:52, _Pampulha_2022-07-28_0001SET_000_DJI_1451.TIF
-19.8505541388889,-43.9851921666667,89.9,2022:07:28 09:28:55, _Pampulha_2022-07-28_0001SET_000_DJI_1461.TIF
-19.8504103333333,-43.9851270555556,90.0,2022:07:28 09:28:58, _Pampulha_2022-07-28_0001SET_000_DJI_1471.TIF
-19.8503012777778,-43.9850775555556,89.9,2022:07:28 09:29:00, _Pampulha_2022-07-28_0001SET_000_DJI_1481.TIF
-19.8502119722222,-43.9850376666667,89.9,2022:07:28 09:29:02, _Pampulha_2022-07-28_0001SET_000_DJI_1491.TIF
-19.8505764166667,-43.9852716944444,89.9,2022:07:28 09:29:35, _Pampulha_2022-07-28_0001SET_000_DJI_1531.TIF
-19.85074975,-43.9851673333333,89.9,2022:07:28 09:29:41, _Pampulha_2022-07-28_0001SET_000_DJI_1541.TIF
-19.8508203055556,-43.9850283333333,58.7,2022:07:28 09:29:46, _Pampulha_2022-07-28_0001SET_000_DJI_1551.TIF
-19.8508949166667,-43.9848757777778,47.8,2022:07:28 09:29:52, _Pampulha_2022-07-28_0001SET_000_DJI_1561.TIF
-19.8509783333333,-43.9849248611111,89.9,2022:07:28 09:30:20, _Pampulha_2022-07-28_0001SET_000_DJI_1591.TIF
-19.8509816388889,-43.9851871944444,61.1,2022:07:28 09:30:29, _Pampulha_2022-07-28_0001SET_000_DJI_1601.TIF
-19.8508042777778,-43.9852538888889,89.9,2022:07:28 09:30:59, _Pampulha_2022-07-28_0001SET_000_DJI_1611.TIF
-19.8508498611111,-43.9853099166667,90.0,2022:07:28 09:31:05, _Pampulha_2022-07-28_0001SET_000_DJI_1621.TIF
-19.8508415277778,-43.9853348611111,47.5,2022:07:28 09:31:10, _Pampulha_2022-07-28_0001SET_000_DJI_1631.TIF
-19.85081275,-43.9854393611111,89.9,2022:07:28 09:31:21, _Pampulha_2022-07-28_0001SET_000_DJI_1641.TIF
-19.8501423611111,-43.9857838611111,90.0,2022:07:28 09:32:28, _Pampulha_2022-07-28_0001SET_000_DJI_1651.TIF
-19.8501948333333,-43.9859686388889,90.0,2022:07:28 09:32:31, _Pampulha_2022-07-28_0001SET_000_DJI_1661.TIF
-19.8503428333333,-43.9864909444444,90.0,2022:07:28 09:32:42, _Pampulha_2022-07-28_0001SET_000_DJI_1671.TIF
-19.8503834166667,-43.9866340833333,90.0,2022:07:28 09:32:45, _Pampulha_2022-07-28_0001SET_000_DJI_1681.TIF
-19.8504242222222,-43.9867781388889,89.9,2022:07:28 09:32:47, _Pampulha_2022-07-28_0001SET_000_DJI_1691.TIF
-19.8504645833333,-43.9869223888889,89.9,2022:07:28 09:32:50, _Pampulha_2022-07-28_0001SET_000_DJI_1701.TIF
-19.8505947777778,-43.9877358888889,41.6,2022:07:28 09:33:07, _Pampulha_2022-07-28_0001SET_000_DJI_1731.TIF
-19.8505854722222,-43.9881296388889,89.9,2022:07:28 09:33:14, _Pampulha_2022-07-28_0001SET_000_DJI_1741.TIF
-19.8505832222222,-43.9883231111111,90.0,2022:07:28 09:33:17, _Pampulha_2022-07-28_0001SET_000_DJI_1751.TIF
-19.8505776111111,-43.9885132777778,89.9,2022:07:28 09:33:19, _Pampulha_2022-07-28_0001SET_000_DJI_1761.TIF
-19.8505759722222,-43.9886759444444,89.9,2022:07:28 09:33:23, _Pampulha_2022-07-28_0001SET_000_DJI_1771.TIF
-19.8505729722222,-43.9888207777778,90.0,2022:07:28 09:33:25, _Pampulha_2022-07-28_0001SET_000_DJI_1781.TIF
-19.85056825,-43.9890545277778,89.9,2022:07:28 09:33:30, _Pampulha_2022-07-28_0001SET_000_DJI_1791.TIF
-19.8505636666667,-43.989291,89.9,2022:07:28 09:33:34, _Pampulha_2022-07-28_0001SET_000_DJI_1801.TIF
-19.850511,-43.9894919166667,89.9,2022:07:28 09:33:42, _Pampulha_2022-07-28_0001SET_000_DJI_1811.TIF
-19.8502123055556,-43.9891325833333,89.9,2022:07:28 09:33:51, _Pampulha_2022-07-28_0001SET_000_DJI_1821.TIF
-19.8499855277778,-43.9888580277778,89.9,2022:07:28 09:33:56, _Pampulha_2022-07-28_0001SET_000_DJI_1831.TIF
-19.8498422222222,-43.9886860277778,89.9,2022:07:28 09:33:59, _Pampulha_2022-07-28_0001SET_000_DJI_1841.TIF
-19.8495398333333,-43.9883246944444,89.9,2022:07:28 09:34:09, _Pampulha_2022-07-28_0001SET_000_DJI_1851.TIF
-19.8491300555556,-43.9878294444444,89.9,2022:07:28 09:34:21, _Pampulha_2022-07-28_0001SET_000_DJI_1861.TIF
-19.8490301944444,-43.9877086944444,89.9,2022:07:28 09:34:24, _Pampulha_2022-07-28_0001SET_000_DJI_1871.TIF
-19.8487957222222,-43.9874278333333,89.9,2022:07:28 09:34:31, _Pampulha_2022-07-28_0001SET_000_DJI_1881.TIF
-19.8486879444444,-43.9874578611111,89.9,2022:07:28 09:34:39, _Pampulha_2022-07-28_0001SET_000_DJI_1891.TIF
-19.8486424166667,-43.9879788888889,90.0,2022:07:28 09:34:47, _Pampulha_2022-07-28_0001SET_000_DJI_1901.TIF
-19.8486239166667,-43.9882137222222,90.0,2022:07:28 09:34:51, _Pampulha_2022-07-28_0001SET_000_DJI_1911.TIF
-19.8485903055556,-43.9885926944444,89.9,2022:07:28 09:34:58, _Pampulha_2022-07-28_0001SET_000_DJI_1921.TIF
-19.8485653055556,-43.9888980555556,89.9,2022:07:28 09:35:04, _Pampulha_2022-07-28_0001SET_000_DJI_1931.TIF
-19.8485511666667,-43.9890598611111,90.0,2022:07:28 09:35:07, _Pampulha_2022-07-28_0001SET_000_DJI_1941.TIF
-19.8485334166667,-43.9892639444444,90.0,2022:07:28 09:35:11, _Pampulha_2022-07-28_0001SET_000_DJI_1951.TIF
-19.8485114444444,-43.9895206111111,89.9,2022:07:28 09:35:16, _Pampulha_2022-07-28_0001SET_000_DJI_1961.TIF
-19.8484940833333,-43.9897246944444,90.0,2022:07:28 09:35:19, _Pampulha_2022-07-28_0001SET_000_DJI_1971.TIF
-19.8486116111111,-43.99023875,89.9,2022:07:28 09:35:31, _Pampulha_2022-07-28_0001SET_000_DJI_1981.TIF
-19.8486574722222,-43.9904218333333,89.9,2022:07:28 09:35:34, _Pampulha_2022-07-28_0001SET_000_DJI_1991.TIF
-19.8487112222222,-43.99063725,90.0,2022:07:28 09:35:38, _Pampulha_2022-07-28_0001SET_000_DJI_2001.TIF
-19.8487918888889,-43.9909487222222,89.9,2022:07:28 09:35:44, _Pampulha_2022-07-28_0001SET_000_DJI_2011.TIF
-19.8488431111111,-43.9911529166667,89.9,2022:07:28 09:35:48, _Pampulha_2022-07-28_0001SET_000_DJI_2021.TIF
-19.8489284722222,-43.9914922777778,90.0,2022:07:28 09:35:55, _Pampulha_2022-07-28_0001SET_000_DJI_2031.TIF
-19.8486988888889,-43.9915980833333,90.0,2022:07:28 09:36:11, _Pampulha_2022-07-28_0001SET_000_DJI_2041.TIF
-19.8484812222222,-43.9914399722222,89.9,2022:07:28 09:36:16, _Pampulha_2022-07-28_0001SET_000_DJI_2051.TIF
-19.84831925,-43.9913213333333,89.0,2022:07:28 09:36:20, _Pampulha_2022-07-28_0001SET_000_DJI_2061.TIF
-19.8481748611111,-43.9912145555556,89.0,2022:07:28 09:36:24, _Pampulha_2022-07-28_0001SET_000_DJI_2071.TIF
-19.8479595555556,-43.9910581944444,89.0,2022:07:28 09:36:29, _Pampulha_2022-07-28_0001SET_000_DJI_2081.TIF
-19.8478277777778,-43.9909636111111,89.0,2022:07:28 09:36:32, _Pampulha_2022-07-28_0001SET_000_DJI_2091.TIF
-19.847662,-43.9908441944444,89.0,2022:07:28 09:36:36, _Pampulha_2022-07-28_0001SET_000_DJI_2101.TIF
-19.8474919444444,-43.9907225555556,89.0,2022:07:28 09:36:40, _Pampulha_2022-07-28_0001SET_000_DJI_2111.TIF
-19.84736575,-43.9906318888889,89.0,2022:07:28 09:36:43, _Pampulha_2022-07-28_0001SET_000_DJI_2121.TIF
-19.8472650277778,-43.9905598055556,89.0,2022:07:28 09:36:46, _Pampulha_2022-07-28_0001SET_000_DJI_2131.TIF
-19.8472020555556,-43.9905144444444,89.0,2022:07:28 09:36:47, _Pampulha_2022-07-28_0001SET_000_DJI_2141.TIF
-19.84704825,-43.9904031944444,89.0,2022:07:28 09:36:51, _Pampulha_2022-07-28_0001SET_000_DJI_2151.TIF
-19.8467660833333,-43.99019975,89.0,2022:07:28 09:36:58, _Pampulha_2022-07-28_0001SET_000_DJI_2161.TIF
-19.8465651944444,-43.9900550555556,89.0,2022:07:28 09:37:02, _Pampulha_2022-07-28_0001SET_000_DJI_2171.TIF
-19.8464101944444,-43.9899757222222,89.0,2022:07:28 09:37:08, _Pampulha_2022-07-28_0001SET_000_DJI_2181.TIF
-19.8462788055556,-43.99031025,89.0,2022:07:28 09:37:14, _Pampulha_2022-07-28_0001SET_000_DJI_2191.TIF
-19.8461460833333,-43.9906555833333,89.0,2022:07:28 09:37:19, _Pampulha_2022-07-28_0001SET_000_DJI_2201.TIF
-19.8460608611111,-43.990874,89.0,2022:07:28 09:37:23, _Pampulha_2022-07-28_0001SET_000_DJI_2211.TIF
-19.8459925833333,-43.9910487777778,89.0,2022:07:28 09:37:27, _Pampulha_2022-07-28_0001SET_000_DJI_2221.TIF
-19.8459586111111,-43.9911391666667,89.0,2022:07:28 09:37:29, _Pampulha_2022-07-28_0001SET_000_DJI_2231.TIF
-19.8459241388889,-43.9912301666667,89.0,2022:07:28 09:37:31, _Pampulha_2022-07-28_0001SET_000_DJI_2241.TIF
-19.8458703611111,-43.9913710555556,89.0,2022:07:28 09:37:33, _Pampulha_2022-07-28_0001SET_000_DJI_2251.TIF
-19.8457868611111,-43.9915929722222,89.0,2022:07:28 09:37:38, _Pampulha_2022-07-28_0001SET_000_DJI_2261.TIF
-19.8457213333333,-43.9917649444444,89.0,2022:07:28 09:37:42, _Pampulha_2022-07-28_0001SET_000_DJI_2271.TIF
-19.8457939166667,-43.9918539444444,89.0,2022:07:28 09:37:45, _Pampulha_2022-07-28_0001SET_000_DJI_2281.TIF
-19.8458800833333,-43.9919566944444,89.0,2022:07:28 09:37:48, _Pampulha_2022-07-28_0001SET_000_DJI_2291.TIF
