,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.0333683139048702,0.0801712204103652,0.0820655357099866,0.0198841327567757,0.0686980851548461,0000SET_000_DJI_0101.T,107997257.969402,538.853479288032,810225.9280580884,inf,250722357332.82077,-0.6074152489615889,5.527412391920702,-0.1177338856968236,-0.6099225616754539,-0.0886649609399147,0.8371124926012783,0.2422957772071911,-1.3961378262483268,-20.322805549840577,0.4122168263923794,2.4026152666546325,0.9769170421757096,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0329206337501365,0.0784728179973976,0.0805192389185678,0.0185708409617495,0.0353061766617383,0000SET_000_DJI_0111.T,190734642.55600992,130750.57463752008,582628.5134618515,inf,642434.8028962351,-0.6065616908266225,5.499691998575473,-0.4058861768580609,-0.6251725503868867,-0.3903552776418194,0.4384812516353364,0.2306385555945319,-0.8286985175063017,-23.471771680233267,0.4089305388480295,2.3836970634586345,0.9745846961713108,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0329206337501365,0.0784728179973976,0.0805192389185678,0.0185708409617495,0.0353061766617383,0000SET_000_DJI_0111.T,190734642.55600992,130750.57463752008,582628.5134618515,inf,642434.8028962351,-0.6065616908266225,5.499691998575473,-0.4058861768580609,-0.6251725503868867,-0.3903552776418194,0.4384812516353364,0.2306385555945319,-0.8286985175063017,-23.471771680233267,0.4089305388480295,2.3836970634586345,0.9745846961713108,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0342728251461103,0.0792565950583411,0.0807977808027198,0.0184298206679337,0.0351715391990471,0000SET_000_DJI_0121.T,252125548.73690096,148465.40952474155,376969.8509931612,inf,642753.2459799843,-0.5870168359158289,5.378661502082313,-0.4018891448710467,-0.6285343917461451,-0.3934337254282214,0.4353032824617277,0.2280981047354869,-0.8821814165452164,-25.08225220263085,0.396230068216864,2.3125200423501155,0.9809253951152228,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0342728251461103,0.0792565950583411,0.0807977808027198,0.0184298206679337,0.0351715391990471,0000SET_000_DJI_0121.T,252125548.73690096,148465.40952474155,376969.8509931612,inf,642753.2459799843,-0.5870168359158289,5.378661502082313,-0.4018891448710467,-0.6285343917461451,-0.3934337254282214,0.4353032824617277,0.2280981047354869,-0.8821814165452164,-25.08225220263085,0.396230068216864,2.3125200423501155,0.9809253951152228,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0347530109466519,0.0811774049382019,0.0819122080210361,0.0192626558715457,0.0361044668167144,0000SET_000_DJI_0131.T,182658143.82682237,150635.2433335137,448750.2497955606,inf,693400.0930924697,-0.5809399439448106,5.414359609511241,-0.3951313454255143,-0.6192205231529242,-0.3881463468386841,0.4407702794123473,0.2351622100895974,-0.8354370001662341,-23.139436026222448,0.4004505084986528,2.335838038977815,0.9910293825476478,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0347530109466519,0.0811774049382019,0.0819122080210361,0.0192626558715457,0.0361044668167144,0000SET_000_DJI_0131.T,182658143.82682237,150635.2433335137,448750.2497955606,inf,693400.0930924697,-0.5809399439448106,5.414359609511241,-0.3951313454255143,-0.6192205231529242,-0.3881463468386841,0.4407702794123473,0.2351622100895974,-0.8354370001662341,-23.139436026222448,0.4004505084986528,2.335838038977815,0.9910293825476478,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0344812210203206,0.0799008974116252,0.0809779672532135,0.0187654679276575,0.0353295001406893,0000SET_000_DJI_0141.T,194171481.1050053,148419.6528020759,369277.9816056782,inf,588862.9636377181,-0.5819302127904241,5.38538148473908,-0.3990874424981364,-0.6237252528223255,-0.3924809656281557,0.4362853420389766,0.231735477737777,-0.8580856819363301,-24.28807875908964,0.3970872109553388,2.3172293511455906,0.9866992235280448,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0344812210203206,0.0799008974116252,0.0809779672532135,0.0187654679276575,0.0353295001406893,0000SET_000_DJI_0141.T,194171481.1050053,148419.6528020759,369277.9816056782,inf,588862.9636377181,-0.5819302127904241,5.38538148473908,-0.3990874424981364,-0.6237252528223255,-0.3924809656281557,0.4362853420389766,0.231735477737777,-0.8580856819363301,-24.28807875908964,0.3970872109553388,2.3172293511455906,0.9866992235280448,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0344812210203206,0.0799008974116252,0.0809779672532135,0.0187654679276575,0.0353295001406893,0000SET_000_DJI_0141.T,194171481.1050053,148419.6528020759,369277.9816056782,inf,588862.9636377181,-0.5819302127904241,5.38538148473908,-0.3990874424981364,-0.6237252528223255,-0.3924809656281557,0.4362853420389766,0.231735477737777,-0.8580856819363301,-24.28807875908964,0.3970872109553388,2.3172293511455906,0.9866992235280448,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
