,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.0306571581053459,0.0737714312961903,0.0753231341641447,0.0184395054911662,0.06346600385833,0000SET_000_DJI_0101.T,19852307.618084837,309.5842490127063,261694.66344833048,inf,32050297643.373997,-0.6054644091079934,5.5468205483717,-0.1135429519230897,-0.6066769118498948,-0.085432696497435,0.8425831527406233,0.244805340295356,-1.371664070355834,-21.612579758727023,0.4128589061474976,2.406336263873274,0.979399385259608,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0302388896826586,0.072148137603222,0.0738470212447399,0.0171554358134435,0.0325719029175927,0000SET_000_DJI_0111.T,34643175.623241834,46227.51729957552,190353.5429940071,inf,221407.19939025445,-0.6044249097863592,5.516840403806093,-0.4031283984044248,-0.6229676347645209,-0.3878550610433317,0.4410726711595397,0.2323104645830989,-0.8214817947521893,-25.220565001392394,0.4093218548434483,2.385938715355594,0.9769945542435958,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0302388896826586,0.072148137603222,0.0738470212447399,0.0171554358134435,0.0325719029175927,0000SET_000_DJI_0111.T,34643175.623241834,46227.51729957552,190353.5429940071,inf,221407.19939025445,-0.6044249097863592,5.516840403806093,-0.4031283984044248,-0.6229676347645209,-0.3878550610433317,0.4410726711595397,0.2323104645830989,-0.8214817947521893,-25.220565001392394,0.4093218548434483,2.385938715355594,0.9769945542435958,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0314591966520592,0.0727667856642346,0.0740351240261448,0.017046124188605,0.0324615123263727,0000SET_000_DJI_0121.T,42332340.07073546,50657.10014629133,126081.6159964199,inf,218976.94668936235,-0.5851011142713148,5.3932382058891655,-0.3988795382480443,-0.6256941022939443,-0.3903748805939572,0.4384609704295115,0.2302437446121562,-0.872473094051388,-26.87715486818416,0.3963271738405839,2.313052887810203,0.9828684238921204,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0314591966520592,0.0727667856642346,0.0740351240261448,0.017046124188605,0.0324615123263727,0000SET_000_DJI_0121.T,42332340.07073546,50657.10014629133,126081.6159964199,inf,218976.94668936235,-0.5851011142713148,5.3932382058891655,-0.3988795382480443,-0.6256941022939443,-0.3903748805939572,0.4384609704295115,0.2302437446121562,-0.872473094051388,-26.87715486818416,0.3963271738405839,2.313052887810203,0.9828684238921204,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0319204936772632,0.0746738836453913,0.0751571060541974,0.0177921758502309,0.0333036817892303,0000SET_000_DJI_0131.T,33886006.76442413,53175.76212032326,151515.94175957964,inf,238035.20284508597,-0.5790058085401677,5.433675751521488,-0.3926419508815122,-0.6171637803824013,-0.3858853056220286,0.4431208642495401,0.2367331152612579,-0.8284838418070432,-24.87664418157385,0.4010848512085799,2.339371201473025,0.99357050272189,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0319204936772632,0.0746738836453913,0.0751571060541974,0.0177921758502309,0.0333036817892303,0000SET_000_DJI_0131.T,33886006.76442413,53175.76212032326,151515.94175957964,inf,238035.20284508597,-0.5790058085401677,5.433675751521488,-0.3926419508815122,-0.6171637803824013,-0.3858853056220286,0.4431208642495401,0.2367331152612579,-0.8284838418070432,-24.87664418157385,0.4010848512085799,2.339371201473025,0.99357050272189,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0316757981351821,0.0735115620129918,0.0743009715460539,0.0173714355335069,0.0326599476390362,0000SET_000_DJI_0141.T,34489911.966246784,51250.487952589625,126537.45707248748,inf,206861.3311175412,-0.5798431191455107,5.404695732492387,-0.3958747880768126,-0.6210105944217098,-0.3893106400381634,0.4395628611503769,0.233798228637422,-0.8490254703783443,-25.99592258266704,0.397726150926091,2.320748531710808,0.9893755153312792,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0316757981351821,0.0735115620129918,0.0743009715460539,0.0173714355335069,0.0326599476390362,0000SET_000_DJI_0141.T,34489911.966246784,51250.487952589625,126537.45707248748,inf,206861.3311175412,-0.5798431191455107,5.404695732492387,-0.3958747880768126,-0.6210105944217098,-0.3893106400381634,0.4395628611503769,0.233798228637422,-0.8490254703783443,-25.99592258266704,0.397726150926091,2.320748531710808,0.9893755153312792,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0316757981351821,0.0735115620129918,0.0743009715460539,0.0173714355335069,0.0326599476390362,0000SET_000_DJI_0141.T,34489911.966246784,51250.487952589625,126537.45707248748,inf,206861.3311175412,-0.5798431191455107,5.404695732492387,-0.3958747880768126,-0.6210105944217098,-0.3893106400381634,0.4395628611503769,0.233798228637422,-0.8490254703783443,-25.99592258266704,0.397726150926091,2.320748531710808,0.9893755153312792,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
486,-19.8562389444444,-43.9780962222222,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0151.TIF,0.0325853018830599,0.0735657249416981,0.0759884866078642,0.0165634921992708,0.0332485051398121,0000SET_000_DJI_0151.T,185583509.16326845,69001.6771936158,154049.49255941407,inf,455859.5416428748,-0.5899919393060009,5.295944692184289,-0.4026337073367216,-0.642071570748655,-0.3912592317332949,0.4375466155996735,0.2179737081058884,-0.9869838273348578,-29.68505871721232,0.3860577168630853,2.2576352125171706,0.9681167269632744,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,76.232
725,-19.8585586944444,-43.97710375,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0241.TIF,0.0213710393659347,0.0426026190836894,0.0449258832836822,0.0074911862176488,0.0165191145072107,0000SET_000_DJI_0241.T,2456948.288184033,2536.798926607851,581.8485999277777,inf,2081.219265945347,-0.5528966158506808,4.893057695402023,-0.4440385224934469,-0.7141699721515878,-0.46231214578515,0.3676970445500557,0.1667454409376013,-1.4321727217130469,-86.69791114335422,0.3318800305046404,1.9934743628612512,0.9482867329436202,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,60.794
759,-19.8587585277778,-43.9770160833333,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0251.TIF,0.0286280081440649,0.0641812462449418,0.0669064068468135,0.0114262174172295,0.0254670103568576,0000SET_000_DJI_0251.T,1959698528.990344,78982.14272047674,37813.206426808414,inf,102290.2938180386,-0.5964109602462786,5.290229581946088,-0.446500693953042,-0.708264148569462,-0.4486073780142564,0.3806363479534322,0.1707791219963516,-1.3392387570199222,-52.58719960661971,0.3830785877435969,2.2419040095965506,0.9592690636023672,2022-07-28,09:34:13,-19.85881,-43.97762,P5,,,,"sem nuvens, sem vento",,0.8,80,9.7,4.13,308.8,0.366,29.58,9.56,6.36,75.5,0.519,0.16,336.6,219.0,8.84,7.66,20.665,0.404,4674,696.6,161,63.418
