,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,R/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
338,-19.8547245277778,-43.9777048888889,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0101.TIF,0.0324616340291524,0.0780680795063572,0.0798372224020264,0.0194002696838302,0.0669879589578988,0000SET_000_DJI_0101.T,62044620.38971536,447.86388235721387,560122.5730533457,inf,128461331134.03091,-0.6068496711132254,5.535465939817238,-0.1162516669329785,-0.609013301806422,-0.0875140308025848,0.8390567324671674,0.242997803532526,-1.3893355402744,-20.74007869306157,0.4126170603215481,2.404933757686,0.9778406256825852,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,94.754
372,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0320271623860618,0.0763668747219006,0.0782946048520815,0.0180770608755752,0.0343974448662864,0000SET_000_DJI_0111.T,110421518.3778258,92348.98346668438,401132.069261849,inf,455737.6905215975,-0.6058574825080679,5.505273752713503,-0.4049776275245911,-0.6248469767730195,-0.3895320042141377,0.4393335266366304,0.2308851409331126,-0.8288143632773525,-24.09523051782516,0.4090604383678011,2.384440863082376,0.9753785061713652,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,71.572
373,-19.8549655555556,-43.9777667222222,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0111.TIF,0.0320271623860618,0.0763668747219006,0.0782946048520815,0.0180770608755752,0.0343974448662864,0000SET_000_DJI_0111.T,110421518.3778258,92348.98346668438,401132.069261849,inf,455737.6905215975,-0.6058574825080679,5.505273752713503,-0.4049776275245911,-0.6248469767730195,-0.3895320042141377,0.4393335266366304,0.2308851409331126,-0.8288143632773525,-24.09523051782516,0.4090604383678011,2.384440863082376,0.9753785061713652,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,82.285
406,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0333296685908073,0.0770598453320374,0.0785260936489861,0.01793687511392,0.0342541362791363,0000SET_000_DJI_0121.T,142533719.52327657,103689.39306991675,260735.28796859537,inf,452554.29609474825,-0.5865107159693264,5.382357140858559,-0.401052199584764,-0.6281085821024938,-0.3925506925998058,0.4362134252119209,0.2284192970822965,-0.8819677074445407,-25.747772480888223,0.3961443001895518,2.312049551950582,0.981327884161628,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.409
407,-19.8551516944444,-43.9778140277778,90.0,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0121.TIF,0.0333296685908073,0.0770598453320374,0.0785260936489861,0.01793687511392,0.0342541362791363,0000SET_000_DJI_0121.T,142533719.52327657,103689.39306991675,260735.28796859537,inf,452554.29609474825,-0.5865107159693264,5.382357140858559,-0.401052199584764,-0.6281085821024938,-0.3925506925998058,0.4362134252119209,0.2284192970822965,-0.8819677074445407,-25.747772480888223,0.3961443001895518,2.312049551950582,0.981327884161628,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,68.246
440,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0338055949585665,0.0789992722098116,0.0796630285339165,0.0187406273044276,0.0351730862007965,0000SET_000_DJI_0131.T,107604899.16070735,106453.51571855874,313109.5673869377,inf,493768.3818621719,-0.5804791904102451,5.420451202195121,-0.3943973646696656,-0.6191070922158747,-0.3874211735210461,0.4415233370875621,0.2352487427269826,-0.836384493334521,-23.77910452781312,0.4006358802212567,2.336869749123963,0.9916679501605652,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,47.044
441,-19.8555933888889,-43.9779274444444,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0131.TIF,0.0338055949585665,0.0789992722098116,0.0796630285339165,0.0187406273044276,0.0351730862007965,0000SET_000_DJI_0131.T,107604899.16070735,106453.51571855874,313109.5673869377,inf,493768.3818621719,-0.5804791904102451,5.420451202195121,-0.3943973646696656,-0.6191070922158747,-0.3874211735210461,0.4415233370875621,0.2352487427269826,-0.836384493334521,-23.77910452781312,0.4006358802212567,2.336869749123963,0.9916679501605652,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,57.284
452,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0335449947253825,0.0777510493935634,0.0787547431744074,0.0182919285468712,0.0344423846790974,0000SET_000_DJI_0141.T,110224361.37990493,104090.7757332524,258712.6454398949,inf,417889.3123770528,-0.5814680162087634,5.390738990772661,-0.3981485491789074,-0.623028214725256,-0.3914618624657798,0.4373372738048621,0.2322644682665342,-0.8561761846176716,-24.858214452766184,0.3971934044747932,2.317813731380065,0.9872554497622924,2022-07-28,09:31:26,-19.8561,-43.97881,P6,,,,"sem nuvens, sem vento",,0.65,65,4.92,4.51,309.2,0.295,29.16,9.42,6.97,73.7,0.419,0.16,336.4,219.0,13.59,7.78,20.76,0.475,4674,696.4,160,95.517
474,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0335449947253825,0.0777510493935634,0.0787547431744074,0.0182919285468712,0.0344423846790974,0000SET_000_DJI_0141.T,110224361.37990493,104090.7757332524,258712.6454398949,inf,417889.3123770528,-0.5814680162087634,5.390738990772661,-0.3981485491789074,-0.623028214725256,-0.3914618624657798,0.4373372738048621,0.2322644682665342,-0.8561761846176716,-24.858214452766184,0.3971934044747932,2.317813731380065,0.9872554497622924,2022-07-28,10:39:29,-19.85555,-43.97748,EX4,,,,ponto extra em região com floração,,,0,6.26,3.52,311.2,0.223,29.08,9.4,7.33,116.4,0.316,0.16,337.2,219.0,9.72,7.84,20.953,0.389,4674,696.3,182,56.434
475,-19.8557576111111,-43.9779723888889,89.9,2022-07-28, _Pampulha_2022-07-28_0000SET_000_DJI_0141.TIF,0.0335449947253825,0.0777510493935634,0.0787547431744074,0.0182919285468712,0.0344423846790974,0000SET_000_DJI_0141.T,110224361.37990493,104090.7757332524,258712.6454398949,inf,417889.3123770528,-0.5814680162087634,5.390738990772661,-0.3981485491789074,-0.623028214725256,-0.3914618624657798,0.4373372738048621,0.2322644682665342,-0.8561761846176716,-24.858214452766184,0.3971934044747932,2.317813731380065,0.9872554497622924,2022-07-28,10:40:27,-19.85561,-43.97738,EX5,,,,ponto extra em região com floração,,,0,2.0,3.17,313.4,0.091,28.72,9.28,7.11,114.2,0.13,0.16,337.3,219.0,15.08,7.81,21.295,0.15,4674,696.4,183,64.092
