Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.85542025,-43.9783187777778,857.202,89.9,2022:09:14 09:02:33, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0311.TIF
-19.8546725,-43.9790986666667,854.836,90.0,2022:09:14 09:02:45, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0321.TIF
-19.8532294444444,-43.9806001388889,854.12,90.0,2022:09:14 09:03:07, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0331.TIF
-19.8520090555556,-43.9818731111111,853.612,90.0,2022:09:14 09:03:26, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0341.TIF
-19.85133125,-43.9825807222222,853.561,90.0,2022:09:14 09:03:37, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0351.TIF
-19.8508201666667,-43.9831116388889,853.949,89.9,2022:09:14 09:03:45, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0361.TIF
-19.8506878333333,-43.9832493333333,853.976,90.0,2022:09:14 09:03:47, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0371.TIF
-19.8503724166667,-43.9835790555556,853.936,89.9,2022:09:14 09:03:52, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0381.TIF
-19.8497054722222,-43.9842738333333,853.58,90.0,2022:09:14 09:04:05, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0391.TIF
-19.8498216388889,-43.9842585555556,853.661,89.9,2022:09:14 09:04:10, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0401.TIF
-19.8499459166667,-43.9842431666667,853.646,90.0,2022:09:14 09:04:12, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0411.TIF
-19.8500504722222,-43.9842283611111,853.605,90.0,2022:09:14 09:04:14, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0421.TIF
-19.8501312222222,-43.9842165,853.646,90.0,2022:09:14 09:04:15, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0431.TIF
-19.8503425555556,-43.9844454166667,853.63,89.9,2022:09:14 09:04:23, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0441.TIF
-19.8504236944444,-43.9845327777778,853.58,89.9,2022:09:14 09:04:25, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0451.TIF
-19.8504975,-43.9846188055556,853.458,90.0,2022:09:14 09:04:27, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0461.TIF
-19.8506173055556,-43.9847522222222,853.229,90.0,2022:09:14 09:04:29, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0471.TIF
-19.8506729166667,-43.9848146944444,853.309,89.9,2022:09:14 09:04:31, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0481.TIF
-19.8507405833333,-43.9848903333333,853.399,90.0,2022:09:14 09:04:32, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0491.TIF
-19.8507526388889,-43.9849043888889,853.689,90.0,2022:09:14 09:04:34, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0501.TIF
-19.8507683333333,-43.9848989166667,853.957,90.0,2022:09:14 09:04:36, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0511.TIF
-19.8508575555556,-43.9848792777778,853.748,89.9,2022:09:14 09:04:38, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0521.TIF
-19.8509480555556,-43.9848589722222,853.323,90.0,2022:09:14 09:04:39, _Campo2022-09-14-Pampulha_0000SET_000_DJI_0531.TIF
