,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
81,-19.8500810833333,-43.9838375833333,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_ignore_DJI_2791.TIF,0.0325756075100187,0.1506282041192934,0.1466229712363892,0.071413421374868,0.1212197882321671,0000SET_ignore_DJI_2791.T,-0.7571448148983316,8.005998679280383,-0.1386607777332819,-0.3449403512908704,-0.0948436427948478,0.826744862759148,0.487054796207434,2.0237456715735345,16.694845792813467,0.6443784960551913,4.623956869352854,1.027316544257222,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,40.529
86,-19.8500810833333,-43.9838375833333,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_ignore_DJI_2791.TIF,0.0325756075100187,0.1506282041192934,0.1466229712363892,0.071413421374868,0.1212197882321671,0000SET_ignore_DJI_2791.T,-0.7571448148983316,8.005998679280383,-0.1386607777332819,-0.3449403512908704,-0.0948436427948478,0.826744862759148,0.487054796207434,2.0237456715735345,16.694845792813467,0.6443784960551913,4.623956869352854,1.027316544257222,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,61.997
955,-19.8474459444444,-43.9919683611111,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5891.TIF,0.0666191498079793,0.1706802643986592,0.1539875521524091,0.145608544616032,0.260073475602451,0001SET_ignore_DJI_5891.T,-0.5118834485770586,5.659625873411308,0.4470551425704872,-0.0279676792413396,0.2562084242153037,1.688925318749423,0.9455864618973616,2.117770532304772,8.142970087199519,0.4385224250914681,2.562030060284798,1.1084029975989778,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,21.948
987,-19.8475337222222,-43.99194625,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5901.TIF,0.066983966167756,0.1675661318025254,0.1517142752242382,0.146030690001318,0.2576518393277718,0001SET_ignore_DJI_5901.T,-0.5056529511365448,5.568504102627464,0.4516628431208603,-0.0190887702118308,0.258784399435372,1.698270244820105,0.9625375712699434,2.082102597355417,8.081070186759547,0.4288302009045148,2.501585698626286,1.104484937589806,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,11.939
1019,-19.8476001944444,-43.9919318611111,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5911.TIF,0.0665438126506781,0.1636430438967681,0.1563058197595816,0.1291842672328282,0.2400225109719836,0001SET_ignore_DJI_5911.T,-0.5485232061897394,5.504928935956394,0.3636901449025447,-0.0949999799028905,0.211230650753311,1.5355954841679536,0.8264840517872601,1.7489990318795965,7.286812494365359,0.421827869333955,2.4591774558487147,1.0469414648058024,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,4.43
1051,-19.8476205277778,-43.9919289722222,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5921.TIF,0.065350750510318,0.1608204263806276,0.1536297611363694,0.1067333193428112,0.2292912291781213,0001SET_ignore_DJI_5921.T,-0.5489290919868216,5.510441352576707,0.3345318757316017,-0.1801193998290712,0.1975902861308585,1.492492258544821,0.694743769392894,1.3603613770791578,5.932897572904468,0.4221124777377925,2.4608810935573917,1.0468051580050002,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,2.168
1083,-19.8476178611111,-43.9919286388889,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5931.TIF,0.0658779549055518,0.1619785667574084,0.1548621095190206,0.1177817458249072,0.2298909660699988,0001SET_ignore_DJI_5931.T,-0.5493575872092901,5.5059076330349335,0.3292811458868798,-0.1360029319103421,0.1950052158416572,1.4844881474494116,0.7605588364430804,1.5378107343904104,6.689304763381468,0.421759320955519,2.458767382649242,1.0459535083209863,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,2.466
1115,-19.8476490555556,-43.9919412777778,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5941.TIF,0.0664368335523672,0.1537213527085058,0.1472500741948714,0.1267226884108182,0.2483201384031102,0001SET_ignore_DJI_5941.T,-0.5257125260649141,5.274844560218827,0.459079291689283,-0.0749249143922998,0.2555047397134435,1.6863837913893491,0.8605950734062981,1.778132263146763,7.1606446202129375,0.3964627463487193,2.313797098522745,1.043947539918182,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,1.551
1147,-19.8477148055556,-43.9919682777778,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5951.TIF,0.0661197490069354,0.1470886494106735,0.1524092241240521,0.0714032334032222,0.1297712971115883,0001SET_ignore_DJI_5951.T,-0.5866494489061173,5.126973032786317,-0.1061774638357498,-0.3619369163620319,-0.0802249812047074,0.8514661619559334,0.4684967974451742,0.1452278806928155,1.119106334954303,0.3797641228238356,2.2245796697631923,0.9650902053733444,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,9.231
1179,-19.8477952222222,-43.9920000277778,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5961.TIF,0.0658188459310915,0.1637922024012384,0.1498061045066417,0.0753441270404748,0.2636909333461238,0001SET_ignore_DJI_5961.T,-0.5127671363121935,5.551532957710971,0.4959901958839966,-0.3307213008598859,0.2754187295533499,1.7602148738500372,0.5029443044968465,0.5064928633079473,1.920782246400254,0.4266926926283798,2.4885304517906515,1.093361334911266,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,18.75
