,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8530030277778,-43.9805685833333,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2751.TIF,0.0261071054750462,0.1339282687166356,0.1300812458841069,0.0253067356248761,0.0529366002041953,0000SET_000_DJI_2751.T,-0.7763420031139833,8.43395366236656,-0.4820474602540804,-0.6742767956810983,-0.4215143349610341,0.4069502859109915,0.1945456122662185,-0.064128622957498,-1.2114231497703116,0.6737333154384167,5.129954710783525,1.029574000513157,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,84.73
79,-19.8523291944444,-43.9813195555556,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2761.TIF,0.05122900761697,0.1280625166945141,0.1231074484615098,0.0485087887171011,0.0995411871856561,0000SET_000_DJI_2761.T,-0.5612761852556885,5.608715636750177,-0.1314410224708219,-0.4346829937004712,-0.1058450738193583,0.8085716049648953,0.3940361799657283,-0.108960803343364,-1.0946303376926707,0.4285395496111732,2.4998047522609514,1.0402499466517132,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,26.669
145,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0289488105300974,0.1310481528236279,0.1287802412326451,0.0593247034955503,0.1081015743860444,0000SET_000_DJI_2801.T,-0.7617919715122314,7.944691201363482,-0.12924412072049,-0.369238234738887,-0.087295290238265,0.8394267113598265,0.4606661932584718,1.912030310924465,17.68734934512945,0.6381330004858073,4.526892484490173,1.017610710845663,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,48.026
150,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0289488105300974,0.1310481528236279,0.1287802412326451,0.0593247034955503,0.1081015743860444,0000SET_000_DJI_2801.T,-0.7617919715122314,7.944691201363482,-0.12924412072049,-0.369238234738887,-0.087295290238265,0.8394267113598265,0.4606661932584718,1.912030310924465,17.68734934512945,0.6381330004858073,4.526892484490173,1.017610710845663,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,3.163
177,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0554489017749587,0.1515726236920681,0.1360644664500415,0.0571187890540675,0.1059105732915537,0000SET_000_DJI_2811.T,-0.5318609832792746,5.933946152651082,-0.1456558350174583,-0.4086569365961162,-0.1246157173512156,0.7783852467494933,0.4197921069645298,0.0558411732830537,0.5272483336421239,0.464317523022114,2.733555018045819,1.1139765410223446,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,38.652
182,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0554489017749587,0.1515726236920681,0.1360644664500415,0.0571187890540675,0.1059105732915537,0000SET_000_DJI_2811.T,-0.5318609832792746,5.933946152651082,-0.1456558350174583,-0.4086569365961162,-0.1246157173512156,0.7783852467494933,0.4197921069645298,0.0558411732830537,0.5272483336421239,0.464317523022114,2.733555018045819,1.1139765410223446,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,9.751
209,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0817995292636517,0.1607320489636395,0.1289973585257523,0.0536615388522396,0.1078476347538734,0000SET_000_DJI_2821.T,-0.293642926637348,4.623823412935474,-0.087204000099559,-0.4124399126181834,-0.0892977448204233,0.8360452957053637,0.4159894393614805,-0.691336959020157,-6.410311738388192,0.3254525463319885,1.964950781630746,1.2460103896743888,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,27.829
214,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0817995292636517,0.1607320489636395,0.1289973585257523,0.0536615388522396,0.1078476347538734,0000SET_000_DJI_2821.T,-0.293642926637348,4.623823412935474,-0.087204000099559,-0.4124399126181834,-0.0892977448204233,0.8360452957053637,0.4159894393614805,-0.691336959020157,-6.410311738388192,0.3254525463319885,1.964950781630746,1.2460103896743888,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,20.525
241,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0566595078088605,0.1426531398187938,0.1326609708093346,0.0385003893727523,0.0947659326536951,0000SET_000_DJI_2831.T,-0.5327710493930629,5.61959801551038,-0.1901286175598503,-0.550127559961029,-0.1666251335203167,0.7143467447550668,0.2902164000298665,-0.7888766162887371,-8.324474779048959,0.4314509542343855,2.5177264211336032,1.075321090660646,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,1.716
246,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0566595078088605,0.1426531398187938,0.1326609708093346,0.0385003893727523,0.0947659326536951,0000SET_000_DJI_2831.T,-0.5327710493930629,5.61959801551038,-0.1901286175598503,-0.550127559961029,-0.1666251335203167,0.7143467447550668,0.2902164000298665,-0.7888766162887371,-8.324474779048959,0.4314509542343855,2.5177264211336032,1.075321090660646,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,47.18
