,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8530030277778,-43.9805685833333,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2751.TIF,0.025491277774693,0.1265878811446586,0.1301911703539022,0.0247009740701244,0.051544067137643,0000SET_000_DJI_2751.T,-0.8270925433972874,8.314936669751777,-0.5171458323093842,-0.6810558190413585,-0.4327564885148818,0.3959106212620207,0.1897284892898579,-0.0646944487265731,-1.2551289085087802,0.6647630358317386,4.965929219536079,0.9723230907330452,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,84.73
79,-19.8523291944444,-43.9813195555556,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2761.TIF,0.0502387567490547,0.120068581182512,0.1247923757646815,0.0476467126439486,0.0976443441294698,0000SET_000_DJI_2761.T,-0.6209252935395353,5.441979426588947,-0.1594061181680872,-0.4473792098571079,-0.1220483364802823,0.7824544050158625,0.3818078817074134,-0.105734728410821,-1.0828556364782784,0.4100224058549754,2.3899592456529337,0.9621467693581132,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,26.669
145,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0275933491003969,0.120116989737994,0.1225691462950114,0.0555658861634668,0.1007426955834178,0000SET_000_DJI_2801.T,-0.7906941174748142,7.804398423801306,-0.1477652199787707,-0.376137468339713,-0.0977397818583929,0.8219254080544905,0.4533431768360807,1.837946073376958,18.243963621710787,0.6263856773006711,4.353113835546199,0.9799936882066936,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,48.026
150,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0275933491003969,0.120116989737994,0.1225691462950114,0.0555658861634668,0.1007426955834178,0000SET_000_DJI_2801.T,-0.7906941174748142,7.804398423801306,-0.1477652199787707,-0.376137468339713,-0.0977397818583929,0.8219254080544905,0.4533431768360807,1.837946073376958,18.243963621710787,0.6263856773006711,4.353113835546199,0.9799936882066936,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,3.163
177,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0540844495162423,0.1323630812170297,0.1474163154022581,0.0556512255230803,0.1028117933571238,0000SET_000_DJI_2811.T,-0.7051200759899493,5.519861147082965,-0.2392336432116369,-0.451894426164923,-0.1782554416699276,0.6974247936978958,0.377510626087917,0.053518348174699,0.5205467819124543,0.4198426838528164,2.447340823489,0.8978862404466403,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,38.652
182,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0540844495162423,0.1323630812170297,0.1474163154022581,0.0556512255230803,0.1028117933571238,0000SET_000_DJI_2811.T,-0.7051200759899493,5.519861147082965,-0.2392336432116369,-0.451894426164923,-0.1782554416699276,0.6974247936978958,0.377510626087917,0.053518348174699,0.5205467819124543,0.4198426838528164,2.447340823489,0.8978862404466403,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,9.751
209,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0815205016694547,0.1257119868739405,0.1567908010429718,0.0525262396581739,0.1048309971740958,0000SET_000_DJI_2821.T,-0.5987519666600726,3.7083692700868474,-0.2507319399293679,-0.4981178839312111,-0.1986065542817076,0.6686042578822253,0.3350084272085451,-0.7098369812778845,-6.771250874386306,0.2132459322141081,1.542090447181879,0.8017816481432893,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,27.829
214,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0815205016694547,0.1257119868739405,0.1567908010429718,0.0525262396581739,0.1048309971740958,0000SET_000_DJI_2821.T,-0.5987519666600726,3.7083692700868474,-0.2507319399293679,-0.4981178839312111,-0.1986065542817076,0.6686042578822253,0.3350084272085451,-0.7098369812778845,-6.771250874386306,0.2132459322141081,1.542090447181879,0.8017816481432893,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,20.525
241,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0553000866993865,0.1288639027509745,0.1377624079632145,0.0375278125630013,0.091890703608011,0000SET_000_DJI_2831.T,-0.6399179250622565,5.331010225323089,-0.2490807485877559,-0.5718208072265073,-0.1997434480262928,0.6670230650479613,0.2724096734213735,-0.7869289406538097,-8.56374921244161,0.3994473418562437,2.330265835774976,0.9354068693789376,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,1.716
246,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0553000866993865,0.1288639027509745,0.1377624079632145,0.0375278125630013,0.091890703608011,0000SET_000_DJI_2831.T,-0.6399179250622565,5.331010225323089,-0.2490807485877559,-0.5718208072265073,-0.1997434480262928,0.6670230650479613,0.2724096734213735,-0.7869289406538097,-8.56374921244161,0.3994473418562437,2.330265835774976,0.9354068693789376,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,47.18
273,-19.8496933611111,-43.9842725,87.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2841.TIF,0.0274791678182725,0.1198529923436415,0.1305827106291239,0.0541035080307256,0.0994862025638042,0000SET_000_DJI_2841.T,-0.8602500512897817,7.812419008534652,-0.211063952575904,-0.4141034623663815,-0.1351617114792176,0.7618635122865626,0.4143236709520324,1.7816102654982977,17.908114086028007,0.626976652102655,4.361594686428031,0.9178320144084268,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,49.967
278,-19.8496933611111,-43.9842725,87.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2841.TIF,0.0274791678182725,0.1198529923436415,0.1305827106291239,0.0541035080307256,0.0994862025638042,0000SET_000_DJI_2841.T,-0.8602500512897817,7.812419008534652,-0.211063952575904,-0.4141034623663815,-0.1351617114792176,0.7618635122865626,0.4143236709520324,1.7816102654982977,17.908114086028007,0.626976652102655,4.361594686428031,0.9178320144084268,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,2.01
