,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8530030277778,-43.9805685833333,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2751.TIF,0.0276557876587809,0.1413643120600533,0.1375064004233614,0.0267063460910548,0.0556890776592118,0000SET_000_DJI_2751.T,-0.7770745753561522,8.411157301167876,-0.4840685983516347,-0.6747347979018151,-0.4234950195323943,0.4049926220725257,0.194218930964886,-0.0715875932699561,-1.2854871418060654,0.6727514928131453,5.111563402359621,1.028056233199429,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,84.73
79,-19.8523291944444,-43.9813195555556,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2761.TIF,0.0544361850127279,0.1350765687445876,0.1299669969840343,0.0512795613393799,0.104849729929743,0000SET_000_DJI_2761.T,-0.5591703481462091,5.571028176476537,-0.1325360249181738,-0.4341458197746601,-0.1069654082330947,0.8067411909395982,0.3945583304173697,-0.1185654468695935,-1.1308130879215526,0.4255142840419353,2.481374635511377,1.0393143788740535,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,26.669
145,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0298823692368474,0.1336285638411146,0.1317703220609087,0.06075161968635,0.1103706341477553,0000SET_000_DJI_2801.T,-0.7624713601293124,7.893344437314083,-0.1308761898077483,-0.3688862772212816,-0.0883769860672074,0.8375985762312873,0.4610417485226191,1.8767513345197715,17.004082190986853,0.6344908725754811,4.471819579698509,1.0141021267243089,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,48.026
150,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0298823692368474,0.1336285638411146,0.1317703220609087,0.06075161968635,0.1103706341477553,0000SET_000_DJI_2801.T,-0.7624713601293124,7.893344437314083,-0.1308761898077483,-0.3688862772212816,-0.0883769860672074,0.8375985762312873,0.4610417485226191,1.8767513345197715,17.004082190986853,0.6344908725754811,4.471819579698509,1.0141021267243089,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,3.163
177,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0584252902769542,0.1604579458547545,0.14384174364617,0.0603424122937638,0.111384655907593,0000SET_000_DJI_2811.T,-0.5323292213059627,5.943270919498717,-0.1482849409218647,-0.408941286203273,-0.1271697904108856,0.7743555735919277,0.4195055674672399,0.0605691634814877,0.54378372844943,0.4661510738830823,2.7463782395283536,1.1155172468533054,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,38.652
182,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0584252902769542,0.1604579458547545,0.14384174364617,0.0603424122937638,0.111384655907593,0000SET_000_DJI_2811.T,-0.5323292213059627,5.943270919498717,-0.1482849409218647,-0.408941286203273,-0.1271697904108856,0.7743555735919277,0.4195055674672399,0.0605691634814877,0.54378372844943,0.4661510738830823,2.7463782395283536,1.1155172468533054,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,9.751
209,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0870644581684314,0.1695827166272531,0.1364181305489193,0.0565281397797046,0.1129733609175359,0000SET_000_DJI_2821.T,-0.2910300846811438,4.580673065373062,-0.0913501956530308,-0.4140530450946109,-0.0940078969556059,0.8281403686075574,0.4143740978728168,-0.7009501429053401,-6.204561298455072,0.3215241255802409,1.947783518036547,1.243109812052739,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,27.829
214,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0870644581684314,0.1695827166272531,0.1364181305489193,0.0565281397797046,0.1129733609175359,0000SET_000_DJI_2821.T,-0.2910300846811438,4.580673065373062,-0.0913501956530308,-0.4140530450946109,-0.0940078969556059,0.8281403686075574,0.4143740978728168,-0.7009501429053401,-6.204561298455072,0.3215241255802409,1.947783518036547,1.243109812052739,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,20.525
241,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0602408234336081,0.1512608115967507,0.1408138638482908,0.0407093611761412,0.0997764856329218,0000SET_000_DJI_2831.T,-0.5326762402246263,5.599581926568156,-0.1940286570809655,-0.551469392738456,-0.1705695108048112,0.7085700435038015,0.2891005193920423,-0.7946534527699365,-7.964335962818641,0.4303512270724416,2.5109353255015923,1.0741897669942155,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,1.716
246,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0602408234336081,0.1512608115967507,0.1408138638482908,0.0407093611761412,0.0997764856329218,0000SET_000_DJI_2831.T,-0.5326762402246263,5.599581926568156,-0.1940286570809655,-0.551469392738456,-0.1705695108048112,0.7085700435038015,0.2891005193920423,-0.7946534527699365,-7.964335962818641,0.4303512270724416,2.5109353255015923,1.0741897669942155,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,47.18
