,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
47,-19.8530030277778,-43.9805685833333,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2751.TIF,0.0275607280898932,0.1413806108129411,0.1375328792588666,0.0266582330438234,0.0557009565925136,0000SET_000_DJI_2751.T,-0.7778446459994162,8.425159147621248,-0.4843806921254376,-0.67527800171451,-0.4234865095225429,0.4050010215206239,0.193831709097334,-0.0684203724138823,-1.22835183809174,0.673724284785684,5.129785046019405,1.0279768123434123,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,84.73
79,-19.8523291944444,-43.9813195555556,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2761.TIF,0.0541070551550232,0.1348439587421729,0.1296705872084237,0.0510107870704271,0.1045075899121481,0000SET_000_DJI_2761.T,-0.5603775857536267,5.588407352632794,-0.1331720681317233,-0.4353509068211904,-0.1074523578826897,0.8059467621918739,0.3933874918637934,-0.1172385575866414,-1.1218185940867578,0.4272901315632886,2.492169613663667,1.0398962605562498,2022-08-24,09:53:12,-19.85255,-43.98122,A18,,,,,,0.6,60,3.07,4.97,323.9,0.319,29.27,9.46,7.25,114.1,0.453,0.17,349.1,227.0,13.81,7.89,21.218,0.404,4674,699.9,199,26.669
145,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0306013658867747,0.1395641581077739,0.1366553166885181,0.0628958548321867,0.1146443899909946,0000SET_000_DJI_2801.T,-0.7598938885143182,7.963947215058806,-0.1293500950182402,-0.3696268044644296,-0.087588350135221,0.8389310622455066,0.4602517952195508,1.923616034160849,16.7789809367205,0.6403341268146062,4.560716623701125,1.0212859732774684,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,48.026
150,-19.849709,-43.9842497777778,89.9,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2801.TIF,0.0306013658867747,0.1395641581077739,0.1366553166885181,0.0628958548321867,0.1146443899909946,0000SET_000_DJI_2801.T,-0.7598938885143182,7.963947215058806,-0.1293500950182402,-0.3696268044644296,-0.087588350135221,0.8389310622455066,0.4602517952195508,1.923616034160849,16.7789809367205,0.6403341268146062,4.560716623701125,1.0212859732774684,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,3.163
177,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0583338182036674,0.1604485426229317,0.1439610551458175,0.0603204844332958,0.1115395232611755,0000SET_000_DJI_2811.T,-0.5336741334159806,5.949222790575543,-0.1481907945510215,-0.4094377342409334,-0.1268941623803174,0.7747895647763738,0.4190055732239351,0.0629750424426964,0.5645984544441447,0.4667411213292357,2.7505235824396017,1.1145274147957176,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,38.652
182,-19.8497937222222,-43.9842522777778,49.4,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2811.TIF,0.0583338182036674,0.1604485426229317,0.1439610551458175,0.0603204844332958,0.1115395232611755,0000SET_000_DJI_2811.T,-0.5336741334159806,5.949222790575543,-0.1481907945510215,-0.4094377342409334,-0.1268941623803174,0.7747895647763738,0.4190055732239351,0.0629750424426964,0.5645984544441447,0.4667411213292357,2.7505235824396017,1.1145274147957176,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,9.751
209,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0852665905231281,0.1691700043589803,0.1361044428548095,0.0563416426265753,0.1132513145313061,0000SET_000_DJI_2821.T,-0.30051339493852,4.653674672719866,-0.0898185590563033,-0.41446829135919,-0.0916486892585215,0.8320912393147801,0.4139588792606734,-0.6818791871917513,-6.020938388342144,0.3297615811700684,1.9840127689061735,1.2429425580136555,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,27.829
214,-19.8498903055556,-43.984238,32.8,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2821.TIF,0.0852665905231281,0.1691700043589803,0.1361044428548095,0.0563416426265753,0.1132513145313061,0000SET_000_DJI_2821.T,-0.30051339493852,4.653674672719866,-0.0898185590563033,-0.41446829135919,-0.0916486892585215,0.8320912393147801,0.4139588792606734,-0.6818791871917513,-6.020938388342144,0.3297615811700684,1.9840127689061735,1.2429425580136555,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,20.525
241,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0600536811397003,0.1511095055018267,0.1405472028550197,0.0406962031713252,0.1001267960263473,0000SET_000_DJI_2831.T,-0.532683377184014,5.608057837157613,-0.1914178672501781,-0.5509221100666168,-0.167946712218782,0.7124068924347948,0.2895554115958111,-0.7930591249025492,-7.9205483085053885,0.4312106944886363,2.5162405140545365,1.0751512832148105,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,1.716
246,-19.8501289444444,-43.9842085555556,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_000_DJI_2831.TIF,0.0600536811397003,0.1511095055018267,0.1405472028550197,0.0406962031713252,0.1001267960263473,0000SET_000_DJI_2831.T,-0.532683377184014,5.608057837157613,-0.1914178672501781,-0.5509221100666168,-0.167946712218782,0.7124068924347948,0.2895554115958111,-0.7930591249025492,-7.9205483085053885,0.4312106944886363,2.5162405140545365,1.0751512832148105,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,47.18
