,lat_d,long_d,Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
81,-19.8500810833333,-43.9838375833333,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_ignore_DJI_2791.TIF,0.0306340766882672,0.1414879958090735,0.1375108900933757,0.0669343262202056,0.1149684687551325,0000SET_ignore_DJI_2791.T,-0.7553772515749677,8.011487838238025,-0.1309676383230365,-0.3452101504048822,-0.0892842149197987,0.8360681010577712,0.486756548334131,2.0353292141760937,17.7033688994421,0.6440424375120105,4.618647307338732,1.0289221145539615,2022-08-24,09:57:21,-19.85014,-43.98422,B4,,,,,,0.4,40,7.06,10.15,332.0,0.187,29.12,9.41,7.36,115.5,0.266,0.17,358.8,233.0,22.77,7.82,21.091,0.364,4674,700.0,201,40.529
86,-19.8500810833333,-43.9838375833333,90.0,2022-08-24, _Pampulha_2022-08-24_0000SET_ignore_DJI_2791.TIF,0.0306340766882672,0.1414879958090735,0.1375108900933757,0.0669343262202056,0.1149684687551325,0000SET_ignore_DJI_2791.T,-0.7553772515749677,8.011487838238025,-0.1309676383230365,-0.3452101504048822,-0.0892842149197987,0.8360681010577712,0.486756548334131,2.0353292141760937,17.7033688994421,0.6440424375120105,4.618647307338732,1.0289221145539615,2022-08-24,10:04:55,-19.84971,-43.98428,B1,,,,,,0.3,30,12.32,9.09,334.6,0.141,33.2,10.74,6.91,121.9,0.201,0.18,369.5,240.0,31.66,7.67,20.055,0.395,4674,699.9,206,61.997
955,-19.8474459444444,-43.9919683611111,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5891.TIF,0.0634414497504264,0.1602442785786207,0.1455135414262996,0.137059972963565,0.2479068050588601,0001SET_ignore_DJI_5891.T,-0.5121686240773092,5.613701874914211,0.4577550136857078,-0.029916351081196,0.2602642810605701,1.7036682815146873,0.941905279880662,2.0989002968005783,8.466489236962413,0.4327626512040813,2.525860919146849,1.1012327581882266,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,21.948
987,-19.8475337222222,-43.99194625,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5901.TIF,0.0634593387704745,0.16089144350988,0.1449916891775249,0.1416108370586403,0.2489021079529666,0001SET_ignore_DJI_5901.T,-0.5067538001301086,5.627826263136826,0.4631604923293407,-0.0117963095555504,0.2638031355975317,1.7166646541252162,0.9766824420209,2.164581043526691,8.696515514990004,0.4342846668466341,2.5353469895393457,1.109659763415045,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,11.939
1019,-19.8476001944444,-43.9919318611111,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5911.TIF,0.0627690883660977,0.1566942717343519,0.1489482639231094,0.1257582482116884,0.2337680213547833,0001SET_ignore_DJI_5911.T,-0.5499829355798891,5.570998814895087,0.3864870992262738,-0.0844174225474556,0.2216256812016393,1.5694578452788135,0.8443082510623137,1.8653855850703829,7.979643983209056,0.4279766031344099,2.496360482733796,1.0520046867766193,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,4.43
1051,-19.8476205277778,-43.9919289722222,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5921.TIF,0.0617629788855114,0.1532126373916816,0.1464906469462499,0.1033621546792242,0.220818274654189,0001SET_ignore_DJI_5921.T,-0.5530070463060811,5.549727631768203,0.3457491086435583,-0.172615604013417,0.2023572620672503,1.5073882139056378,0.7055887651117391,1.4388978046426946,6.516207985485218,0.4253954941022405,2.4806549191172964,1.0458868233949306,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,2.168
1083,-19.8476178611111,-43.9919286388889,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5931.TIF,0.0621908993054521,0.1543574927115133,0.1473759463768959,0.1145590878987498,0.2228155477623071,0001SET_ignore_DJI_5931.T,-0.5518685589863173,5.550664151788377,0.3483729464936452,-0.1252862511076372,0.2037853450977554,1.5118854415528815,0.7773255454168823,1.637784135186459,7.350403289332384,0.4256166141323296,2.481994864769245,1.047372359643839,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,2.466
1115,-19.8476490555556,-43.9919412777778,89.9,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5941.TIF,0.0634419432729626,0.1464784968211548,0.1407288532521647,0.1186822034455113,0.2330349759641507,0001SET_ignore_DJI_5941.T,-0.5276331451814853,5.2741487758477,0.4397195559927406,-0.0849873173769424,0.2469637656097641,1.6559146939582283,0.8433395192445067,1.7096796641718617,7.33657965761703,0.3955620210731405,2.308858923045952,1.0408561814874424,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,1.551
1147,-19.8477148055556,-43.9919682777778,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5951.TIF,0.0611608599704384,0.1365095903981504,0.1412056575656292,0.0662934331065327,0.1198026083478362,0001SET_ignore_DJI_5951.T,-0.586367575799827,5.151994137537272,-0.1082764225906478,-0.3610243505956083,-0.0820014229928218,0.8484264045309562,0.4694814234034568,0.1516552071664084,1.2658756704703045,0.3811835825092318,2.2319763074641394,0.9667430664717086,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,9.231
1179,-19.8477952222222,-43.9920000277778,90.0,2022-08-24, _Pampulha_2022-08-24_0001SET_ignore_DJI_5961.TIF,0.0617881231476045,0.1533902099661678,0.1408516689971847,0.0706906648608003,0.2475265157492969,0001SET_ignore_DJI_5961.T,-0.5154406260153024,5.55250241054492,0.495750874209577,-0.3316641300907915,0.2746674528636191,1.7573559299055546,0.5018802074841814,0.5045087189253407,2.038200705076477,0.4257031156112269,2.482519328184428,1.0890194703282765,2022-08-24,10:18:41,-19.84764,-43.99193,P0,,,,,,0.2,20,16.94,10.96,344.4,0.298,31.9,10.31,5.76,132.7,0.423,0.18,375.8,244.0,41.06,7.5,20.623,0.415,4674,700.0,211,18.75
