,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0500122545897467,0.0882613607611003,0.0851731750383159,0.0113169863175683,0.0193474592082478,0000SET_000_DJI_0101.T,1599833801540667.0,28004853543.531116,17638.38889826891,35544.512130477786,-0.3983727436940421,4.296447812655496,-0.476054058925457,-0.7654271449328824,-0.6297868005162076,0.2271543734226671,0.13287031172053,-1.3227402758607374,-68.36764774244128,0.2766189780624645,1.764794678526556,1.0362577269356832,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0499931922016402,0.0884510937627527,0.0879051540553959,0.0112878550221483,0.0191585549177889,0000SET_000_DJI_0111.T,1.7253301031258974e+16,172945174504.10272,33494.06292268601,45563.0373853398,-0.4286206110174824,4.306066886940842,-0.4965650886833151,-0.772406238562155,-0.6421092618304984,0.2179457521423101,0.1284094788689516,-1.3140482494268997,-68.58806705754165,0.2777861238058149,1.769262770938855,1.0062105540138495,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0501262228379906,0.0888887426470876,0.0844392060101272,0.0112574964342182,0.0192274275154022,0000SET_000_DJI_0121.T,1052282196735878.8,21480964875.28634,14591.449489300763,31974.89320260546,-0.3860216957772531,4.314253586421067,-0.4690989798628897,-0.7647255099356166,-0.6290527267740942,0.2277073461952752,0.1333207282037687,-1.324386346381207,-68.88005924455065,0.2788370278972428,1.773298238217122,1.0526951501228796,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.050565756106733,0.0871088194886969,0.0860320107278912,0.0113747798624024,0.0195090853017652,0000SET_000_DJI_0131.T,2712833306019080.0,37211475479.22019,19279.848035836145,39863.81522109672,-0.4071488378482759,4.203396711678126,-0.4831896168077546,-0.7664479079236622,-0.6303035303653989,0.2267654229711085,0.1322156690999522,-1.3293014651998774,-68.1375597388772,0.2654307320281796,1.7226840098035847,1.0125163732858868,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.051000976522263,0.0880112554660331,0.086820229520872,0.0114735678753051,0.0196757791940695,0000SET_000_DJI_0141.T,3821111183322959.0,47212395101.30571,21219.86121965149,43736.739367199465,-0.4069849112927722,4.208589012532585,-0.4830110945377498,-0.7665454346206522,-0.63048795102292,0.2266266664192514,0.1321531622137303,-1.3290866719908363,-67.54937930953393,0.2662375707116631,1.725677849082249,1.0137182998908656,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0529744476381151,0.0897682304339597,0.0869795319342376,0.0128311655298284,0.0219375165658855,0000SET_000_DJI_0261.T,96538285205795.86,4061956855.597646,15165.532159209795,52995.467110449536,-0.3788097875131805,4.133724392752544,-0.4556592061101064,-0.7428899736033227,-0.5971701975405493,0.252214700148901,0.1475193674246215,-1.2955906182547805,-59.05821720356087,0.257763013086152,1.6945571768335246,1.0320615487081553,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0533450498398084,0.0902803471188533,0.0877998862075899,0.0130263697760823,0.0221231196879628,0000SET_000_DJI_0271.T,108693192281659.28,5113288907.524691,17001.910829684162,56216.31226825663,-0.3816427103721921,4.127759800229359,-0.4572782245366409,-0.7416075872500553,-0.5974797175946246,0.2519720769985503,0.1483643127427679,-1.283616075510961,-58.021476790607295,0.2571641092812828,1.692384717794043,1.0282512998410809,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0539574540932225,0.0877234418334104,0.0850724913878801,0.0132248202699072,0.0225548513522266,0000SET_000_DJI_0281.T,9549234810676.438,871805119.6795555,8446.391685842396,43622.972814963854,-0.3546946704821049,3.974184222553461,-0.4412566678575157,-0.7309220354683116,-0.5808713514986437,0.2651250831410338,0.1554535438442711,-1.287482201083197,-57.082273830020064,0.238324211033173,1.625789120477224,1.031161076891983,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0536566029875133,0.0874975313613621,0.0847945296480453,0.0130378483637272,0.0222156829547529,0000SET_000_DJI_0291.T,12028580363445.94,1041586625.735832,8373.877553118862,40857.98391867948,-0.3558720592005429,3.986466962023029,-0.4433369733161555,-0.7334655738990967,-0.5847932189946516,0.2619942942895376,0.1537581305992626,-1.289903356986537,-58.06273701392424,0.2397445071655346,1.63069457419293,1.0318770765583118,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0542690738013295,0.0881300895281501,0.0864635520958293,0.0134572738538805,0.0228634276977946,0000SET_000_DJI_0301.T,15007943455998.29,1289867670.1173308,10785.592304586084,51015.34477298442,-0.3653063155486344,3.9689769992316464,-0.4466327112532138,-0.7306412606986745,-0.5817422608590522,0.2644285036133444,0.1556410016438548,-1.277666740958221,-55.882554350390095,0.2377894289201253,1.623946814548198,1.0192744502385669,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
