,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
44116,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:59,,,-18.21341,-45.30786,0.285,,30.166,8.17,132.2,71.6,7.3,0.3,,-0.33,,3.78,11.79,1.41,-161,42,573.1,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1351,59.385
44117,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:04,,,-18.21336,-45.30789,0.256,,30.178,8.16,132.7,71.6,7.29,0.29,,-0.33,,3.76,11.73,1.42,-161,42,574.1,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1352,64.325
44118,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:09,,,-18.21329,-45.30792,0.223,,30.184,8.14,133.5,71.6,7.29,0.28,,-0.33,,3.74,11.65,1.43,-160,42,574.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1353,70.504
44119,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:14,,,-18.21323,-45.30795,0.196,,30.191,8.12,134.6,71.6,7.29,0.3,,-0.34,,3.75,11.67,1.44,-160,42,574.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1354,76.528
44120,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:19,,,-18.21317,-45.30797,0.168,,30.194,8.09,135.8,71.6,7.28,0.33,,-0.34,,3.73,11.63,1.47,-159,42,574.9,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1355,81.897
44121,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:24,,,-18.21312,-45.308,0.14,,30.196,8.07,136.6,71.6,7.28,0.31,,-0.35,,3.72,11.59,1.46,-159,42,574.7,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1356,87.685
44122,-18.2135832222222,-45.3073281666667,695.208,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7701.TIF,0.0256329113034676,0.058795579965032,0.0286481002131438,0.0059650688087661,0.0090113735428856,0004SET_000_DJI_7701.T,-0.0512825778990436,5.394337033391551,-0.2325841238570692,-0.6553295189475281,-0.521428599811868,0.3145539660864201,0.2082186520008511,-1.1591358067652069,-128.63031381939928,0.3927900186691769,2.2937534979523835,2.052337834885696,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:29,,,-18.21306,-45.30804,0.125,,30.194,8.06,137.2,71.6,7.28,0.3,,-0.33,,3.73,11.63,1.45,-159,42,574.7,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1357,95.068
44175,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,,Campanha 11,,3640,2022-03-24,14:57:38,,,-18.21358,-45.30772,0.67,190,29.257,8.38,134.6,70.2,7.66,0.49,,-0.19,,4.15,12.92,1.7,-151,42,572.9,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1348,61.085
44176,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:49,,,-18.21348,-45.30783,0.317,,30.151,8.18,132.2,71.6,7.3,0.32,,-0.31,,3.8,11.84,1.43,-160,42,573.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1349,71.663
44177,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:54,,,-18.21345,-45.30783,0.305,,30.159,8.18,132.1,71.6,7.3,0.3,,-0.33,,3.79,11.82,1.42,-160,42,573.2,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1350,71.736
44178,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:59,,,-18.21341,-45.30786,0.285,,30.166,8.17,132.2,71.6,7.3,0.3,,-0.33,,3.78,11.79,1.41,-161,42,573.1,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1351,75.224
44179,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:04,,,-18.21336,-45.30789,0.256,,30.178,8.16,132.7,71.6,7.29,0.29,,-0.33,,3.76,11.73,1.42,-161,42,574.1,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1352,79.115
44180,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:09,,,-18.21329,-45.30792,0.223,,30.184,8.14,133.5,71.6,7.29,0.28,,-0.33,,3.74,11.65,1.43,-160,42,574.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1353,83.846
44181,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:14,,,-18.21323,-45.30795,0.196,,30.191,8.12,134.6,71.6,7.29,0.3,,-0.34,,3.75,11.67,1.44,-160,42,574.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1354,88.767
44182,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:19,,,-18.21317,-45.30797,0.168,,30.194,8.09,135.8,71.6,7.28,0.33,,-0.34,,3.73,11.63,1.47,-159,42,574.9,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1355,93.029
44183,-18.2134790277778,-45.3071515277778,695.097,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7711.TIF,0.0255334438088609,0.0584321303094884,0.028439785643035,0.0059232983860863,0.0089466419684717,0004SET_000_DJI_7711.T,-0.049738762197793,5.386216891360004,-0.2321563793166917,-0.6552522246800346,-0.5213962638292766,0.314581905812035,0.2082750714239977,-1.1600263848458017,-129.66053508498248,0.3918116066741455,2.288454732033077,2.054591094423337,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:24,,,-18.21312,-45.308,0.14,,30.196,8.07,136.6,71.6,7.28,0.31,,-0.35,,3.72,11.59,1.46,-159,42,574.7,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1356,98.109
47096,-18.3086925833333,-45.1866887777778,685.712,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8241.TIF,90.0, _Campo2022-03-TM_0005SET_000_DJI_8241.TIF,0.0874619049413995,0.2163564469611373,0.1612318268239169,0.0128925401666181,0.0400462138928389,0005SET_000_DJI_8241.T,-0.3409647501549525,5.4834848000119,-0.39887522321217,-0.851915726794069,-0.6020806467488118,0.2483766057961609,0.0799627494185635,-2.6482835380386343,-66.13068454174648,0.4242487039133384,2.473722097707552,1.3418966417680214,,Chuvoso,Drone manual,Campanha 11,,,2022-03-25,09:00:30,,,-18.30915,-45.18591,0.654,180,28.335,7.52,134.3,64.7,7.11,0.9,,0.0,,4.81,14.95,2.18,-136,40,568.0,,,,,91.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.0,1527,96.674
48526,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:22,,,-18.30793,-45.18847,0.125,,28.21,7.43,114.1,65.0,7.01,0.61,,-0.08,,4.81,14.96,2.28,-133,40,568.8,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1481,94.518
48527,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:27,,,-18.30785,-45.18846,0.125,,28.211,7.43,114.2,64.9,7,0.62,,-0.07,,4.84,15.04,4.53,-77,40,569.1,,,,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1482,89.779
48528,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:32,,,-18.30777,-45.18845,0.129,,28.21,7.43,114.2,64.9,6.98,0.62,,-0.08,,4.85,15.07,4.58,-76,40,569.0,,,,,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1483,85.717
48529,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:37,,,-18.30768,-45.18844,0.136,,28.209,7.43,113.9,64.9,6.98,0.63,,-0.06,,4.87,15.15,4.26,-82,40,568.7,,,,,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1484,82.21
48530,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:42,,,-18.3076,-45.18845,0.148,,28.206,7.43,113.9,64.9,6.99,0.63,,-0.05,,4.89,15.2,2.18,-136,40,568.8,,,,,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1485,82.019
48531,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:47,,,-18.30756,-45.18848,0.174,,28.208,7.43,113.7,64.9,6.98,0.69,,-0.06,,4.9,15.24,2.18,-136,40,568.8,,,,,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1486,84.927
48532,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:52,,,-18.30756,-45.18853,0.208,,28.215,7.44,113.1,64.9,6.96,0.8,,-0.04,,4.93,15.33,2.17,-136,40,568.5,,,,,89.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1487,90.203
48533,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:57,,,-18.30759,-45.18857,0.235,,28.22,7.45,112.5,64.9,6.95,0.79,,-0.03,,4.93,15.32,2.18,-136,40,568.3,,,,,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1488,94.572
48534,-18.3075374444444,-45.1876758611111,685.201,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,89.9, _Campo2022-03-TM_0005SET_000_DJI_8331.TIF,0.0662501466697954,0.2774687507154253,0.1393075379824301,0.0205240553494762,0.0486044733621645,0005SET_000_DJI_8331.T,-0.2632995287731088,7.518273827917238,-0.2638873373278942,-0.7431789933188497,-0.482689020096398,0.3489005266053488,0.1473291082932264,-1.6345202292968188,-33.62900811860641,0.6145097219048391,4.1881982857847495,1.9917712618711312,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:43:02,,,-18.30765,-45.18861,0.253,,28.22,7.46,111.9,64.9,6.95,0.68,,-0.04,,4.93,15.34,2.2,-135,40,568.5,,,,,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1489,99.405
48687,-18.30774125,-45.1877775,685.357,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,90.0, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,0.0895026528449237,0.2052975276790596,0.1518945935159497,0.0163300334484168,0.0453094829968537,0005SET_000_DJI_8341.T,-0.3039098491656604,5.194283742272744,-0.3615503570236953,-0.8058544252040358,-0.5404812740378417,0.2982955610733833,0.1075089841607961,-2.2683743429683694,-50.06400852390846,0.3927910580933836,2.293759136220993,1.3515789003872762,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:07,,,-18.30819,-45.18852,0.126,,28.195,7.49,110.9,65.0,7.03,0.64,,-0.07,,4.76,14.8,3.41,-102,40,568.6,,,,,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1478,92.918
48688,-18.30774125,-45.1877775,685.357,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,90.0, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,0.0895026528449237,0.2052975276790596,0.1518945935159497,0.0163300334484168,0.0453094829968537,0005SET_000_DJI_8341.T,-0.3039098491656604,5.194283742272744,-0.3615503570236953,-0.8058544252040358,-0.5404812740378417,0.2982955610733833,0.1075089841607961,-2.2683743429683694,-50.06400852390846,0.3927910580933836,2.293759136220993,1.3515789003872762,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:12,,,-18.30811,-45.1885,0.128,,28.203,7.46,112.4,64.9,7.02,0.65,,-0.07,,4.77,14.83,3.22,-107,40,568.4,,,,,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1479,86.595
48689,-18.30774125,-45.1877775,685.357,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,90.0, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,0.0895026528449237,0.2052975276790596,0.1518945935159497,0.0163300334484168,0.0453094829968537,0005SET_000_DJI_8341.T,-0.3039098491656604,5.194283742272744,-0.3615503570236953,-0.8058544252040358,-0.5404812740378417,0.2982955610733833,0.1075089841607961,-2.2683743429683694,-50.06400852390846,0.3927910580933836,2.293759136220993,1.3515789003872762,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:17,,,-18.30802,-45.18849,0.128,,28.208,7.44,113.6,64.9,7.02,0.62,,-0.06,,4.79,14.88,2.72,-120,40,568.7,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1480,81.352
48690,-18.30774125,-45.1877775,685.357,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,90.0, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,0.0895026528449237,0.2052975276790596,0.1518945935159497,0.0163300334484168,0.0453094829968537,0005SET_000_DJI_8341.T,-0.3039098491656604,5.194283742272744,-0.3615503570236953,-0.8058544252040358,-0.5404812740378417,0.2982955610733833,0.1075089841607961,-2.2683743429683694,-50.06400852390846,0.3927910580933836,2.293759136220993,1.3515789003872762,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:22,,,-18.30793,-45.18847,0.125,,28.21,7.43,114.1,65.0,7.01,0.61,,-0.08,,4.81,14.96,2.28,-133,40,568.8,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1481,76.058
48691,-18.30774125,-45.1877775,685.357,2022-03-25, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,90.0, _Campo2022-03-TM_0005SET_000_DJI_8341.TIF,0.0895026528449237,0.2052975276790596,0.1518945935159497,0.0163300334484168,0.0453094829968537,0005SET_000_DJI_8341.T,-0.3039098491656604,5.194283742272744,-0.3615503570236953,-0.8058544252040358,-0.5404812740378417,0.2982955610733833,0.1075089841607961,-2.2683743429683694,-50.06400852390846,0.3927910580933836,2.293759136220993,1.3515789003872762,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-25,07:42:27,,,-18.30785,-45.18846,0.125,,28.211,7.43,114.2,64.9,7,0.62,,-0.07,,4.84,15.04,4.53,-77,40,569.1,,,,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1482,73.057
