,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0561514905490954,0.0991691820700536,0.0960874921585603,0.0124437469160512,0.021490873378762,0000SET_000_DJI_0101.T,3.964389267971054e+17,933554084921.2452,65103.0418160676,134659.4548512074,-0.4027057678186144,4.280718330859344,-0.4802748888598459,-0.7706881995976006,-0.6344417056564668,0.2236594263829728,0.1295043364803085,-1.3443117466673455,-62.55268099042635,0.2769605023951891,1.766100616391406,1.0320717071729586,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0562397283812491,0.0995670003753374,0.0990274775386041,0.0123958665716439,0.0212120109923914,0000SET_000_DJI_0111.T,5.804312961515318e+18,7603038901780.23,127247.49236794186,171418.73194380122,-0.4297382566117103,4.289664957530848,-0.4994358534269859,-0.7774996492767478,-0.6471706383394445,0.2142032849834257,0.1251760307315875,-1.3340451747826276,-62.89102788326577,0.2780834456885208,1.7704032939201404,1.0054482134670448,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0563663686894697,0.0999847909234922,0.0950373814783986,0.0123670113773194,0.0212786555316192,0000SET_000_DJI_0121.T,2.1011088008302637e+17,670995432265.2504,49092.154752774855,113213.35519065788,-0.3867689518750881,4.296630838447989,-0.471750424680986,-0.7697112557782873,-0.634123443703871,0.2238977463457966,0.1301278632148587,-1.3430918062567712,-63.11920432477477,0.278977286398114,1.773837720047615,1.052057510088471,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.056955049312173,0.0980731534167322,0.0971554321266363,0.012583309032085,0.0217318689713732,0000SET_000_DJI_0131.T,6.194211819704486e+17,1264696444395.466,71082.64343318592,152071.382001965,-0.4099020110390856,4.182724841447598,-0.4865151103322459,-0.7706678808373598,-0.6344122749753119,0.223681460682991,0.1295172977634787,-1.3454775180284089,-61.91264634444327,0.2652298316098112,1.7219395751760156,1.0094459081701137,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0573941625168452,0.0990684865766475,0.0979727414373885,0.0126804220287156,0.0219155287564429,0000SET_000_DJI_0141.T,8.995582598911276e+17,1597068609591.345,78702.68841128325,168651.0719889792,-0.409601280111899,4.190634072719346,-0.4861045950685545,-0.7708077811512377,-0.634400784647062,0.2236900635310738,0.129428061751434,-1.346454010337997,-61.438353840408965,0.2663531795048429,1.7261073640994566,1.0111841837146025,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0596302209191349,0.1008717661550332,0.0980756388076956,0.0144058243468234,0.024679631930901,0000SET_000_DJI_0261.T,6868593909851394.0,72332508243.48067,52759.39872150354,205557.18290112825,-0.3811316025682811,4.108233820818883,-0.4572903315077229,-0.7438542504193121,-0.5979051362534895,0.251638757911047,0.1468848382937377,-1.299292482878104,-52.64634766498602,0.2569534869175205,1.6916215402224712,1.0285099070608164,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.05998329555938,0.1014141610163331,0.0990005472478868,0.0145979157530185,0.0248448091671659,0000SET_000_DJI_0271.T,8406859620745306.0,98073948462.04752,60738.558782933535,219312.5701950493,-0.3847317898949333,4.105244490731135,-0.4594603883731818,-0.7429909636558698,-0.5987768958587105,0.2509562811300139,0.1474528793913318,-1.2877467537364005,-51.83162185194986,0.2567008572252034,1.690706722106306,1.0243798022894042,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0607811931062355,0.0990764583095363,0.0958901760453823,0.0144929060253135,0.0249596817744597,0000SET_000_DJI_0281.T,1116782131950828.2,18377484339.079014,26835.17513102184,165471.3251437667,-0.3543625149524294,3.965027224884434,-0.4437103488180265,-0.7374071143251573,-0.5869307217279714,0.2602944618919767,0.1511406759588634,-1.3115518271250637,-52.54681686154849,0.2395585376373329,1.6300512254895525,1.0332284535867993,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0604288467393838,0.0987591547932973,0.095634128370569,0.0142697475182518,0.0245977626574884,0000SET_000_DJI_0291.T,1591427028582715.8,22896103252.52309,26963.099211696197,156982.3348508302,-0.3564761333252576,3.975808417620099,-0.4462419593759203,-0.740323125042703,-0.5908279833717621,0.2572069519175777,0.1492118740598388,-1.3167166789769618,-53.52993673902729,0.24078641408187,1.63430480841747,1.0326768955389989,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0610815016832778,0.0993500022180056,0.0977116618527453,0.014804050321016,0.0254230287329254,0000SET_000_DJI_0301.T,1980096696672956.8,29086733741.370358,37665.59478363815,208066.76536002423,-0.3686981313708402,3.956030313517612,-0.450588764438065,-0.7368536351944575,-0.5870695965206103,0.260184181200794,0.1515075072955589,-1.3010873759964892,-51.17751270569305,0.2385348239225828,1.626515384856763,1.0167670914013247,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
