,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
23650,-18.21041675,-45.3167027222222,600.176,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4331.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4331.TIF,0.0295955579739465,0.0568066578974292,0.0273045868478313,0.004907633988717,0.0089071216145033,0002SET_000_DJI_4331.T,0.0403292714430024,4.697891538718624,-0.2129281644896207,-0.6952936580424314,-0.5080529479150099,0.3262133818080737,0.1797366140739388,-1.5139908683209071,-169.97532242691108,0.3149352091153659,1.91943189405103,2.080480404776428,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,38.386
23712,-18.2104141388889,-45.3167012222222,600.142,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4341.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4341.TIF,0.0295790655258461,0.0568904014275803,0.0273342856685498,0.0048955867894093,0.008925083940994,0002SET_000_DJI_4341.T,0.039457971836494,4.7056560751862335,-0.2128982908784581,-0.69620811898681,-0.5077088191491981,0.3265160849351551,0.1791005936197575,-1.5213511677029388,-170.45791140576137,0.3158494768615197,1.9233332904945772,2.08128363467852,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,38.584
23774,-18.2103828055556,-45.3166767222222,599.983,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4351.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4351.TIF,0.0296133965906225,0.056896157217583,0.0274179798909021,0.0049521380907133,0.008985458739886,0002SET_000_DJI_4351.T,0.0385863792404231,4.701468165409187,-0.213069196864448,-0.6940302723934546,-0.5063401108330149,0.327721399448089,0.1806164462304726,-1.5110349876445075,-168.16447900841158,0.3153728048054354,1.921297918105077,2.075140380289739,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,40.861
23836,-18.2103475555556,-45.3166517222222,599.691,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4361.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4361.TIF,0.0296357734818987,0.0568598856473112,0.0273799130714489,0.0049120164076865,0.008968817104147,0002SET_000_DJI_4361.T,0.0396740229912241,4.696081555071878,-0.2128557219247134,-0.6957743630116452,-0.5065127689017013,0.3275692322595232,0.1794021914849916,-1.523258324089961,-169.83937863842016,0.3147454154288168,1.9186233044344456,2.0767007367383967,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,43.862
23898,-18.2103053055556,-45.31662075,599.389,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4371.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4371.TIF,0.0295450822556079,0.0566289526697463,0.0274285322798321,0.0049851477601814,0.0090233876255419,0002SET_000_DJI_4371.T,0.0373757570287284,4.692773705584532,-0.2135810940062529,-0.6924047035679123,-0.5049156451036968,0.3289781433976581,0.1817504381686119,-1.5046433827710268,-166.7492792298907,0.314292703568993,1.9166963956919651,2.0646001795504367,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,47.812
23960,-18.2102556944444,-45.3165838333333,599.203,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4381.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4381.TIF,0.0295332142372884,0.056606185825588,0.0274564994237587,0.0050228322970457,0.0089648506854789,0002SET_000_DJI_4381.T,0.0366870649071527,4.6928366899593,-0.2146712041734914,-0.6907059332240901,-0.5077145323503464,0.3265110583515035,0.1829378253769428,-1.4812683567455345,-165.230677979374,0.3142925486889624,1.9166957369007769,2.0616679843973644,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,52.861
24022,-18.2101970555556,-45.3165385833333,599.197,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4391.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4391.TIF,0.0296452683462242,0.0568531084220318,0.0275839704432429,0.004945670971641,0.0089615921363152,0002SET_000_DJI_4391.T,0.0362565558892555,4.694368868004862,-0.21529165057999,-0.6959283437180396,-0.5095660592551446,0.3248840537570425,0.1792951084332573,-1.5097131652604272,-168.46483775383984,0.3145474064640782,1.917780192037727,2.0610922760018693,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,59.273
24084,-18.2101349444444,-45.3164919444444,599.201,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4401.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4401.TIF,0.0297365185803788,0.0570972793911519,0.027676430196878,0.0049948484381156,0.008997384856657,0002SET_000_DJI_4401.T,0.0360803247627249,4.69845936102341,-0.2151126148639162,-0.6942361213395726,-0.5093292124900031,0.3250919570426368,0.1804730018497485,-1.498762690694842,-166.5775905524298,0.315093448057444,1.9201063916347856,2.0630290461951515,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,66.451
24146,-18.2100656388889,-45.3164428055556,599.296,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4411.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4411.TIF,0.029758801009895,0.0575801375645869,0.0279854911241894,0.0050120410005971,0.0090289519849136,0002SET_000_DJI_4411.T,0.0307972498974407,4.727340266635016,-0.2170456780066067,-0.6962172212368425,-0.5121389800030194,0.3226297492813832,0.1790942663237708,-1.498047712176989,-165.91601269782632,0.3185444775123538,1.934894404698668,2.057499627541545,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,74.736
24208,-18.2100038333333,-45.316398,599.43,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4421.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4421.TIF,0.0299512726601322,0.0578914793398104,0.0282594279822908,0.0050588538544748,0.0090045722497061,0002SET_000_DJI_4421.T,0.0292244160476646,4.72232328938221,-0.2191968636478657,-0.6963316488371544,-0.5167146740207305,0.3186395795183452,0.1790147294433917,-1.4793221918635822,-164.28567075041968,0.3180707120798817,1.9328554080731637,2.0485722278628207,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,82.327
24270,-18.2099413611111,-45.3163532777778,599.582,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4431.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4431.TIF,0.0301081588691527,0.0582427668131064,0.0283196790779273,0.005079291120869,0.0090625931149664,0002SET_000_DJI_4431.T,0.0307073288081317,4.724607100306708,-0.2179613378609764,-0.6958414531564175,-0.5151395255910002,0.3200104453877761,0.1793555324865196,-1.4832227601308916,-163.66427812823534,0.3184415751922692,1.9344512916324152,2.056618178929207,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,90.121
24332,-18.2098799444444,-45.3163091388889,599.728,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4441.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4441.TIF,0.030090026221815,0.0582250707127318,0.0283610611797639,0.004973039996404,0.0090530622096243,0002SET_000_DJI_4441.T,0.0296945116749,4.725832016331433,-0.2186262557629234,-0.7016244733810637,-0.5160617761691549,0.3192074567394471,0.1753474584354533,-1.519562312338913,-167.85064292648605,0.3185757075233535,1.9350289123549895,2.0529933750954417,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,97.886
24518,-18.2109412222222,-45.3165872222222,610.123,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4471.TIF,58.2, _Campo2022-03-TM_0002SET_000_DJI_4471.TIF,0.0264484059317809,0.0596772515341068,0.0298566111943969,0.0048376675018645,0.009155480329803,0002SET_000_DJI_4471.T,-0.0571106271653301,5.327203448446712,-0.2403596265467479,-0.7211259214110252,-0.5306337101088933,0.3066483423115742,0.1620300264610194,-1.546376436430573,-168.90172669551754,0.3858181937883847,2.256364776313324,1.9987952130785107,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,23.814
24580,-18.2115016666667,-45.3167723888889,617.324,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4481.TIF,58.2, _Campo2022-03-TM_0002SET_000_DJI_4481.TIF,0.0259208239818205,0.0605789519207004,0.030519476238663,0.0050108529238036,0.0094009159656369,0002SET_000_DJI_4481.T,-0.0759117170409661,5.463278570429946,-0.2441458379825772,-0.7179394032129065,-0.5290168534654672,0.3080300556969432,0.1641854167030461,-1.5134328054818114,-160.98780278579784,0.4006730373259828,2.3370766285511326,1.9849276392219712,,Chuvoso,,Campanha 11,,3980,2022-03-24,14:46:34,,,-18.21073,-45.31655,0.648,200,29.78,8.12,129.5,71.0,7.29,0.45,,-0.2,,4.03,12.56,1.69,-152,42,572.6,,,,,96.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1345,88.963
25384,-18.2150032222222,-45.3181455833333,626.501,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4611.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4611.TIF,0.0267536527750261,0.0595924375092268,0.0296142324371816,0.0050367610126751,0.0091451323504481,0002SET_000_DJI_4611.T,-0.0480023939566591,5.276615445265728,-0.2370587946639952,-0.7092861986791937,-0.5281072122540652,0.30880869088358,0.1700790666568581,-1.473849814034602,-161.1622180582641,0.3803158269945381,2.227450509668531,2.012290463230329,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,2980,2022-03-24,14:40:02,,,-18.21554,-45.31885,0.733,200,30.029,8.22,128.7,71.2,7.4,0.4,,-0.25,,3.75,11.7,1.71,-151,42,572.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1343,95.385
25446,-18.2152849444444,-45.3182841944444,626.417,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4621.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4621.TIF,0.0266959783980002,0.0594123831090133,0.0295121690237402,0.0050754450606213,0.0092223601864141,0002SET_000_DJI_4621.T,-0.0474007349709013,5.273680001091595,-0.2356311104081744,-0.7065166132453108,-0.5238171019775064,0.3124934727432417,0.1719780425674069,-1.471595698022978,-159.56823072155174,0.3799445737722969,2.2255180995150896,2.0131486459440087,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,2980,2022-03-24,14:40:02,,,-18.21554,-45.31885,0.733,200,30.029,8.22,128.7,71.2,7.4,0.4,,-0.25,,3.75,11.7,1.71,-151,42,572.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1343,66.15
25508,-18.21554325,-45.3184153333333,626.219,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4631.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4631.TIF,0.0258908837843054,0.0573718956263177,0.0279461353818697,0.0053291837590931,0.0095650630087116,0002SET_000_DJI_4631.T,-0.0358233168893501,5.262226820671,-0.2207597740943649,-0.679691501288549,-0.4900155996555261,0.3422678262310651,0.1906948379900304,-1.4254082994933386,-149.02236380409784,0.3780922528031268,2.2159110559638577,2.052945598465046,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,2980,2022-03-24,14:40:02,,,-18.21554,-45.31885,0.733,200,30.029,8.22,128.7,71.2,7.4,0.4,,-0.25,,3.75,11.7,1.71,-151,42,572.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1343,45.912
25570,-18.2158413888889,-45.3185657777778,625.912,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4641.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4641.TIF,0.0264294786060932,0.0584260615343044,0.0292283091251996,0.0049778628283754,0.0090768392652048,0002SET_000_DJI_4641.T,-0.0479038026114954,5.249930187302184,-0.2374797193754611,-0.7089494354918515,-0.5260773213723623,0.3105495848673324,0.1703096408024391,-1.480004834863743,-163.0528856600117,0.3770712304143171,2.2106399602160343,1.9989545506733248,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,2980,2022-03-24,14:40:02,,,-18.21554,-45.31885,0.733,200,30.029,8.22,128.7,71.2,7.4,0.4,,-0.25,,3.75,11.7,1.71,-151,42,572.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1343,44.993
25632,-18.2161061944444,-45.3186939444444,625.979,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4651.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4651.TIF,0.0264833254541664,0.0590709698350881,0.0293652568594611,0.0049685474351741,0.0090313265424316,0002SET_000_DJI_4651.T,-0.0487876094355714,5.28340622228526,-0.2376728164060211,-0.7105740224685525,-0.5295765538354429,0.3075514232909502,0.1691981602256375,-1.4766802170441802,-163.50645833769153,0.3809001555181375,2.2304966926196554,2.011593840905097,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,2980,2022-03-24,14:40:02,,,-18.21554,-45.31885,0.733,200,30.029,8.22,128.7,71.2,7.4,0.4,,-0.25,,3.75,11.7,1.71,-151,42,572.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1343,65.08
25693,-18.2164330833333,-45.3188540555556,626.158,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4661.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4661.TIF,0.0265292871599371,0.0597540499819236,0.0295234187525067,0.0049585020781559,0.0090222553099305,0002SET_000_DJI_4661.T,-0.0501075925979136,5.320034357240074,-0.2376028109444781,-0.7123998919603911,-0.5318667773034124,0.3055965633778256,0.1679514869101972,-1.4794659832192811,-163.9796184431715,0.3850658067079718,2.252380534074828,2.023954288046338,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,3120,2022-03-24,14:37:32,,,-18.21718,-45.31875,0.617,210,29.961,8.25,133.6,71.2,7.45,0.39,,-0.23,,3.76,11.72,1.67,-152,42,575.4,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1342,83.777
25694,-18.2164330833333,-45.3188540555556,626.158,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4661.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4661.TIF,0.0265292871599371,0.0597540499819236,0.0295234187525067,0.0049585020781559,0.0090222553099305,0002SET_000_DJI_4661.T,-0.0501075925979136,5.320034357240074,-0.2376028109444781,-0.7123998919603911,-0.5318667773034124,0.3055965633778256,0.1679514869101972,-1.4794659832192811,-163.9796184431715,0.3850658067079718,2.252380534074828,2.023954288046338,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,2980,2022-03-24,14:40:02,,,-18.21554,-45.31885,0.733,200,30.029,8.22,128.7,71.2,7.4,0.4,,-0.25,,3.75,11.7,1.71,-151,42,572.0,,,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1343,99.307
25755,-18.2166714722222,-45.3189696388889,626.308,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4671.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4671.TIF,0.0258117228156854,0.0603746680793212,0.0298011636898863,0.0049955734996229,0.0090649776179303,0002SET_000_DJI_4671.T,-0.0660780589130446,5.467128666672,-0.2405969881859549,-0.7128711538431823,-0.5335282941449508,0.3041820014903212,0.1676301486615524,-1.463405843182423,-161.43513032926222,0.4010255552496779,2.339040617723991,2.025916461101508,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,3120,2022-03-24,14:37:32,,,-18.21718,-45.31875,0.617,210,29.961,8.25,133.6,71.2,7.45,0.39,,-0.23,,3.76,11.72,1.67,-152,42,575.4,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1342,61.12
25817,-18.21702,-45.3191405,626.418,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4681.TIF,89.9, _Campo2022-03-TM_0002SET_000_DJI_4681.TIF,0.0259161785669221,0.0608028651102276,0.0300204300296436,0.0050368216253383,0.0091099168822825,0002SET_000_DJI_4681.T,-0.0675009550171859,5.477930700267761,-0.2411294251030927,-0.7126516547897999,-0.5343809804300003,0.3034572413948412,0.1677797959711004,-1.457149121248859,-159.95196664009174,0.4022955635118249,2.3461354440516486,2.0253828825965505,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,3120,2022-03-24,14:37:32,,,-18.21718,-45.31875,0.617,210,29.961,8.25,133.6,71.2,7.45,0.39,,-0.23,,3.76,11.72,1.67,-152,42,575.4,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1342,44.919
25879,-18.2176828055556,-45.3194634444444,626.199,2022-03-24, _Campo2022-03-TM_0002SET_000_DJI_4691.TIF,90.0, _Campo2022-03-TM_0002SET_000_DJI_4691.TIF,0.0263096008200394,0.0594076364900739,0.0302289026371321,0.0060454187662944,0.0101075184157117,0002SET_000_DJI_4691.T,-0.0659730305505009,5.330819291857615,-0.2347413991963363,-0.6666832882104118,-0.4988391061036339,0.3343660382595558,0.1999880326078534,-1.2877541884900003,-127.40557429885482,0.3861304529716737,2.2580212028463964,1.9652594473310352,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,3120,2022-03-24,14:37:32,,,-18.21718,-45.31875,0.617,210,29.961,8.25,133.6,71.2,7.45,0.39,,-0.23,,3.76,11.72,1.67,-152,42,575.4,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1342,93.831
26191,-18.216901,-45.3203874166667,689.915,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3071.TIF,28.3, _Campo2022-03-TM_0002SET_not90_DJI_3071.TIF,0.0658998843074981,0.0888799754414533,0.0471176874858769,0.0179706886698247,0.0241753498556021,0002SET_not90_DJI_3071.T,0.2113209047182213,3.2359266669677247,-0.1482256003299565,-0.4478065138132807,-0.3218033413331195,0.5130843881684227,0.3814000565119256,-0.9784159767637968,-40.4716367129252,0.1484695177475174,1.348712162023333,1.886339932707739,,Chuvoso,,Campanha 11,,3040,2022-03-24,14:42:48,,,-18.21648,-45.32058,0.771,190,30.006,8.22,127.6,71.2,7.4,0.46,,-0.23,,3.75,11.68,1.71,-151,42,573.5,,,,,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1344,51.041
26253,-18.2168851388889,-45.32015425,690.138,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3081.TIF,21.1, _Campo2022-03-TM_0002SET_not90_DJI_3081.TIF,0.0852567846629477,0.1093491489130152,0.0629918882045026,0.0355841679924513,0.044920404678145,0002SET_not90_DJI_3081.T,0.2036128920962734,3.004693856321106,-0.0928619348561822,-0.2780362825359027,-0.1674645496228123,0.7131141160955726,0.5649007992414454,-0.7354868849433313,-16.373113515185352,0.1238007691099677,1.2825858885637516,1.7359242916804487,,Chuvoso,,Campanha 11,,3040,2022-03-24,14:42:48,,,-18.21648,-45.32058,0.771,190,30.006,8.22,127.6,71.2,7.4,0.46,,-0.23,,3.75,11.68,1.71,-151,42,573.5,,,,,97.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.6,1344,63.652
26313,-18.2180018055556,-45.3185425833333,688.846,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3141.TIF,29.1, _Campo2022-03-TM_0002SET_not90_DJI_3141.TIF,0.2213751102513391,0.2429476265538071,0.213665863837201,0.2216856004590953,0.2643906855089276,0002SET_not90_DJI_3141.T,0.0317321330670859,2.2627554537219563,0.1092447507971451,0.0184212924030414,0.1061063209804498,1.2374025535046418,1.0375340097752106,0.0016727374639089,0.0063267639731297,0.0464601764946973,1.097447794731646,1.137044646209452,,Chuvoso,poucas partículas amarelas (pequenas),Campanha 11,,3120,2022-03-24,14:37:32,,,-18.21718,-45.31875,0.617,210,29.961,8.25,133.6,71.2,7.45,0.39,,-0.23,,3.76,11.72,1.67,-152,42,575.4,,,,,98.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1342,93.97
26442,-18.2130187777778,-45.3088093611111,687.841,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,16.2, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,0.1420547512821274,0.1508123172097971,0.0872513985353115,0.0468286693499265,0.0658627981864055,0002SET_not90_DJI_3661.T,0.3633877773430018,2.2083799516890643,-0.0730317698710319,-0.3014820161038677,-0.1396905107877063,0.7548623780483035,0.536709670401151,-0.9428194039615652,-14.31490051930665,0.0299028701750779,1.0616492292487758,1.7284802277268012,,Chuvoso,,Campanha 11,,3680,2022-03-24,14:54:36,,,-18.21263,-45.30952,0.745,180,29.743,8.24,142.2,70.9,7.56,0.43,,-0.15,,3.95,12.32,1.67,-152,42,574.8,,,,,99.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.7,1347,86.62
26448,-18.2130187777778,-45.3088093611111,687.841,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,16.2, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,0.1420547512821274,0.1508123172097971,0.0872513985353115,0.0468286693499265,0.0658627981864055,0002SET_not90_DJI_3661.T,0.3633877773430018,2.2083799516890643,-0.0730317698710319,-0.3014820161038677,-0.1396905107877063,0.7548623780483035,0.536709670401151,-0.9428194039615652,-14.31490051930665,0.0299028701750779,1.0616492292487758,1.7284802277268012,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:09,,,-18.21329,-45.30792,0.223,,30.184,8.14,133.5,71.6,7.29,0.28,,-0.33,,3.74,11.65,1.43,-160,42,574.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1353,98.66
26449,-18.2130187777778,-45.3088093611111,687.841,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,16.2, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,0.1420547512821274,0.1508123172097971,0.0872513985353115,0.0468286693499265,0.0658627981864055,0002SET_not90_DJI_3661.T,0.3633877773430018,2.2083799516890643,-0.0730317698710319,-0.3014820161038677,-0.1396905107877063,0.7548623780483035,0.536709670401151,-0.9428194039615652,-14.31490051930665,0.0299028701750779,1.0616492292487758,1.7284802277268012,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:14,,,-18.21323,-45.30795,0.196,,30.191,8.12,134.6,71.6,7.29,0.3,,-0.34,,3.75,11.67,1.44,-160,42,574.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1354,93.759
26450,-18.2130187777778,-45.3088093611111,687.841,2022-03-24, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,16.2, _Campo2022-03-TM_0002SET_not90_DJI_3661.TIF,0.1420547512821274,0.1508123172097971,0.0872513985353115,0.0468286693499265,0.0658627981864055,0002SET_not90_DJI_3661.T,0.3633877773430018,2.2083799516890643,-0.0730317698710319,-0.3014820161038677,-0.1396905107877063,0.7548623780483035,0.536709670401151,-0.9428194039615652,-14.31490051930665,0.0299028701750779,1.0616492292487758,1.7284802277268012,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:59:19,,,-18.21317,-45.30797,0.168,,30.194,8.09,135.8,71.6,7.28,0.33,,-0.34,,3.73,11.63,1.47,-159,42,574.9,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1355,90.237
