,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0576804858928966,0.1018634379683781,0.0987998846995945,0.0127284962815487,0.022023620435693,0000SET_000_DJI_0101.T,1.5470540151963034e+18,2235317627889.5947,90010.37833821858,187048.80416721155,-0.4036718142132878,4.276193327251216,-0.4812233672443668,-0.7717442650996468,-0.635441458000529,0.222911398152506,0.128831084370698,-1.34843998526017,-61.22698986742412,0.2769328408513952,1.765994796880216,1.0310076603641642,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0577949230605155,0.1023149796895637,0.1018034385694969,0.012682230755447,0.0217372460984748,0000SET_000_DJI_0111.T,2.4138141967478678e+19,19245909470092.92,177697.25319844077,238706.0464464932,-0.4301277842453635,4.285103183763102,-0.5000702086241352,-0.77844858958808,-0.6480957482646971,0.2135217277914999,0.1245756620174413,-1.3378823604381984,-61.54792352155738,0.2780593571313388,1.7703108555475098,1.0050247921608029,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0579138852642036,0.1027240756967457,0.0976958751502694,0.0126484124760676,0.0218003483351775,0000SET_000_DJI_0121.T,7.904571743183383e+17,1579648338482.179,66783.32970355354,155770.2688966625,-0.3872703610739433,4.292085427063267,-0.4724632108194023,-0.7707464020448545,-0.6351290827557827,0.2231450232842035,0.1294672109402023,-1.347137025075846,-61.7942889885882,0.2789514394012717,1.7737382879445518,1.0514678899057126,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0585462569652362,0.1007887561648607,0.0999126685748204,0.0128818969721158,0.022287760046674,0000SET_000_DJI_0131.T,2.399044592418298e+18,3015891719932.5503,98084.1352244817,212388.58190663112,-0.4104268490219379,4.177402554598585,-0.4871804822005174,-0.7715865669653141,-0.6352261559456804,0.2230724127840068,0.1289315674965591,-1.349474997830278,-60.54780718225024,0.2651174928208248,1.7215234822732972,1.0087685335857508,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0589881905269678,0.1018135444951167,0.1007536811120965,0.0129848011075367,0.0224776339584628,0000SET_000_DJI_0141.T,3.488542027652354e+18,3829936703023.1167,109133.2276255072,236072.6710194736,-0.4102154658522069,4.186013116487251,-0.4867860856282631,-0.7716726853719996,-0.6351960709728264,0.2230949153456203,0.1288766917914401,-1.3500195233942285,-60.06057069391628,0.266323954541083,1.7259987734082185,1.0105193514650943,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0612903957980538,0.1035973793007245,0.1008590323716587,0.0148232142224435,0.0253881915198691,0000SET_000_DJI_0261.T,1.892010913848437e+16,145860359816.39685,72254.55732475304,288129.2934118167,-0.3819463083013354,4.10082109830107,-0.4577103475777859,-0.7437253397324802,-0.5978019834846784,0.2517195626695617,0.1469696255643318,-1.2985039839813513,-51.145981901275896,0.256580474066838,1.6902710114985766,1.0271502399405854,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.061624241878287,0.1041553622021496,0.1017708324492299,0.0150018178832193,0.0255276310546354,0000SET_000_DJI_0271.T,2.372727268945593e+16,201656849775.851,83236.38693409362,306020.4630893222,-0.3854490995194708,4.099723047659181,-0.4599070061574108,-0.7430593920663879,-0.59893261313621,0.2508344526647189,0.147407833091109,-1.287389271597409,-50.43120800524262,0.2565521890330153,1.690168658104794,1.0234303846744033,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0625099774824358,0.1019663596224779,0.0985777974950386,0.014797675442425,0.0255484184499844,0000SET_000_DJI_0281.T,3765141252428894.5,39605197088.65516,35562.89938223294,230539.4681420521,-0.3537227390106007,3.963206036553478,-0.4440114628675815,-0.7389616103195936,-0.5883477433759827,0.2591701082717966,0.1501116460141013,-1.3178062155922752,-51.5807355422848,0.2398909340671555,1.631201349434635,1.0343744962207118,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0621771410079361,0.1016676842615716,0.0984116242678822,0.0145870419297743,0.0252159448934247,0000SET_000_DJI_0291.T,5590700113183706.0,50270605598.872574,36303.32390308373,222052.712607353,-0.3564011861106393,3.9731522916815294,-0.4467378158209038,-0.7418192192771773,-0.592065992003395,0.2562293334859042,0.1482247858247671,-1.3231036748087746,-52.47091395547056,0.2410240493630339,1.6351296089441465,1.0330861320287348,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0627868108645482,0.1021577386918375,0.100488423560661,0.0151028196731733,0.0260128713972741,0000SET_000_DJI_0301.T,7217584681865413.0,65451054151.71946,51082.206904997554,294046.9252226609,-0.3690529291162275,3.9528837425090018,-0.4515187216776005,-0.73868574728241,-0.5887335160335861,0.258864359451028,0.1502941248158431,-1.3080803794721836,-50.28588960806756,0.2386918993878636,1.6270572957149447,1.0166120143199262,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
