,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0620690642237173,0.1094349698485288,0.10661500895769,0.0136299240635731,0.0236200429328914,0000SET_000_DJI_0101.T,6.02691570026575e+19,25606913139959.55,229702.18259667355,475222.2072186252,-0.4070540230022419,4.258294143084514,-0.4839242789463305,-0.7732973237023982,-0.6372705720924337,0.2215451948446112,0.1278424510472265,-1.3524103132898448,-57.25689479618114,0.2761795422541408,1.7631161548382492,1.0264499428214455,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0621895071486432,0.1099467886612093,0.1096134668831821,0.0135805918390933,0.0232027673737266,0000SET_000_DJI_0111.T,9.644694030561108e+20,267946910919043.6,452883.9712229312,575939.7385657646,-0.4313355607017444,4.268293666615048,-0.5019900021835467,-0.7795252144470873,-0.6506034446234171,0.2116780723526826,0.1238952860925974,-1.335426235694981,-57.55461036975858,0.2774387661119441,1.7679315000586562,1.0030408834562492,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0623024650241473,0.110329161425768,0.1052249679207536,0.0135165561833745,0.0232710308914758,0000SET_000_DJI_0121.T,2.687065097467476e+19,18067022151288.383,159483.32549179572,370337.57674292126,-0.3890404163498111,4.274267012372796,-0.4747330411849804,-0.7723364882613194,-0.6377936884169967,0.2211550295648608,0.1284538874229356,-1.3481516221797962,-57.932612803742416,0.2782033477252468,1.7708635024794996,1.048507437026338,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.063060468595147,0.1083180354293906,0.1075471751360951,0.0137932758762283,0.0238337878914703,0000SET_000_DJI_0131.T,7.746873385864764e+19,33226801535684.17,234184.21815388152,513423.63301943947,-0.410704518085058,4.157081070795398,-0.488470754959087,-0.772651646484692,-0.6371804964396605,0.2216124027554414,0.1282532605693609,-1.3499766925973284,-56.641298426611485,0.2640796002500041,1.717685228836478,1.0071676479862908,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0635150103676476,0.1094611482831112,0.1085658733599882,0.0139447497491647,0.0240328153015812,0000SET_000_DJI_0141.T,1.1156766005098657e+20,46211093378107.73,270771.5640396988,570444.2898127193,-0.4115694353563757,4.16846574915723,-0.4886977414562684,-0.7723503579483,-0.6375105132009266,0.2213662042941613,0.1284450566056425,-1.3450510035765264,-55.96726753390523,0.2656212178247608,1.723390229325492,1.008246375176796,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0658293059257472,0.1111317012718009,0.1080955067700816,0.0158001914564724,0.0270743593182913,0000SET_000_DJI_0261.T,3.470098091058931e+17,1058684554148.729,157142.53138448024,681456.3821422395,-0.38032532896227,4.084710744348325,-0.4578474587983295,-0.7449436633775552,-0.5994024392893855,0.2504670187251934,0.1461688087561243,-1.3022650301923662,-48.09956959212559,0.2560021332579835,1.6881797507807992,1.0280880731534685,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0661621052380098,0.1117008683896034,0.1091229672270608,0.015964290958198,0.0271306580596875,0000SET_000_DJI_0271.T,4.916190072677535e+17,1694405877177.178,185741.55077907216,714386.1350456236,-0.3846063384145507,4.084152370130173,-0.4609858223726671,-0.7447495262138644,-0.6017624044484611,0.2486246364913684,0.1462963422262871,-1.2893956034793246,-47.525408364318025,0.2560328449637688,1.6882907215206295,1.0236238184137585,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0673334478728526,0.1097986909923736,0.1060108875955029,0.0157707467572234,0.0272786858125889,0000SET_000_DJI_0281.T,7.976874354151128e+16,301172288464.4889,76941.56405790517,563031.6953610829,-0.352257748913753,3.950083567411017,-0.4444828718678694,-0.7409995876464383,-0.5906853759810614,0.2573196624546146,0.148765349625206,-1.324573286450185,-48.55707842930265,0.2397376523061766,1.6306708546948192,1.0357303243353977,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0670735374498352,0.1096110000039743,0.1060972871915291,0.0156174440922598,0.02701689788073,0000SET_000_DJI_0291.T,1.2461637599689366e+17,406388943650.4693,81864.1106056492,556778.0607573984,-0.3560203787966442,3.958854490943345,-0.4475795700655074,-0.7433762712609319,-0.5940793557641619,0.2546426831061054,0.1471992781876397,-1.3271228304960996,-49.12195457653485,0.2407537363888429,1.6341914288619888,1.0331178384052568,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0676807228422773,0.110095594563153,0.1083470503803415,0.016058891959288,0.0277416979086394,0000SET_000_DJI_0301.T,2.1786562333360493e+17,616861055752.6854,119590.913053445,757567.4336563022,-0.3693728863486648,3.940022679168445,-0.4534088322230031,-0.7418307894739133,-0.59229990344638,0.2560447913556939,0.1482171586851221,-1.317606950850058,-47.495541015163504,0.2385856133139818,1.6266905839602073,1.0161383644194597,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
