,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0621087679521885,0.1097099559904257,0.1068513539954602,0.0136390303839889,0.0236737156353572,0000SET_000_DJI_0101.T,7.155245840613572e+19,27373887366404.914,240723.4626810165,495803.2820381735,-0.4078261233390372,4.265261047917379,-0.4841011296759691,-0.7736079861603433,-0.6372541198052308,0.2215574697945617,0.1276448998911926,-1.3545676010698144,-57.218208663735865,0.2770430774130038,1.7664165561113807,1.0267530722641751,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0622211161541868,0.1101532281311304,0.1097053119434112,0.0135792779556829,0.0232135986072819,0000SET_000_DJI_0111.T,1.0507572702008092e+21,278929290200646.47,459823.43060048285,584226.2840188185,-0.4310740283770665,4.273382384396612,-0.5017667431585213,-0.7797084296294086,-0.6507103690346812,0.2115995861645794,0.1237795847359464,-1.3364046373165015,-57.569903741563074,0.2780698727277273,1.770351207750205,1.004082903368893,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0623378561638488,0.1104993985559905,0.105324614667626,0.0135228579448241,0.0232700089857448,0000SET_000_DJI_0121.T,2.8643285228048204e+19,19168580938822.5,162037.0853689704,372780.8811719781,-0.3890225563716134,4.277857535247696,-0.4747506885300144,-0.7724333947105326,-0.638087373723033,0.2209360941806264,0.1283921900640066,-1.3475021921123065,-57.907248464656185,0.278652553641917,1.7725890070000792,1.049131761883911,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0631184337566629,0.1084540711665835,0.1076929049773769,0.01379977301357,0.0238689645846996,0000SET_000_DJI_0131.T,8.583695131733356e+19,34528382436790.31,239427.91870090048,526633.0456900613,-0.4109985982199636,4.158205380242082,-0.4885627824235372,-0.7728295525003028,-0.6371446428338082,0.2216391561701652,0.1281400387190681,-1.3515020173525931,-56.621727874150366,0.2642360291364963,1.718263028906906,1.00706793255662,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.063506216018579,0.1095382990977526,0.1086993805262745,0.0139434360205063,0.0240476913899132,0000SET_000_DJI_0141.T,1.2553603975230672e+20,48966718309315.98,279722.07641459897,583128.312117866,-0.4125786586056522,4.171674618322385,-0.4891902472577822,-0.7726171591111866,-0.6376915732635345,0.2212311723717732,0.128275211440933,-1.3459936265178505,-55.971843812101945,0.2660129565402745,1.7248437391657334,1.007717786131038,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0658765064439976,0.111259338168942,0.1082480516450737,0.0158010685225523,0.0270686382105228,0000SET_000_DJI_0261.T,3.880666727829752e+17,1151537314588.639,161152.29700512174,690323.1938187451,-0.3808358552046834,4.086225633982959,-0.4582890245163898,-0.7452449722948373,-0.5999216617047143,0.2500612047898663,0.1459709277203549,-1.3021893748270723,-48.1069407592456,0.2562035471934584,1.6889076876522722,1.0278183900597284,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0661827521509821,0.1118387117525862,0.1092669810234386,0.0159669524412174,0.027090325628332,0000SET_000_DJI_0271.T,5.437501354538657e+17,1903582797390.088,191063.32724946536,713066.3704696009,-0.3852353822509065,4.087584819878083,-0.4616109405752361,-0.7450059740282189,-0.6026567802851183,0.2479278312129894,0.1461278813751829,-1.287323668205845,-47.51968233484494,0.2564632297728732,1.6898467972055555,1.0235362110773056,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0673664778488377,0.1099268632121883,0.1061364700725098,0.0157773692627538,0.0273107654953711,0000SET_000_DJI_0281.T,8.605767509281067e+16,310822165852.49146,78585.59836969222,575943.4192196269,-0.3526889705643253,3.952561265851831,-0.4446061205987773,-0.7411718087334455,-0.5906881790521786,0.2573174468371999,0.1486517240678448,-1.3256029601760608,-48.537744590159406,0.2400563106806189,1.6317739433973526,1.0357124477296915,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0671113369058525,0.1097417902689638,0.1062116916828704,0.0156196299533396,0.0270296380692965,0000SET_000_DJI_0291.T,1.3491668801944282e+17,425116143276.286,83353.07398487747,565576.6733877945,-0.3562941216940937,3.9611424103747135,-0.4477277551066642,-0.7435859720872104,-0.5942754681363134,0.2544883490793301,0.1470613047005888,-1.3277334243690204,-49.12139115459408,0.2410500399066838,1.6352198500070958,1.033236440641899,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0677371563273251,0.1102160812316014,0.1084774586858318,0.0160632748810294,0.0277676340401965,0000SET_000_DJI_0301.T,2.3725135846677936e+17,642017859298.8761,121811.4734924719,773690.2224106969,-0.3696402730278306,3.940873303566205,-0.453545132152538,-0.7420398222978888,-0.5923870212920812,0.2559760744452544,0.1480793805056885,-1.3187088161339655,-47.49085983433084,0.2387083566839296,1.627114086381278,1.0160275007068973,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
