,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0591918615475939,0.1044924333190536,0.1014502261198571,0.0130230696812153,0.0225617011894879,0000SET_000_DJI_0101.T,5.554815593838266e+18,5131450078770.42,123106.40044197024,257470.43419010568,-0.4044155469442745,4.270605069961482,-0.4819553702121462,-0.7724697347083231,-0.6361365930035385,0.2223918275237027,0.1283690552432022,-1.3512788847341095,-59.89259734384331,0.2767557621112384,1.765317572163789,1.0299871899309747,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.05933447220211,0.1049955208566671,0.1045479441718681,0.012974433130872,0.0222545750642018,0000SET_000_DJI_0111.T,9.582593152093412e+19,48369645502676.016,247110.06453674016,329414.3212432224,-0.430622864678966,4.279279319555217,-0.5007811877545193,-0.7792006351701074,-0.6489884396891175,0.2128647793171057,0.1241003181233589,-1.3401938597699825,-60.22104919566799,0.2778619277262744,1.7695534646204087,1.0042810663408477,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0594590333356052,0.1054318639624029,0.1003411613814376,0.0129389120235544,0.0223262331679866,0000SET_000_DJI_0121.T,2.8598344942287217e+18,3672788014367.346,90618.9036223147,213429.75642155384,-0.3877587525191721,4.286693199148962,-0.4731305941798245,-0.7715589046752116,-0.635987488770032,0.22250323656426,0.1289491953792355,-1.350021516776578,-60.46794847204062,0.2788075714313737,1.773184965307337,1.0507339411950145,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0601221210847467,0.1034501597334841,0.1026295932281066,0.013188915615821,0.0228412621792159,0000SET_000_DJI_0131.T,8.745805089151908e+18,7051323231253.988,134497.89378921833,293939.17553340486,-0.4108980812873635,4.171272139295075,-0.4877863819576816,-0.7722485680834683,-0.6359112703095051,0.2225601940022158,0.1285098693366839,-1.351938488416657,-59.18843178670026,0.2648861924037456,1.7206671665436293,1.007995418081349,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0605652342076693,0.1044856254647259,0.1034854710437775,0.0133000108863901,0.023031308867608,0000SET_000_DJI_0141.T,1.253647896596408e+19,9029521715249.504,150128.17133117164,325968.9702251866,-0.4107764742299215,4.17998709961573,-0.4874507308587226,-0.7722317763034466,-0.6359169292209379,0.2225559649611591,0.1285205618937927,-1.351403179470382,-58.6767859021265,0.2661021659883077,1.7251749593910597,1.0096646844321295,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0629011090894346,0.1062244858569444,0.1034998462171798,0.0152210091617849,0.0260642856719818,0000SET_000_DJI_0261.T,4.925929677523525e+16,282654863409.5378,96742.12313343768,396725.1140518652,-0.3821975394865238,4.093276049210534,-0.4578583186640013,-0.7435832295311814,-0.5976620181536191,0.2518292212462768,0.1470631089619762,-1.298019549490035,-49.800695320238944,0.2561609718578989,1.6887537818436775,1.026325059788469,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0632332943095967,0.1068101547937601,0.1044531077857954,0.015396250020221,0.0261848222095379,0000SET_000_DJI_0271.T,6.42507570944165e+16,406890143702.73126,112512.43578185348,420865.9495656543,-0.3859166158479042,4.09330717479199,-0.460284039102759,-0.7430732996476996,-0.5991237428444667,0.2506849510235326,0.1473986781876751,-1.286628610049663,-49.136427192581976,0.2562689754527165,1.6891442389638378,1.0225655996066518,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0642165567436243,0.1047719448049236,0.1012159201041692,0.0151262379645341,0.0261483919644717,0000SET_000_DJI_0281.T,1.1585945361773282e+16,82455322141.52902,46809.94622390415,317371.0166641122,-0.3531418971885513,3.9596834340596168,-0.4442167807383729,-0.7399697888429811,-0.5893921689714862,0.2583426790722284,0.1494452448682628,-1.3214869998188894,-50.537983429895725,0.2399890388379374,1.6315409937535437,1.0351330571030193,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0639213021104253,0.1045194508271491,0.1011468440400001,0.0149320941546785,0.025856554626428,0000SET_000_DJI_0291.T,1.7806871624723958e+16,105770569688.35909,48473.97896931254,311207.9867129144,-0.3561589889248194,3.968719960808196,-0.4469838094435219,-0.7427251767304152,-0.5928210599412426,0.2556338249782922,0.1476278800035854,-1.3271033330191988,-51.3256059128143,0.241023315371725,1.6351270605625292,1.0333436680022885,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0644710809250159,0.1048924297352835,0.1032131054934053,0.0154046464357429,0.0265948946919361,0000SET_000_DJI_0301.T,2.524855923402192e+16,144773206157.4983,68753.2680983356,411506.3242754259,-0.3693500538233547,3.9484423975847776,-0.452389127402691,-0.7402640635957378,-0.590242594386115,0.2576697461509415,0.1492508762535699,-1.313911423804929,-49.404648487039246,0.2386662194983821,1.6269686847236249,1.0162704555187083,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
