,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0546165085707249,0.0933490743578584,0.0964398080810267,0.012164133848507,0.0209555450410744,0000SET_000_DJI_0101.T,1.3644573365138806e+18,2323350727295.7,96659.39791708754,136648.01316002477,-0.4480312182847156,4.161303955396756,-0.5101474379780961,-0.7759909330657714,-0.6429919160551635,0.2172914427978536,0.1261318753173684,-1.3390470157749377,-63.89941245385447,0.2617673990162162,1.709173229866521,0.9679516811089924,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0546809829070372,0.0962307041394398,0.0967984108022245,0.0121171052924608,0.0206825540290745,0000SET_000_DJI_0111.T,2.192736366964856e+18,4194574944132.208,103864.10395477826,130263.0868328889,-0.437671409264121,4.271577096144034,-0.5043735065376893,-0.7774953335036886,-0.6478994863759528,0.2136662560641873,0.1251787626680988,-1.3286486757612277,-64.24006792843282,0.2753247415464007,1.7598568830235004,0.994135165463154,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0548100440929904,0.0923660743241444,0.0972274085210976,0.0120936284772572,0.0207534487221054,0000SET_000_DJI_0121.T,3.466068324501388e+18,4912667137405.014,111972.51346305126,141671.3125957906,-0.4592309972950679,4.107351254221101,-0.5196084841852224,-0.7787502056454294,-0.6481895587633387,0.2134526574119484,0.124384971904635,-1.3374215154543871,-64.4433382308089,0.2551774746817999,1.6852034303682852,0.9500003726223112,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0553607978216838,0.0943708572121684,0.09534179949383,0.0122900135779539,0.0211749467298985,0000SET_000_DJI_0131.T,3.489967971981274e+17,913906406626.6134,64101.207955927726,120796.6940993007,-0.4236583501860037,4.149124387073682,-0.4953318170908043,-0.7716286063162905,-0.6365338474310013,0.2220951024872236,0.1289047788399383,-1.3404493334353147,-63.30355162323188,0.2605331476611607,1.7046513223334558,0.9898161951335476,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0557936697522104,0.0951589793322104,0.0962991490912037,0.0123797873298546,0.021348654725022,0000SET_000_DJI_0141.T,5.849404554498295e+17,1267726044984.4077,73424.01602236726,136080.68429312468,-0.4256611370071997,4.149873866267981,-0.4965165886175696,-0.7721768773685602,-0.6370751678735945,0.2216910006629753,0.1285555214836826,-1.3418409070227657,-62.85365163782622,0.260779190155085,1.7055515393561371,0.9881601263380484,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0579553733409537,0.0952526308431592,0.098091397245474,0.0139904817428195,0.0239556532266262,0000SET_000_DJI_0261.T,2.0524178512677868e+16,155280038762.71344,72498.77979224015,199927.54835452,-0.4213639408092293,4.003821441685313,-0.4838894965941694,-0.7503524767945629,-0.6074357695010019,0.244217677587741,0.1426270002843193,-1.2989356832372596,-54.22251152782259,0.2434419644118899,1.6435513284123682,0.9710599860738982,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0583229624459053,0.0961827559606208,0.0986414733893992,0.0141973019617728,0.0241492994557498,0000SET_000_DJI_0271.T,1.8006429491423278e+16,168358425857.25543,76562.74651198485,205209.2816340605,-0.4191864803707759,4.015642405196383,-0.4821321482590702,-0.748361289501972,-0.6066593784501317,0.2448189247986747,0.1439283242022067,-1.2869164763724046,-53.290012769542166,0.2450381377801247,1.6491404401796388,0.9750742021150444,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0590631809027222,0.0931978937776141,0.0961957171179613,0.0142039697012276,0.0243856746996941,0000SET_000_DJI_0281.T,2831891421666882.5,37406915123.00239,38602.49861980878,166249.16227755172,-0.3984267745775842,3.846787336850072,-0.4716244290868719,-0.7426809783529428,-0.5955317096261352,0.2535006279935606,0.1476569864727947,-1.3039466982978316,-53.47183189949584,0.2241854193302906,1.5779355658326666,0.9688362077838552,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0587241394802134,0.0929036370374972,0.0959015509810823,0.0139796647987431,0.024007298622955,0000SET_000_DJI_0291.T,4019131057875924.0,47207180258.16982,38452.58415488076,156028.0762353806,-0.4001717552334747,3.8575157544368857,-0.4741496182906159,-0.7455495063550285,-0.5995741981975168,0.2503327462106501,0.1457709980258896,-1.308486627637239,-54.50370106972831,0.2254171256893128,1.582034881393201,0.9687396719561244,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0593630821680509,0.0948804428029212,0.0965019600951536,0.0144833815929534,0.0247917095840656,0000SET_000_DJI_0301.T,1780807310257422.8,29249024678.63182,39133.25591529973,174822.54789975806,-0.3914281682289879,3.8944656489576737,-0.4649157916002214,-0.7390037031438826,-0.5912118142747054,0.2569036894133579,0.1500838074032111,-1.2941064796295847,-52.19916259673141,0.230268081863109,1.5983072195329115,0.9831970532968082,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
