Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.0560196850497785,0.0990010588809079,0.0960636933017478,0.0124121251738192,0.0215987441236635,0000SET_000_DJI_0101.T,-0.40448060560786264,4.283563905938941,-0.4803547402106354,-0.7711540627533517,-0.6328693405258513,0.22483774443086635,0.1292072451850378,-1.354576309067931,-62.715512592413305,0.27726207952109583,1.7672548282436185,1.0305772709564005
0.0561109617765524,0.0994093499664324,0.0991466931773689,0.0123734316116314,0.021331560991757,0000SET_000_DJI_0111.T,-0.4329143225999204,4.292706488984679,-0.5003534992535917,-0.7780950902800309,-0.6458852904390197,0.21515151245231962,0.12479923651609738,-1.3438135537738674,-62.9964939880934,0.27840985980940913,1.7716564966807162,1.0026491734685856
0.056243890308662,0.0998171852467658,0.0950882461194086,0.0123503529526252,0.0213857180021787,0000SET_000_DJI_0121.T,-0.38915499084367533,4.2988595969830055,-0.47226720599559857,-0.7700946762281455,-0.6327811427478484,0.22490390637054383,0.1298830660638755,-1.3513557560756388,-63.189636931430954,0.27920668099348056,1.7747205020665715,1.0497321101224095
0.0568134843810049,0.0979067294043073,0.0972092929072201,0.0125605511820711,0.0218103233773288,0000SET_000_DJI_0131.T,-0.4125948111227381,4.186110248237187,-0.48732462090902967,-0.7711475080195278,-0.6335003580387074,0.22436459236613648,0.1292114242005579,-1.3525210842851696,-62.012885406874624,0.26559713186748085,1.7233009112365156,1.007174586669948
0.0571798823123022,0.0987478257083038,0.0979219768316653,0.0126519008511397,0.0219287134264348,0000SET_000_DJI_0141.T,-0.4125872567535131,4.193116734371557,-0.48736215243533176,-0.7711593168970116,-0.6340661304626445,0.2239406733396711,0.1292038953920344,-1.3497306909619795,-61.550838150627456,0.26658471367069897,1.7269679774604625,1.0084337439189794
0.0572828762676704,0.0995346702542075,0.0983071639451818,0.0130112687947394,0.0228290363342503,0000SET_000_DJI_0151.T,-0.41216078350123664,4.216026793261561,-0.4813117491313474,-0.7662333456465691,-0.6230848205311178,0.23222149249448662,0.13235321081986218,-1.3560272131165585,-59.39923145516734,0.26943282128599344,1.7375990302774542,1.0124864380149363
0.0571914487652226,0.0990413544930009,0.0987856646987998,0.0134402420573446,0.0233641203728155,0000SET_000_DJI_0161.T,-0.4199681652830849,4.203539241193068,-0.4827510148513859,-0.7604787977066846,-0.6174513060482697,0.23651326783145452,0.13605457935950793,-1.329845788873448,-56.918290423667884,0.2678688780781093,1.7317511032038535,1.0025883289339672
0.057060818340547,0.0990366940677172,0.0987945815175911,0.0133919541783335,0.0234109477483669,0000SET_000_DJI_0171.T,-0.421396973817687,4.212370976280809,-0.4829265540892323,-0.7612555892690787,-0.616859435264713,0.23696590833980516,0.1355535290763792,-1.3378546766426873,-57.14654062802789,0.26890803754376735,1.7356339594825343,1.0024506662856099
0.0569616806465817,0.0986808456993208,0.0974797542547031,0.0132552652945727,0.0231543535023284,0000SET_000_DJI_0181.T,-0.41059714599102054,4.205615938762742,-0.4775391565361301,-0.7605948804899201,-0.616122605242566,0.2375298715036643,0.1359796749172988,-1.3403142323251178,-57.88605724579337,0.2680447692041553,1.7324075515184556,1.0123214451431566
0.0572053959717467,0.0993180693114916,0.0974795807988932,0.0133768891729286,0.0230271927211821,0000SET_000_DJI_0191.T,-0.40550712580642734,4.213124852773468,-0.475662789237289,-0.7586629057135081,-0.6178274125421508,0.2362258078303467,0.13722760257377392,-1.3188807986604172,-57.27492771827171,0.26905022364243963,1.7361661015430088,1.0188602422941408
0.0571610026333267,0.0993790859102821,0.0966831392754403,0.0134314505978498,0.0231122267680024,0000SET_000_DJI_0201.T,-0.39769068391103507,4.218505164770264,-0.4699812884476719,-0.7560459406277498,-0.6141382170054731,0.2390512652072462,0.13892236742111758,-1.31641875625892,-56.95767740049301,0.2696950261734031,1.7385819235497613,1.02788435144996
0.0578428475705081,0.0973514138260105,0.0989223021732382,0.013699651077841,0.0232447743562938,0000SET_000_DJI_0211.T,-0.4219708064656215,4.093862422449707,-0.48763096738216155,-0.7567143761518853,-0.6194592681331008,0.23498011920088824,0.13848900376225992,-1.29488124859261,-55.70633763721632,0.2545749172680986,1.6830328712178813,0.9841199778743859
0.058813970408842,0.0994180201106449,0.0973337677881975,0.0137523504353056,0.0236938497526902,0000SET_000_DJI_0221.T,-0.3874528715869196,4.107666134421734,-0.4653920979805802,-0.7524019984632799,-0.6084554875305956,0.24342887664894516,0.14129064093389782,-1.3200336481130048,-55.71207979670455,0.25661087602132104,1.6903810339541123,1.021413455677405
0.0603332968833837,0.0975613668492509,0.0977789232823758,0.0145493476111715,0.0245135090294897,0000SET_000_DJI_0231.T,-0.3838161314083681,3.93591772511275,-0.46401450511935927,-0.7409494956980186,-0.59910014763667,0.2507034052594047,0.14879840279233217,-1.2785512977476141,-52.15700845641966,0.2357778856219362,1.6170402064688119,0.997775017091397
0.0595385348018074,0.1007244209940629,0.0982971499091373,0.0143815683619951,0.0247210033794463,0000SET_000_DJI_0261.T,-0.38479858930749755,4.108770991361272,-0.45909640293547443,-0.7447331921651869,-0.5980917820891972,0.25149257534219044,0.1463070737583842,-1.3037264012052034,-52.73760054129342,0.2569894333205402,1.6917517592489566,1.0246931990110526
