,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0591648871138587,0.1045858622233757,0.1014377493114497,0.0130125292830534,0.022673863771546,0000SET_000_DJI_0101.T,5.691662347036514e+18,4408133070636.229,123409.57211063876,270542.4214798684,-0.4041928927956259,4.275779252189404,-0.480998626624263,-0.7726081676191154,-0.6346213991049561,0.2235249098629863,0.1282809345769329,-1.3592322367172032,-59.947093729253936,0.2773787313545378,1.767701542675261,1.0310349247030333,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0593507792004529,0.1050817005576145,0.1046854939887942,0.0129682605816734,0.0223555636112626,0000SET_000_DJI_0111.T,1.1056842301146604e+20,45564224518595.98,254451.24801881035,349229.58480211464,-0.4314234976001845,4.281297960115859,-0.5006914114453858,-0.7795521166490921,-0.6480576589398197,0.2135497742758476,0.1238782957174711,-1.347199141501618,-60.26236533007412,0.2781136757436631,1.770519308646459,1.0037847322845197,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0594825442239744,0.1056136875348686,0.1004692117243325,0.0129393147807547,0.0224116198635827,0000SET_000_DJI_0121.T,3.1834725859493565e+18,3540722942873.837,92878.4168129227,223843.48890714388,-0.3880810192033703,4.291648801047561,-0.4728005662465329,-0.7718105475927459,-0.6352300098563658,0.223069530246497,0.1287888553983841,-1.3552797427246963,-60.47219036259536,0.2794197227849405,1.775540856779645,1.0512045005852293,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0600848370891139,0.1034448103251975,0.1026045796085484,0.0131837152524836,0.0229020550035769,0000SET_000_DJI_0131.T,8.710351397626869e+18,6425689139106.912,134709.02908310867,301470.6403023456,-0.4110379475371067,4.173520770992077,-0.4873888366128542,-0.7722789636326095,-0.6350463053311076,0.2232069473989525,0.1284905147780091,-1.3559853011681622,-59.20801871082665,0.2651505333844982,1.721645848382262,1.0081890176818102,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0605151117961989,0.1044207029653121,0.103497126485906,0.0132917647254488,0.0230849401143596,0000SET_000_DJI_0141.T,1.3011546930408362e+19,8481598608754.103,152025.6027681328,335395.5199932564,-0.4116234948541331,4.180899658170942,-0.4875362363706053,-0.7723796400910345,-0.6352573356657275,0.2230490922615446,0.1284264131454784,-1.35531121641536,-58.70975665093068,0.2661980433576449,1.725531026315827,1.0089236919976892,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0628567906219553,0.1062188286395628,0.1035827963953486,0.015208493695277,0.0260623866325335,0000SET_000_DJI_0261.T,5.407718842247706e+16,295430154999.49884,99341.59508321062,403223.8718465995,-0.3834160694013179,4.095851730492942,-0.4584954951009833,-0.7439459798159531,-0.5979428464082864,0.2516092202517891,0.1468245135729888,-1.2990419045430015,-49.843551277894726,0.2564653508708264,1.6898544705917826,1.0254485526163355,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0632129073540302,0.1068391272484948,0.104579142967902,0.0154173306582007,0.0262045717193915,0000SET_000_DJI_0271.T,6.690008674053021e+16,425343419752.4275,116153.05766523124,426179.7613358218,-0.387182455334542,4.095602862401508,-0.4608858190476879,-0.743036937798029,-0.5992685819936043,0.2505716816539063,0.1474226143059201,-1.2851381617678272,-49.04251729543892,0.2565462977049074,1.6901473404811391,1.0216102773120492,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0641342024725617,0.1046896533455287,0.1011500302788044,0.0151165862570278,0.0262390508227745,0000SET_000_DJI_0281.T,1.1304902476700754e+16,73171693960.77452,46800.32229244548,329114.4269615077,-0.3535767539899266,3.961769406851875,-0.4437227137896158,-0.7399668674048148,-0.5880486679725444,0.2594072463493151,0.1494471748091549,-1.326651592949745,-50.56019754336013,0.2402234605793268,1.632352930408976,1.0349937914696403,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0638271577720999,0.1043904407876329,0.1010589144836706,0.0149221755451847,0.0258911665129748,0000SET_000_DJI_0291.T,1.7105218208725432e+16,97834863407.83238,48335.3431455295,314950.6941555369,-0.3566586790002475,3.96985853803262,-0.4468483001438421,-0.7426791636210323,-0.5921047657518398,0.2561987395694654,0.1476581815807636,-1.3294348913559966,-51.34704497341898,0.2411357869975138,1.635517613996969,1.0329661793913354,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0643970045227572,0.1048117574812218,0.1031807614515051,0.0154092311382126,0.0266233832207101,0000SET_000_DJI_0301.T,2.438266281932576e+16,138598752391.37332,69154.90253423127,414820.0982839621,-0.3700325026578859,3.95006370915036,-0.4524433446832661,-0.7401259448337523,-0.5897914771837192,0.2580266209144334,0.1493420955752001,-1.3143296574917738,-49.36749197485044,0.2388455094158435,1.6275874671186368,1.015807171867822,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
