,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0527935310037386,0.0932611171304223,0.0901474814497221,0.011865499808915,0.0205412062216619,0000SET_000_DJI_0101.T,1.7558898616041072e+16,105444881811.77188,32087.96972901137,69969.67988618053,-0.4005308063567944,4.291493867651695,-0.4765769259470756,-0.7673727468304845,-0.6288472353625644,0.2278622307725628,0.131623198098249,-1.3420850845873766,-65.33623537511977,0.2770715389318629,1.766525469262853,1.0345393529650273,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0528353959475003,0.0934733443833722,0.092885893074611,0.0118078498883015,0.0202283464835691,0000SET_000_DJI_0111.T,2.140960448954175e+17,765406299624.5183,60323.71826693974,86433.87241653533,-0.4284697139202307,4.296962797077763,-0.496604279598944,-0.7744306478280293,-0.6423377540691562,0.2177763039573791,0.1271221010796202,-1.3302710377109734,-65.76271761962917,0.2777547557580667,1.7691424982648307,1.0063244405508307,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0529951676326687,0.0939795636088767,0.0892022828005651,0.0117970728043795,0.0203101631318891,0000SET_000_DJI_0121.T,9951607454628156.0,82387858158.30453,24862.872329242684,58868.92237873357,-0.3852658362895026,4.305482341804529,-0.4687344490220931,-0.7663931074862828,-0.6290802755986997,0.2276865848522929,0.1322507948676036,-1.3383817768651192,-65.89714559031377,0.2788533486674812,1.7733610026538211,1.053555589143301,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0534937772170632,0.0920768715841552,0.0910982541991314,0.0119738847476032,0.0206725184277533,0000SET_000_DJI_0131.T,2.746638483052648e+16,153202219192.92102,34806.39700384908,76042.63547661784,-0.4084030694689594,4.1912713527847085,-0.483790766554505,-0.7676601093183669,-0.6300908020603437,0.2269255169540933,0.131439233966323,-1.34001996668054,-64.82132166739466,0.2650472103052759,1.7212632267587369,1.0107424384103416,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0538102607252474,0.0928984811388946,0.0917909829913759,0.0120450213781252,0.0207168927872577,0000SET_000_DJI_0141.T,3.90114197849898e+16,214633621185.24768,38359.5562632683,79985.42910092248,-0.4088411543493663,4.201609599517983,-0.4844570902934711,-0.767999135728241,-0.631725465548394,0.2256963822819516,0.1312222724453977,-1.334955907791764,-64.43803718542449,0.2664341600710093,1.7264083073901046,1.0120654350942373,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0560511747618837,0.0948655691361975,0.0921411614796897,0.0135025105916984,0.0233340160257858,0000SET_000_DJI_0261.T,819302418307312.5,13729453328.069704,27180.13444823855,107735.16550570483,-0.3804329331118226,4.120058246065659,-0.4559278425750527,-0.7443763487779155,-0.5958609195525268,0.2532420435239382,0.1465415713765959,-1.3118258231810709,-56.21946182480576,0.2571907753358791,1.692481371518169,1.029567758998874,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.0563183849345181,0.0953161531437806,0.0928330602803451,0.0137024927021373,0.0234505639224491,0000SET_000_DJI_0271.T,826651113534317.0,17351278918.852444,30181.45744131664,109696.10376322232,-0.3830901074107143,4.119231299152165,-0.4575639378547739,-0.7427620673374569,-0.5966660983742267,0.2526100491746271,0.1476035871354166,-1.295015912964498,-55.22323118740808,0.2571826227948506,1.692451821099017,1.026747937167393,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0568625836614668,0.092533720724669,0.0899229778949086,0.0138768859133569,0.0237362928310425,0000SET_000_DJI_0281.T,66197357375433.625,3103044405.740705,14556.533647200142,79766.87213781753,-0.3572794217560094,3.969355338556229,-0.4430275925219494,-0.7326222712779342,-0.5823254420086131,0.2639624864156821,0.1543196882289037,-1.2930587729851748,-54.47602042110396,0.2387685372123069,1.6273217776309894,1.0290331002250783,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0565069005984169,0.0922177576587424,0.0895053075054074,0.0136487914786348,0.0233122186436264,0000SET_000_DJI_0291.T,83479334790763.08,3757371899.099396,14139.580694259916,72662.68349525282,-0.3578313737480277,3.981148798743959,-0.4450713798066139,-0.7353708361943765,-0.5867270017456229,0.2604562711794271,0.1524914204424158,-1.295450813846493,-55.56960637895662,0.2401138955624829,1.6319733816957214,1.03030490849016,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0571961694865888,0.092946872430141,0.0913800258374918,0.014123444424756,0.0240836800508334,0000SET_000_DJI_0301.T,105486599224475.31,4576067278.007501,18792.64722304108,94726.79239209226,-0.367778446516268,3.963148432332528,-0.4482148818057205,-0.7322657844400826,-0.5828354916283948,0.2635551897705006,0.1545572382510902,-1.284155535526713,-53.32056948175059,0.2381109539753413,1.6250541472350684,1.0171464888337376,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
1190,-18.2785562222222,-45.3763282222222,695.389,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,0.0572132997332212,0.0927956372902201,0.0912934905642214,0.0142623409162567,0.024148993384053,0000SET_000_DJI_0311.T,72500568364384.05,4131674881.04387,18391.61039758142,89915.7148405651,-0.3672607013238538,3.9558130800109135,-0.4476033129257892,-0.7297668785093238,-0.5816272734589931,0.2645204300416701,0.1562251681703823,-1.2711127834962834,-52.63626368524636,0.2372014512137939,1.6219242330527184,1.0164540397865716,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,45.24
1560,-18.2830395,-45.3703028333333,696.297,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,0.0544777826597752,0.0928143049183479,0.0895803330389619,0.0112203113114133,0.0186629701375066,0000SET_000_DJI_0391.T,9.185715700897491e+16,955437039719.5642,20523.28142283104,40066.64728193227,-0.3782019421474705,4.149607510847293,-0.4814743552591787,-0.7773761986597553,-0.6551662857686362,0.2083378070205361,0.1252541817022845,-1.3207406975731972,-70.76798000758362,0.260275503517724,1.7037092992200518,1.036101360306167,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,62.666
1622,-18.28342475,-45.3701848055556,696.187,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,0.0540772428825186,0.0946923878207737,0.0904736205457919,0.0108529287195586,0.0181925518107419,0000SET_000_DJI_0401.T,7.741711217926249e+17,3438068355275.697,26993.456224954785,44549.19119635286,-0.384364345444129,4.254406922999333,-0.4858590318020491,-0.7857831180821657,-0.6651662349704905,0.2010812842571498,0.1199568300029017,-1.3398625231767245,-73.6489601412373,0.2730069621484668,1.7510579824953438,1.0466298049037015,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,20.77
1684,-18.2837889166667,-45.37013425,696.215,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,0.0535891855164178,0.0934859853996721,0.0882859703307316,0.0105948301220705,0.0178144033330315,0000SET_000_DJI_0411.T,2.8129325741128253e+17,1551618234659.8745,18112.69008643367,34490.09796854432,-0.3711442379943668,4.241660149032558,-0.4791533918250954,-0.785705008989533,-0.664197161275112,0.2017806823246802,0.1200058183919912,-1.3489988173074858,-75.72517541500645,0.2712680844410945,1.7444934924609248,1.0588996762391636,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,29.787
