,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1190,-18.2785562222222,-45.3763282222222,695.389,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,87.6, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,0.0572132997332212,0.0927956372902201,0.0915170719948475,0.0142623409162567,0.024148993384053,0000SET_000_DJI_0311.T,-0.3696700972518849,3.9558130800109135,-0.4490937669951434,-0.7303380587252339,-0.5824359840555586,0.2638741915324018,0.1558435011672979,-1.2711127834962834,-52.63626368524636,0.2372014512137939,1.6219242330527184,1.0139707845487516,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,45.24
1560,-18.2830395,-45.3703028333333,696.297,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,0.0544777826597752,0.0928143049183479,0.0897997188778978,0.0112203113114133,0.0186629701375066,0000SET_000_DJI_0391.T,-0.3805656493274025,4.149607510847293,-0.4829638163873573,-0.7778596721781516,-0.6558637757015964,0.2078288258661807,0.124948178586948,-1.3207406975731972,-70.76798000758362,0.260275503517724,1.7037092992200518,1.033570105542859,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,62.666
1622,-18.28342475,-45.3701848055556,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,0.0540772428825186,0.0946923878207737,0.0906951940817641,0.0108529287195586,0.0181925518107419,0000SET_000_DJI_0401.T,-0.3867042752005903,4.254406922999333,-0.487348405237506,-0.7862505298932568,-0.6658475816240776,0.2005900312021035,0.1196637686201365,-1.3398625231767245,-73.6489601412373,0.2730069621484668,1.7510579824953438,1.0440728285492835,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,20.77
1684,-18.2837889166667,-45.37013425,696.215,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,0.0535891855164178,0.0934859853996721,0.08850218622333,0.0105948301220705,0.0178144033330315,0000SET_000_DJI_0411.T,-0.3734570540990913,4.241660149032558,-0.4806234964746542,-0.786172570824081,-0.6648800830168171,0.2012877206002337,0.1197126373277952,-1.3489988173074858,-75.72517541500645,0.2712680844410945,1.7444934924609248,1.0563127238887158,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,29.787
1746,-18.2841082222222,-45.3701066388889,696.186,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,0.0534262531756297,0.0925312944848104,0.0914719774505911,0.010578494570308,0.0178585030936226,0000SET_000_DJI_0421.T,-0.4111660221202984,4.214857254361343,-0.5043485283010168,-0.7926811241374442,-0.6733115412147017,0.1952346892606419,0.1156473803796579,-1.3539249038610102,-75.8140196164877,0.2679206518333386,1.731944296760425,1.011580782046518,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,63.699
1808,-18.2844092222222,-45.3701036666667,696.169,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,0.0530983620933487,0.0908729345891793,0.0896052145055374,0.010669748160811,0.0179197743494223,0000SET_000_DJI_0431.T,-0.4017351544464787,4.170752425823146,-0.4979148052975387,-0.7871901843272051,-0.6666863295639258,0.1999858428809954,0.119075080838645,-1.342011036350488,-74.88995174728592,0.2623757190930046,1.7114074899226015,1.014147838277465,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,96.966
1931,-18.2852839166667,-45.3702183888889,696.095,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,0.0518347477241463,0.0924762018897571,0.0857954733076328,0.0103891054040657,0.0171938879143575,0000SET_000_DJI_0451.T,-0.3672374609845226,4.3317576135801925,-0.4753733904240486,-0.7839756529951487,-0.6661036108905148,0.2004055371628545,0.1210915331956264,-1.323286324390574,-76.9626003718207,0.2816241891162447,1.7840581067722394,1.0778680777034648,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,62.946
1993,-18.2856711111111,-45.3703573055556,696.206,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,0.0516943146897278,0.0918881485581719,0.0849699704062876,0.0104527155445554,0.017034719638217,0000SET_000_DJI_0461.T,-0.3621321817741696,4.318332870541681,-0.4731444859723449,-0.7809175996169272,-0.6660012469860993,0.2004792935288167,0.1230165845012689,-1.3001653054451212,-76.32443228054252,0.2799355364105167,1.7775290979228522,1.0814190956970413,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,19.0
2055,-18.2858961111111,-45.3704516388889,696.108,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,45.7, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,0.0724372006137683,0.1828298818372652,0.0895325800054241,0.0143342431658208,0.0226785724768598,0000SET_000_DJI_0491.T,-0.0935042960147631,5.589666198966155,-0.2618982709664046,-0.7239880314392985,-0.5957875491842876,0.2532996644962747,0.1601008612166922,-1.2690464738271177,-55.957952164846176,0.4324595249944651,2.523977739174453,2.0420486243799623,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.278
2117,-18.2858964166667,-45.3704521111111,695.978,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,0.0527132443954961,0.0939536525502916,0.0879043365573075,0.0108001444016524,0.0176521829165317,0000SET_000_DJI_0501.T,-0.3745579996794088,4.325455944194186,-0.4789912045847879,-0.7811620243230301,-0.6655406410798423,0.200811286540155,0.1228624755572947,-1.2995676542052377,-73.62079015101078,0.2811841595724162,1.7823538207092249,1.0688170371326375,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.338
2179,-18.2866585,-45.3706971944444,695.755,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,0.0568139958453575,0.0927935307893313,0.0871539805254591,0.0116318074539796,0.0200184721065939,0000SET_000_DJI_0511.T,-0.3269622830602525,3.983321782726492,-0.448744190409594,-0.7645044354679714,-0.6264250445901096,0.2296908527401818,0.1334627217695669,-1.3686602354626054,-68.36986500142443,0.2404928131178086,1.633286471205208,1.064707890906082,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,98.926
2302,-18.2875132777778,-45.3710380277778,696.154,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,0.0563765197163856,0.093023751166166,0.0901078232017243,0.0112044559512476,0.0197958450135387,0000SET_000_DJI_0531.T,-0.3626095815582121,4.0231443218302445,-0.4706281840911796,-0.7788134657531505,-0.6397600674298598,0.219690636286061,0.1243449852979379,-1.4156468984071326,-71.51232480548057,0.2452956158197998,1.6500442317855433,1.0323604306577667,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,96.701
2364,-18.2878715555556,-45.37123225,696.171,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,0.0570908631850185,0.0899782603349594,0.0914205770643446,0.0118755686481827,0.0205673147634768,0000SET_000_DJI_0541.T,-0.3815334254244069,3.847710509293092,-0.481768440615226,-0.7700675360873124,-0.6326868123368456,0.2249746766420091,0.1299003903664304,-1.371645663970411,-66.69055633874792,0.2236186383845108,1.5760535979874806,0.9842232812819584,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,53.304
2426,-18.28813225,-45.3714388055556,696.243,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,0.0558975504801585,0.0902936342404016,0.0869448547534804,0.0114841006629208,0.0196825222748702,0000SET_000_DJI_0551.T,-0.3438482074014237,3.944162957453603,-0.4600984156957211,-0.7666519853972319,-0.6308167222450399,0.2263793795581941,0.1320848794961164,-1.3617754249843204,-69.18703842763978,0.2352815173226083,1.615341521493905,1.0385161318219025,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,18.612
2488,-18.2883940833333,-45.3716874166667,696.196,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,0.0522050116554315,0.0913929412767383,0.0900987943094573,0.0100407107850022,0.0170261237139107,0000SET_000_DJI_0561.T,-0.4146248290585509,4.259173530547823,-0.5088698627205595,-0.7994655400876806,-0.68212580176357,0.1889717153753692,0.1114411226249702,-1.369569366787575,-80.4392937465037,0.2729003361198169,1.7506545517116003,1.014363643567039,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,23.472
2550,-18.2886785277778,-45.3720318611111,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,0.0522612263814166,0.0918985574219768,0.0896988351538944,0.0098633734049275,0.0168596923985533,0000SET_000_DJI_0571.T,-0.4073797219751013,4.275787776165025,-0.5052667313560895,-0.8018651143299986,-0.6835599592861299,0.1879588778341154,0.1099609976874852,-1.3867189155882045,-82.25054661775421,0.2749541515310401,1.7584462475349547,1.0245234206699383,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,70.073
2611,-18.2890178333333,-45.3724529722222,696.394,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,0.0538077455529317,0.0904629874460242,0.0857611896293953,0.0099085658185276,0.0173364626334196,0000SET_000_DJI_0581.T,-0.3532211899980531,4.101372366182229,-0.4742800259874669,-0.7928589704837021,-0.6636885078774489,0.2021481127808119,0.1155367114349281,-1.4274512934297992,-82.33809420141414,0.2540726114794036,1.681226123050148,1.05482430732301,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,66.264
2673,-18.2891914166667,-45.3727828055556,696.503,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,0.0546278606801101,0.0893211231903262,0.0847202275475741,0.0100539760019173,0.0176186007328104,0000SET_000_DJI_0591.T,-0.3369009008467452,3.993757046815848,-0.4661486660799193,-0.7878330679578418,-0.655681015136512,0.2079621507498523,0.1186726746723095,-1.4298808886496552,-81.15746025090667,0.2410108190929805,1.6350836748554542,1.0543069320743796,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,26.452
2735,-18.2893211388889,-45.3730925833333,696.548,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,0.0547181954656057,0.0895558097722364,0.085078097019973,0.0100972649506852,0.0176523804050847,0000SET_000_DJI_0601.T,-0.3390053825829992,3.997165816091696,-0.4673448727214166,-0.7878176716827594,-0.6563360582459634,0.2074844292878414,0.1186823084243969,-1.4256285426677549,-80.76126335103837,0.2414684076261649,1.6366733041941897,1.0526306171518176,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,9.853
2797,-18.28941125,-45.3733278333333,696.63,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,0.0551282937312493,0.0904985610496597,0.0865453901680387,0.0103590800861571,0.0180689603314983,0000SET_000_DJI_0611.T,-0.3471557566484372,4.007330633910742,-0.4702184218670452,-0.7862001606534025,-0.6545605790177272,0.2087801591328568,0.1196953421325347,-1.4165010120833796,-78.39416248062136,0.2428828623101408,1.6415991666791037,1.04567742861804,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,36.397
