Blue,Green,Red,Near-IR,RedEdge,Image
0.0576804858928966,0.1018634379683781,0.09879988469959457,0.012728496281548743,0.02202362043569305,0000SET_000_DJI_0101.T
0.057794923060515556,0.10231497968956377,0.10180343856949693,0.01268223075544705,0.02173724609847487,0000SET_000_DJI_0111.T
0.057913885264203636,0.10272407569674571,0.09769587515026947,0.012648412476067685,0.021800348335177556,0000SET_000_DJI_0121.T
0.05854625696523622,0.10078875616486078,0.09991266857482048,0.012881896972115807,0.022287760046674033,0000SET_000_DJI_0131.T
0.058988190526967806,0.10181354449511676,0.10075368111209658,0.012984801107536761,0.022477633958462865,0000SET_000_DJI_0141.T
0.0590463523666071,0.10264356646486318,0.1011158104047707,0.013262725391323948,0.023222312089368632,0000SET_000_DJI_0151.T
0.05894753749401363,0.10194021079042834,0.10165623097845722,0.01381772440514608,0.02397587167094908,0000SET_000_DJI_0161.T
0.05881113374079888,0.10192177500090333,0.10164194242587679,0.013766007983350077,0.024018811711751846,0000SET_000_DJI_0171.T
0.058718291263929544,0.10168630565820615,0.10025907180711202,0.013685054612877183,0.023740655516876735,0000SET_000_DJI_0181.T
0.05902830879531749,0.10229262482439215,0.10032903564980607,0.013848959781686805,0.02379840170255444,0000SET_000_DJI_0191.T
0.058920016050126985,0.1023493518892634,0.09935995638794914,0.013810743321058224,0.02359033716353365,0000SET_000_DJI_0201.T
0.059606279078473864,0.10028079573490625,0.10159610269255771,0.013981681356349564,0.023788626141214467,0000SET_000_DJI_0211.T
0.060618067904557045,0.10238068895729378,0.10002550590288815,0.01408766860502897,0.024313731129116042,0000SET_000_DJI_0221.T
0.06213889381669282,0.10046235848590536,0.10041338565778582,0.014940998528519895,0.02524868190473175,0000SET_000_DJI_0231.T
0.0612903957980538,0.10359737930072456,0.10085903237165872,0.01482321422244359,0.025388191519869166,0000SET_000_DJI_0261.T
0.061624241878287016,0.1041553622021496,0.10177083244922992,0.015001817883219309,0.025527631054635416,0000SET_000_DJI_0271.T
0.06250997748243585,0.10196635962247796,0.09857779749503864,0.014797675442425004,0.025548418449984473,0000SET_000_DJI_0281.T
0.062177141007936185,0.10166768426157166,0.09841162426788228,0.01458704192977438,0.025215944893424783,0000SET_000_DJI_0291.T
0.06278681086454821,0.1021577386918375,0.10048842356066104,0.015102819673173387,0.02601287139727412,0000SET_000_DJI_0301.T
0.06263486634618892,0.10151102924410901,0.10029988570644598,0.015348014359190969,0.026229281786852826,0000SET_000_DJI_0311.T
0.06274470057643558,0.10143614611140817,0.10038411082042732,0.016592820777674343,0.02443479103137653,0000SET_000_DJI_0341.T
0.05056499714617966,0.0998627733360536,0.07295241410334861,0.5451891091646163,0.3774465241576229,0000SET_000_DJI_0351.T
0.046295658042396895,0.12280779722412019,0.1044639780547039,0.6057532797179506,0.4282424097853682,0000SET_000_DJI_0361.T
0.056010576358750494,0.12092027704264058,0.0959321206689452,0.11665148704208768,0.1047155004771843,0000SET_000_DJI_0371.T
0.05822645575397348,0.10160218037227478,0.10130899418195026,0.01369298063387641,0.020580283661010154,0000SET_000_DJI_0381.T
0.05961286975364343,0.10157269984080983,0.09837394256631764,0.011955857145677056,0.020267717312283804,0000SET_000_DJI_0391.T
0.05903618913624073,0.10345364125495073,0.09904534475102328,0.011499947115833334,0.01963405225033649,0000SET_000_DJI_0401.T
0.0586512566300235,0.10238515998701905,0.0969841100219442,0.011311587739100732,0.01935113287353137,0000SET_000_DJI_0411.T
0.05823565914811783,0.10056683875782181,0.09916799096694684,0.011325589564875,0.019319408238550658,0000SET_000_DJI_0421.T
0.058273838579047214,0.09978057753818934,0.09877260406195693,0.011519806925136128,0.019545374028054466,0000SET_000_DJI_0431.T
0.05739241060332402,0.10081557518583606,0.09845452588156159,0.011316427215691604,0.019014765545492033,0000SET_000_DJI_0441.T
0.057053128783035804,0.10178942848813044,0.09517337132772867,0.011684846170418296,0.019116830826875687,0000SET_000_DJI_0451.T
0.056625962130635275,0.10087404711707951,0.09356132412261266,0.011404957163803046,0.018690051802217753,0000SET_000_DJI_0461.T
0.07712793514868665,0.197533983654389,0.09628599047488161,0.015085956802384894,0.023927107856617714,0000SET_000_DJI_0491.T
0.0576422304114276,0.10237745870201313,0.09561517934369351,0.01189566559337651,0.019452868777991524,0000SET_000_DJI_0501.T
0.06224579393925144,0.10176650549383297,0.0951205424642067,0.012660557531192954,0.021896075514510772,0000SET_000_DJI_0511.T
0.06223603801572412,0.10273146423279438,0.10025054579122081,0.012334557611918606,0.02159943936101644,0000SET_000_DJI_0521.T
0.061645276581127686,0.10172416927040057,0.09835363962582445,0.012218306358744954,0.02140744900415458,0000SET_000_DJI_0531.T
0.062380380717892946,0.09861176519198472,0.09970893197859561,0.01277131886508153,0.022072007774875058,0000SET_000_DJI_0541.T
0.06119133171585811,0.09935947979294732,0.09576486792727368,0.012501378127343058,0.021428556868442316,0000SET_000_DJI_0551.T
0.05698021096581432,0.09971390678911848,0.09781244779750632,0.010956458537173102,0.018440271616255048,0000SET_000_DJI_0561.T
0.05697177809190628,0.10007281835525289,0.09718103806586958,0.010668614237344477,0.018132087694159017,0000SET_000_DJI_0571.T
0.05878853983692657,0.09857343549132404,0.09337650902892815,0.010869657890098377,0.01885472646510775,0000SET_000_DJI_0581.T
0.05987984479685653,0.09784505360496697,0.09295678170504452,0.011082160503930731,0.01930680250304258,0000SET_000_DJI_0591.T
0.05990892385374345,0.09786604214510498,0.09283417329226745,0.011040124616466803,0.0191927846271078,0000SET_000_DJI_0601.T
0.05999714358986329,0.09791428329848678,0.09327384141098011,0.011328867002282935,0.01958343896403561,0000SET_000_DJI_0611.T
0.06610272064641626,0.19926888160495895,0.09239656027853968,0.012809714489250683,0.023234570782606614,0000SET_000_DJI_0641.T
0.06738880386201772,0.19609285049936634,0.09217459258864234,0.013324947905210006,0.02430239842558716,0000SET_000_DJI_0651.T
0.07106218908029911,0.19232458174629388,0.18899600605267983,0.014995206082039674,0.02847437428505634,0000SET_000_DJI_0661.T
0.0720722781867401,0.19552449526359778,0.18947695451646723,0.015436307590106531,0.029484656170986525,0000SET_000_DJI_0671.T
0.0716437513172763,0.19413375487059187,0.19150039796122068,0.015180452187323126,0.02886404993072065,0000SET_000_DJI_0681.T
0.07151321201305942,0.19353382636878874,0.18965811365138838,0.015060210957045263,0.028634042287621533,0000SET_000_DJI_0691.T
0.07080555983798284,0.19980240281375178,0.09417364170044852,0.014683820805390485,0.027664468248106935,0000SET_000_DJI_0701.T
0.07014545421771406,0.1976835098621651,0.09127053621404184,0.01434406842133642,0.026808021526105206,0000SET_000_DJI_0711.T
0.07027012230801312,0.19795983178301618,0.09115375909013242,0.01438741917373003,0.02684943053292099,0000SET_000_DJI_0721.T
0.07060248153201282,0.19865647139179876,0.09770549659592047,0.014525562240520706,0.027080917218599534,0000SET_000_DJI_0731.T
0.07167369601094453,0.19360299367003264,0.09374292514972252,0.01479113472747235,0.027589922926929893,0000SET_000_DJI_0751.T
0.07191040025680917,0.19416018514283306,0.09335072163035216,0.014771106736879067,0.027408511534463588,0000SET_000_DJI_0761.T
0.07141030900885159,0.19295263548171346,0.09701233664776743,0.014458477298739853,0.026737885350250016,0000SET_000_DJI_0771.T
0.07143767849070061,0.1929941195117871,0.09659185151140705,0.014407928040428054,0.026573473936684588,0000SET_000_DJI_0781.T
0.07147854211232955,0.20165600364429997,0.09752677429445923,0.014687669974965088,0.027042472701998936,0000SET_000_DJI_0791.T
0.07497308090142699,0.19559773197736333,0.19873109855118928,0.015966319479427688,0.029834699271808998,0000SET_000_DJI_0811.T
0.07489425780913465,0.19529662338917841,0.19753721358115334,0.015792221174146547,0.029703425574734772,0000SET_000_DJI_0821.T
0.07487024173446322,0.19523608468274453,0.19137002342595907,0.015836640792384282,0.029793156307963035,0000SET_000_DJI_0831.T
0.07459856046294072,0.19419718374374415,0.19228374332826637,0.015599184161646676,0.0290110402836881,0000SET_000_DJI_0841.T
0.07350715790358048,0.1995059652145131,0.09466842979178165,0.01516733047017269,0.02786806986635462,0000SET_000_DJI_0851.T
0.07193459999194725,0.19410015125512428,0.09522745141737578,0.014563233762815734,0.026478430877222427,0000SET_000_DJI_0861.T
0.07177097119702551,0.19343225816878928,0.09446267184817425,0.014543120099249126,0.026342012221288454,0000SET_000_DJI_0871.T
0.0715581848295172,0.19283865620467974,0.09408757285609166,0.01442841053061203,0.02620769393144335,0000SET_000_DJI_0881.T
0.0702578955065364,0.19729185800298057,0.095286471042703,0.013896512361688186,0.025185796801000276,0000SET_000_DJI_0891.T
0.06999668093131468,0.19703536348383094,0.09505400414743775,0.013900244699952626,0.025034628222348632,0000SET_000_DJI_0901.T
0.07009920845553848,0.19736129406888153,0.09543611146337938,0.013972732046976232,0.025115454520025813,0000SET_000_DJI_0911.T
0.07010699827328813,0.19773491431947382,0.09593897756770255,0.013960436059807846,0.025172605366731653,0000SET_000_DJI_0921.T
0.07015412732921063,0.1987778115434678,0.09685118979527231,0.013973821191487584,0.02531734382111651,0000SET_000_DJI_0931.T
0.07017589767804314,0.19943694470227954,0.09753662831390086,0.014032503578642613,0.02541507196988116,0000SET_000_DJI_0941.T
0.07016269599550046,0.19973406396381302,0.09763567523601406,0.014147310246470117,0.025487336772366826,0000SET_000_DJI_0951.T
0.07255191398837231,0.19882688075029376,0.09998642690358549,0.014831090242149082,0.027561716157465912,0000SET_000_DJI_0971.T
0.07099311129995418,0.20147789832282265,0.09905812843342068,0.014883037697206149,0.02773836253929724,0000SET_000_DJI_0981.T
0.06904210986345584,0.20282358990871485,0.09694163706459408,0.013750054557249852,0.02453591695595438,0000SET_000_DJI_0991.T
0.0682873885172037,0.1995631454953967,0.09679344715128793,0.013164781020494447,0.023186426256125426,0000SET_000_DJI_1001.T
0.06874092646535261,0.19960226575347004,0.09230245049566843,0.013376323949823436,0.023562773116326406,0000SET_000_DJI_1011.T
0.06704761821278948,0.19975045617157933,0.09541724444221317,0.012960580364740591,0.022498825618951283,0000SET_000_DJI_1021.T
0.06668841637672267,0.19905553585119704,0.09423204559181021,0.012629839842096962,0.02205984162576088,0000SET_000_DJI_1031.T
0.06491269826593073,0.09992034920332764,0.09688226039202397,0.012064420568127088,0.02090810082879055,0000SET_000_DJI_1041.T
0.06482789375478701,0.0986941913700611,0.09130298863341176,0.01253197403440672,0.021371129204613655,0000SET_000_DJI_1051.T
0.06515485811832084,0.09891991620793997,0.09207379743647019,0.012779383550811435,0.021764778289860894,0000SET_000_DJI_1061.T
0.06512032961716756,0.09924739873513051,0.09234603772320576,0.012630859205347532,0.021631595366695955,0000SET_000_DJI_1071.T
0.06423462686723878,0.09818678000490615,0.09500030463315175,0.012238726036208403,0.02100792829817509,0000SET_000_DJI_1081.T
0.07473489447668438,0.17019396627032132,0.12820214155914783,0.021309293664011086,0.03376058207256377,0000SET_000_DJI_1091.T
0.07500931943428664,0.16234132739325785,0.13399689869082615,0.02154845536578124,0.03417476694389802,0000SET_000_DJI_1101.T
0.07110233720125288,0.20279497434912427,0.09623172583903837,0.015381704638807593,0.02645072526833023,0000SET_000_DJI_1111.T
0.07215057470336671,0.19619921359714323,0.09343619236388039,0.017061007449576848,0.02885824754760186,0000SET_000_DJI_1121.T
0.07070431369709691,0.19705834452058626,0.09658430669900568,0.01432976512380453,0.025165933710811883,0000SET_000_DJI_1131.T
0.06797016006035858,0.1973272946321285,0.09390624660523135,0.014004605978671428,0.023625971827580652,0000SET_000_DJI_1141.T
0.06515731665674437,0.1022988881366854,0.09906845246329418,0.012474767175589823,0.021089198427239865,0000SET_000_DJI_1151.T
0.06642820899794606,0.10147103046071669,0.09899448896441097,0.012669785329832959,0.021717163220994505,0000SET_000_DJI_1161.T
0.3272000796474462,0.24966149787646372,0.16324821187482144,0.07680189815404825,0.10015591357555925,0000SET_not90_DJI_0241.T
0.3452192059068044,0.2839162787311213,0.1852245641358885,0.13917658441719288,0.1917518182130304,0000SET_not90_DJI_0251.T
0.30113969559570597,0.2357770482361334,0.15618361481547433,0.12847160763611193,0.1318933328307174,0000SET_not90_DJI_0321.T
0.3066463613257494,0.33160490428122213,0.270037316827967,0.47262965347505215,0.38833239823244187,0000SET_not90_DJI_0331.T
0.8268556823147286,0.7131286250683156,0.48121532015145485,0.8701354683104681,0.7481279134127027,0000SET_not90_DJI_0471.T
0.5257793085040137,0.4273011797779958,0.28156405678153174,0.3179824191830038,0.3219340681732048,0000SET_not90_DJI_0481.T
0.8444558472986045,0.6885408480995724,0.4727898552141398,0.6609044101457667,0.6125988367623793,0000SET_not90_DJI_0621.T
0.4136654514591929,0.35368015574482675,0.2242442012244351,0.09855625239537623,0.13234233577566315,0000SET_not90_DJI_0631.T
0.6045038195560801,0.4772169775171336,0.3063663156729414,0.15872938699638528,0.20405599550032438,0000SET_not90_DJI_0741.T
0.4464531871257783,0.3766253320624964,0.24300154588684048,0.11065863269317304,0.1464808382333366,0000SET_not90_DJI_0801.T
0.11625729842477384,0.28074638422660825,0.23822032531661938,0.04384959524487512,0.05090853911704975,0000SET_not90_DJI_0961.T
0.07292285343283579,0.19612120141568223,0.09230801594434512,0.01580817072086442,0.025320910979490067,0000SET_not90_DJI_1171.T
0.069779805871143,0.1851424005886859,0.08622320027332583,0.014293087304653326,0.023773055815638766,0000SET_not90_DJI_1181.T
0.0840775903043238,0.15526229701736805,0.09465782219070247,0.027664343428351123,0.03524478807701492,0000SET_not90_DJI_1191.T
0.0898631202074904,0.15557235351688747,0.11215955520571352,0.019886109382908336,0.02270040478001823,0000SET_not90_DJI_1201.T
0.3094443610758799,0.5248122561175734,0.8005107868914173,0.9683771183706287,1.0902440102544098,0001SET_000_DJI_1261.T
0.08015173464591158,0.13413584239322227,0.12795571718659882,0.29137686133647656,0.2320270895853176,0001SET_000_DJI_1271.T
0.05311270863044488,0.13366154308876574,0.06831755982523308,0.011355674650307275,0.02059533991216691,0001SET_000_DJI_1281.T
0.055088349353620295,0.13262167786584225,0.06989073271035819,0.011759635821410042,0.022148201428451718,0001SET_000_DJI_1291.T
0.05597397734643554,0.13461417579880175,0.13878021265703402,0.012349590795205902,0.023019684075211686,0001SET_000_DJI_1301.T
0.05608880117138348,0.13520711133809335,0.1395126485565132,0.012207667959041489,0.022975670938009087,0001SET_000_DJI_1311.T
0.056081856394254725,0.1356022519849923,0.1396051483097837,0.012113347054552295,0.022850879839810097,0001SET_000_DJI_1321.T
0.05576830006578894,0.13485757033697096,0.1376645689559487,0.011889332485379168,0.022273621554767885,0001SET_000_DJI_1331.T
0.05766954979022921,0.1333798543221857,0.13987718856987083,0.012662000930618698,0.024030125562049802,0001SET_000_DJI_1341.T
0.055706655388873254,0.13567527950529223,0.1362101371404347,0.01186823135427437,0.021918154127516184,0001SET_000_DJI_1351.T
0.0550054566739663,0.1323219993578102,0.06720308927846232,0.011778817739065767,0.021476538458328264,0001SET_000_DJI_1361.T
0.05418823626567723,0.13664424858253085,0.06934966044331331,0.011406468692971803,0.02081707814195488,0001SET_000_DJI_1371.T
0.05405223799958035,0.13602336723604994,0.06905953794210014,0.011380507594544963,0.020761234432656445,0001SET_000_DJI_1381.T
0.053861596647259626,0.1352122433147392,0.06850643216849141,0.011356007939113637,0.0206870460248609,0001SET_000_DJI_1391.T
0.053834602044808756,0.13486211304940723,0.06829365759579341,0.011376941119008475,0.02067124723143374,0001SET_000_DJI_1401.T
0.05344018274261182,0.1328948117933606,0.06659418526454493,0.011449429931583108,0.02048300915717265,0001SET_000_DJI_1411.T
0.053353829347737386,0.13949000071913845,0.06976115015931472,0.011466833685689376,0.02028080820284818,0001SET_000_DJI_1421.T
0.053025213232161326,0.13224549783561226,0.06925678471001996,0.011361031360473617,0.019903140007249593,0001SET_000_DJI_1431.T
0.05345086240279853,0.13405163958377878,0.06713945782236062,0.01162679820654319,0.020261350177318505,0001SET_000_DJI_1441.T
0.053895775176472836,0.13548664464358218,0.06858203436539512,0.012016420002340647,0.020702396696769883,0001SET_000_DJI_1451.T
0.053553818994141904,0.13406174560976863,0.06687820761535258,0.011844315315687802,0.02025932066039142,0001SET_000_DJI_1461.T
0.053211350456776996,0.13939574452717443,0.06918275824564282,0.011612950902088854,0.01991618697254074,0001SET_000_DJI_1471.T
0.05293467176148095,0.13866997273815418,0.06841233178291586,0.011312952564996507,0.019641977776048286,0001SET_000_DJI_1481.T
0.052938763448977195,0.1388681292754041,0.0682999850806239,0.011158204002108771,0.01955192040923123,0001SET_000_DJI_1491.T
0.05342644593398454,0.13343303038551635,0.06909400957419759,0.011046625161257932,0.01971278490575785,0001SET_000_DJI_1501.T
0.05474707592841103,0.13759892087423253,0.0680823995210381,0.01122222556009569,0.020334870992937047,0001SET_000_DJI_1511.T
0.0549485220266014,0.13824143284548615,0.06876882925410312,0.01117005374473241,0.02062270969271666,0001SET_000_DJI_1521.T
0.05496831890346636,0.13847795908160462,0.06889338312022261,0.011227861782171054,0.020691421508117657,0001SET_000_DJI_1531.T
0.055195958712740543,0.1322794597480075,0.06933761784070466,0.0113551452229048,0.02084888928344768,0001SET_000_DJI_1541.T
0.05520596225814546,0.13942614651597665,0.06927024750467928,0.011441555666870688,0.020885915280990843,0001SET_000_DJI_1551.T
0.055468705074894174,0.1331586653350821,0.06975467363964111,0.011530999655812545,0.02103769036234179,0001SET_000_DJI_1561.T
0.055935494581329265,0.13446254626407378,0.06656045661030746,0.011672248616451063,0.021321974706962052,0001SET_000_DJI_1571.T
0.056384650868462415,0.13555924678417267,0.06749560146590179,0.011840408481196853,0.021683434063293285,0001SET_000_DJI_1581.T
0.05623687984803316,0.1348519823841363,0.06704344545155551,0.011918188222576096,0.021648226461101844,0001SET_000_DJI_1591.T
0.05587062302875934,0.1337506411650612,0.06635153622741245,0.01196994214712834,0.021544908877481506,0001SET_000_DJI_1601.T
0.05737610559762706,0.1340685098970739,0.13622163278370497,0.015508081475154605,0.025502651302073936,0001SET_000_DJI_1611.T
0.056100965612938786,0.13431357405873642,0.06660317366787351,0.012147680402173736,0.02173065784304453,0001SET_000_DJI_1641.T
0.0559981707995606,0.13413066797512643,0.0663702386377396,0.012194931219775648,0.0216671402693355,0001SET_000_DJI_1651.T
0.05697022639429198,0.13685988440266794,0.06796533148511423,0.01214778472266372,0.021939035893013138,0001SET_000_DJI_1661.T
0.05604040085701949,0.1353675979399244,0.06614122389799613,0.011728435827296702,0.021273465873558287,0001SET_000_DJI_1671.T
0.05422651160170601,0.1360298905169408,0.06863231675659501,0.01090901187177169,0.0197177093741412,0001SET_000_DJI_1681.T
0.0543138910036323,0.13549869026011974,0.06822732668696573,0.010765973298381332,0.01961135189401999,0001SET_000_DJI_1691.T
0.05341801050562594,0.13907985586522112,0.0693065810782813,0.01044772968703769,0.01897727968009378,0001SET_000_DJI_1701.T
0.05183190630274099,0.13255375426352028,0.06847668693564948,0.009976182134041186,0.01807333640095326,0001SET_000_DJI_1711.T
0.04948763681660036,0.1353783866311233,0.06776623930279131,0.0094005865425967,0.01672618107105169,0001SET_000_DJI_1721.T
0.04905530642588861,0.13892087585674429,0.06946938106086206,0.009275035339355996,0.016459542240316746,0001SET_000_DJI_1731.T
0.048900831610493606,0.13232948661784924,0.06585588627669504,0.009234917970563819,0.016381145911199994,0001SET_000_DJI_1741.T
0.04859459692194251,0.13626803684458214,0.06773253397761228,0.009159897556467978,0.016200121734692912,0001SET_000_DJI_1751.T
0.04809944682575524,0.1346727938403293,0.06971039151073663,0.008953144850224458,0.01588634060098375,0001SET_000_DJI_1761.T
0.04799164497941366,0.13430730082680326,0.06668455517767308,0.008884310208782092,0.015843556542463177,0001SET_000_DJI_1771.T
0.047207890442238144,0.13645206198331336,0.06712689373900188,0.008762244432856734,0.015477488111015047,0001SET_000_DJI_1781.T
0.04695628709637257,0.13570121746295724,0.0664026395311971,0.008594393916788491,0.01523842782278116,0001SET_000_DJI_1791.T
0.0471413975310551,0.1363552083807178,0.06688101205359541,0.008738641057369717,0.015363448912764407,0001SET_000_DJI_1811.T
0.04725394592548455,0.1361219505678522,0.06923194086677104,0.008742286084525312,0.015218775090104525,0001SET_000_DJI_1821.T
0.04683843019514864,0.1347681516120762,0.07012149293741293,0.008443844613473086,0.015023059576762924,0001SET_000_DJI_1831.T
0.04670062561062148,0.1336248681410083,0.06731286377612801,0.008659656016357814,0.01498893173397249,0001SET_000_DJI_1841.T
0.04644160477177519,0.06896543025863124,0.06917431401281353,0.008542243639067304,0.014829726343864884,0001SET_000_DJI_1851.T
0.04598913920670387,0.0683084700823195,0.0680902333620318,0.008321690992185774,0.014544721956493221,0001SET_000_DJI_1861.T
0.04608405523205989,0.06856449821324262,0.06852507217640748,0.008284660883290726,0.014599812955088654,0001SET_000_DJI_1871.T
0.046233388086065814,0.06916836438344998,0.06921010064035196,0.008253016576970841,0.014649553447976462,0001SET_000_DJI_1881.T
0.04565670725139514,0.06878136638150655,0.0684412245438631,0.008045805712238448,0.014365411430063339,0001SET_000_DJI_1891.T
0.045528551031444854,0.06843735536318014,0.06804273009724428,0.008049032028662589,0.01433932694863417,0001SET_000_DJI_1901.T
0.04567793245133463,0.06891562579264278,0.06881447080123894,0.008074989118083842,0.014445283854965484,0001SET_000_DJI_1911.T
0.04599891709901827,0.06933357937221954,0.06931322057873483,0.008172311158330456,0.01458468800721089,0001SET_000_DJI_1921.T
0.04640626484401954,0.13494605892767936,0.06762414758186198,0.008259149444696105,0.014747114662990593,0001SET_000_DJI_1931.T
0.04639354714092805,0.06965934587490663,0.06715075948590947,0.00831033424000063,0.014780585814741065,0001SET_000_DJI_1941.T
0.048399498461901114,0.13032360688872052,0.0642110874756669,0.009240869439839776,0.01631670928230891,0001SET_000_DJI_1951.T
0.05048645889388267,0.13296879102428857,0.06669407000821616,0.009749119791916392,0.01736566791047201,0001SET_000_DJI_1961.T
0.049202601544138816,0.133015029755624,0.06615267391698382,0.009502351917351375,0.01679562290078192,0001SET_000_DJI_1971.T
0.051024414343165375,0.13326585539775904,0.06397676034838519,0.00996253032123933,0.01772928729508358,0001SET_000_DJI_1981.T
0.051756922097561046,0.13918111478250764,0.06985687543026088,0.009852732749838906,0.017583773924288282,0001SET_000_DJI_1991.T
0.05275773189066427,0.1382528789011461,0.06923497260802312,0.010205443461574799,0.017886207704081336,0001SET_000_DJI_2001.T
0.054054563859576014,0.13350782666976363,0.06723743949444827,0.010772124927034273,0.01862123428366762,0001SET_000_DJI_2011.T
0.05509800647489279,0.13480092737677843,0.06829909993442222,0.01121170020146819,0.019229126829377052,0001SET_000_DJI_2021.T
0.055187637310955766,0.13492089636633314,0.06827195875582465,0.011167487473880503,0.019255477529514883,0001SET_000_DJI_2041.T
0.05525929477575819,0.1354635206893492,0.0685328689316865,0.011182117612937815,0.019198073703882195,0001SET_000_DJI_2051.T
0.05419660819825754,0.13055512360760427,0.06066136583748159,0.013283617782584274,0.02120082932790396,0001SET_000_DJI_2111.T
0.05221134900672343,0.13634290279109576,0.06602080271583004,0.010392216675970683,0.018412101482578096,0001SET_000_DJI_2151.T
0.052311311204512004,0.1364191211852122,0.06947530186162569,0.010519642832631045,0.018488391928103344,0001SET_000_DJI_2161.T
0.052646805498482524,0.13631650233129722,0.06983461457709551,0.01088050374613183,0.018963649412337216,0001SET_000_DJI_2171.T
0.05178040710035005,0.1392642144620413,0.06739777138775012,0.010361365997429182,0.018216593664538837,0001SET_000_DJI_2181.T
0.050813158321718094,0.1385786189984133,0.06853866297922209,0.009563330943364935,0.017036943421848316,0001SET_000_DJI_2191.T
0.049839436053431656,0.13491992730890873,0.06851190051158171,0.009278091532008086,0.01642636097677749,0001SET_000_DJI_2201.T
0.050223521868663475,0.1366164547311937,0.06971757918382684,0.009470418283171928,0.016647225439158288,0001SET_000_DJI_2211.T
0.03826121615908741,0.08646593962845961,0.08638625842984456,0.010424639467041693,0.01767186558130283,0001SET_000_DJI_2221.T
0.07174348900428829,0.15945187159509625,0.09294250586087059,0.01958005771994434,0.046405143406740505,0001SET_000_DJI_2231.T
0.036975751172863974,0.08576380479785363,0.08849987369129927,0.01376808542894645,0.018228269168309063,0001SET_000_DJI_2241.T
0.053004807146500514,0.13345991533307464,0.06989634291177278,0.010508615167452834,0.018505547653505462,0001SET_000_DJI_2251.T
0.05237924956352454,0.139172851703674,0.06926673866600758,0.010116775187044173,0.017875440291913538,0001SET_000_DJI_2261.T
0.05257266425301747,0.13329818509107824,0.06656745087551516,0.010297507237460188,0.018085588214208522,0001SET_000_DJI_2271.T
0.05236834818456237,0.1330133969678493,0.06942071070746862,0.010361729126869687,0.01801311281896703,0001SET_000_DJI_2281.T
0.05196096266747515,0.13288045794394593,0.06866097191443249,0.010091723698523574,0.017627137289359215,0001SET_000_DJI_2291.T
