,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
11,-18.2802163333333,-45.3723911666667,696.846,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0101.TIF,0.0495486797204485,0.0875490177085809,0.0844045572861081,0.0113263954913461,0.0194474804584339,0000SET_000_DJI_0101.T,828897769996465.1,16097649552.293703,16187.469702745671,34297.04979804025,-0.3981298531718796,4.302507332466849,-0.4738013697224942,-0.7633702545993335,-0.6254771522871543,0.2304079434065665,0.1341917528570495,-1.3245128395627264,-68.10716906972478,0.2771770693508826,1.766929375364362,1.0372546284653084,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,13.879
73,-18.2797463055556,-45.3726481944444,696.566,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0111.TIF,0.0495677008290665,0.0876789356797106,0.0870248289267692,0.0112837781681225,0.0192566029829023,0000SET_000_DJI_0111.T,8299313554246843.0,90755385029.09898,29707.05590808683,43607.97767387124,-0.4272078328429172,4.306600262925366,-0.493769666548681,-0.7704417039042999,-0.6376299672125518,0.221277113903971,0.1296615955156628,-1.318083101869725,-68.4483708284392,0.2776842902682488,1.7688723546421925,1.0075163233413746,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,45.059
135,-18.2797411944444,-45.3726581111111,696.156,89.7,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0121.TIF,0.0497166434313993,0.0881750597155837,0.0836477336881228,0.0112767263254004,0.0193248003686416,0000SET_000_DJI_0121.T,520834671886182.2,12251289876.52078,13184.591222271352,30537.069884979424,-0.3848150527617578,4.316107509883704,-0.4664742827269121,-0.7624063107908354,-0.6246610701453912,0.2310259885903584,0.1348120962540984,-1.3249900531429506,-68.56422979111417,0.2789030478736664,1.773552147325686,1.054123714150354,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,46.036
197,-18.2796795555556,-45.37283025,695.869,90.0,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0131.TIF,0.0501580318617562,0.0864069990477541,0.0852505138585536,0.0113557319468015,0.0195041983574561,0000SET_000_DJI_0131.T,1512614236530665.5,24104945397.29036,17450.584672158544,37275.14808715916,-0.4061300864922184,4.204716541241055,-0.4814286282749925,-0.7649068783879392,-0.6276215562076591,0.2287868714764251,0.133204263913796,-1.3287092359012307,-68.12426799347482,0.265433742039109,1.7226951664671777,1.0135657269012983,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,61.799
259,-18.2796683611111,-45.3728345,695.915,89.9,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0141.TIF,0.0504605900992022,0.0871104570935661,0.0858743424472613,0.0114502879750386,0.0195441861282975,0000SET_000_DJI_0141.T,1885837575744711.5,32587582508.297813,18980.58574431103,38411.59107821166,-0.4065384745946274,4.211670667526198,-0.4821520056180148,-0.7646990710295057,-0.629207760867404,0.2275905185568125,0.1333377077334904,-1.3195570443981353,-67.51660241751301,0.2664068329945116,1.7263067459637842,1.0143944583571507,,Chuvoso,,Campanha 11,,100,2022-03-24,13:24:47,,,-18.28011,-45.37246,0.511,120,29.539,8.09,122,67.3,7.37,0.64,,-0.15,,3.29,10.28,3.9,-90,40,573.7,,,,,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1328,63.048
880,-18.2786781111111,-45.3750527777778,695.378,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0261.TIF,0.0525334715003839,0.0889972135167364,0.0861837044063332,0.0127158370256584,0.0219217344469688,0000SET_000_DJI_0261.T,71529947825401.92,2757396577.670477,13777.074325689911,51690.32050465152,-0.3781043425547385,4.134052928892736,-0.4540497345264098,-0.7428534684480319,-0.5944378991566487,0.2543605499203615,0.1475434029350446,-1.3066802118227088,-59.6066070859365,0.2576384196256921,1.6941049387167575,1.032645488260034,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,90.258
942,-18.2786723611111,-45.3751026666667,695.279,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0271.TIF,0.052779297819566,0.0894009756002417,0.0868335492282595,0.0128993437662785,0.0219844525061943,0000SET_000_DJI_0271.T,73135706223899.12,3598016311.748304,15213.958702275391,51717.70430437509,-0.3809158812871102,4.132769306584692,-0.4561047405682567,-0.7413221780905335,-0.5959408892686253,0.2531792458281733,0.1485525339102513,-1.2877722994496024,-58.57650078330411,0.2575721434473889,1.6938644372623606,1.029567216758965,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,84.952
1004,-18.2784811944444,-45.3757551944444,695.311,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0281.TIF,0.0532735408960923,0.0865274469790031,0.0841643817288534,0.0131918583023476,0.0224665809921638,0000SET_000_DJI_0281.T,5446042576354.018,609465431.2356989,7809.568843330333,39526.763551327625,-0.3570062669277314,3.972553185733444,-0.441325928195967,-0.7289981967643812,-0.578610557030344,0.2669369218981829,0.1567392052477365,-1.2813429647682324,-57.033287139469806,0.2378660307652572,1.6242105466158347,1.0280767849963257,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,18.201
1066,-18.2784714722222,-45.3757888333333,695.388,89.2,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0291.TIF,0.0529524663034906,0.0862477924277075,0.0836777691609127,0.0129859643771314,0.0220640095442803,0000SET_000_DJI_0291.T,6149478630819.739,695180692.7160388,7431.4890732648755,35604.531275048525,-0.3562445135413281,3.984134388695805,-0.442626760741956,-0.7313167223771573,-0.5826813239865289,0.2636782716070157,0.1551901360104299,-1.282390154904768,-58.12135606319137,0.2391901166542488,1.6287776273420165,1.0307133339304568,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,16.056
1128,-18.2785198055556,-45.3763378333333,695.082,87.6,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0301.TIF,0.0535461272175635,0.0870002023048477,0.0853257299838105,0.0134300814347809,0.0226680883817285,0000SET_000_DJI_0301.T,7207670803871.361,888786866.0133353,9559.316347940345,43087.0627311133,-0.3652819410107994,3.973041037697493,-0.4458148556066756,-0.7280143569909932,-0.5801965570843836,0.2656653319699636,0.1573977912328332,-1.2645217509103173,-55.784225366333885,0.2380288065932713,1.624771142670259,1.0196244710869151,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,46.564
