,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
33562,-18.2407438333333,-45.3120445277778,700.696,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_5931.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_5931.TIF,0.0277544333385192,0.0668628569532288,0.0666224702478205,0.0085940081648677,0.0118096181764332,0003SET_000_DJI_5931.T,-0.581309843467949,5.56705507790099,-0.5793111586938754,-0.7714860268327056,-0.6988574851519244,0.1772617876897103,0.1289956396528068,-0.9486649859603322,-80.32986094787128,0.4133327375379341,2.409087446956904,1.0036081926190084,,Chuvoso,poucas partículas amarelas,Campanha 11,,5930,2022-03-24,14:14:40,,,-18.24058,-45.31213,0.517,200,30.175,8.48,134,71.9,7.84,0.4,,-0.26,,3.57,11.12,1.36,-163,43,574.5,,,,,104.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1337,20.331
33624,-18.2404897777778,-45.3121244722222,700.544,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_5941.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_5941.TIF,0.0277508355133929,0.067129560692662,0.0647826995353278,0.0085790418080055,0.0119087798963887,0003SET_000_DJI_5941.T,-0.5516476443437069,5.582613594784528,-0.5572691699569956,-0.7661167346654015,-0.6894366888047354,0.1838265460039144,0.1324279764434193,-0.9589924061135064,-80.52818294209281,0.4150354209498558,2.4190104352088584,1.036226665053598,,Chuvoso,poucas partículas amarelas,Campanha 11,,5930,2022-03-24,14:14:40,,,-18.24058,-45.31213,0.517,200,30.175,8.48,134,71.9,7.84,0.4,,-0.26,,3.57,11.12,1.36,-163,43,574.5,,,,,104.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1337,10.049
33686,-18.2402671388889,-45.312195,700.431,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_5951.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_5951.TIF,0.0271822006475969,0.0677507029958442,0.0661199879560592,0.0080060762879059,0.0111049539995351,0003SET_000_DJI_5951.T,-0.5747215244519416,5.699000782530126,-0.5795149189068871,-0.7839875522985774,-0.7123998097422813,0.1679515429875006,0.1210840554482017,-0.9785280138199358,-88.11635004169321,0.4273386864960827,2.49246570850524,1.024662966376653,,Chuvoso,poucas partículas amarelas,Campanha 11,,5930,2022-03-24,14:14:40,,,-18.24058,-45.31213,0.517,200,30.175,8.48,134,71.9,7.84,0.4,,-0.26,,3.57,11.12,1.36,-163,43,574.5,,,,,104.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1337,35.459
33748,-18.2399914722222,-45.3122810555556,700.446,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_5961.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_5961.TIF,0.0271464858770554,0.067018864210714,0.0656096803532556,0.00792147085864,0.0110429198712561,0003SET_000_DJI_5961.T,-0.5739159403726699,5.663127514242705,-0.5794781247150789,-0.7845410896447791,-0.7118709648749831,0.1683123559175844,0.1207363123244805,-0.9872591369775968,-89.40200132642084,0.4234294068518245,2.468785997356634,1.0214782917683958,,Chuvoso,poucas partículas amarelas,Campanha 11,,5930,2022-03-24,14:14:40,,,-18.24058,-45.31213,0.517,200,30.175,8.48,134,71.9,7.84,0.4,,-0.26,,3.57,11.12,1.36,-163,43,574.5,,,,,104.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1337,67.358
33810,-18.2397818611111,-45.3123463888889,700.288,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_5971.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_5971.TIF,0.0283600443562315,0.0667891365083035,0.0651537041276621,0.0078456887563101,0.0109547731562082,0003SET_000_DJI_5971.T,-0.5508928801146614,5.477837521702083,-0.5696205734930871,-0.785047835431171,-0.7121273858797895,0.1681373807196507,0.1204181536776062,-1.0100044497945415,-92.19765990518572,0.4038825327018205,2.355043443140033,1.0251011420231295,,Chuvoso,poucas partículas amarelas,Campanha 11,,5930,2022-03-24,14:14:40,,,-18.24058,-45.31213,0.517,200,30.175,8.48,134,71.9,7.84,0.4,,-0.26,,3.57,11.12,1.36,-163,43,574.5,,,,,104.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1337,91.644
34866,-18.2354408055556,-45.3133840555556,699.706,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6141.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6141.TIF,0.0497141082289512,0.1223957382974674,0.0512800060244865,0.008515301126621,0.011357000953929,0003SET_000_DJI_6141.T,-0.0127937280931267,5.5559042330542185,-0.2319623535567407,-0.7151849691112997,-0.6373708929661156,0.2214703513978911,0.1660549946611725,-1.1052706550396192,-97.3206447303543,0.4222979192382214,2.461992031191455,2.3868120888874844,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,96.472
34928,-18.2351903888889,-45.3134029166667,699.671,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6151.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_6151.TIF,0.0444744306041034,0.1039606656585821,0.0472316026484763,0.0083860772256084,0.0181260413917221,0003SET_000_DJI_6151.T,-0.0265213004063262,5.37764566333653,-0.196082745857126,-0.6984384373963817,-0.4453275769679327,0.3837693488113483,0.1775522479730832,-1.7538836522395242,-96.76043512956431,0.4007558626782304,2.337537867184976,2.2010827460654863,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,69.309
34990,-18.2349422222222,-45.3134205,699.589,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6161.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6161.TIF,0.0502391870512475,0.10054449626539,0.0411800737977055,0.0085679060939974,0.0162384909765769,0003SET_000_DJI_6161.T,0.0901005384683634,4.7711366326267655,-0.1654130093688761,-0.6555475775036896,-0.4343818574911482,0.3943288459449455,0.2080595128626212,-1.5720458842040712,-96.809850525622,0.3336256822198997,2.00131614715078,2.44158125503389,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,43.3
35052,-18.2347199722222,-45.3134375,699.378,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6171.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6171.TIF,0.0448351009040612,0.1009226084275042,0.0390321558780166,0.0083498407605278,0.0149036121743769,0003SET_000_DJI_6171.T,0.0574989600096694,5.233712991192064,-0.1655387136247647,-0.6475521779200266,-0.4473570058407456,0.3818290801295657,0.2139221001940744,-1.4524883015077232,-97.4588096169679,0.3847995950310715,2.2509731525632084,2.5856273156652634,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,23.562
35114,-18.2344863611111,-45.3134550277778,699.312,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6181.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6181.TIF,0.0470096613718327,0.1202556827233804,0.0498846313841501,0.0086175128976466,0.0110707651768603,0003SET_000_DJI_6181.T,-0.0239071447370232,5.7096136917649645,-0.2320496598817004,-0.7053949730068956,-0.6367584889459444,0.2219273726131577,0.172748853876159,-1.0491823852146351,-94.77053920424552,0.437903151712369,2.5581057002770784,2.410675981492556,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,22.142
35176,-18.2343062222222,-45.3134675833333,700.12,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6191.TIF,72.6, _Campo2022-03-TM_0003SET_000_DJI_6191.TIF,0.0265323772807367,0.1114845265796552,0.0478421006167114,0.0077249450172518,0.0112108823646691,0003SET_000_DJI_6191.T,-0.1911451211191088,7.676968052755816,-0.2654110998540863,-0.7219594841108404,-0.6203110563202571,0.2343308972673558,0.1614675132921202,-1.028721320376425,-91.76095929954828,0.6155198886713911,4.201829538305122,2.3302598577938127,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,36.908
35238,-18.2343066388889,-45.3134669722222,700.326,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6201.TIF,72.6, _Campo2022-03-TM_0003SET_000_DJI_6201.TIF,0.0267143895851226,0.1113482602551773,0.0497972046647559,0.0076085470585018,0.0111333287962325,0003SET_000_DJI_6201.T,-0.2073028804108327,7.645408830573666,-0.2800458770945419,-0.7349203928142543,-0.6345566610421763,0.2235733686495889,0.1527906457746767,-1.046512072761012,-93.99812867425148,0.6130106206707793,4.168100487580962,2.236034351823453,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,36.833
35300,-18.2344744722222,-45.3129550277778,699.984,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6211.TIF,29.5, _Campo2022-03-TM_0003SET_000_DJI_6211.TIF,0.0739659273048588,0.1096119414255067,0.0731585206720706,0.0184406329198979,0.031323402601178,0003SET_000_DJI_6211.T,0.0073660462745925,3.573496037651749,-0.2278875899378641,-0.5973623729747042,-0.4004053214208395,0.4281579549917854,0.2520640487327117,-1.2751235688144398,-40.708335076167145,0.1941738095511058,1.4819247918535363,1.4982799053146076,,Chuvoso,poucas partículas amarelas,Campanha 11,,6180,2022-03-24,14:21:34,,,-18.23458,-45.31327,0.572,190,29.209,8.56,129.7,70.4,7.99,0.63,,-0.12,,4.15,12.92,1.66,-152,42,572.1,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.0,1339,35.274
35547,-18.23781325,-45.3091073055556,648.693,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6251.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_6251.TIF,0.027833605295996,0.0669549087093009,0.0657506346233373,0.0084177993876279,0.0116271872672529,0003SET_000_DJI_6251.T,-0.5663069378821233,5.561032322940143,-0.5709916219707792,-0.7730085716415854,-0.6994697709714969,0.1768376432236896,0.1280261313955457,-0.9635229275830652,-82.86810089459513,0.4127219824452438,2.405542077545114,1.0183157788949486,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,57.3
35609,-18.2378151944444,-45.3091068611111,648.293,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6261.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6261.TIF,0.0278885956900137,0.0669852489872057,0.0658357083593652,0.008460841444039,0.0117196201087458,0003SET_000_DJI_6261.T,-0.56649953897461,5.554968309375063,-0.5704004979953495,-0.7722413364704769,-0.6977739546660641,0.1780131238927981,0.1285144742098827,-0.964930274985592,-82.33460351377005,0.4120909554177652,2.401886768762317,1.017460746705507,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,57.492
35671,-18.2377608055556,-45.3092219722222,647.481,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6271.TIF,89.9, _Campo2022-03-TM_0003SET_000_DJI_6271.TIF,0.0280183947179987,0.067083100109628,0.0660553712846386,0.0086100596588972,0.011875190502143,0003SET_000_DJI_6271.T,-0.5670128020988807,5.542191055572456,-0.5697090343395572,-0.7693695850919716,-0.6952366252758814,0.1797763038977061,0.1303460943667347,-0.955387283706864,-80.45237535637466,0.4107685737478135,2.3942520899148647,1.0155585958416735,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,45.157
35733,-18.2376394444444,-45.3094766944444,647.718,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6281.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6281.TIF,0.0276086808183039,0.0661785159881844,0.064681623685343,0.0081336779942826,0.0112546423427216,0003SET_000_DJI_6281.T,-0.5601960441914132,5.548912896923772,-0.5696617785992433,-0.7765942650332113,-0.7035766194097008,0.1740006156535604,0.1257494405806901,-0.9760601827956684,-86.72511778456368,0.4112484057867928,2.3970184024261534,1.0231424664000914,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,23.3
35795,-18.2375661666667,-45.3096288888889,648.526,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6291.TIF,90.0, _Campo2022-03-TM_0003SET_000_DJI_6291.TIF,0.0275331699936798,0.0659924870047001,0.0664630737515935,0.007995093554915,0.0111584055959942,0003SET_000_DJI_6291.T,-0.5899141784903641,5.549063105205061,-0.5913315119139693,-0.7852460289009522,-0.7124918079433389,0.1678887984882985,0.1202937677062116,-0.9903852909737038,-88.7568821955393,0.4112167531919772,2.3968357809815792,0.9929195759339656,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,22.601
35857,-18.2375651111111,-45.3096308333333,648.059,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6301.TIF,84.9, _Campo2022-03-TM_0003SET_000_DJI_6301.TIF,0.0275000358403104,0.0660058348842096,0.0661779714614106,0.007732998021982,0.0109977100190435,0003SET_000_DJI_6301.T,-0.5859775228803754,5.554571941112513,-0.5901261708469094,-0.7907482995817133,-0.7149954543173336,0.1661838490388971,0.1168515421554018,-1.0222631327115506,-92.95236289567669,0.4118008713842375,2.400209049453536,0.9973988840485782,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,22.676
35919,-18.2375660555556,-45.3096317777778,648.341,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6311.TIF,80.3, _Campo2022-03-TM_0003SET_000_DJI_6311.TIF,0.0276986672097806,0.0662951601448709,0.0642698881868723,0.0076726956269325,0.0110081221281314,0003SET_000_DJI_6311.T,-0.5516423958728628,5.542748578858886,-0.56665174254238,-0.7866994700443268,-0.7075341900757606,0.1712796215877018,0.1193824331018474,-1.0372895245943656,-94.229470977939,0.4106279531469708,2.3934422419235246,1.031511988197488,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,22.821
35981,-18.23756625,-45.3096304722222,648.395,2022-03-24, _Campo2022-03-TM_0003SET_000_DJI_6321.TIF,75.0, _Campo2022-03-TM_0003SET_000_DJI_6321.TIF,0.0269111764432551,0.0670588288124832,0.0650259931791654,0.0077975691854752,0.0112324478182968,0003SET_000_DJI_6321.T,-0.5683788012834352,5.699682263315411,-0.5724544253719053,-0.7858503777546235,-0.7054110293529183,0.1727378125136537,0.1199146495769875,-1.0231166377916678,-91.08581266899714,0.4272390137679222,2.491857944370564,1.031261892882078,,Chuvoso,poucas partículas amarelas,Campanha 11,,6280,2022-03-24,14:18:40,,,-18.23743,-45.30947,0.377,190,29.593,8.51,132.9,71.1,7.93,0.35,,-0.18,,3.85,11.99,1.47,-159,42,572.5,,,,,104.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.1,1338,22.732
43803,-18.2143880555556,-45.3077078333333,694.954,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7651.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7651.TIF,0.0228062748623395,0.0629455403584966,0.0493778408980151,0.0093558227037972,0.0103728757809839,0004SET_000_DJI_7651.T,-0.4221358000001485,6.11250041603645,-0.4548587690719078,-0.6814153202761043,-0.6527949334328328,0.210071473202079,0.1894741149804565,-0.65388251421982,-63.03772724421821,0.4680864818171686,2.7600097226943427,1.2747730401680422,,Chuvoso,,Campanha 11,,3640,2022-03-24,14:57:38,,,-18.21358,-45.30772,0.67,190,29.257,8.38,134.6,70.2,7.66,0.49,,-0.19,,4.15,12.92,1.7,-151,42,572.9,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1348,89.861
43865,-18.2143271388889,-45.3079715555556,694.913,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF,0.028133372430107,0.0631488076191282,0.0312544415964442,0.0067853585988863,0.0096490919258791,0004SET_000_DJI_7661.T,-0.0494240395663751,5.297599419140676,-0.2366874855411181,-0.6432495142432834,-0.528202524575875,0.3087270619154773,0.217100618417648,-1.0790692565780042,-111.8311717690153,0.3835955185353242,2.2446227438964743,2.020474671552366,,Chuvoso,,Campanha 11,,3640,2022-03-24,14:57:38,,,-18.21358,-45.30772,0.67,190,29.257,8.38,134.6,70.2,7.66,0.49,,-0.19,,4.15,12.92,1.7,-151,42,572.9,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1348,87.223
43866,-18.2143271388889,-45.3079715555556,694.913,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF,0.028133372430107,0.0631488076191282,0.0312544415964442,0.0067853585988863,0.0096490919258791,0004SET_000_DJI_7661.T,-0.0494240395663751,5.297599419140676,-0.2366874855411181,-0.6432495142432834,-0.528202524575875,0.3087270619154773,0.217100618417648,-1.0790692565780042,-111.8311717690153,0.3835955185353242,2.2446227438964743,2.020474671552366,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:49,,,-18.21348,-45.30783,0.317,,30.151,8.18,132.2,71.6,7.3,0.32,,-0.31,,3.8,11.84,1.43,-160,42,573.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1349,95.377
43867,-18.2143271388889,-45.3079715555556,694.913,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7661.TIF,0.028133372430107,0.0631488076191282,0.0312544415964442,0.0067853585988863,0.0096490919258791,0004SET_000_DJI_7661.T,-0.0494240395663751,5.297599419140676,-0.2366874855411181,-0.6432495142432834,-0.528202524575875,0.3087270619154773,0.217100618417648,-1.0790692565780042,-111.8311717690153,0.3835955185353242,2.2446227438964743,2.020474671552366,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:54,,,-18.21345,-45.30783,0.305,,30.159,8.18,132.1,71.6,7.3,0.3,,-0.33,,3.79,11.82,1.42,-160,42,573.2,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1350,98.673
43927,-18.2142499444444,-45.3083092222222,695.003,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7671.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7671.TIF,0.0282100847855926,0.0632570738952427,0.0313812821920445,0.0068038073649707,0.010333544647029,0004SET_000_DJI_7671.T,-0.0501319016384409,5.29334580919801,-0.2301125108571404,-0.6436406228765419,-0.5045625054662933,0.329290071189273,0.216811006106549,-1.152481782836622,-111.5282143933033,0.3831647294516139,2.2423567449733164,2.015758104086616,,Chuvoso,,Campanha 11,,3640,2022-03-24,14:57:38,,,-18.21358,-45.30772,0.67,190,29.257,8.38,134.6,70.2,7.66,0.49,,-0.19,,4.15,12.92,1.7,-151,42,572.9,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1348,97.071
43928,-18.2142499444444,-45.3083092222222,695.003,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7671.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7671.TIF,0.0282100847855926,0.0632570738952427,0.0313812821920445,0.0068038073649707,0.010333544647029,0004SET_000_DJI_7671.T,-0.0501319016384409,5.29334580919801,-0.2301125108571404,-0.6436406228765419,-0.5045625054662933,0.329290071189273,0.216811006106549,-1.152481782836622,-111.5282143933033,0.3831647294516139,2.2423567449733164,2.015758104086616,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:49,,,-18.21348,-45.30783,0.317,,30.151,8.18,132.2,71.6,7.3,0.32,,-0.31,,3.8,11.84,1.43,-160,42,573.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1349,99.458
43989,-18.21409125,-45.3081931111111,694.325,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,0.025938717715459,0.0630801309978305,0.0531889402924999,0.0063347099143291,0.012834198860959,0004SET_000_DJI_7681.T,-0.4319937537539057,5.613492140127342,-0.453328053719441,-0.7871531771886418,-0.611221186222963,0.241294502022044,0.1190982538755777,-1.5312228312805625,-119.30801819959848,0.4172308878313623,2.431890877945593,1.1859632970865062,,Chuvoso,,Campanha 11,,3640,2022-03-24,14:57:38,,,-18.21358,-45.30772,0.67,190,29.257,8.38,134.6,70.2,7.66,0.49,,-0.19,,4.15,12.92,1.7,-151,42,572.9,,,,,100.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1348,75.69
43990,-18.21409125,-45.3081931111111,694.325,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,0.025938717715459,0.0630801309978305,0.0531889402924999,0.0063347099143291,0.012834198860959,0004SET_000_DJI_7681.T,-0.4319937537539057,5.613492140127342,-0.453328053719441,-0.7871531771886418,-0.611221186222963,0.241294502022044,0.1190982538755777,-1.5312228312805625,-119.30801819959848,0.4172308878313623,2.431890877945593,1.1859632970865062,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:49,,,-18.21348,-45.30783,0.317,,30.151,8.18,132.2,71.6,7.3,0.32,,-0.31,,3.8,11.84,1.43,-160,42,573.6,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1349,78.042
43991,-18.21409125,-45.3081931111111,694.325,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,0.025938717715459,0.0630801309978305,0.0531889402924999,0.0063347099143291,0.012834198860959,0004SET_000_DJI_7681.T,-0.4319937537539057,5.613492140127342,-0.453328053719441,-0.7871531771886418,-0.611221186222963,0.241294502022044,0.1190982538755777,-1.5312228312805625,-119.30801819959848,0.4172308878313623,2.431890877945593,1.1859632970865062,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:54,,,-18.21345,-45.30783,0.305,,30.159,8.18,132.1,71.6,7.3,0.3,,-0.33,,3.79,11.82,1.42,-160,42,573.2,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1350,80.964
43992,-18.21409125,-45.3081931111111,694.325,2022-03-24, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,70.9, _Campo2022-03-TM_0004SET_000_DJI_7681.TIF,0.025938717715459,0.0630801309978305,0.0531889402924999,0.0063347099143291,0.012834198860959,0004SET_000_DJI_7681.T,-0.4319937537539057,5.613492140127342,-0.453328053719441,-0.7871531771886418,-0.611221186222963,0.241294502022044,0.1190982538755777,-1.5312228312805625,-119.30801819959848,0.4172308878313623,2.431890877945593,1.1859632970865062,,Chuvoso,Sonda em modo Log,Campanha 11,,,2022-03-24,14:58:59,,,-18.21341,-45.30786,0.285,,30.166,8.17,132.2,71.6,7.3,0.3,,-0.33,,3.78,11.79,1.41,-161,42,573.1,,,,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.5,1351,83.524
