,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0087726778423127,0.0127537603732486,0.004194424231944,0.0029172684145253,0.0008348409399877,0000SET_000_IMG_0100,1.3900763685096025,3.86514239017161,1.1447476151937863,0.5625763326405833,0.3589728422349636,3.842193849158516,-0.1560677738841014,-0.1795853506201174,-0.6680067916693109,0.1990358852186904,0.6955110530565543,-0.1910083860716203,-228.79614178293,0.1849392124730604,1.4538047107730547,3.040646264657303,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.0087135851114615,0.0127131156588682,0.004152132114114,0.0028668774664651,0.0008115671137438,0000SET_000_IMG_0101,1.3887767597868386,3.9073755353329904,1.1426729452078908,0.5696792048999412,0.35879898521694,3.856757820896753,-0.1559066435928389,-0.1831105418640645,-0.6729990773054754,0.1954579217229401,0.690459115383145,-0.1899458501633694,-234.0482345164772,0.1866610539007942,1.458999424031089,3.0618283112075253,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.008806697561154,0.0127946761643452,0.0041996358298297,0.0029814942699112,0.0008467940937356,0000SET_000_IMG_0102,1.38135532154555,3.804666663744412,1.144533151424268,0.5474938852942697,0.3600764624401166,3.8390517455829816,-0.1552142830683152,-0.1696308997329614,-0.6643987505775805,0.2016351245793468,0.7099411450711676,-0.1878632560731704,-221.8523457626149,0.1846168976968171,1.4528347403210504,3.0466156311615333,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0087904662061075,0.0127777755350128,0.0042007796994035,0.0029355003456456,0.000837270963799,0000SET_000_IMG_0103,1.3886134688676697,3.8657779641585366,1.1449028413975326,0.5581912501959199,0.3591929200922061,3.84132379485018,-0.155947284715003,-0.1773023684287315,-0.6676210622833324,0.199313228427068,0.6987989267950503,-0.1899749561313498,-226.89781963698465,0.1848694657990323,1.4535947508830611,3.041762827226386,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0087426685756317,0.0127135077547057,0.0041880309365757,0.0029265870054286,0.0008152591386384,0000SET_000_IMG_0104,1.3872312989480529,3.975915424204781,1.1448057879356897,0.5558171901210801,0.3582518473212221,3.8437457017040586,-0.1571935160305547,-0.1773031161237214,-0.6741107845506985,0.1946640679080054,0.6987978479025977,-0.1853193249459857,-227.31339786696003,0.1850674191868723,1.4541907479075502,3.035676657417618,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0087056512718431,0.0126557022011904,0.0041313665190476,0.002839994362017,0.0008270833287215,0000SET_000_IMG_0105,1.3885004281025517,3.7582583092018,1.141290747817675,0.5796006780043577,0.3614406123087537,3.8432374310808894,-0.1546851043168877,-0.1852396080280661,-0.6663943957833434,0.2001960670660048,0.6874225147837285,-0.1962217658216526,-237.2454612583849,0.1849157608076581,1.4537341097182523,3.063321093115676,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0088259308055919,0.0129297154835594,0.0038408602962181,0.0025399471169613,0.0007121217070623,0000SET_001_IMG_0203,1.373277173532464,3.777415250043319,1.1192629752247385,0.6177189883910654,0.3855514466433926,3.8701427562878976,-0.1438127163666924,-0.2038790853599179,-0.6871844841252525,0.1854068235086524,0.6612964078548383,-0.1996835464099746,-280.4064873035886,0.1886307868506714,1.4649690518044216,3.366359223294488,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0088122124777976,0.0129443275902935,0.0038795375246342,0.0026356017001224,0.0007326643530221,0000SET_001_IMG_0204,1.3659843041723772,3.735655069289276,1.1220192381238814,0.5972561505437071,0.3810684578828368,3.880540979261284,-0.1446403316778945,-0.1909300448691903,-0.6822930251290714,0.1888535291564637,0.6793597647624017,-0.1948455796353673,-265.94112137661216,0.1899251948868563,1.4689077939174502,3.336564605471632,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0088292074384732,0.0129471597722821,0.0038921358481763,0.0026270250031013,0.0007530039618922,0000SET_001_IMG_0205,1.3701619515004828,3.635207849549926,1.1226094684635035,0.6051759315591153,0.3813246825660112,3.8737766975443257,-0.1441531480390214,-0.1940603819933463,-0.675788461626047,0.1934680574536029,0.6749571714800806,-0.2013519645039677,-267.39828034635667,0.189101896287598,1.4664011308495204,3.326492259603072,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0088681350183815,0.0129961374962577,0.0039282828361192,0.0026452454699737,0.0007647636146668,0000SET_001_IMG_0206,1.375195639442442,3.6492957477510006,1.1244532431523089,0.6043060001208742,0.3801015635364549,3.87071595479836,-0.1446889769295671,-0.1951824509459056,-0.6740864925644552,0.1946814031909982,0.67338467730775,-0.2028714969941838,-265.2734689562512,0.1888012727207045,1.465487102904934,3.308350757425793,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
