Latitude,Longitude,Altitude,DateTime,Image Index
-18.4631914,-45.3598298,725.254,2021:10:29 11:42:00, _Campo2021-10-TM_0002SET_004_IMG_0885
-18.4632003,-45.3596027,725.293,2021:10:29 11:42:03, _Campo2021-10-TM_0002SET_004_IMG_0886
-18.4632034,-45.35952,725.126,2021:10:29 11:42:03, _Campo2021-10-TM_0002SET_004_IMG_0887
-18.4632071,-45.359416,724.907,2021:10:29 11:42:04, _Campo2021-10-TM_0002SET_004_IMG_0888
-18.4632114,-45.359291,724.708,2021:10:29 11:42:05, _Campo2021-10-TM_0002SET_004_IMG_0889
-18.4632171,-45.3591247,724.643,2021:10:29 11:42:07, _Campo2021-10-TM_0002SET_004_IMG_0890
-18.4632286,-45.3587694,724.888,2021:10:29 11:42:11, _Campo2021-10-TM_0002SET_004_IMG_0891
-18.463233,-45.3586446,725.011,2021:10:29 11:42:12, _Campo2021-10-TM_0002SET_004_IMG_0892
-18.4632361,-45.3585617,725.07,2021:10:29 11:42:13, _Campo2021-10-TM_0002SET_004_IMG_0893
-18.4632424,-45.3583959,725.153,2021:10:29 11:42:14, _Campo2021-10-TM_0002SET_004_IMG_0894
-18.4632465,-45.3582923,725.215,2021:10:29 11:42:15, _Campo2021-10-TM_0002SET_004_IMG_0895
-18.4632502,-45.3581891,725.189,2021:10:29 11:42:16, _Campo2021-10-TM_0002SET_004_IMG_0896
-18.4632542,-45.3580857,725.085,2021:10:29 11:42:17, _Campo2021-10-TM_0002SET_004_IMG_0897
-18.4632581,-45.357982,725.034,2021:10:29 11:42:18, _Campo2021-10-TM_0002SET_004_IMG_0898
-18.4632632,-45.3578372,725.042,2021:10:29 11:42:19, _Campo2021-10-TM_0002SET_004_IMG_0899
-18.4632683,-45.3576724,725.053,2021:10:29 11:42:21, _Campo2021-10-TM_0002SET_004_IMG_0900
-18.4632711,-45.3575492,724.95,2021:10:29 11:42:22, _Campo2021-10-TM_0002SET_004_IMG_0901
-18.4632736,-45.3574259,724.812,2021:10:29 11:42:23, _Campo2021-10-TM_0002SET_004_IMG_0902
-18.4632779,-45.3572197,724.777,2021:10:29 11:42:26, _Campo2021-10-TM_0002SET_004_IMG_0903
-18.4632798,-45.3571168,724.738,2021:10:29 11:42:27, _Campo2021-10-TM_0002SET_004_IMG_0904
-18.463283,-45.3569932,724.78,2021:10:29 11:42:28, _Campo2021-10-TM_0002SET_004_IMG_0905
-18.4632862,-45.3568904,724.8,2021:10:29 11:42:29, _Campo2021-10-TM_0002SET_004_IMG_0906
-18.4632893,-45.3567873,724.788,2021:10:29 11:42:30, _Campo2021-10-TM_0002SET_004_IMG_0907
-18.4632925,-45.3566842,724.698,2021:10:29 11:42:31, _Campo2021-10-TM_0002SET_004_IMG_0908
-18.463299,-45.3564984,724.575,2021:10:29 11:42:32, _Campo2021-10-TM_0002SET_004_IMG_0909
-18.4633032,-45.3563751,724.558,2021:10:29 11:42:34, _Campo2021-10-TM_0002SET_004_IMG_0910
-18.4633124,-45.3561277,724.429,2021:10:29 11:42:36, _Campo2021-10-TM_0002SET_004_IMG_0911
-18.4633213,-45.3558992,724.511,2021:10:29 11:42:38, _Campo2021-10-TM_0002SET_004_IMG_0912
-18.4633248,-45.3557743,724.583,2021:10:29 11:42:40, _Campo2021-10-TM_0002SET_004_IMG_0913
-18.463329,-45.3556076,724.654,2021:10:29 11:42:41, _Campo2021-10-TM_0002SET_004_IMG_0914
-18.4633345,-45.3554207,724.72,2021:10:29 11:42:43, _Campo2021-10-TM_0002SET_004_IMG_0915
-18.463337,-45.3553375,724.787,2021:10:29 11:42:44, _Campo2021-10-TM_0002SET_004_IMG_0916
-18.4633398,-45.3552336,724.895,2021:10:29 11:42:45, _Campo2021-10-TM_0002SET_004_IMG_0917
-18.4633428,-45.3551301,724.978,2021:10:29 11:42:46, _Campo2021-10-TM_0002SET_004_IMG_0918
-18.4633481,-45.3549645,725.026,2021:10:29 11:42:47, _Campo2021-10-TM_0002SET_004_IMG_0919
-18.4633574,-45.3546543,724.969,2021:10:29 11:42:51, _Campo2021-10-TM_0002SET_004_IMG_0920
-18.463365,-45.3543222,724.874,2021:10:29 11:42:54, _Campo2021-10-TM_0002SET_004_IMG_0921
-18.4633754,-45.3539692,724.628,2021:10:29 11:42:57, _Campo2021-10-TM_0002SET_004_IMG_0922
-18.4634603,-45.3536639,724.679,2021:10:29 11:43:00, _Campo2021-10-TM_0002SET_004_IMG_0923
-18.4636208,-45.353366,724.635,2021:10:29 11:43:04, _Campo2021-10-TM_0002SET_004_IMG_0924
-18.46382,-45.3530637,724.44,2021:10:29 11:43:07, _Campo2021-10-TM_0002SET_004_IMG_0925
-18.4640159,-45.3527805,724.195,2021:10:29 11:43:11, _Campo2021-10-TM_0002SET_004_IMG_0926
-18.4640508,-45.3527304,724.173,2021:10:29 11:43:11, _Campo2021-10-TM_0002SET_004_IMG_0927
-18.4641097,-45.3526472,724.202,2021:10:29 11:43:12, _Campo2021-10-TM_0002SET_004_IMG_0928
-18.4642167,-45.3524982,724.345,2021:10:29 11:43:14, _Campo2021-10-TM_0002SET_004_IMG_0929
-18.4642758,-45.3524158,724.371,2021:10:29 11:43:15, _Campo2021-10-TM_0002SET_004_IMG_0930
-18.4643204,-45.3523533,724.384,2021:10:29 11:43:16, _Campo2021-10-TM_0002SET_004_IMG_0931
-18.4643796,-45.3522743,724.609,2021:10:29 11:43:17, _Campo2021-10-TM_0002SET_004_IMG_0932
-18.4644265,-45.3522132,725.125,2021:10:29 11:43:18, _Campo2021-10-TM_0002SET_004_IMG_0933
-18.4644823,-45.3525913,728.538,2021:10:29 11:43:31, _Campo2021-10-TM_0002SET_004_IMG_0934
-18.4644788,-45.3529558,728.428,2021:10:29 11:43:35, _Campo2021-10-TM_0002SET_004_IMG_0935
-18.4644762,-45.3533527,728.315,2021:10:29 11:43:39, _Campo2021-10-TM_0002SET_004_IMG_0936
-18.4644744,-45.3537062,727.881,2021:10:29 11:43:42, _Campo2021-10-TM_0002SET_004_IMG_0937
-18.4644722,-45.3540637,727.79,2021:10:29 11:43:46, _Campo2021-10-TM_0002SET_004_IMG_0938
-18.4644715,-45.354465,728.305,2021:10:29 11:43:49, _Campo2021-10-TM_0002SET_004_IMG_0939
-18.464472,-45.3545908,728.344,2021:10:29 11:43:51, _Campo2021-10-TM_0002SET_004_IMG_0940
-18.4644722,-45.3546745,728.321,2021:10:29 11:43:51, _Campo2021-10-TM_0002SET_004_IMG_0941
-18.464472,-45.3548424,728.35,2021:10:29 11:43:53, _Campo2021-10-TM_0002SET_004_IMG_0942
-18.4644707,-45.3550524,728.193,2021:10:29 11:43:55, _Campo2021-10-TM_0002SET_004_IMG_0943
-18.4644711,-45.3552208,728.08,2021:10:29 11:43:56, _Campo2021-10-TM_0002SET_004_IMG_0944
-18.4644713,-45.3552839,728.048,2021:10:29 11:43:57, _Campo2021-10-TM_0002SET_004_IMG_0945
-18.4644711,-45.3554099,728.123,2021:10:29 11:43:58, _Campo2021-10-TM_0002SET_004_IMG_0946
-18.4644675,-45.3556195,727.943,2021:10:29 11:44:00, _Campo2021-10-TM_0002SET_004_IMG_0947
-18.4644656,-45.3557443,728.021,2021:10:29 11:44:02, _Campo2021-10-TM_0002SET_004_IMG_0948
-18.4644642,-45.3559098,728.26,2021:10:29 11:44:03, _Campo2021-10-TM_0002SET_004_IMG_0949
-18.4644647,-45.3560971,728.57,2021:10:29 11:44:05, _Campo2021-10-TM_0002SET_004_IMG_0950
-18.4644653,-45.3561808,728.952,2021:10:29 11:44:06, _Campo2021-10-TM_0002SET_004_IMG_0951
-18.4644659,-45.3563486,729.114,2021:10:29 11:44:07, _Campo2021-10-TM_0002SET_004_IMG_0952
-18.4644651,-45.3565152,729.069,2021:10:29 11:44:09, _Campo2021-10-TM_0002SET_004_IMG_0953
-18.4644643,-45.3567031,728.971,2021:10:29 11:44:11, _Campo2021-10-TM_0002SET_004_IMG_0954
-18.4644621,-45.3568714,728.976,2021:10:29 11:44:12, _Campo2021-10-TM_0002SET_004_IMG_0955
-18.4644604,-45.3570392,728.885,2021:10:29 11:44:14, _Campo2021-10-TM_0002SET_004_IMG_0956
-18.4644588,-45.3571439,728.796,2021:10:29 11:44:15, _Campo2021-10-TM_0002SET_004_IMG_0957
-18.4644546,-45.3572904,728.711,2021:10:29 11:44:16, _Campo2021-10-TM_0002SET_004_IMG_0958
-18.4644524,-45.3573949,728.726,2021:10:29 11:44:17, _Campo2021-10-TM_0002SET_004_IMG_0959
-18.4644508,-45.35752,728.986,2021:10:29 11:44:18, _Campo2021-10-TM_0002SET_004_IMG_0960
-18.4644498,-45.3576036,729.109,2021:10:29 11:44:19, _Campo2021-10-TM_0002SET_004_IMG_0961
-18.4644487,-45.3577294,729.352,2021:10:29 11:44:20, _Campo2021-10-TM_0002SET_004_IMG_0962
-18.4644466,-45.3578554,729.598,2021:10:29 11:44:21, _Campo2021-10-TM_0002SET_004_IMG_0963
-18.4644412,-45.3580648,729.829,2021:10:29 11:44:24, _Campo2021-10-TM_0002SET_004_IMG_0964
-18.4644382,-45.3581901,729.887,2021:10:29 11:44:25, _Campo2021-10-TM_0002SET_004_IMG_0965
-18.4644355,-45.3582947,729.984,2021:10:29 11:44:26, _Campo2021-10-TM_0002SET_004_IMG_0966
-18.4644323,-45.3584203,730.103,2021:10:29 11:44:27, _Campo2021-10-TM_0002SET_004_IMG_0967
-18.4644288,-45.3585459,730.129,2021:10:29 11:44:28, _Campo2021-10-TM_0002SET_004_IMG_0968
-18.4644241,-45.3587336,730.342,2021:10:29 11:44:30, _Campo2021-10-TM_0002SET_004_IMG_0969
-18.4644204,-45.3588586,730.251,2021:10:29 11:44:31, _Campo2021-10-TM_0002SET_004_IMG_0970
-18.464416,-45.3589835,730.071,2021:10:29 11:44:32, _Campo2021-10-TM_0002SET_004_IMG_0971
-18.4644103,-45.3591712,730.084,2021:10:29 11:44:34, _Campo2021-10-TM_0002SET_004_IMG_0972
-18.464407,-45.3593176,729.948,2021:10:29 11:44:35, _Campo2021-10-TM_0002SET_004_IMG_0973
-18.4644044,-45.359422,729.778,2021:10:29 11:44:36, _Campo2021-10-TM_0002SET_004_IMG_0974
-18.4644017,-45.3595263,729.807,2021:10:29 11:44:37, _Campo2021-10-TM_0002SET_004_IMG_0975
-18.464399,-45.3596935,729.912,2021:10:29 11:44:39, _Campo2021-10-TM_0002SET_004_IMG_0976
-18.4643975,-45.3597977,729.879,2021:10:29 11:44:40, _Campo2021-10-TM_0002SET_004_IMG_0977
-18.4643941,-45.3600897,729.626,2021:10:29 11:44:41, _Campo2021-10-TM_0002SET_004_IMG_0978
-18.4643936,-45.3601738,729.562,2021:10:29 11:44:44, _Campo2021-10-TM_0002SET_004_IMG_0979
-18.4643931,-45.3603407,729.408,2021:10:29 11:44:45, _Campo2021-10-TM_0002SET_004_IMG_0980
-18.4643928,-45.3604242,729.354,2021:10:29 11:44:46, _Campo2021-10-TM_0002SET_004_IMG_0981
-18.4643929,-45.360592,729.174,2021:10:29 11:44:48, _Campo2021-10-TM_0002SET_004_IMG_0982
-18.4643923,-45.3606965,728.986,2021:10:29 11:44:49, _Campo2021-10-TM_0002SET_004_IMG_0983
-18.4643922,-45.3608005,728.912,2021:10:29 11:44:50, _Campo2021-10-TM_0002SET_004_IMG_0984
-18.464392,-45.3608837,728.906,2021:10:29 11:44:51, _Campo2021-10-TM_0002SET_004_IMG_0985
-18.4643915,-45.3610084,728.909,2021:10:29 11:44:52, _Campo2021-10-TM_0002SET_004_IMG_0986
-18.4643912,-45.3611328,728.951,2021:10:29 11:44:53, _Campo2021-10-TM_0002SET_004_IMG_0987
-18.4643894,-45.361299,729.255,2021:10:29 11:44:54, _Campo2021-10-TM_0002SET_004_IMG_0988
-18.4643881,-45.3614031,729.367,2021:10:29 11:44:55, _Campo2021-10-TM_0002SET_004_IMG_0989
-18.4643861,-45.3615286,729.412,2021:10:29 11:44:57, _Campo2021-10-TM_0002SET_004_IMG_0990
-18.4643832,-45.3616962,729.467,2021:10:29 11:44:58, _Campo2021-10-TM_0002SET_004_IMG_0991
-18.4643805,-45.3618854,729.568,2021:10:29 11:45:00, _Campo2021-10-TM_0002SET_004_IMG_0992
-18.4643793,-45.3620321,729.52,2021:10:29 11:45:01, _Campo2021-10-TM_0002SET_004_IMG_0993
-18.4643773,-45.3621792,729.625,2021:10:29 11:45:03, _Campo2021-10-TM_0002SET_004_IMG_0994
-18.4643744,-45.3623046,729.687,2021:10:29 11:45:04, _Campo2021-10-TM_0002SET_004_IMG_0995
-18.4643704,-45.3624299,729.514,2021:10:29 11:45:05, _Campo2021-10-TM_0002SET_004_IMG_0996
-18.4643672,-45.3625549,729.326,2021:10:29 11:45:07, _Campo2021-10-TM_0002SET_004_IMG_0997
-18.4643645,-45.362679,729.27,2021:10:29 11:45:08, _Campo2021-10-TM_0002SET_004_IMG_0998
-18.4643616,-45.3628028,729.134,2021:10:29 11:45:09, _Campo2021-10-TM_0002SET_004_IMG_0999
-18.4643583,-45.3629274,728.867,2021:10:29 11:45:10, _Campo2021-10-TM_0002SET_005_IMG_1000
-18.464354,-45.3630737,728.766,2021:10:29 11:45:11, _Campo2021-10-TM_0002SET_005_IMG_1001
-18.4643511,-45.3631783,728.791,2021:10:29 11:45:12, _Campo2021-10-TM_0002SET_005_IMG_1002
-18.4643483,-45.3632831,728.825,2021:10:29 11:45:14, _Campo2021-10-TM_0002SET_005_IMG_1003
-18.4643384,-45.3635971,728.849,2021:10:29 11:45:16, _Campo2021-10-TM_0002SET_005_IMG_1004
-18.4643339,-45.3637222,728.727,2021:10:29 11:45:18, _Campo2021-10-TM_0002SET_005_IMG_1005
-18.4643271,-45.3639095,728.53,2021:10:29 11:45:20, _Campo2021-10-TM_0002SET_005_IMG_1006
-18.4643223,-45.3640342,728.421,2021:10:29 11:45:21, _Campo2021-10-TM_0002SET_005_IMG_1007
-18.4643152,-45.3642207,728.242,2021:10:29 11:45:23, _Campo2021-10-TM_0002SET_005_IMG_1008
-18.4643109,-45.364345,728.246,2021:10:29 11:45:24, _Campo2021-10-TM_0002SET_005_IMG_1009
-18.4643043,-45.36451,728.208,2021:10:29 11:45:25, _Campo2021-10-TM_0002SET_005_IMG_1010
-18.4642958,-45.3647171,728.274,2021:10:29 11:45:28, _Campo2021-10-TM_0002SET_005_IMG_1011
-18.4642911,-45.3648425,728.222,2021:10:29 11:45:28, _Campo2021-10-TM_0002SET_005_IMG_1012
-18.4642835,-45.3650514,728.084,2021:10:29 11:45:31, _Campo2021-10-TM_0002SET_005_IMG_1013
-18.4642783,-45.3651982,728.051,2021:10:29 11:45:32, _Campo2021-10-TM_0002SET_005_IMG_1014
-18.4642747,-45.365282,727.993,2021:10:29 11:45:33, _Campo2021-10-TM_0002SET_005_IMG_1015
-18.4642709,-45.3653866,728.0,2021:10:29 11:45:34, _Campo2021-10-TM_0002SET_005_IMG_1016
-18.4642649,-45.3655746,728.174,2021:10:29 11:45:35, _Campo2021-10-TM_0002SET_005_IMG_1017
-18.4642626,-45.3656789,728.273,2021:10:29 11:45:36, _Campo2021-10-TM_0002SET_005_IMG_1018
-18.4642606,-45.3657829,728.373,2021:10:29 11:45:37, _Campo2021-10-TM_0002SET_005_IMG_1019
-18.4642573,-45.3659489,728.476,2021:10:29 11:45:39, _Campo2021-10-TM_0002SET_005_IMG_1020
-18.4642542,-45.366053,728.531,2021:10:29 11:45:40, _Campo2021-10-TM_0002SET_005_IMG_1021
-18.4642505,-45.3661785,728.666,2021:10:29 11:45:41, _Campo2021-10-TM_0002SET_005_IMG_1022
-18.4642433,-45.3664082,728.41,2021:10:29 11:45:44, _Campo2021-10-TM_0002SET_005_IMG_1023
-18.4642394,-45.3665125,728.22,2021:10:29 11:45:45, _Campo2021-10-TM_0002SET_005_IMG_1024
-18.4642358,-45.3666164,728.126,2021:10:29 11:45:45, _Campo2021-10-TM_0002SET_005_IMG_1025
-18.4642309,-45.3667825,728.164,2021:10:29 11:45:47, _Campo2021-10-TM_0002SET_005_IMG_1026
-18.4642273,-45.3669286,728.224,2021:10:29 11:45:49, _Campo2021-10-TM_0002SET_005_IMG_1027
-18.4642245,-45.3670331,728.309,2021:10:29 11:45:50, _Campo2021-10-TM_0002SET_005_IMG_1028
-18.4642186,-45.3672427,728.553,2021:10:29 11:45:52, _Campo2021-10-TM_0002SET_005_IMG_1029
-18.464214,-45.3673881,728.762,2021:10:29 11:45:53, _Campo2021-10-TM_0002SET_005_IMG_1030
-18.4642096,-45.3675123,728.898,2021:10:29 11:45:54, _Campo2021-10-TM_0002SET_005_IMG_1031
-18.4642047,-45.3676361,729.017,2021:10:29 11:45:56, _Campo2021-10-TM_0002SET_005_IMG_1032
-18.4641994,-45.3677593,728.988,2021:10:29 11:45:56, _Campo2021-10-TM_0002SET_005_IMG_1033
-18.4641893,-45.3679834,729.153,2021:10:29 11:45:59, _Campo2021-10-TM_0002SET_005_IMG_1034
-18.4641818,-45.3681235,729.112,2021:10:29 11:46:00, _Campo2021-10-TM_0002SET_005_IMG_1035
-18.4641774,-45.3682226,729.189,2021:10:29 11:46:01, _Campo2021-10-TM_0002SET_005_IMG_1036
-18.4641681,-45.3683994,729.339,2021:10:29 11:46:03, _Campo2021-10-TM_0002SET_005_IMG_1037
-18.4641626,-45.368497,729.395,2021:10:29 11:46:04, _Campo2021-10-TM_0002SET_005_IMG_1038
-18.4641515,-45.3686712,729.393,2021:10:29 11:46:06, _Campo2021-10-TM_0002SET_005_IMG_1039
-18.4641456,-45.3687669,729.434,2021:10:29 11:46:07, _Campo2021-10-TM_0002SET_005_IMG_1040
-18.46414,-45.3688627,729.378,2021:10:29 11:46:08, _Campo2021-10-TM_0002SET_005_IMG_1041
-18.464132,-45.3689973,729.287,2021:10:29 11:46:09, _Campo2021-10-TM_0002SET_005_IMG_1042
-18.4641237,-45.3691512,729.135,2021:10:29 11:46:11, _Campo2021-10-TM_0002SET_005_IMG_1043
-18.4641197,-45.3692283,728.967,2021:10:29 11:46:12, _Campo2021-10-TM_0002SET_005_IMG_1044
-18.464112,-45.3694024,728.713,2021:10:29 11:46:13, _Campo2021-10-TM_0002SET_005_IMG_1045
-18.4641065,-45.369519,728.491,2021:10:29 11:46:15, _Campo2021-10-TM_0002SET_005_IMG_1046
-18.4640984,-45.3696752,728.221,2021:10:29 11:46:16, _Campo2021-10-TM_0002SET_005_IMG_1047
-18.4640897,-45.3698524,728.174,2021:10:29 11:46:18, _Campo2021-10-TM_0002SET_005_IMG_1048
-18.4640813,-45.3700099,728.263,2021:10:29 11:46:20, _Campo2021-10-TM_0002SET_005_IMG_1049
-18.4640741,-45.370148,728.376,2021:10:29 11:46:21, _Campo2021-10-TM_0002SET_005_IMG_1050
-18.4640663,-45.3702863,728.464,2021:10:29 11:46:22, _Campo2021-10-TM_0002SET_005_IMG_1051
-18.4640517,-45.3705627,728.515,2021:10:29 11:46:25, _Campo2021-10-TM_0002SET_005_IMG_1052
-18.4640355,-45.3709011,728.755,2021:10:29 11:46:29, _Campo2021-10-TM_0002SET_005_IMG_1053
-18.4640319,-45.3709815,728.849,2021:10:29 11:46:29, _Campo2021-10-TM_0002SET_005_IMG_1054
-18.4640208,-45.3712602,728.711,2021:10:29 11:46:32, _Campo2021-10-TM_0002SET_005_IMG_1055
-18.4640101,-45.3715239,728.789,2021:10:29 11:46:36, _Campo2021-10-TM_0002SET_005_IMG_1056
-18.4642843,-45.3712361,729.513,2021:10:29 11:46:46, _Campo2021-10-TM_0002SET_005_IMG_1057
-18.4645291,-45.3709715,727.79,2021:10:29 11:46:50, _Campo2021-10-TM_0002SET_005_IMG_1058
-18.4647479,-45.3707339,726.648,2021:10:29 11:46:54, _Campo2021-10-TM_0002SET_005_IMG_1059
-18.4649581,-45.3704661,726.385,2021:10:29 11:46:57, _Campo2021-10-TM_0002SET_005_IMG_1060
-18.4650401,-45.3701562,726.584,2021:10:29 11:47:01, _Campo2021-10-TM_0002SET_005_IMG_1061
-18.4650657,-45.3697763,726.825,2021:10:29 11:47:05, _Campo2021-10-TM_0002SET_005_IMG_1062
-18.4650697,-45.3694031,726.591,2021:10:29 11:47:08, _Campo2021-10-TM_0002SET_005_IMG_1063
-18.4650651,-45.3690678,726.343,2021:10:29 11:47:11, _Campo2021-10-TM_0002SET_005_IMG_1064
-18.4650585,-45.3686639,725.941,2021:10:29 11:47:15, _Campo2021-10-TM_0002SET_005_IMG_1065
-18.4650542,-45.3683414,725.562,2021:10:29 11:47:18, _Campo2021-10-TM_0002SET_005_IMG_1066
-18.4650478,-45.3679376,725.717,2021:10:29 11:47:22, _Campo2021-10-TM_0002SET_005_IMG_1067
-18.4650453,-45.367643,725.658,2021:10:29 11:47:25, _Campo2021-10-TM_0002SET_005_IMG_1068
-18.4650437,-45.3672863,725.251,2021:10:29 11:47:28, _Campo2021-10-TM_0002SET_005_IMG_1069
-18.4650411,-45.3669508,724.936,2021:10:29 11:47:31, _Campo2021-10-TM_0002SET_005_IMG_1070
-18.4650414,-45.3665951,724.508,2021:10:29 11:47:35, _Campo2021-10-TM_0002SET_005_IMG_1071
-18.4650472,-45.3662408,724.445,2021:10:29 11:47:38, _Campo2021-10-TM_0002SET_005_IMG_1072
-18.465055,-45.3658627,724.35,2021:10:29 11:47:42, _Campo2021-10-TM_0002SET_005_IMG_1073
-18.4650638,-45.3655061,724.228,2021:10:29 11:47:45, _Campo2021-10-TM_0002SET_005_IMG_1074
-18.4650706,-45.3651508,724.523,2021:10:29 11:47:49, _Campo2021-10-TM_0002SET_005_IMG_1075
-18.4650769,-45.3648179,724.738,2021:10:29 11:47:52, _Campo2021-10-TM_0002SET_005_IMG_1076
-18.4650855,-45.3644451,724.581,2021:10:29 11:47:55, _Campo2021-10-TM_0002SET_005_IMG_1077
-18.4650952,-45.3640719,724.164,2021:10:29 11:47:59, _Campo2021-10-TM_0002SET_005_IMG_1078
-18.4651047,-45.3637577,724.27,2021:10:29 11:48:02, _Campo2021-10-TM_0002SET_005_IMG_1079
-18.4651067,-45.3636743,724.366,2021:10:29 11:48:03, _Campo2021-10-TM_0002SET_005_IMG_1080
-18.4651123,-45.3634246,724.588,2021:10:29 11:48:05, _Campo2021-10-TM_0002SET_005_IMG_1081
-18.4651207,-45.363049,724.354,2021:10:29 11:48:09, _Campo2021-10-TM_0002SET_005_IMG_1082
-18.4651319,-45.3626753,724.245,2021:10:29 11:48:12, _Campo2021-10-TM_0002SET_005_IMG_1083
-18.4651346,-45.362592,724.23,2021:10:29 11:48:13, _Campo2021-10-TM_0002SET_005_IMG_1084
-18.465141,-45.3623635,723.899,2021:10:29 11:48:15, _Campo2021-10-TM_0002SET_005_IMG_1085
-18.4651508,-45.362009,723.363,2021:10:29 11:48:19, _Campo2021-10-TM_0002SET_005_IMG_1086
-18.4651588,-45.3616573,723.403,2021:10:29 11:48:22, _Campo2021-10-TM_0002SET_005_IMG_1087
-18.4651672,-45.3613463,723.377,2021:10:29 11:48:25, _Campo2021-10-TM_0002SET_005_IMG_1088
-18.4651769,-45.3609948,723.368,2021:10:29 11:48:29, _Campo2021-10-TM_0002SET_005_IMG_1089
-18.4651901,-45.3606618,723.441,2021:10:29 11:48:32, _Campo2021-10-TM_0002SET_005_IMG_1090
-18.4652003,-45.3603099,723.867,2021:10:29 11:48:35, _Campo2021-10-TM_0002SET_005_IMG_1091
-18.4652103,-45.3599583,724.12,2021:10:29 11:48:38, _Campo2021-10-TM_0002SET_005_IMG_1092
-18.4652226,-45.3596267,724.202,2021:10:29 11:48:42, _Campo2021-10-TM_0002SET_005_IMG_1093
-18.4652317,-45.3592957,723.909,2021:10:29 11:48:45, _Campo2021-10-TM_0002SET_005_IMG_1094
-18.4652418,-45.3589431,724.049,2021:10:29 11:48:48, _Campo2021-10-TM_0002SET_005_IMG_1095
-18.4652501,-45.3586115,724.195,2021:10:29 11:48:52, _Campo2021-10-TM_0002SET_005_IMG_1096
-18.4652588,-45.3582817,724.283,2021:10:29 11:48:55, _Campo2021-10-TM_0002SET_005_IMG_1097
-18.4652693,-45.3579099,724.116,2021:10:29 11:48:58, _Campo2021-10-TM_0002SET_005_IMG_1098
-18.465277,-45.3575998,724.08,2021:10:29 11:49:01, _Campo2021-10-TM_0002SET_005_IMG_1099
-18.465288,-45.3572284,724.153,2021:10:29 11:49:05, _Campo2021-10-TM_0002SET_005_IMG_1100
-18.4652975,-45.3568766,724.327,2021:10:29 11:49:08, _Campo2021-10-TM_0002SET_005_IMG_1101
-18.4653124,-45.3565257,724.483,2021:10:29 11:49:12, _Campo2021-10-TM_0002SET_005_IMG_1102
-18.4653247,-45.3561927,724.848,2021:10:29 11:49:15, _Campo2021-10-TM_0002SET_005_IMG_1103
-18.4653391,-45.35584,724.634,2021:10:29 11:49:18, _Campo2021-10-TM_0002SET_005_IMG_1104
-18.4653557,-45.3554667,724.41,2021:10:29 11:49:22, _Campo2021-10-TM_0002SET_005_IMG_1105
-18.4653681,-45.3551131,724.392,2021:10:29 11:49:25, _Campo2021-10-TM_0002SET_005_IMG_1106
-18.4653763,-45.3547601,724.381,2021:10:29 11:49:29, _Campo2021-10-TM_0002SET_005_IMG_1107
-18.4653898,-45.3544059,724.488,2021:10:29 11:49:32, _Campo2021-10-TM_0002SET_005_IMG_1108
-18.4654007,-45.3540516,724.594,2021:10:29 11:49:36, _Campo2021-10-TM_0002SET_005_IMG_1109
-18.4654134,-45.3537179,724.673,2021:10:29 11:49:39, _Campo2021-10-TM_0002SET_005_IMG_1110
-18.4654244,-45.3533841,724.422,2021:10:29 11:49:42, _Campo2021-10-TM_0002SET_005_IMG_1111
-18.4654322,-45.3530438,726.511,2021:10:29 11:49:47, _Campo2021-10-TM_0002SET_005_IMG_1112
-18.4656427,-45.3533266,728.994,2021:10:29 11:49:56, _Campo2021-10-TM_0002SET_005_IMG_1113
-18.4658353,-45.3535952,728.133,2021:10:29 11:50:00, _Campo2021-10-TM_0002SET_005_IMG_1114
-18.4660734,-45.3539227,727.222,2021:10:29 11:50:04, _Campo2021-10-TM_0002SET_005_IMG_1115
-18.4662768,-45.3542035,726.86,2021:10:29 11:50:08, _Campo2021-10-TM_0002SET_005_IMG_1116
-18.4664108,-45.3545609,727.145,2021:10:29 11:50:11, _Campo2021-10-TM_0002SET_005_IMG_1117
-18.4664575,-45.3549092,727.152,2021:10:29 11:50:15, _Campo2021-10-TM_0002SET_005_IMG_1118
-18.4664769,-45.3553073,727.374,2021:10:29 11:50:19, _Campo2021-10-TM_0002SET_005_IMG_1119
-18.4664823,-45.3556025,727.758,2021:10:29 11:50:21, _Campo2021-10-TM_0002SET_005_IMG_1120
-18.46649,-45.3559816,728.303,2021:10:29 11:50:25, _Campo2021-10-TM_0002SET_005_IMG_1121
-18.4664941,-45.3563182,728.277,2021:10:29 11:50:28, _Campo2021-10-TM_0002SET_005_IMG_1122
-18.4664941,-45.356402,728.212,2021:10:29 11:50:29, _Campo2021-10-TM_0002SET_005_IMG_1123
-18.4664953,-45.3566535,728.35,2021:10:29 11:50:31, _Campo2021-10-TM_0002SET_005_IMG_1124
-18.4664944,-45.3570298,728.596,2021:10:29 11:50:35, _Campo2021-10-TM_0002SET_005_IMG_1125
-18.4664929,-45.3573902,728.972,2021:10:29 11:50:38, _Campo2021-10-TM_0002SET_005_IMG_1126
-18.46649,-45.3577494,729.422,2021:10:29 11:50:42, _Campo2021-10-TM_0002SET_005_IMG_1127
-18.466483,-45.3581044,729.234,2021:10:29 11:50:45, _Campo2021-10-TM_0002SET_005_IMG_1128
-18.4664768,-45.3584398,729.286,2021:10:29 11:50:48, _Campo2021-10-TM_0002SET_005_IMG_1129
-18.4664684,-45.3588362,729.629,2021:10:29 11:50:52, _Campo2021-10-TM_0002SET_005_IMG_1130
