Latitude,Longitude,Altitude,DateTime,Image Index
-18.4807507,-45.3978815,674.046,2021:10:28 11:57:55, _Campo2021-10-TM_0000SET_002_IMG_0554
-18.4807528,-45.3977436,673.276,2021:10:28 11:57:57, _Campo2021-10-TM_0000SET_002_IMG_0555
-18.480749,-45.3975955,672.626,2021:10:28 11:57:58, _Campo2021-10-TM_0000SET_002_IMG_0556
-18.4807431,-45.3974578,672.232,2021:10:28 11:58:00, _Campo2021-10-TM_0000SET_002_IMG_0557
-18.4807368,-45.3973363,671.89,2021:10:28 11:58:01, _Campo2021-10-TM_0000SET_002_IMG_0558
-18.4807302,-45.3972125,671.557,2021:10:28 11:58:02, _Campo2021-10-TM_0000SET_002_IMG_0559
-18.4807219,-45.3970451,671.236,2021:10:28 11:58:04, _Campo2021-10-TM_0000SET_002_IMG_0560
-18.4807163,-45.3969188,671.161,2021:10:28 11:58:05, _Campo2021-10-TM_0000SET_002_IMG_0561
-18.4807122,-45.3968137,671.117,2021:10:28 11:58:06, _Campo2021-10-TM_0000SET_002_IMG_0562
-18.4807062,-45.3966663,671.033,2021:10:28 11:58:07, _Campo2021-10-TM_0000SET_002_IMG_0563
-18.4807007,-45.3965394,671.062,2021:10:28 11:58:08, _Campo2021-10-TM_0000SET_002_IMG_0564
-18.4806956,-45.3964144,671.351,2021:10:28 11:58:10, _Campo2021-10-TM_0000SET_002_IMG_0565
-18.4806911,-45.3962894,671.626,2021:10:28 11:58:11, _Campo2021-10-TM_0000SET_002_IMG_0566
-18.4806851,-45.3961424,671.816,2021:10:28 11:58:12, _Campo2021-10-TM_0000SET_002_IMG_0567
-18.4806793,-45.3959961,671.886,2021:10:28 11:58:14, _Campo2021-10-TM_0000SET_002_IMG_0568
-18.4806732,-45.3958492,671.751,2021:10:28 11:58:15, _Campo2021-10-TM_0000SET_002_IMG_0569
-18.4806673,-45.3957025,671.601,2021:10:28 11:58:17, _Campo2021-10-TM_0000SET_002_IMG_0570
-18.480663,-45.3955975,671.598,2021:10:28 11:58:18, _Campo2021-10-TM_0000SET_002_IMG_0571
-18.4806566,-45.3954298,671.591,2021:10:28 11:58:19, _Campo2021-10-TM_0000SET_002_IMG_0572
-18.4806518,-45.3952832,671.546,2021:10:28 11:58:20, _Campo2021-10-TM_0000SET_002_IMG_0573
-18.480648,-45.3951573,671.537,2021:10:28 11:58:22, _Campo2021-10-TM_0000SET_002_IMG_0574
-18.4806448,-45.3950109,671.526,2021:10:28 11:58:23, _Campo2021-10-TM_0000SET_002_IMG_0575
-18.4806413,-45.3948857,671.517,2021:10:28 11:58:24, _Campo2021-10-TM_0000SET_002_IMG_0576
-18.4806365,-45.3947402,671.394,2021:10:28 11:58:26, _Campo2021-10-TM_0000SET_002_IMG_0577
-18.4806312,-45.3946157,671.407,2021:10:28 11:58:27, _Campo2021-10-TM_0000SET_002_IMG_0578
-18.4806257,-45.3944905,671.351,2021:10:28 11:58:28, _Campo2021-10-TM_0000SET_002_IMG_0579
-18.4806216,-45.3943435,671.066,2021:10:28 11:58:30, _Campo2021-10-TM_0000SET_002_IMG_0580
-18.4806205,-45.3941972,670.743,2021:10:28 11:58:31, _Campo2021-10-TM_0000SET_002_IMG_0581
-18.4806201,-45.3940731,670.785,2021:10:28 11:58:32, _Campo2021-10-TM_0000SET_002_IMG_0582
-18.4806177,-45.3938878,670.921,2021:10:28 11:58:34, _Campo2021-10-TM_0000SET_002_IMG_0583
-18.480615,-45.3937237,670.975,2021:10:28 11:58:36, _Campo2021-10-TM_0000SET_002_IMG_0584
-18.4806134,-45.3934973,670.676,2021:10:28 11:58:38, _Campo2021-10-TM_0000SET_002_IMG_0585
-18.4806088,-45.3932496,670.578,2021:10:28 11:58:40, _Campo2021-10-TM_0000SET_002_IMG_0586
-18.4806041,-45.3930659,670.899,2021:10:28 11:58:42, _Campo2021-10-TM_0000SET_002_IMG_0587
-18.4805998,-45.39284,671.126,2021:10:28 11:58:44, _Campo2021-10-TM_0000SET_002_IMG_0588
-18.4805964,-45.3925919,671.213,2021:10:28 11:58:47, _Campo2021-10-TM_0000SET_002_IMG_0589
-18.4805935,-45.392385,671.0,2021:10:28 11:58:49, _Campo2021-10-TM_0000SET_002_IMG_0590
-18.480592,-45.3921809,670.803,2021:10:28 11:58:51, _Campo2021-10-TM_0000SET_002_IMG_0591
-18.480592,-45.3919778,670.696,2021:10:28 11:58:53, _Campo2021-10-TM_0000SET_002_IMG_0592
-18.4805904,-45.3917551,670.591,2021:10:28 11:58:55, _Campo2021-10-TM_0000SET_002_IMG_0593
-18.4805872,-45.3915335,670.327,2021:10:28 11:58:57, _Campo2021-10-TM_0000SET_002_IMG_0594
-18.4805865,-45.3913318,669.96,2021:10:28 11:58:59, _Campo2021-10-TM_0000SET_002_IMG_0595
-18.4805853,-45.3911311,669.801,2021:10:28 11:59:01, _Campo2021-10-TM_0000SET_002_IMG_0596
-18.4805823,-45.3909062,669.949,2021:10:28 11:59:03, _Campo2021-10-TM_0000SET_002_IMG_0597
-18.4805797,-45.3906182,670.527,2021:10:28 11:59:06, _Campo2021-10-TM_0000SET_002_IMG_0598
-18.4805799,-45.390435,670.673,2021:10:28 11:59:08, _Campo2021-10-TM_0000SET_002_IMG_0599
-18.4805799,-45.3903238,670.823,2021:10:28 11:59:09, _Campo2021-10-TM_0000SET_003_IMG_0600
-18.4805791,-45.3901989,671.77,2021:10:28 11:59:11, _Campo2021-10-TM_0000SET_003_IMG_0601
-18.4805793,-45.3901328,673.12,2021:10:28 11:59:13, _Campo2021-10-TM_0000SET_003_IMG_0602
-18.4805942,-45.3901145,674.177,2021:10:28 11:59:14, _Campo2021-10-TM_0000SET_003_IMG_0603
-18.4806117,-45.3901192,674.693,2021:10:28 11:59:15, _Campo2021-10-TM_0000SET_003_IMG_0604
-18.4807346,-45.3901551,675.921,2021:10:28 11:59:18, _Campo2021-10-TM_0000SET_003_IMG_0605
-18.4808993,-45.3901998,676.187,2021:10:28 11:59:20, _Campo2021-10-TM_0000SET_003_IMG_0606
-18.4810692,-45.3902469,675.876,2021:10:28 11:59:22, _Campo2021-10-TM_0000SET_003_IMG_0607
-18.4811659,-45.3902995,675.639,2021:10:28 11:59:24, _Campo2021-10-TM_0000SET_003_IMG_0608
-18.4812346,-45.3904378,675.874,2021:10:28 11:59:26, _Campo2021-10-TM_0000SET_003_IMG_0609
-18.4812543,-45.3906351,676.082,2021:10:28 11:59:29, _Campo2021-10-TM_0000SET_003_IMG_0610
-18.4812595,-45.3907912,675.996,2021:10:28 11:59:31, _Campo2021-10-TM_0000SET_003_IMG_0611
-18.4812619,-45.3909766,675.87,2021:10:28 11:59:33, _Campo2021-10-TM_0000SET_003_IMG_0612
-18.4812651,-45.3912284,675.265,2021:10:28 11:59:35, _Campo2021-10-TM_0000SET_003_IMG_0613
-18.4812668,-45.3913865,675.001,2021:10:28 11:59:37, _Campo2021-10-TM_0000SET_003_IMG_0614
-18.481272,-45.3916115,674.755,2021:10:28 11:59:39, _Campo2021-10-TM_0000SET_003_IMG_0615
-18.4812786,-45.3918417,674.555,2021:10:28 11:59:42, _Campo2021-10-TM_0000SET_003_IMG_0616
-18.4812843,-45.3920537,674.428,2021:10:28 11:59:43, _Campo2021-10-TM_0000SET_003_IMG_0617
-18.4812894,-45.3922859,674.173,2021:10:28 11:59:46, _Campo2021-10-TM_0000SET_003_IMG_0618
-18.4812941,-45.3925181,674.284,2021:10:28 11:59:48, _Campo2021-10-TM_0000SET_003_IMG_0619
-18.4812987,-45.3927286,674.514,2021:10:28 11:59:50, _Campo2021-10-TM_0000SET_003_IMG_0620
-18.4813029,-45.3929596,674.443,2021:10:28 11:59:52, _Campo2021-10-TM_0000SET_003_IMG_0621
-18.4813059,-45.3931479,674.523,2021:10:28 11:59:54, _Campo2021-10-TM_0000SET_003_IMG_0622
-18.4813108,-45.3933793,674.491,2021:10:28 11:59:56, _Campo2021-10-TM_0000SET_003_IMG_0623
-18.4813157,-45.3936311,674.899,2021:10:28 11:59:58, _Campo2021-10-TM_0000SET_003_IMG_0624
-18.4813196,-45.3938394,675.085,2021:10:28 12:00:00, _Campo2021-10-TM_0000SET_003_IMG_0625
-18.4813239,-45.3940701,675.449,2021:10:28 12:00:03, _Campo2021-10-TM_0000SET_003_IMG_0626
-18.4813264,-45.3942792,675.523,2021:10:28 12:00:05, _Campo2021-10-TM_0000SET_003_IMG_0627
-18.4813299,-45.394591,675.692,2021:10:28 12:00:07, _Campo2021-10-TM_0000SET_003_IMG_0628
-18.4813327,-45.3947357,675.773,2021:10:28 12:00:09, _Campo2021-10-TM_0000SET_003_IMG_0629
-18.4813369,-45.3949423,675.663,2021:10:28 12:00:11, _Campo2021-10-TM_0000SET_003_IMG_0630
-18.4813393,-45.3951288,675.72,2021:10:28 12:00:13, _Campo2021-10-TM_0000SET_003_IMG_0631
-18.4813421,-45.3953582,676.146,2021:10:28 12:00:15, _Campo2021-10-TM_0000SET_003_IMG_0632
-18.4813443,-45.3955892,676.481,2021:10:28 12:00:17, _Campo2021-10-TM_0000SET_003_IMG_0633
-18.4813447,-45.395673,676.588,2021:10:28 12:00:18, _Campo2021-10-TM_0000SET_003_IMG_0634
-18.4813457,-45.39584,676.617,2021:10:28 12:00:20, _Campo2021-10-TM_0000SET_003_IMG_0635
-18.4813477,-45.3960479,676.492,2021:10:28 12:00:22, _Campo2021-10-TM_0000SET_003_IMG_0636
-18.4813494,-45.3962358,676.507,2021:10:28 12:00:24, _Campo2021-10-TM_0000SET_003_IMG_0637
-18.4813515,-45.3964641,676.612,2021:10:28 12:00:26, _Campo2021-10-TM_0000SET_003_IMG_0638
-18.4813567,-45.3967137,676.497,2021:10:28 12:00:28, _Campo2021-10-TM_0000SET_003_IMG_0639
-18.4813612,-45.3969223,676.2,2021:10:28 12:00:30, _Campo2021-10-TM_0000SET_003_IMG_0640
-18.4813633,-45.3971311,675.782,2021:10:28 12:00:32, _Campo2021-10-TM_0000SET_003_IMG_0641
-18.4813642,-45.3973399,675.856,2021:10:28 12:00:34, _Campo2021-10-TM_0000SET_003_IMG_0642
-18.4813669,-45.3975487,676.075,2021:10:28 12:00:36, _Campo2021-10-TM_0000SET_003_IMG_0643
-18.4813705,-45.3978156,676.008,2021:10:28 12:00:39, _Campo2021-10-TM_0000SET_003_IMG_0644
-18.4813723,-45.397993,675.652,2021:10:28 12:00:41, _Campo2021-10-TM_0000SET_003_IMG_0645
-18.4813978,-45.3981219,676.266,2021:10:28 12:00:45, _Campo2021-10-TM_0000SET_003_IMG_0646
-18.4815552,-45.3980924,676.058,2021:10:28 12:00:48, _Campo2021-10-TM_0000SET_003_IMG_0647
-18.4816962,-45.3980525,675.425,2021:10:28 12:00:50, _Campo2021-10-TM_0000SET_003_IMG_0648
-18.4818705,-45.3980001,674.767,2021:10:28 12:00:53, _Campo2021-10-TM_0000SET_003_IMG_0649
-18.4820017,-45.3979182,674.213,2021:10:28 12:00:55, _Campo2021-10-TM_0000SET_003_IMG_0650
-18.4820709,-45.3977649,673.783,2021:10:28 12:00:57, _Campo2021-10-TM_0000SET_003_IMG_0651
-18.4820911,-45.3975943,673.473,2021:10:28 12:01:00, _Campo2021-10-TM_0000SET_003_IMG_0652
-18.482097,-45.3974169,672.918,2021:10:28 12:01:02, _Campo2021-10-TM_0000SET_003_IMG_0653
-18.4820938,-45.3972021,672.223,2021:10:28 12:01:04, _Campo2021-10-TM_0000SET_003_IMG_0654
-18.4820858,-45.3969955,671.545,2021:10:28 12:01:06, _Campo2021-10-TM_0000SET_003_IMG_0655
-18.4820763,-45.396767,671.208,2021:10:28 12:01:08, _Campo2021-10-TM_0000SET_003_IMG_0656
-18.4820664,-45.3965594,671.28,2021:10:28 12:01:10, _Campo2021-10-TM_0000SET_003_IMG_0657
-18.4820563,-45.3963294,671.365,2021:10:28 12:01:12, _Campo2021-10-TM_0000SET_003_IMG_0658
-18.4820463,-45.3960781,671.187,2021:10:28 12:01:15, _Campo2021-10-TM_0000SET_003_IMG_0659
-18.4820372,-45.3958469,670.957,2021:10:28 12:01:17, _Campo2021-10-TM_0000SET_003_IMG_0660
-18.4820286,-45.3956366,670.913,2021:10:28 12:01:19, _Campo2021-10-TM_0000SET_003_IMG_0661
-18.4820197,-45.3954071,670.982,2021:10:28 12:01:21, _Campo2021-10-TM_0000SET_003_IMG_0662
-18.4820126,-45.3951982,671.114,2021:10:28 12:01:23, _Campo2021-10-TM_0000SET_003_IMG_0663
-18.4820045,-45.3949678,670.94,2021:10:28 12:01:25, _Campo2021-10-TM_0000SET_003_IMG_0664
-18.4819988,-45.3947374,670.998,2021:10:28 12:01:27, _Campo2021-10-TM_0000SET_003_IMG_0665
-18.481994,-45.3945301,670.905,2021:10:28 12:01:30, _Campo2021-10-TM_0000SET_003_IMG_0666
-18.4819868,-45.3943006,670.624,2021:10:28 12:01:32, _Campo2021-10-TM_0000SET_003_IMG_0667
-18.4819801,-45.3940737,670.524,2021:10:28 12:01:34, _Campo2021-10-TM_0000SET_003_IMG_0668
-18.4819743,-45.3938674,670.315,2021:10:28 12:01:36, _Campo2021-10-TM_0000SET_003_IMG_0669
-18.4819709,-45.3936608,670.016,2021:10:28 12:01:38, _Campo2021-10-TM_0000SET_003_IMG_0670
-18.4819662,-45.3934325,669.744,2021:10:28 12:01:40, _Campo2021-10-TM_0000SET_003_IMG_0671
-18.4819639,-45.3932259,669.625,2021:10:28 12:01:42, _Campo2021-10-TM_0000SET_003_IMG_0672
-18.4819605,-45.3930212,669.453,2021:10:28 12:01:44, _Campo2021-10-TM_0000SET_003_IMG_0673
-18.4819557,-45.3927766,669.383,2021:10:28 12:01:46, _Campo2021-10-TM_0000SET_003_IMG_0674
-18.4819525,-45.3925493,669.464,2021:10:28 12:01:49, _Campo2021-10-TM_0000SET_003_IMG_0675
-18.4819515,-45.3923423,669.93,2021:10:28 12:01:51, _Campo2021-10-TM_0000SET_003_IMG_0676
-18.481949,-45.3920618,671.355,2021:10:28 12:01:53, _Campo2021-10-TM_0000SET_003_IMG_0677
-18.4819471,-45.3918636,671.626,2021:10:28 12:01:55, _Campo2021-10-TM_0000SET_003_IMG_0678
-18.4819437,-45.3916247,671.544,2021:10:28 12:01:58, _Campo2021-10-TM_0000SET_003_IMG_0679
-18.4819432,-45.3914405,671.16,2021:10:28 12:02:00, _Campo2021-10-TM_0000SET_003_IMG_0680
-18.4819427,-45.3912345,670.851,2021:10:28 12:02:02, _Campo2021-10-TM_0000SET_003_IMG_0681
-18.4819394,-45.3910102,670.866,2021:10:28 12:02:04, _Campo2021-10-TM_0000SET_003_IMG_0682
-18.481935,-45.3908442,671.233,2021:10:28 12:02:06, _Campo2021-10-TM_0000SET_003_IMG_0683
-18.4819313,-45.3907124,673.31,2021:10:28 12:02:09, _Campo2021-10-TM_0000SET_003_IMG_0684
-18.4820569,-45.390787,676.012,2021:10:28 12:02:14, _Campo2021-10-TM_0000SET_003_IMG_0685
-18.4822016,-45.3908759,675.932,2021:10:28 12:02:16, _Campo2021-10-TM_0000SET_003_IMG_0686
-18.4823425,-45.3909638,675.374,2021:10:28 12:02:18, _Campo2021-10-TM_0000SET_003_IMG_0687
-18.4824934,-45.3910734,675.1,2021:10:28 12:02:21, _Campo2021-10-TM_0000SET_003_IMG_0688
-18.4825377,-45.3911342,675.156,2021:10:28 12:02:21, _Campo2021-10-TM_0000SET_003_IMG_0689
-18.4825858,-45.3912776,675.584,2021:10:28 12:02:24, _Campo2021-10-TM_0000SET_003_IMG_0690
-18.4826002,-45.3913762,675.88,2021:10:28 12:02:25, _Campo2021-10-TM_0000SET_003_IMG_0691
-18.4826139,-45.3915718,676.254,2021:10:28 12:02:27, _Campo2021-10-TM_0000SET_003_IMG_0692
-18.4826204,-45.3917994,676.502,2021:10:28 12:02:30, _Campo2021-10-TM_0000SET_003_IMG_0693
-18.482625,-45.3920369,676.595,2021:10:28 12:02:32, _Campo2021-10-TM_0000SET_003_IMG_0694
-18.4826277,-45.3922192,676.579,2021:10:28 12:02:34, _Campo2021-10-TM_0000SET_003_IMG_0695
-18.4826311,-45.3924045,676.448,2021:10:28 12:02:36, _Campo2021-10-TM_0000SET_003_IMG_0696
-18.4826363,-45.3926349,676.157,2021:10:28 12:02:38, _Campo2021-10-TM_0000SET_003_IMG_0697
-18.4826411,-45.3928676,676.352,2021:10:28 12:02:40, _Campo2021-10-TM_0000SET_003_IMG_0698
-18.4826465,-45.3930789,676.43,2021:10:28 12:02:42, _Campo2021-10-TM_0000SET_003_IMG_0699
-18.4826507,-45.393289,676.333,2021:10:28 12:02:44, _Campo2021-10-TM_0000SET_003_IMG_0700
-18.4826541,-45.3935192,676.066,2021:10:28 12:02:46, _Campo2021-10-TM_0000SET_003_IMG_0701
-18.4826568,-45.3937919,676.201,2021:10:28 12:02:49, _Campo2021-10-TM_0000SET_003_IMG_0702
-18.4826594,-45.3939603,676.245,2021:10:28 12:02:50, _Campo2021-10-TM_0000SET_003_IMG_0703
-18.4826615,-45.3942126,675.99,2021:10:28 12:02:53, _Campo2021-10-TM_0000SET_003_IMG_0704
-18.4826623,-45.3944434,675.921,2021:10:28 12:02:55, _Campo2021-10-TM_0000SET_003_IMG_0705
-18.4826624,-45.3946317,676.113,2021:10:28 12:02:57, _Campo2021-10-TM_0000SET_003_IMG_0706
-18.4826643,-45.3948826,676.421,2021:10:28 12:02:59, _Campo2021-10-TM_0000SET_003_IMG_0707
-18.4826668,-45.3950916,676.456,2021:10:28 12:03:01, _Campo2021-10-TM_0000SET_003_IMG_0708
-18.4826691,-45.3953223,676.098,2021:10:28 12:03:03, _Campo2021-10-TM_0000SET_003_IMG_0709
-18.48267,-45.3955742,676.324,2021:10:28 12:03:06, _Campo2021-10-TM_0000SET_003_IMG_0710
-18.4826701,-45.3958044,676.336,2021:10:28 12:03:08, _Campo2021-10-TM_0000SET_003_IMG_0711
-18.48267,-45.3960136,676.376,2021:10:28 12:03:10, _Campo2021-10-TM_0000SET_003_IMG_0712
-18.4826719,-45.3962635,676.415,2021:10:28 12:03:12, _Campo2021-10-TM_0000SET_003_IMG_0713
-18.4826745,-45.3964493,676.459,2021:10:28 12:03:14, _Campo2021-10-TM_0000SET_003_IMG_0714
-18.4826775,-45.3966782,676.496,2021:10:28 12:03:16, _Campo2021-10-TM_0000SET_003_IMG_0715
-18.482681,-45.3969281,676.228,2021:10:28 12:03:19, _Campo2021-10-TM_0000SET_003_IMG_0716
-18.4826827,-45.3971585,676.166,2021:10:28 12:03:21, _Campo2021-10-TM_0000SET_003_IMG_0717
-18.4826843,-45.3973679,676.082,2021:10:28 12:03:23, _Campo2021-10-TM_0000SET_003_IMG_0718
-18.4826855,-45.3975841,676.149,2021:10:28 12:03:25, _Campo2021-10-TM_0000SET_003_IMG_0719
-18.4826873,-45.3977223,676.131,2021:10:28 12:03:27, _Campo2021-10-TM_0000SET_003_IMG_0720
-18.482816,-45.3977943,677.318,2021:10:28 12:03:33, _Campo2021-10-TM_0000SET_003_IMG_0721
-18.4829562,-45.3977549,676.644,2021:10:28 12:03:35, _Campo2021-10-TM_0000SET_003_IMG_0722
-18.4831092,-45.3977095,676.059,2021:10:28 12:03:37, _Campo2021-10-TM_0000SET_003_IMG_0723
-18.4832677,-45.397643,675.709,2021:10:28 12:03:39, _Campo2021-10-TM_0000SET_003_IMG_0724
-18.4833696,-45.3974918,675.562,2021:10:28 12:03:42, _Campo2021-10-TM_0000SET_003_IMG_0725
-18.4834068,-45.3973056,675.06,2021:10:28 12:03:44, _Campo2021-10-TM_0000SET_003_IMG_0726
-18.4834174,-45.3971247,674.147,2021:10:28 12:03:47, _Campo2021-10-TM_0000SET_003_IMG_0727
-18.4834139,-45.3968898,672.929,2021:10:28 12:03:49, _Campo2021-10-TM_0000SET_003_IMG_0728
-18.483403,-45.3966842,672.144,2021:10:28 12:03:51, _Campo2021-10-TM_0000SET_003_IMG_0729
-18.4833908,-45.3964545,671.608,2021:10:28 12:03:53, _Campo2021-10-TM_0000SET_003_IMG_0730
-18.4833795,-45.396226,670.882,2021:10:28 12:03:55, _Campo2021-10-TM_0000SET_003_IMG_0731
-18.48337,-45.3960011,670.26,2021:10:28 12:03:57, _Campo2021-10-TM_0000SET_003_IMG_0732
-18.4833632,-45.3958036,670.034,2021:10:28 12:04:00, _Campo2021-10-TM_0000SET_003_IMG_0733
-18.4833539,-45.3955684,670.135,2021:10:28 12:04:02, _Campo2021-10-TM_0000SET_003_IMG_0734
-18.4833462,-45.3953888,670.103,2021:10:28 12:04:04, _Campo2021-10-TM_0000SET_003_IMG_0735
-18.4833374,-45.3951676,670.035,2021:10:28 12:04:06, _Campo2021-10-TM_0000SET_003_IMG_0736
-18.4833305,-45.3949497,669.862,2021:10:28 12:04:08, _Campo2021-10-TM_0000SET_003_IMG_0737
-18.4833242,-45.3947546,669.852,2021:10:28 12:04:10, _Campo2021-10-TM_0000SET_003_IMG_0738
-18.4833179,-45.3945195,670.279,2021:10:28 12:04:12, _Campo2021-10-TM_0000SET_003_IMG_0739
-18.4833147,-45.3943214,670.288,2021:10:28 12:04:14, _Campo2021-10-TM_0000SET_003_IMG_0740
-18.4833128,-45.3941221,670.046,2021:10:28 12:04:17, _Campo2021-10-TM_0000SET_003_IMG_0741
-18.4833108,-45.3939194,670.101,2021:10:28 12:04:19, _Campo2021-10-TM_0000SET_003_IMG_0742
-18.4833061,-45.3936945,669.833,2021:10:28 12:04:21, _Campo2021-10-TM_0000SET_003_IMG_0743
-18.4833022,-45.3934474,669.679,2021:10:28 12:04:23, _Campo2021-10-TM_0000SET_003_IMG_0744
-18.4832999,-45.3932622,669.893,2021:10:28 12:04:25, _Campo2021-10-TM_0000SET_003_IMG_0745
-18.4832961,-45.393018,670.044,2021:10:28 12:04:27, _Campo2021-10-TM_0000SET_003_IMG_0746
-18.4832939,-45.3927941,670.032,2021:10:28 12:04:29, _Campo2021-10-TM_0000SET_003_IMG_0747
-18.4832918,-45.3925887,669.942,2021:10:28 12:04:31, _Campo2021-10-TM_0000SET_003_IMG_0748
-18.4832895,-45.3923599,669.891,2021:10:28 12:04:34, _Campo2021-10-TM_0000SET_003_IMG_0749
-18.4832856,-45.3921501,669.762,2021:10:28 12:04:36, _Campo2021-10-TM_0000SET_003_IMG_0750
-18.4832797,-45.3918803,669.954,2021:10:28 12:04:38, _Campo2021-10-TM_0000SET_003_IMG_0751
-18.4832752,-45.3916919,670.488,2021:10:28 12:04:41, _Campo2021-10-TM_0000SET_003_IMG_0752
-18.4832727,-45.3915721,671.925,2021:10:28 12:04:43, _Campo2021-10-TM_0000SET_003_IMG_0753
-18.4834024,-45.3916296,675.351,2021:10:28 12:04:49, _Campo2021-10-TM_0000SET_003_IMG_0754
-18.4835348,-45.3917122,675.049,2021:10:28 12:04:51, _Campo2021-10-TM_0000SET_003_IMG_0755
-18.4836862,-45.3918085,674.615,2021:10:28 12:04:54, _Campo2021-10-TM_0000SET_003_IMG_0756
-18.4838279,-45.3919202,674.539,2021:10:28 12:04:56, _Campo2021-10-TM_0000SET_003_IMG_0757
-18.4838952,-45.3920536,674.704,2021:10:28 12:04:58, _Campo2021-10-TM_0000SET_003_IMG_0758
-18.4839261,-45.392232,674.948,2021:10:28 12:05:00, _Campo2021-10-TM_0000SET_003_IMG_0759
-18.4839381,-45.3924286,674.955,2021:10:28 12:05:02, _Campo2021-10-TM_0000SET_003_IMG_0760
-18.483946,-45.3926382,674.733,2021:10:28 12:05:04, _Campo2021-10-TM_0000SET_003_IMG_0761
-18.4839522,-45.3928779,674.336,2021:10:28 12:05:07, _Campo2021-10-TM_0000SET_003_IMG_0762
-18.4839549,-45.3931024,673.849,2021:10:28 12:05:09, _Campo2021-10-TM_0000SET_003_IMG_0763
-18.4839565,-45.3932667,673.723,2021:10:28 12:05:11, _Campo2021-10-TM_0000SET_003_IMG_0764
-18.4839591,-45.3934937,673.765,2021:10:28 12:05:13, _Campo2021-10-TM_0000SET_003_IMG_0765
-18.4839625,-45.3937016,673.644,2021:10:28 12:05:15, _Campo2021-10-TM_0000SET_003_IMG_0766
-18.4839672,-45.3939313,673.724,2021:10:28 12:05:17, _Campo2021-10-TM_0000SET_003_IMG_0767
-18.483969,-45.3941413,673.748,2021:10:28 12:05:19, _Campo2021-10-TM_0000SET_003_IMG_0768
-18.4839715,-45.3943734,673.798,2021:10:28 12:05:21, _Campo2021-10-TM_0000SET_003_IMG_0769
-18.4839731,-45.3946047,673.829,2021:10:28 12:05:23, _Campo2021-10-TM_0000SET_003_IMG_0770
-18.4839743,-45.3948145,673.884,2021:10:28 12:05:25, _Campo2021-10-TM_0000SET_003_IMG_0771
-18.4839738,-45.3950432,673.744,2021:10:28 12:05:28, _Campo2021-10-TM_0000SET_003_IMG_0772
-18.4839722,-45.3952711,673.464,2021:10:28 12:05:30, _Campo2021-10-TM_0000SET_003_IMG_0773
-18.4839727,-45.3954799,673.592,2021:10:28 12:05:32, _Campo2021-10-TM_0000SET_003_IMG_0774
-18.483974,-45.395712,673.897,2021:10:28 12:05:34, _Campo2021-10-TM_0000SET_003_IMG_0775
-18.4839747,-45.3959654,673.998,2021:10:28 12:05:36, _Campo2021-10-TM_0000SET_003_IMG_0776
-18.4839764,-45.3961766,673.987,2021:10:28 12:05:38, _Campo2021-10-TM_0000SET_003_IMG_0777
-18.4839801,-45.3964081,674.307,2021:10:28 12:05:41, _Campo2021-10-TM_0000SET_003_IMG_0778
-18.4839841,-45.3966368,674.285,2021:10:28 12:05:43, _Campo2021-10-TM_0000SET_003_IMG_0779
-18.4839869,-45.3968407,674.338,2021:10:28 12:05:45, _Campo2021-10-TM_0000SET_003_IMG_0780
-18.4839879,-45.3970843,674.306,2021:10:28 12:05:47, _Campo2021-10-TM_0000SET_003_IMG_0781
-18.4839846,-45.3972671,674.065,2021:10:28 12:05:50, _Campo2021-10-TM_0000SET_003_IMG_0782
-18.4839831,-45.3973858,674.266,2021:10:28 12:05:52, _Campo2021-10-TM_0000SET_003_IMG_0783
-18.4841246,-45.3973576,674.309,2021:10:28 12:05:58, _Campo2021-10-TM_0000SET_003_IMG_0784
-18.4842705,-45.3973162,673.497,2021:10:28 12:06:00, _Campo2021-10-TM_0000SET_003_IMG_0785
-18.4844711,-45.3972551,672.418,2021:10:28 12:06:02, _Campo2021-10-TM_0000SET_003_IMG_0786
-18.4845682,-45.3971851,672.093,2021:10:28 12:06:04, _Campo2021-10-TM_0000SET_003_IMG_0787
-18.4846288,-45.3970216,672.108,2021:10:28 12:06:07, _Campo2021-10-TM_0000SET_003_IMG_0788
-18.4846443,-45.3968578,671.401,2021:10:28 12:06:09, _Campo2021-10-TM_0000SET_003_IMG_0789
-18.4846478,-45.3967096,670.813,2021:10:28 12:06:11, _Campo2021-10-TM_0000SET_003_IMG_0790
-18.4846464,-45.3965499,670.487,2021:10:28 12:06:13, _Campo2021-10-TM_0000SET_003_IMG_0791
-18.4846441,-45.3963259,669.764,2021:10:28 12:06:15, _Campo2021-10-TM_0000SET_003_IMG_0792
-18.4846426,-45.3960942,668.986,2021:10:28 12:06:17, _Campo2021-10-TM_0000SET_003_IMG_0793
-18.484639,-45.3958745,668.721,2021:10:28 12:06:20, _Campo2021-10-TM_0000SET_003_IMG_0794
-18.4846359,-45.395692,668.579,2021:10:28 12:06:22, _Campo2021-10-TM_0000SET_003_IMG_0795
-18.484632,-45.3954697,668.675,2021:10:28 12:06:24, _Campo2021-10-TM_0000SET_003_IMG_0796
-18.4846265,-45.3952454,668.957,2021:10:28 12:06:26, _Campo2021-10-TM_0000SET_003_IMG_0797
-18.4846221,-45.3950183,669.101,2021:10:28 12:06:28, _Campo2021-10-TM_0000SET_003_IMG_0798
