,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0087510830044806,0.0041963730772461,0.0127179264824212,0.0029354763311464,0.0008461993135445,0000SET_000_IMG_0100,20.27170874538204,211706.64262870653,3.4760718789291296,1.4698502569561682,-0.9453028615234252,-0.3499645012028622,-0.9169158090933228,-0.6249408047428419,-0.8752298045191854,0.0665359494501027,0.2308140666801175,-0.1915699159738509,-226.388644977052,-0.3517841573266858,0.4795261426611466,0.3299573309411997,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.0088094691453509,0.0042482463826389,0.01276928862676,0.0030027500178152,0.0008779470406188,0000SET_000_IMG_0101,19.40666967722684,149518.07122093186,3.482193016598819,1.446002441875434,-0.932106832972659,-0.3297245075602966,-0.9106754976130068,-0.6192312122126332,-0.871337014760085,0.0687545771953911,0.2351540563914012,-0.1927215242317807,-219.5138377548896,-0.3493124622706639,0.4822363655000558,0.332692486387695,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0088336297093161,0.0042550186399929,0.0127928966076491,0.0030498136012654,0.0008848946920005,0000SET_000_IMG_0102,18.73997601128379,142254.66714716822,3.486348271450581,1.419676192260966,-0.9304934321837908,-0.334494419087207,-0.9097961529600778,-0.6149884002108039,-0.8706085401342293,0.0691707843141174,0.2383989877196273,-0.1899737427966193,-214.6851422140885,-0.3498154238030944,0.4816840619327164,0.3326079128513201,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0087524854574588,0.0041987106051364,0.0126999707356905,0.0029522451203964,0.0008543178409157,0000SET_000_IMG_0103,19.760616999532168,182070.49275350184,3.4631834936298853,1.4595591771927308,-0.9401660770338948,-0.348490869834464,-0.9146377552716264,-0.6227696899224248,-0.873941323281224,0.0672692763389466,0.232460781354382,-0.1917704352162537,-224.47200097179848,-0.3516103709891564,0.4797163760561625,0.3306078960746609,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0087180894418186,0.0041873907660758,0.0126645577942074,0.0029546018241823,0.0008406408407705,0000SET_000_IMG_0104,19.38903799351633,207038.4197737992,3.4561110925361933,1.4458228474181751,-0.9424647884217452,-0.343181475444954,-0.9161934901270936,-0.6216695524766124,-0.8755085558544432,0.0663774333403885,0.2332968803327421,-0.1880942710269462,-223.75105027558035,-0.3510678101672909,0.4803105994749128,0.3306385295182637,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0087156801757756,0.0041711123219389,0.0126335413136265,0.0029017802610938,0.000843715129547,0000SET_000_IMG_0105,20.164165991974297,186538.45777295376,3.4363784864032247,1.480376336994209,-0.93928449666628,-0.3568158492219879,-0.9148766992384216,-0.6264280404963494,-0.8747942308429757,0.0667837393017404,0.2296885876301325,-0.1939534819550515,-229.88029390819065,-0.3526531411631474,0.4785756519074791,0.330161766870541,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0088009324672512,0.0038290342099047,0.0128852718150991,0.0025369034298474,0.0007301331934166,0000SET_001_IMG_0203,35.66759938121731,2166937.2185901324,3.5667773030352823,1.7345448493746294,-1.066676118297087,-0.7186227529133582,-0.962404647010492,-0.6710057576762802,-0.8927489570879543,0.056664166956961,0.1968839669237423,-0.2048439920982949,-280.5570188361713,-0.3936588578922605,0.435071422733076,0.2971636349508589,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0088131687447261,0.0038676848542406,0.0129061267011098,0.0026354238944345,0.0007547956281186,0000SET_001_IMG_0204,31.55627880996669,1408257.2282080413,3.5751634032380326,1.6726427569438314,-1.0582449477226945,-0.6861324822356281,-0.9582423594876416,-0.6608544458633278,-0.8894956563066512,0.0584835129546415,0.2041994438352971,-0.2007598111870757,-265.9790328774011,-0.3899961348728514,0.4388529218341662,0.2996782027490879,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.008841494085705,0.0038950252900435,0.0129179664963016,0.0026399846314855,0.0007817463304482,0000SET_001_IMG_0205,31.56770322836421,886346.6316118718,3.568910741224065,1.6876387287312782,-1.0465843241164354,-0.6721486580063569,-0.9528678760511192,-0.6606256685341573,-0.8858740558529407,0.0605162066856275,0.2043653412664698,-0.2076998591540149,-265.6870279582048,-0.3883689609172213,0.4405392631931981,0.3015200024832578,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0088521342810432,0.0039127427399678,0.0129500976315909,0.0026395282418769,0.000783586242642,0000SET_001_IMG_0206,32.13445790543558,918740.1044455993,3.5860828669722222,1.694793445643284,-1.0473377941994275,-0.6597321131626757,-0.9531240582202876,-0.6613737541490139,-0.8858884113224476,0.0605081339873835,0.2038230380161727,-0.2083465486732033,-265.8884719194737,-0.3869517530756589,0.4420112275462109,0.3021400186530582,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
