,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0088329047893908,0.012800352576194,0.0042707358094249,0.0030315201183733,0.0008898940863226,0000SET_000_IMG_0100,1.3889992296650002,3.72448695007366,1.1493451078833488,0.5474615251559363,0.3564096342510587,3.829021030228976,-0.1562798272108897,-0.1697031305536907,-0.6551219117434106,0.2083702027080981,0.7098355537898577,-0.1927995340203044,-216.6544726879011,0.1833957651294252,1.449166823531088,2.9972241663709243,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.0088827525768537,0.0128473417467245,0.0043183716114255,0.0030955171502735,0.0009242524331197,0000SET_000_IMG_0101,1.389590190129766,3.648981843447397,1.1520190449595988,0.5399353822240747,0.3552782400757661,3.820699163388532,-0.1561944061431439,-0.1649410316849379,-0.6474084636752245,0.214027998580373,0.716825097238833,-0.1945274853429048,-210.4700819518552,0.182446937911771,1.4463243950080924,2.9750431187378927,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0088889833436034,0.012849617678068,0.004306332366945,0.003127160023374,0.0009215269646852,0000SET_000_IMG_0102,1.3824624924767157,3.6365946651642536,1.150998102424934,0.5302356283907425,0.3566371460592299,3.818606011965098,-0.1557048403844138,-0.1586296563788366,-0.647455332583388,0.2139934603651947,0.7261771170701511,-0.1910142583580937,-207.28016181636693,0.1821936163470781,1.4455666279670454,2.9838889763132195,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0087929214210821,0.0127415713657917,0.0042380255912634,0.0030006553758913,0.0008877287535926,0000SET_000_IMG_0103,1.3866595835187348,3.662046600086672,1.1476215276296926,0.5540042508746172,0.3574830528397453,3.829498148368178,-0.1555781634064281,-0.170938631083015,-0.6536202502628755,0.2094675302156348,0.70803144324496,-0.1948854770083245,-219.5326852032577,0.1833639632838936,1.449071446862044,3.0064875946143834,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0087877089953007,0.0127301798678775,0.0042446661466643,0.0030348346908768,0.0008810782500658,0000SET_000_IMG_0104,1.3829649852852866,3.7133018942919622,1.1482112848975108,0.5438847464654508,0.3568718506562515,3.82845347508086,-0.1563158875847868,-0.1661970350423315,-0.6562145195426162,0.2075730386377269,0.7149760631379092,-0.1900590959253525,-215.7119369490266,0.1832182932835585,1.4486346640159649,2.999100383402733,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0087802959830007,0.0126916437704622,0.0042292993915668,0.002974239836136,0.0008834910136545,0000SET_000_IMG_0105,1.3888058286323506,3.665199677095557,1.1471978342223432,0.559940066318065,0.3585821248801221,3.820318566188835,-0.1558223624101173,-0.1742281836412012,-0.6543996746855657,0.2088977232059229,0.7032464625385987,-0.1964256619888295,-222.3289868861578,0.1821608961449649,1.4454687854525812,3.000885630317226,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0088490946547093,0.0129351830138895,0.0038623417984862,0.0025829791785959,0.0007636494414418,0000SET_001_IMG_0203,1.370827056188106,3.5017545844102105,1.1203442465573106,0.6184741111643234,0.3855185389235267,3.861413779346229,-0.1422444390483989,-0.198494787837469,-0.6698439742598018,0.1977166913971993,0.6687598647039131,-0.2093498656920008,-274.1439387380944,0.1875705231700263,1.4617521360793295,3.349051867693143,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0088625836693713,0.0129584876863014,0.0039018263835629,0.0026776124607781,0.0007870663071933,0000SET_001_IMG_0204,1.3641336839127791,3.4589524652898933,1.1227654125524869,0.5984727124004113,0.3828191534304181,3.8622165684742846,-0.1427409326334416,-0.1860666162795556,-0.664284785725661,0.2017174086753191,0.686245926281598,-0.2051355523316899,-260.6331264048247,0.1877040751193598,1.4621568799497335,3.3211338518010978,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0089005804881357,0.0129800933955713,0.0039386321837727,0.0026932057124403,0.0008182182524664,0000SET_001_IMG_0205,1.369675014463588,3.374831681571338,1.1246658162387313,0.6031038903670498,0.3822736981273167,3.851657749455608,-0.1426105040407303,-0.1877950714150567,-0.6559831916374875,0.2077417271502242,0.683792135639474,-0.2118796620582609,-258.9525000445548,0.1864436593277561,1.4583423421509991,3.2955840479468304,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0088840610138142,0.0129880817985628,0.0039334133090758,0.0026628630919173,0.0008074382770809,0000SET_001_IMG_0206,1.3734356680635431,3.418905177460154,1.1245609327110804,0.6094631473242724,0.3811685036728222,3.8613028111424255,-0.1429203831929066,-0.1926162792340255,-0.6593699412828606,0.2052767440476822,0.6769853261474243,-0.2123356818046919,-262.97450570753324,0.1876368867903613,1.4619532416951082,3.301987555844849,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
