,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0086491156866312,0.0126279368011874,0.0041071115069514,0.0028144811396981,0.000773637363541,0000SET_000_IMG_0100,1.3872483650078766,4.050534633154309,1.1404995468972925,0.5739901474326411,0.3596790395128297,3.8606056573595,-0.1566699215184461,-0.1867533143371297,-0.682984155067601,0.1883653176281182,0.68527020387309,-0.1854304475802137,-239.68652022115856,0.1870005780562946,1.4600263493649646,3.0746515598162523,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.0086401308963039,0.0126192168959741,0.0041075338841486,0.0028112681794171,0.0007755233495245,0000SET_000_IMG_0101,1.3878609654247092,4.03793760674378,1.140686353506819,0.5755296125440125,0.359182114826898,3.8620896113733423,-0.1567315501482308,-0.1873540669066996,-0.6823615565361125,0.1888051009189054,0.6844175261136801,-0.1861041707110381,-239.97236295353963,0.1871687710530572,1.4605353839456745,3.0722124885379447,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0086553745350659,0.0126236034694001,0.0041107519873295,0.0028499149664673,0.0007855230231631,0000SET_000_IMG_0102,1.382406477968758,3.975404299887461,1.1406568653042626,0.5669371684079434,0.3600099257516024,3.856458199634968,-0.156268264550511,-0.1811373865796663,-0.6791344352677319,0.1910898603429018,0.6932831207651409,-0.1848748164436397,-235.35251162874408,0.1864858797965463,1.4584699273564117,3.070874503815753,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0086405231976854,0.0126029129057772,0.0041059019270837,0.0028118417818305,0.0007822994258529,0000SET_000_IMG_0103,1.3874069263120528,3.985031952952672,1.1405602618259478,0.5768157279238612,0.3598073956793766,3.857023815228114,-0.1564531502833981,-0.1870639040277937,-0.6799234035713642,0.190530470465607,0.6848292608459032,-0.187677586286298,-239.90505436161223,0.1865230129812166,1.4585821503440015,3.069462722098838,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0085879058009053,0.0125515332263478,0.0040780151295253,0.0027953943501506,0.0007590364761645,0000SET_000_IMG_0104,1.383898126384092,4.078085217714351,1.1394367216689898,0.5753014768962689,0.3593099416661682,3.8656483823639194,-0.1570041025725399,-0.1866061935008096,-0.6861573793127825,0.1861289014523237,0.6854791513429223,-0.1831467399845721,-241.2884567946378,0.1874991772644755,1.4615359689931242,3.0778535213058067,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0085626867302331,0.0124973657302363,0.004055157632499,0.0027365730016495,0.0007665737208032,0000SET_000_IMG_0105,1.3884358661248095,3.960017016450122,1.138207881366143,0.5928427179672834,0.3606783377418907,3.860887228627007,-0.1561526932503425,-0.1941456017439383,-0.6820338319851827,0.1890367256403784,0.6748376387931141,-0.1905968819313496,-248.6347715281006,0.1868313959515892,1.459514533693105,3.081844619326122,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0087628286588408,0.0128593415785968,0.0038080262882097,0.0025034364318083,0.0006973499681956,0000SET_001_IMG_0203,1.372106686091611,3.7965303014499576,1.118009458066726,0.62415833790603,0.3853076256157559,3.877783493099688,-0.1438651294414533,-0.2067016655685291,-0.6904365236070232,0.18312635350095,0.6574104909830499,-0.1989766265770427,-285.3325240580376,0.1894589153064345,1.467487506516864,3.376904623377081,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0087549146530373,0.0128669794974793,0.0038359273875018,0.0025895098776011,0.0007170349829316,0000SET_001_IMG_0204,1.363875339795564,3.73050961138963,1.1199597807225885,0.6052485743052984,0.3822954149028645,3.883587945346296,-0.1442469555561894,-0.1939817413937102,-0.6850248587214461,0.1869261095160038,0.6750674911204598,-0.1949990297472609,-271.95190526131194,0.1901806019313877,1.4696864569679635,3.354333436916045,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0087769968249504,0.0128828482437046,0.0038602583026315,0.0025971174218152,0.0007396523657697,0000SET_001_IMG_0205,1.3680123406878986,3.641985854486304,1.1212519578320643,0.6097005124754542,0.3816499604209449,3.8783217246502737,-0.1440733267929869,-0.1956121084969904,-0.6784057695508324,0.1916069619655986,0.6727833264537688,-0.2005257383090477,-271.1080875140253,0.1895605165106178,1.4677968444835805,3.3373021268868177,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0087757481732699,0.0129053657883162,0.0038704010716076,0.0025837132639713,0.0007407624855073,0000SET_001_IMG_0206,1.3725110378481524,3.659706751690684,1.1219457443145775,0.6147109897692786,0.3801013611023198,3.885483466602509,-0.1443486064251722,-0.1993593141886741,-0.6787090822817058,0.1913916598828396,0.6675569834157098,-0.2022944226666948,-273.08945394036334,0.1904707305336351,1.4705715721908164,3.334374280481444,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
