,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,Distance
7365,-18.476011,-45.3991436,674.826,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0214,0.0088926808451073,0.0131258587113286,0.0039410408305474,0.0026214877211071,0.0007611073137785,0000SET_001_IMG_0214,0.3772431292656124,3.897368709356712,-0.1444207282058097,-0.2010738847159184,-0.6762725076210407,0.1931234276689248,0.6651764936784434,-0.2047460522291555,-269.01075383535385,0.1922551609461294,1.4760294381362364,3.3305563874367308,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.668
7400,-18.476009,-45.3992384,674.782,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0215,0.0087965442993846,0.0130076980865672,0.003793953868899,0.0024828805112058,0.0006677810037267,0000SET_001_IMG_0215,0.384586911319204,3.906012852710223,-0.1433745236287803,-0.20887493253746,-0.7006630726429894,0.1760118933445253,0.6544308647396202,-0.1930401285849853,-289.0769990575983,0.1931346071393791,1.4787281964210888,3.4285335394291483,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.21
7435,-18.4760068,-45.3993,674.758,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0216,0.0088427752088163,0.0130594651017164,0.0038780570076069,0.002539014755806,0.000717609928877,0000SET_001_IMG_0216,0.3801624463590694,3.900373597973076,-0.1442978907144057,-0.2086687357051987,-0.687701507182748,0.1850436771479612,0.6547131078335524,-0.2014811079881082,-280.7668900337116,0.1925232228811,1.4768514174934624,3.3675278821585013,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.061
7470,-18.4760046,-45.3993703,674.769,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0217,0.0088193030139747,0.0130677285934621,0.0038410020035653,0.002477554359759,0.0006854021450469,0000SET_001_IMG_0217,0.3809614635630011,3.913236880594276,-0.14417669399473,-0.2157846769746891,-0.6971538013206156,0.1784435791521835,0.6450281352259856,-0.1989285093251116,-290.23619310601885,0.1941069787665434,1.48171897175497,3.4021665652171893,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.88
7505,-18.4760137,-45.3993873,674.99,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0218,0.0088182405015676,0.0130819684068673,0.0037936381376099,0.0024566332649569,0.0006512700310581,0000SET_001_IMG_0218,0.3840861105672802,3.91782838098468,-0.1434857594139895,-0.2139114906440594,-0.7069590613147514,0.1716742629196623,0.6475665774766406,-0.1912518650311437,-293.65985829322165,0.1946889147553984,1.483512317966577,3.448396481776544,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.764
7540,-18.4761479,-45.3993616,675.107,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0219,0.0089516167347511,0.0128310709869293,0.0039848271923076,0.0026572409260034,0.0007719577877713,0000SET_001_IMG_0219,0.3870908007213931,3.7854815454632913,-0.1474964635029183,-0.1998754367851604,-0.6754287650149385,0.1937242822628556,0.6668396890919128,-0.2042743370813099,-264.61853266752485,0.1780980520744905,1.4333802895199657,3.219981787842316,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.539
7575,-18.4762528,-45.399334,674.675,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0220,0.0089208699080136,0.0128305532970512,0.0039485658841448,0.002620153271425,0.000765401870714,0000SET_001_IMG_0220,0.3875362120986292,3.798885357089418,-0.146342792534587,-0.2022331266200354,-0.6752621525995456,0.1938430035541307,0.6635708630178995,-0.2063220121498399,-269.5603708903583,0.1797437966324536,1.4382625718513773,3.2494210995874275,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.966
7610,-18.4764053,-45.3992922,674.058,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0221,0.0088618539501577,0.012747094158844,0.0038961054484746,0.0025669326785201,0.0007232087039711,0000SET_001_IMG_0221,0.3895592548234092,3.800368847486194,-0.1468325403207274,-0.2056575783458301,-0.6868761551590092,0.1856234933924209,0.65884579164178,-0.2001312371909259,-276.7268094147873,0.179797748094356,1.4384229564759594,3.2717528638334805,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.189
7645,-18.4765774,-45.3992266,673.69,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0222,0.0087919759618947,0.0130350418375448,0.0037622523106774,0.0024094039528057,0.0006182241114793,0000SET_001_IMG_0222,0.3858617190418368,3.915997233085136,-0.1440429575898745,-0.219203452058134,-0.7177365875765078,0.164322873754309,0.6404153028141493,-0.1862711311305612,-301.300333765449,0.1943951260148355,1.482606628366589,3.4646910311014785,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.055
7680,-18.4766607,-45.3991059,673.824,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0223,0.0088395854743604,0.0130755488115541,0.0038723262867642,0.002540344388682,0.0006956494900142,0000SET_001_IMG_0223,0.3798891548786788,3.906447566049884,-0.144953562926226,-0.2077109468886797,-0.6954233016949961,0.1796464033498323,0.6560253967660269,-0.1951435515036916,-280.5199375618147,0.19328940822034,1.4792038438318509,3.3766650440193957,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.605
7715,-18.4766922,-45.3989334,673.328,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0224,0.0088447684542693,0.0130925178950028,0.0039094518446413,0.0025871052143137,0.0007223703525791,0000SET_001_IMG_0224,0.3769570260821816,3.9090404719641514,-0.145281482919967,-0.2035457579033878,-0.6880837295470447,0.184775355033278,0.6617565114300755,-0.1975475016819168,-273.47122009729105,0.1936314899255734,1.4802555841564338,3.348939548379081,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.284
7750,-18.4766993,-45.3987594,672.636,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0225,0.0088567842389084,0.0131111772378878,0.0039176667202425,0.0026723452860482,0.0007374782521863,0000SET_001_IMG_0225,0.3767104531539066,3.909074928126934,-0.1447648418090724,-0.1889710417834657,-0.6831556239153925,0.1882442547692394,0.6821267547441565,-0.1926996333753119,-261.2953436986676,0.1936635314784728,1.480354142566733,3.3466800966357413,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.992
7785,-18.4766954,-45.3985467,671.92,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0226,0.0088649530377192,0.013121782895761,0.0039330197645802,0.0026441470847342,0.0007496808917707,0000SET_001_IMG_0226,0.375858472306554,3.908499071538735,-0.1447845138287255,-0.1959616821915276,-0.6798083213993416,0.1906120326478244,0.6722943801469631,-0.1989578352392193,-265.39003117618915,0.1936089954834875,1.4801863969193694,3.336312472653334,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.773
7820,-18.4766856,-45.3983249,671.524,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0227,0.0088459991374307,0.0130739877381578,0.0039200769440678,0.002580255752078,0.0007384538881065,0000SET_001_IMG_0227,0.376772740805476,3.903138573839371,-0.1451471241301042,-0.2061157873941147,-0.6829670491793923,0.1883773963222819,0.6582155883400876,-0.2027152112083469,-274.51302575999347,0.192882807125932,1.4779548963369114,3.335135489608817,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.437
7855,-18.4766721,-45.3981005,671.464,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0228,0.0088193339643673,0.0130641749560939,0.0038855902348766,0.0025934484652443,0.0007248903080344,0000SET_001_IMG_0228,0.3776544440098233,3.912194980835828,-0.1444329580932483,-0.1994341798897093,-0.6855467445149596,0.1865586086581827,0.6674528986525168,-0.1973149589469187,-272.199747685901,0.1939744218879656,1.481310834681735,3.3622111870756224,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.278
7890,-18.4766607,-45.3978707,671.164,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0229,0.0088374956783137,0.0130685282930971,0.0039078360875544,0.0025982813586737,0.0007240413349334,0000SET_001_IMG_0229,0.3772161241264775,3.9053490436434366,-0.1453387778985415,-0.201280524015119,-0.6873659344186556,0.1852793512090521,0.6648900569163215,-0.1967332980656358,-271.71556176931824,0.1931447085196863,1.4787592287219915,3.344185375307192,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6
