,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0087284225683658,0.0126972818331475,0.0041764400903209,0.002912332320621,0.0008340571345117,0000SET_000_IMG_0100,1.3869316434854788,3.825500490469266,1.1442014695551317,0.5634616897998195,0.3585005466415263,3.845343693446367,-0.1559987430599074,-0.178325342727703,-0.6670761015980542,0.1997052792507828,0.6973240984278619,-0.1908315795048258,-228.7991692757936,0.1852382162287919,1.454705215483716,3.0402164423653675,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.0087851900311752,0.0127472002950736,0.0042240647160671,0.0029720002797381,0.0008630204324587,0000SET_000_IMG_0101,1.3880204708191035,3.7674651166880304,1.1467206623853086,0.5555603312442149,0.3578138892875822,3.8346335602412616,-0.1560924835879071,-0.1739929304500258,-0.6607014007977449,0.2043104191031979,0.7035877713789481,-0.1921478684828035,-222.64579291058533,0.1840023426971115,1.450987428824963,3.0177568649900173,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0088136042787359,0.0127799818049004,0.0042403449492815,0.0030344083397594,0.0008702628906833,0000SET_000_IMG_0102,1.3821156191991504,3.764152232298115,1.1474233240311105,0.5409076682448334,0.3578455274248366,3.831619254070354,-0.1560686606451191,-0.1657701040307155,-0.6594288124094084,0.2052339847565374,0.7156041256203842,-0.1880573506577155,-216.0925769339188,0.1836831321486817,1.450029000704509,3.013901453245187,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0087360567709394,0.0126797201946143,0.0041797336013761,0.0029177354382706,0.000848297536992,0000SET_000_IMG_0103,1.3868060166236411,3.748094989557585,1.1443097610057953,0.5652495987109366,0.3593394096739291,3.836667384059105,-0.1555598972543729,-0.177809604530282,-0.6625726795847474,0.2029549291640773,0.6980673211589346,-0.1936353080736293,-228.2634330876944,0.1841475763414095,1.4514237403760408,3.033619221674735,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0086937473063402,0.0126447008296714,0.0041612493595788,0.002919947908655,0.0008259657644028,0000SET_000_IMG_0104,1.382470113645469,3.838167517962868,1.143692686707798,0.5592543472095708,0.3584503902319045,3.8453412953478256,-0.1563039436568606,-0.1752954202380816,-0.6687667390038788,0.19848985077078,0.7016998156896217,-0.1878631589790241,-227.446665558657,0.1851565539418687,1.4544592089132655,3.0386789488028403,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0086755756801405,0.0126157453824201,0.0041438648294928,0.0028740500050494,0.000829877558305,0000SET_000_IMG_0105,1.3858316517773102,3.7715778993893703,1.142731703560924,0.5720648239999006,0.3592107095758756,3.8449194304353194,-0.1556496781693471,-0.1809390473354516,-0.6662965253926466,0.2002665609164127,0.6935675084269527,-0.1930917045400629,-232.6749321122105,0.1850598979134334,1.4541680976052287,3.044439406573076,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0087916861115415,0.0128738798772992,0.0038256953661918,0.0025268168921137,0.0007223314302452,0000SET_001_IMG_0203,1.3720903859693423,3.669034760408578,1.11875656289918,0.623897340247338,0.3857415785047321,3.8691008503961584,-0.14323945829733,-0.2044668977033299,-0.6823539250863314,0.1888104935454461,0.6604856503849028,-0.2037054161015698,-282.01100986623374,0.1884185147925661,1.4643243302782043,3.365108469186402,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0087782332383918,0.0128810003730709,0.0038483201974622,0.0026048246990728,0.0007410563779128,0000SET_001_IMG_0204,1.3641100201462428,3.604248470896768,1.1204418225573125,0.6069039902407491,0.3827274977210703,3.877224508032846,-0.1434613927385198,-0.1926960448473877,-0.6770557544181268,0.1925661950898718,0.6768731720376513,-0.2000739980170773,-269.98485402769177,0.1894234675278536,1.4673795994318717,3.347174796308624,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0088192300722077,0.0129048321438057,0.0038781103803337,0.0026267329614063,0.0007686846991927,0000SET_001_IMG_0205,1.367108709909305,3.5086861696671363,1.1218215197087416,0.6083119803120832,0.3828891098165682,3.8658535301272536,-0.1431327921188219,-0.192376257687501,-0.6691548966385478,0.1982111450697174,0.677322897957401,-0.2054790044078506,-267.3124684589819,0.1880680524191461,1.4632606291192105,3.3276082623247243,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0088438147145015,0.0129427407571407,0.0039138625189827,0.0026391335036394,0.0007775912472187,0000SET_001_IMG_0206,1.3729938684889489,3.5390152097445267,1.123846889349944,0.6087430869635336,0.3809048089601016,3.865973264896141,-0.1439544344605658,-0.194526139027509,-0.6685073386758306,0.1986761781864564,0.6743040898445685,-0.2067139763050409,-265.83886719972554,0.1881401604753189,1.463479411878457,3.306897136618076,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
