,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
3375,-18.4753603,-45.3992288,671.92,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0100,0.0086613362128577,0.0126243295707143,0.004121472812985,0.0028260305851321,0.0007856374707777,0000SET_000_IMG_0100,1.3885613475156025,4.003353841318425,1.1413372242198894,0.5741989681800282,0.3596122371840003,3.853962744298613,-0.156717453713938,-0.1864615464893458,-0.6797962852486434,0.1906205636738624,0.6856846358972659,-0.18729407606824,-238.39758544464317,0.1861813202439355,1.4575498815036831,3.0630626825780416,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,96.351
3410,-18.4753613,-45.399056,671.368,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0101,0.008677356404695,0.0126296149058723,0.0041402888906331,0.0028449988197053,0.0008003896971323,0000SET_000_IMG_0101,1.3896664045712184,3.951227580099229,1.1424374819408545,0.573174022885908,0.3592403686000222,3.848264181290834,-0.1567514756001178,-0.1854311697155635,-0.6760000947585197,0.1933173549659987,0.687149832984303,-0.1890932849162136,-236.2515229690139,0.1854913325582391,1.4554680385190677,3.050418760498879,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,85.516
3445,-18.475349,-45.3988406,670.975,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0102,0.0086735154463086,0.0126213473358876,0.0041310653606023,0.0028705785034396,0.0008043498620387,0000SET_000_IMG_0102,1.3835877982916118,3.9007792137630113,1.1418276467411963,0.5664338648310756,0.359902153456333,3.847533309723069,-0.1562215043407059,-0.1800272738286703,-0.6740497705851453,0.1947076097390595,0.6948760798645596,-0.1874684801638329,-233.0683313461092,0.1853889330002928,1.455159377304064,3.055228187928606,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,77.515
3480,-18.475336,-45.3986672,670.768,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0103,0.0086410069705714,0.0125864652129979,0.0041103323932172,0.0028197368049287,0.000794229729195,0000SET_000_IMG_0103,1.3871131696494778,3.9146199118737934,1.14087579126815,0.5776229269575878,0.3599640169565181,3.851866836127801,-0.1562175013277823,-0.1862312700476052,-0.6761261415914636,0.193227615972281,0.6860118684274249,-0.1897540116422207,-238.9157754577481,0.1858656654125969,1.456597044287027,3.062152645797666,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,75.916
3515,-18.4753202,-45.3984451,670.811,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0104,0.0086032917210191,0.0125448805070802,0.0040960790760718,0.0028156581237725,0.0007788718740299,0000SET_000_IMG_0104,1.3846258673315448,3.982832112525721,1.140489443155937,0.5750426995200477,0.3592870129295751,3.856591819298451,-0.1568555034573801,-0.1852531303314228,-0.6804596058495106,0.1901505951337369,0.6874032633356184,-0.1860897615006045,-238.9221741154577,0.1863796428148983,1.4581489171675095,3.062655840890388,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,80.109
3550,-18.4753063,-45.3982167,670.818,2021-10-28, _Campo2021-10-TM_0000SET_000_IMG_0105,0.0085767839782224,0.0124849818106101,0.0040661367367102,0.0027422349237444,0.0007801096226872,0000SET_000_IMG_0105,1.3899614619721603,3.895030393620328,1.1387634623858915,0.5948670621395559,0.3612858480641854,3.8506583681047815,-0.1560185953527855,-0.1944520480066451,-0.6780561429055367,0.191855235866555,0.674407945750262,-0.1935235407231866,-248.07223894581244,0.1855588876816743,1.4556717112511095,3.0704776103302804,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,90.552
6980,-18.4760082,-45.3977817,674.853,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0203,0.0087672331604996,0.0128656101081807,0.0037931943135231,0.0024914453321767,0.0006981872813773,0000SET_001_IMG_0203,1.3708054691311988,3.7513957865200367,1.116978157695777,0.6268902596166839,0.3866150773381294,3.877645793580648,-0.1430698218308965,-0.2071318412404295,-0.6890991038614778,0.1840631466962279,0.6568198532024735,-0.2005978467466818,-287.31237605899446,0.1894516082227003,1.4674652621474884,3.391761413939057,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,89.893
7015,-18.4760079,-45.3979062,675.0,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0204,0.0087680595854739,0.0128807651889873,0.0038245148680727,0.0025790678129534,0.0007191683622283,0000SET_001_IMG_0204,1.3630643089074377,3.687100439577136,1.119017211467453,0.607806773787843,0.3837927828719209,3.881724456129902,-0.1434418051878609,-0.1944922267982228,-0.68344256156226,0.1880417221624537,0.6743516241716372,-0.1968267969161254,-273.68667373835723,0.1899736196472474,1.4690553894418037,3.367947473944152,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,76.765
7050,-18.476008,-45.3980097,675.116,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0205,0.0087861416541383,0.0128920005101414,0.00384526605715,0.0025779903472861,0.0007404118341578,0000SET_001_IMG_0205,1.3678449331978255,3.600934436269424,1.1201251898474665,0.6143789221409152,0.3832512722212193,3.876903185506105,-0.1432251066287518,-0.1972948968670595,-0.6770763879594516,0.1925515226133849,0.670432242911387,-0.2029346266810337,-274.08344561627223,0.1894008640080124,1.4673107966645664,3.352694018706362,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,65.85
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0087760500091155,0.0129073426320187,0.0038495991068288,0.0025584273027209,0.0007360939999548,0000SET_001_IMG_0206,1.372101310197123,3.6386571637304206,1.1205582530739897,0.619727020332058,0.3816781689877715,3.8859269313227536,-0.1435893892806961,-0.2014928968119893,-0.6789606356928253,0.1912131574035965,0.664595775228259,-0.2038381514815406,-276.9186428554741,0.1905279626337616,1.4707462490086214,3.3529056594808475,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633,54.915
