Blue,Green,Red,Near-IR,RedEdge,Image,R^2/NIR,R^2/RE,R^2/B,MLR,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR
0.0084078037291696,0.0119344352627203,0.004208556752274,0.0030080626402015,0.0009644771372355,0000SET_000_IMG_0004,1.3792964345339707,3.248439360365933,1.1525799804274857,0.5748101528018233,0.3518597138829706,3.7585869189025765,-0.15947505170555995,-0.16635131309879111,-0.6271135438755262,0.2291705194932601,0.7147492162428748,-0.2059185316967334,-213.50276097467875,0.17336496414955638,1.4194474142296623,2.8357548597323285
0.0085035951735304,0.0120218990396133,0.0042967622632715,0.0031007630760849,0.0010366954834221,0000SET_000_IMG_0005,1.384270512221848,3.13468151261268,1.1576015590078859,0.5692597778283808,0.3499308134594198,3.7415530911118466,-0.15883012345504377,-0.16167557829422108,-0.6112482623248363,0.24127364278068603,0.7216510679657707,-0.21242298980606614,-204.90394064886286,0.17141140815162054,1.4137431044500466,2.797897184672251
0.0088684159843329,0.0132914266475966,0.0042926924862746,0.0031255762118021,0.0009810638982864,0000SET_000_IMG_0006,1.3798585827953629,3.3368559480289046,1.150347548616485,0.5429777435738499,0.3442612760373392,3.9555164505600082,-0.14944278454471363,-0.15733000811565281,-0.6279449308054961,0.2285427855415316,0.7281155642515221,-0.20325809228982772,-207.18129843005494,0.19959576142886085,1.4987373924585259,3.0962913579517837
0.0090819543490755,0.0134907969551187,0.0044828597494051,0.0033816655376379,0.0011164988202885,0000SET_000_IMG_0007,1.3834067767274105,3.1732242057685256,1.1608555177313105,0.5130247613981723,0.3409060721149913,3.918049864147907,-0.14913383325545712,-0.14002042991475205,-0.6012047428676833,0.2490595027954344,0.7543545251636895,-0.20722643825817677,-185.60381300235505,0.1953170239032404,1.4854508662545742,3.0094175836995576
0.0090460975418674,0.013429355707451,0.0044626664713252,0.0033209288659555,0.0011075657651955,0000SET_000_IMG_0008,1.387514709418362,3.169577313429456,1.1599795955558794,0.526036542586938,0.3412994018766796,3.916381709654278,-0.14927844475089497,-0.14668511862393155,-0.6023268983530524,0.2481847505997027,0.7441579798297904,-0.21107508374287628,-190.57566636290778,0.1950242389757603,1.484546860709481,3.0092671710380183
0.0094096549230914,0.0136093456961888,0.0044180092511561,0.0033060779147102,0.0011022092278107,0000SET_000_IMG_0009,1.3804839107913855,3.114661980985941,1.1500755146705814,0.5195944462680008,0.3667807243174942,3.811460373293883,-0.1440462198245114,-0.14395634235714772,-0.6006646360065819,0.24948096872415446,0.7483184680622996,-0.21625277526080733,-196.1993873797869,0.1824445310444899,1.4463171930770076,3.0804248978490754
0.0096795892368312,0.0139440255597219,0.0046904395421637,0.0033937771556678,0.0011509358018026,0000SET_000_IMG_0010,1.4248031599027786,3.4087339863821877,1.1655682504166651,0.5186845062945661,0.3577983756053158,3.791857461798731,-0.1498290490614309,-0.1603943133839689,-0.6059367070149225,0.2453790932505386,0.7235520520326866,-0.22022785209652196,-191.34677342698023,0.18051582535594513,1.4405596372482792,2.9728611645827803
0.0099883678767241,0.014226894422112,0.0049699351276947,0.0038350141843103,0.0013048751439187,0000SET_000_IMG_0011,1.4215544316155442,3.3683287312101906,1.181392847645872,0.45410564720252866,0.3527426717407527,3.7440483768993715,-0.1513533051406245,-0.12889579521338143,-0.5840909645278609,0.26255375782419216,0.7716427047387171,-0.2096135404994759,-160.63877182147922,0.17503533486777983,1.4243462593388196,2.8625915744520256
0.0099852488132732,0.0141571100644901,0.0049661358162643,0.0039532694861167,0.0013660395411669,0000SET_000_IMG_0012,1.4059418063615792,3.184413982327109,1.181153316142985,0.4390796498407878,0.3545294890090744,3.7266920057752166,-0.14911949131919028,-0.11355760791330101,-0.5685402048874822,0.2750709186593456,0.7960453826432977,-0.20874102109497233,-152.8074516178802,0.17280255307029915,1.417802433292531,2.850729538673707
0.0098067243560222,0.0139204727833389,0.0049096280605498,0.0040095932792163,0.0014223921436928,0000SET_000_IMG_0013,1.3886336098562557,2.9659848114694483,1.1802028101428408,0.4367616992612775,0.35179094644929193,3.7340548450627864,-0.1469720968884275,-0.10090956901368955,-0.5507303837281617,0.2897148472655411,0.8166796404465901,-0.20970470532393357,-147.43100645895043,0.1733769228263541,1.4194824161434183,2.8353416209251563
0.0099481581922726,0.0142703660297395,0.0050327978400995,0.004066748590507,0.0014457597048499,0000SET_000_IMG_0014,1.405160523892493,3.0770728049278806,1.1872368132789295,0.4326438234431755,0.34444528906472816,3.771473987280231,-0.14811134247351693,-0.10616454973438832,-0.5536785172257995,0.28726758967559024,0.8080492639908221,-0.21017813546330702,-145.37556604894303,0.17846701961874567,1.4344731712071335,2.835473723191983
