,lat_d,long_d,Altitude,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,Distance
7085,-18.4760083,-45.3981134,675.122,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0206,0.0088812194969756,0.0131057966643291,0.0039512385581161,0.0025975733055404,0.0007542717959459,0000SET_001_IMG_0206,0.3761679709466079,3.896668149582606,-0.1454024838439238,-0.2067039458085588,-0.6794091440921897,0.1908950281922555,0.6574073590684156,-0.2054467029739423,-272.3775488864733,0.1921396307875736,1.4756753471516082,3.3168831675346317,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.893
7120,-18.4760085,-45.3982589,675.205,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0207,0.0089121133318593,0.0131263596167032,0.0039796731824158,0.0026492150643065,0.0007761235946753,0000SET_001_IMG_0207,0.3757660382218238,3.88891257450733,-0.1453616861393954,-0.2007060714543127,-0.6736094366294522,0.1950219425315136,0.6656865885400003,-0.2058772351249865,-265.2634664600264,0.1912222455103806,1.472867223285714,3.2983511497130134,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.716
7155,-18.4760089,-45.3983834,675.344,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0208,0.008972048314294,0.0132024094095762,0.0040331759655995,0.0027271640378547,0.0008110858100014,0000SET_001_IMG_0208,0.374088713315628,3.884341198313564,-0.1453063788851804,-0.1931873141110494,-0.6651354333960247,0.2011035017860517,0.6761827555047747,-0.2070085738642599,-255.22401121023512,0.1907763043390382,1.4715044934101071,3.2734523666174247,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.875
7190,-18.4760105,-45.3985702,675.435,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0209,0.0090257873772256,0.0132467276207156,0.0040797380442189,0.0027894418560071,0.0008471245318964,0000SET_001_IMG_0209,0.3733789562693152,3.873480090246314,-0.1451391328110593,-0.1878384620803639,-0.6561200890793527,0.2076418933555791,0.6837306282347748,-0.2098335923920097,-247.70099848515727,0.1895134089652726,1.4676534098443894,3.24695543614291,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.118
7225,-18.4760111,-45.3986743,675.318,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0210,0.009019128467573,0.0132157212798489,0.0040497166235116,0.0027343775472584,0.0008278197003556,0000SET_001_IMG_0210,0.37602274887854,3.867529818219517,-0.1449030220467118,-0.1938857337683312,-0.6605582632753186,0.204414228775785,0.675202193502458,-0.2109603199329869,-254.8384869825716,0.1887394275179434,1.4652991502853248,3.263369393088362,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.513
7260,-18.4760114,-45.3987784,675.138,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0211,0.0090412860450057,0.0132470110297451,0.0040774569777081,0.0027655041744826,0.0008382463433205,0000SET_001_IMG_0211,0.3747131376392545,3.8668011761293855,-0.1453323519299788,-0.1917229652553986,-0.6589516134000135,0.2055806714585301,0.6782423921581298,-0.2103947894017714,-250.99398414116064,0.188696559931617,1.4651688890058503,3.2488413984912525,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.065
7295,-18.4760115,-45.3989031,674.968,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0212,0.0089981977862042,0.0132024111373424,0.0040526645183897,0.0027036433403057,0.0008173874615377,0000SET_001_IMG_0212,0.3745931872873047,3.872875072950784,-0.1457292035544382,-0.1996683997085484,-0.6643208471257898,0.2016913706596379,0.6671273499292695,-0.2114891205108597,-258.73790639386425,0.1893737854496004,1.4672283773961925,3.257711334711784,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.927
7330,-18.4760118,-45.399048,674.88,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0213,0.0089794114031947,0.0132087129081794,0.0040280372355117,0.0027364320206546,0.0008046337375291,0000SET_001_IMG_0213,0.3748566724178626,3.882913418105442,-0.1452760698807792,-0.1909396237819706,-0.6670024746076141,0.1997582669880368,0.6793462574103981,-0.2044361084565829,-254.0734981910815,0.1906110424492561,1.4709998590197124,3.2791933479982927,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.037
7365,-18.476011,-45.3991436,674.826,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0214,0.0089488578132122,0.0131761298914019,0.0039957667559074,0.0026755007279357,0.0007755477134083,0000SET_001_IMG_0214,0.3759139518301915,3.8870066737502422,-0.1455467042735365,-0.1979033266420817,-0.6749123461067831,0.1940923384133268,0.6695838099108765,-0.2032056828357356,-262.0157075090938,0.191063250955304,1.4723811872335826,3.297522277025334,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.668
7400,-18.476009,-45.3992384,674.782,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0215,0.008847191981457,0.0130655660881115,0.003839425058395,0.0025128700848392,0.0006723870647034,0000SET_001_IMG_0215,0.3832797514696758,3.900171634638941,-0.1445294099280841,-0.2088308152634733,-0.7019436774589579,0.1751270188835197,0.6544912445535943,-0.191577275123672,-284.9211193677256,0.1925076749016271,1.476803726594367,3.4030006809335447,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.21
7435,-18.4760068,-45.3993,674.758,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0216,0.0088951479254812,0.0131128703224475,0.0039243398287151,0.0025803887873235,0.0007229496003099,0000SET_001_IMG_0216,0.3790785674328475,3.892533530754456,-0.1454647207367933,-0.2066113931452639,-0.6888725734211159,0.1842219664617085,0.6575344898630673,-0.1988962024581821,-275.1176601701186,0.1916448064270055,1.4741598939444434,3.341420696163536,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.061
7470,-18.4760046,-45.3993703,674.769,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0217,0.008880207837044,0.0131330721005456,0.0038900339999783,0.0025266685133452,0.0006917910914063,0000SET_001_IMG_0217,0.3799700328195401,3.904975641545043,-0.1452869775716939,-0.2124713564018649,-0.6980281535813735,0.1778367724832634,0.6495235037429736,-0.1958931674864092,-283.1680978836978,0.1931953927610516,1.4789149467606688,3.3760815716826285,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.88
7505,-18.4760137,-45.3993873,674.99,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0218,0.0088503708686872,0.0131206412963809,0.003810990728161,0.0024643332276132,0.0006434354279044,0000SET_001_IMG_0218,0.384080322500412,3.9146565305757584,-0.1441697485968681,-0.2145956941886134,-0.7111028871684125,0.1688367864948574,0.6466384736659719,-0.1883976759296496,-292.7996621871453,0.1943592946747823,1.4824962129894474,3.4428426181745886,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.764
7540,-18.4761479,-45.3993616,675.107,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0219,0.0089924676423193,0.0129245854604077,0.0040209280266178,0.0026940027258402,0.0007744634465247,0000SET_001_IMG_0219,0.3846575683940486,3.794991381752421,-0.1481250496988193,-0.1976081883334208,-0.6769967787354881,0.1926081345893025,0.6699952617919048,-0.2013532874252469,-259.9906920446569,0.1794090564848406,1.4372679418476333,3.2143289745176573,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.539
7575,-18.4762528,-45.399334,674.675,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0220,0.008945906918711,0.0128855910997422,0.0039605802222435,0.0026361686761874,0.0007569905166558,0000SET_001_IMG_0220,0.3868915797403536,3.8040229443422815,-0.1467416346271724,-0.2007673122697036,-0.6790761353448531,0.1911312166849627,0.665601636190094,-0.2025369247467573,-267.5554320568192,0.1804587196765499,1.4403895789247565,3.253460446874388,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.966
7610,-18.4764053,-45.3992922,674.058,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0221,0.0088895911626326,0.0128150710327921,0.0039071618273489,0.0025749854023468,0.0007156002951718,0000SET_001_IMG_0221,0.3887945156553805,3.808160260550242,-0.1470449760259284,-0.205514681755329,-0.6904014196682925,0.1831509230467046,0.6590424241767298,-0.1974059293449749,-275.8606035756065,0.1808588327620681,1.4415815978872295,3.2798925662844693,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.189
7645,-18.4765774,-45.3992266,673.69,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0222,0.0088314662531901,0.0131139768215206,0.0038010664007449,0.0024399491598601,0.000618722233194,0000SET_001_IMG_0222,0.3835907231580658,3.92116097697798,-0.1450116161572578,-0.2180922684244765,-0.7200217999372532,0.1627759602075744,0.6419117433418,-0.1835211347941787,-296.61312451436635,0.1951434998943148,1.4849150124741255,3.450078330373454,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.055
7680,-18.4766607,-45.3991059,673.824,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0223,0.0088997006774273,0.0131748706439718,0.0039359404444307,0.002607378689345,0.0007096708357511,0000SET_001_IMG_0223,0.3767596940519323,3.908347949212132,-0.1461532168260976,-0.203040953363844,-0.6944768759372704,0.1803052779305322,0.6624537962799726,-0.1924369141881182,-271.1636219127524,0.1936694445522549,1.480372331778281,3.3473246940547727,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.605
7715,-18.4766922,-45.3989334,673.328,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0224,0.0088994980284432,0.0131900437170506,0.0039567953423189,0.0026499928703238,0.0007303868765666,0000SET_001_IMG_0224,0.3747298183504071,3.9127884643527686,-0.1460604526307331,-0.1977969370191726,-0.688347138020903,0.1845905116079501,0.66973210415547,-0.1935478607323463,-264.99361768680103,0.1942342551982844,1.482110976921914,3.33351679223331,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.284
7750,-18.4766993,-45.3987594,672.636,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0225,0.0089282362916298,0.0132145909860889,0.0039736703624345,0.0027295367168163,0.0007540061287711,0000SET_001_IMG_0225,0.3749314628361186,3.907114126434031,-0.1454043873116058,-0.1856027467015465,-0.6810246512536556,0.1897505479818291,0.6869056735607098,-0.1917877428912371,-254.3583342005696,0.1935775698694204,1.4800897461100515,3.32553779775353,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.992
7785,-18.4766954,-45.3985467,671.92,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0226,0.0089235107495868,0.0132146056694181,0.0039794456726426,0.002700266201598,0.0007561840212637,0000SET_001_IMG_0226,0.3741364063844902,3.909204244094671,-0.1455978273116238,-0.1915021927783415,-0.6806405609641564,0.1900224512328991,0.6785533523328274,-0.1952999048925593,-258.27034081754744,0.1938328825548828,1.4808751891770846,3.32071518409316,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.773
7820,-18.4766856,-45.3983249,671.524,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0227,0.0089072950611308,0.0131738571632611,0.0039743517872385,0.0026394557405341,0.000750638600962,0000SET_001_IMG_0227,0.3744494275867177,3.904696472984888,-0.1459938844457325,-0.2018347284977564,-0.6822687289114767,0.1888706992099374,0.6641223227921839,-0.2001190928695818,-266.59845711786494,0.1932218961570878,1.4789963813760372,3.314718441775053,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.437
7855,-18.4766721,-45.3981005,671.464,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0228,0.0088906358327456,0.0131595818688961,0.0039400637439153,0.0026531862432056,0.0007369773172569,0000SET_001_IMG_0228,0.3761952422311715,3.907974058438565,-0.1452632563541502,-0.1951810568723249,-0.684853176348983,0.1870470543516016,0.6733866291637935,-0.1948770118087246,-264.42742163907496,0.1936010833957736,1.480162062248383,3.3399413624255803,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.278
7890,-18.4766607,-45.3978707,671.164,2021-10-28, _Campo2021-10-TM_0000SET_001_IMG_0229,0.0088836095726203,0.0131552805469461,0.0039540047312775,0.0026480206784631,0.0007319096105122,0000SET_001_IMG_0229,0.3747244176018102,3.9098533400277296,-0.1462004258510588,-0.1978156659148201,-0.6876128938231251,0.1851059015490169,0.6697059964335325,-0.1940099881213225,-265.0736994497884,0.1938242330331034,1.48084857167646,3.32707759373261,,Chuvoso,,Campanha 8,,,2021-10-28,10:44:28,457914.0,7957102.0,-18.476018,-45.398634,0.104,260,27.839,8.13,125.6,79.9,7.77,0.16,12.74,3.18,3.02,2.15,4.42,1.29,,45.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6
